series,support,n,bias,obs_std,model_std,MAE,RMSE,r,WSS
matched_cast,year_biweek,66,0.5598828662383115,1.5851776131246353,0.6925724429069019,1.2680427177366647,1.4764673667438781,0.4997231294519953,0.5869996546250498
