date,group,obs_biomass,model_biomass
2015-05-25,ZC2-AMP,0.066174316809745,0.3494428
2015-06-05,ZC2-AMP,2.01849709023768,0.3864476
2015-06-06,ZC2-AMP,0.752164841104366,0.398589
2015-06-06,ZC2-AMP,3.37093757139034,0.398589
2015-06-06,ZC2-AMP,1.57201880672542,0.398589
2015-06-06,ZC2-AMP,2.68948874991846,0.398589
2015-06-06,ZC2-AMP,0.161668080544626,0.398589
2015-06-06,ZC2-AMP,2.3027088364284,0.398589
2015-06-06,ZC2-AMP,2.2123003997229,0.398589
2015-06-06,ZC2-AMP,2.2904432460674,0.398589
2015-06-06,ZC2-AMP,4.80846609900035,0.398589
2015-06-26,ZC2-AMP,1.48785049929845,0.4417451
2015-06-27,ZC2-AMP,1.17973247674824,0.4471138
2015-06-27,ZC2-AMP,4.49377724246396,0.4471138
2015-06-27,ZC2-AMP,5.051763169893,0.4471138
2015-06-27,ZC2-AMP,1.77132488607367,0.4471138
2015-06-28,ZC2-AMP,4.09698958654061,0.4471138
2015-06-28,ZC2-AMP,2.36094833785375,0.4471138
2015-07-06,ZC2-AMP,0.380223414911626,0.4653425
2015-07-06,ZC2-AMP,1.91837220970293,0.4653425
2015-07-06,ZC2-AMP,1.43182170588889,0.4653425
2015-07-07,ZC2-AMP,0.353254954469478,0.4653425
2015-07-07,ZC2-AMP,3.58725367149368,0.4653425
2015-07-07,ZC2-AMP,3.31071815232273,0.4653425
2015-07-07,ZC2-AMP,6.47251901400567,0.4653425
2015-07-08,ZC2-AMP,3.14591988668592,0.4653425
2015-07-08,ZC2-AMP,2.35986999755037,0.4653425
2015-07-08,ZC2-AMP,1.98804901414235,0.4653425
2015-07-15,ZC2-AMP,0.0485262137686675,0.4839635
2015-07-15,ZC2-AMP,1.0829465504177,0.4839635
2015-08-03,ZC2-AMP,0.169781660101721,0.4918226
2015-08-03,ZC2-AMP,1.37786516791071,0.4918226
2015-08-03,ZC2-AMP,6.99606734588991,0.4918226
2015-08-04,ZC2-AMP,3.18534478054536,0.4918226
2015-08-04,ZC2-AMP,2.48380037835666,0.4918226
2015-08-04,ZC2-AMP,0.762536251530906,0.4918226
2015-08-04,ZC2-AMP,2.61529977539123,0.4918226
2015-08-05,ZC2-AMP,2.72904854338134,0.4925956
2015-08-05,ZC2-AMP,6.80967711123419,0.4925956
2015-08-05,ZC2-AMP,0.0295207039933396,0.4925956
2015-08-05,ZC2-AMP,1.43405116972289,0.4925956
2015-08-05,ZC2-AMP,1.91893040585788,0.4925956
2015-08-15,ZC2-AMP,0.105707192331784,0.4975789
2015-09-13,ZC2-AMP,1.57494286284112,0.5063719
2015-09-13,ZC2-AMP,3.07113030494871,0.5063719
2015-09-13,ZC2-AMP,8.06789804803161,0.5063719
2015-09-13,ZC2-AMP,3.40764252140826,0.5063719
2015-09-13,ZC2-AMP,2.55754703370826,0.5063719
2015-09-13,ZC2-AMP,2.1662962474483,0.5063719
2015-09-14,ZC2-AMP,0.217686468019581,0.5063719
2015-09-14,ZC2-AMP,2.67992896846213,0.5063719
2015-09-14,ZC2-AMP,1.99965673495927,0.5063719
2015-09-14,ZC2-AMP,1.26640730609091,0.5063719
2015-09-14,ZC2-AMP,0.0283212792204271,0.5063719
2015-09-14,ZC2-AMP,0.862456099801614,0.5063719
2015-09-24,ZC2-AMP,2.60011088501031,0.5222757
2015-09-24,ZC2-AMP,0.697118149924723,0.5222757
2015-10-02,ZC2-AMP,0.0719711639481641,0.5305438
2015-10-02,ZC2-AMP,0.288643563022798,0.5305438
2015-10-02,ZC2-AMP,2.20281982389451,0.5305438
2015-10-02,ZC2-AMP,1.20755614312923,0.5305438
2015-10-02,ZC2-AMP,2.11934444022982,0.5305438
2015-10-02,ZC2-AMP,4.05559307397416,0.5305438
2015-10-03,ZC2-AMP,1.97065992151743,0.5305438
2015-10-03,ZC2-AMP,3.72801144111391,0.5305438
2015-10-03,ZC2-AMP,4.38201558579178,0.5305438
2015-10-03,ZC2-AMP,2.42422785605265,0.5305438
2015-10-03,ZC2-AMP,1.36672066002705,0.5305438
2015-10-04,ZC2-AMP,0.567679292222227,0.5303982
2015-10-05,ZC2-AMP,0.0365490368140688,0.5303982
2016-02-23,ZC2-AMP,0.608419727860248,0.2905967
2016-02-23,ZC2-AMP,0.521186595529763,0.2905967
2016-02-24,ZC2-AMP,1.2294070230476,0.2849728
2016-02-24,ZC2-AMP,0.790079230658641,0.2849728
2016-02-24,ZC2-AMP,0.452734788044996,0.2849728
2016-02-24,ZC2-AMP,0.673135510602485,0.2849728
2016-02-24,ZC2-AMP,0.480380347955912,0.2849728
2016-02-25,ZC2-AMP,0.530799266963055,0.2849728
2016-02-25,ZC2-AMP,0.399276878412911,0.2849728
2016-02-26,ZC2-AMP,0.544377570521303,0.2849728
2016-03-14,ZC2-AMP,0.132772746931331,0.2570001
2016-03-14,ZC2-AMP,0.802967207917574,0.2570001
2016-03-16,ZC2-AMP,1.02333965815335,0.2536864
2016-03-16,ZC2-AMP,0.429803274987906,0.2536864
2016-03-16,ZC2-AMP,0.0523601282176489,0.2536864
2016-03-17,ZC2-AMP,0.474679287574347,0.2536864
2016-03-17,ZC2-AMP,0.349480427439141,0.2536864
2016-03-17,ZC2-AMP,0.472376818156705,0.2536864
2016-03-18,ZC2-AMP,0.436907257754706,0.2536864
2016-03-18,ZC2-AMP,1.0856666832053,0.2536864
2016-03-20,ZC2-AMP,1.14104332162426,0.2509421
2016-03-29,ZC2-AMP,0.409538191854512,0.2453122
2016-03-29,ZC2-AMP,0.641883729764901,0.2453122
2016-03-29,ZC2-AMP,0.443293213503037,0.2453122
2016-03-30,ZC2-AMP,0.92654397935048,0.2453122
2016-03-30,ZC2-AMP,0.746459919135535,0.2453122
2016-03-30,ZC2-AMP,0.168034247652679,0.2453122
2016-03-31,ZC2-AMP,0.591844905048487,0.2442682
2016-03-31,ZC2-AMP,0.514500787777132,0.2442682
2016-03-31,ZC2-AMP,0.296811391455331,0.2442682
2016-03-31,ZC2-AMP,0.633786932723979,0.2442682
2016-04-23,ZC2-AMP,0.881602090390635,0.2567171
2016-04-23,ZC2-AMP,0.2929957435447,0.2567171
2016-04-23,ZC2-AMP,0.652809247026296,0.2567171
2016-04-23,ZC2-AMP,1.09484756135505,0.2567171
2016-04-24,ZC2-AMP,0.30499654891559,0.2635374
2016-04-24,ZC2-AMP,0.948626783959616,0.2635374
2016-04-24,ZC2-AMP,0.846267863972775,0.2635374
2016-04-24,ZC2-AMP,0.994282464015724,0.2635374
2016-04-24,ZC2-AMP,4.1549879853475,0.2635374
2016-04-24,ZC2-AMP,1.61694179252011,0.2635374
2016-04-25,ZC2-AMP,1.10305194447852,0.2635374
2016-04-30,ZC2-AMP,0.699774604052721,0.2806522
2016-04-30,ZC2-AMP,0.847760178900866,0.2806522
2016-04-30,ZC2-AMP,0.44210434944138,0.2806522
2016-05-02,ZC2-AMP,0.701134006011909,0.2806522
2016-05-02,ZC2-AMP,0.39069507592745,0.2806522
2016-05-02,ZC2-AMP,0.0582899400081198,0.2806522
2016-05-02,ZC2-AMP,0.629225794124957,0.2806522
2016-05-10,ZC2-AMP,1.36875901505831,0.30545
2016-05-10,ZC2-AMP,2.06008512935417,0.30545
2016-05-10,ZC2-AMP,0.881060260311837,0.30545
2016-05-10,ZC2-AMP,3.73168000824952,0.30545
2016-05-11,ZC2-AMP,1.59603469808818,0.30545
2016-05-11,ZC2-AMP,1.86131901390256,0.30545
2016-05-11,ZC2-AMP,0.74804334222066,0.30545
2016-05-11,ZC2-AMP,0.241937350004353,0.30545
2016-05-12,ZC2-AMP,0.151132246202986,0.3118122
2016-05-12,ZC2-AMP,1.34726188734137,0.3118122
2016-05-23,ZC2-AMP,1.92974946787622,0.3358197
2016-05-23,ZC2-AMP,1.21683532830559,0.3358197
2016-05-24,ZC2-AMP,1.80509820390025,0.3466627
2016-05-24,ZC2-AMP,0.756006684389413,0.3466627
2016-05-24,ZC2-AMP,1.21972200400015,0.3466627
2016-05-25,ZC2-AMP,1.82128172748187,0.3466627
2016-05-25,ZC2-AMP,0.544243535579482,0.3466627
2016-05-25,ZC2-AMP,0.783422443795173,0.3466627
2016-05-25,ZC2-AMP,2.28669501350203,0.3466627
2016-05-25,ZC2-AMP,0.0936123243967405,0.3466627
2016-06-03,ZC2-AMP,2.8791939487398,0.3849116
2016-06-03,ZC2-AMP,2.63119325401107,0.3849116
2016-06-04,ZC2-AMP,1.86319093736009,0.3849116
2016-06-04,ZC2-AMP,0.873493614811728,0.3849116
2016-06-04,ZC2-AMP,2.36010081944937,0.3849116
2016-06-04,ZC2-AMP,2.96528581361561,0.3849116
2016-06-04,ZC2-AMP,0.539248276903818,0.3849116
2016-06-04,ZC2-AMP,1.16063183378463,0.3849116
2016-06-04,ZC2-AMP,2.10166653808757,0.3849116
2016-06-04,ZC2-AMP,1.22132347058394,0.3849116
2016-06-17,ZC2-AMP,4.03647690809692,0.4353816
2016-06-18,ZC2-AMP,1.96674738944039,0.4353816
2016-06-18,ZC2-AMP,0.752907657225146,0.4353816
2016-06-18,ZC2-AMP,2.0687427499115,0.4353816
2016-06-18,ZC2-AMP,2.8245965515978,0.4353816
2016-06-18,ZC2-AMP,3.40860535614836,0.4353816
2016-06-18,ZC2-AMP,3.18454250386453,0.4353816
2016-06-18,ZC2-AMP,0.24425840408417,0.4353816
2016-06-19,ZC2-AMP,1.45863208970512,0.4353816
2016-06-19,ZC2-AMP,3.90462192284579,0.4353816
2016-06-19,ZC2-AMP,5.14172392533661,0.4353816
2016-06-25,ZC2-AMP,1.10824041901282,0.4472381
2016-06-26,ZC2-AMP,1.23975942780708,0.4538878
2016-06-26,ZC2-AMP,0.416984373013152,0.4538878
2016-06-26,ZC2-AMP,1.43468976688263,0.4538878
2016-06-27,ZC2-AMP,2.83870906118753,0.4538878
2016-06-27,ZC2-AMP,1.11117684579551,0.4538878
2016-06-27,ZC2-AMP,3.82007441142993,0.4538878
2016-06-28,ZC2-AMP,1.73017328416027,0.4538878
2016-06-28,ZC2-AMP,1.22588438564559,0.4538878
2016-06-28,ZC2-AMP,1.77039802077977,0.4538878
2016-06-28,ZC2-AMP,2.90471751018588,0.4538878
2016-06-28,ZC2-AMP,3.38530796494176,0.4538878
2016-06-30,ZC2-AMP,3.23356132079844,0.461141
2016-06-30,ZC2-AMP,0.348627401418056,0.461141
2016-06-30,ZC2-AMP,0.723101381339974,0.461141
2016-06-30,ZC2-AMP,0.672176447080902,0.461141
2016-06-30,ZC2-AMP,1.73207611546375,0.461141
2016-07-22,ZC2-AMP,4.75343398949957,0.5054063
2016-07-22,ZC2-AMP,2.97520594854412,0.5054063
2016-07-23,ZC2-AMP,5.01048072140944,0.5065983
2016-07-23,ZC2-AMP,0.315495257171487,0.5065983
2016-07-24,ZC2-AMP,5.08235747843131,0.5065983
2016-07-25,ZC2-AMP,2.34401876903316,0.5065983
2016-07-27,ZC2-AMP,0.727340011980218,0.5069831
2016-07-27,ZC2-AMP,2.65176259665795,0.5069831
2016-07-29,ZC2-AMP,0.430216462003489,0.507252
2016-07-29,ZC2-AMP,1.49454485065116,0.507252
2016-08-15,ZC2-AMP,2.13615666141696,0.5173884
2016-08-15,ZC2-AMP,8.42589155819017,0.5173884
2016-08-17,ZC2-AMP,2.59849040889066,0.5203846
2016-08-17,ZC2-AMP,1.41271638823259,0.5203846
2016-08-17,ZC2-AMP,1.50776438407624,0.5203846
2016-08-18,ZC2-AMP,2.23992620471259,0.5203846
2016-08-18,ZC2-AMP,0.772273864029207,0.5203846
2016-08-18,ZC2-AMP,2.08817780793697,0.5203846
2016-08-19,ZC2-AMP,0.704604398317157,0.5227945
2016-09-11,ZC2-AMP,6.75907672475872,0.5209661
2016-09-11,ZC2-AMP,1.46244410431557,0.5209661
2016-09-11,ZC2-AMP,1.63219357877261,0.5209661
2016-09-11,ZC2-AMP,2.22849189035714,0.5209661
2016-09-11,ZC2-AMP,0.692917927272809,0.5209661
2016-09-11,ZC2-AMP,2.46435032975809,0.5209661
2016-09-11,ZC2-AMP,3.81695259630813,0.5209661
2016-09-11,ZC2-AMP,2.80438376916928,0.5209661
2016-09-11,ZC2-AMP,2.83903878050983,0.5209661
2016-09-23,ZC2-AMP,1.79075605280867,0.5367751
2016-09-23,ZC2-AMP,2.25074908593129,0.5367751
2016-09-23,ZC2-AMP,2.86618374790986,0.5367751
2016-09-24,ZC2-AMP,0.956483722391248,0.5412337
2016-09-24,ZC2-AMP,2.3172880383703,0.5412337
2016-09-24,ZC2-AMP,2.09295466922431,0.5412337
2016-09-24,ZC2-AMP,3.58099871966546,0.5412337
2016-09-24,ZC2-AMP,1.43021293807436,0.5412337
2016-09-24,ZC2-AMP,2.00683752000013,0.5412337
2016-09-24,ZC2-AMP,1.22627424510641,0.5412337
2016-09-24,ZC2-AMP,1.3629477969839,0.5412337
2016-10-24,ZC2-AMP,1.41332758618416,0.5461789
2016-11-01,ZC2-AMP,0.358155268760332,0.5440693
2016-11-01,ZC2-AMP,0.475417077318907,0.5440693
2016-11-01,ZC2-AMP,0.682569160249977,0.5440693
2016-11-02,ZC2-AMP,0.397650743142555,0.5413682
2016-11-02,ZC2-AMP,0.541234240372357,0.5413682
2016-11-03,ZC2-AMP,1.24976666307539,0.5413682
2016-11-04,ZC2-AMP,0.664021978726632,0.5413682
2016-11-04,ZC2-AMP,1.32414628716999,0.5413682
2016-11-10,ZC2-AMP,0.432346690578594,0.5323393
2016-12-05,ZC2-AMP,0.412616265312702,0.4684048
2016-12-14,ZC2-AMP,0.210831407998856,0.4407516
2017-01-05,ZC2-AMP,0.372286389010619,0.3918706
2017-01-24,ZC2-AMP,0.245343238097018,0.3366182
2017-02-02,ZC2-AMP,0.116519207001838,0.3113511
2017-02-14,ZC2-AMP,0.407413476012703,0.2818368
2017-02-19,ZC2-AMP,0.231300095992678,0.268905
2017-02-19,ZC2-AMP,0.634198356939068,0.268905
2017-02-19,ZC2-AMP,0.417045351308544,0.268905
2017-02-20,ZC2-AMP,0.246288734845468,0.268905
2017-02-20,ZC2-AMP,0.360006388817215,0.268905
2017-02-20,ZC2-AMP,0.573726919472271,0.268905
2017-02-20,ZC2-AMP,0.589934879426609,0.268905
2017-02-23,ZC2-AMP,0.183550251498036,0.2628245
2017-03-06,ZC2-AMP,0.227356437020221,0.2410197
2017-03-08,ZC2-AMP,0.452244626711578,0.2362839
2017-03-08,ZC2-AMP,0.461190153207484,0.2362839
2017-03-09,ZC2-AMP,0.173575201788784,0.2362839
2017-03-14,ZC2-AMP,0.170599919997199,0.2279035
2017-03-20,ZC2-AMP,0.0126305190007198,0.2208138
2017-03-20,ZC2-AMP,1.06816850381019,0.2208138
2017-03-20,ZC2-AMP,0.266296850017037,0.2208138
2017-03-21,ZC2-AMP,0.566733274818374,0.2208138
2017-03-25,ZC2-AMP,0.684801337478959,0.2177822
2017-04-03,ZC2-AMP,0.187083238998522,0.2103753
2017-04-11,ZC2-AMP,0.724249344146239,0.2044582
2017-04-11,ZC2-AMP,0.132147599989815,0.2044582
2017-04-11,ZC2-AMP,0.745508780561715,0.2044582
2017-04-11,ZC2-AMP,1.10457451863979,0.2044582
2017-04-11,ZC2-AMP,0.211877146449077,0.2044582
2017-04-11,ZC2-AMP,0.0752220671707677,0.2044582
2017-04-11,ZC2-AMP,0.822323413383885,0.2044582
2017-04-12,ZC2-AMP,0.842927108042059,0.2044582
2017-04-12,ZC2-AMP,0.811220413128727,0.2044582
2017-04-13,ZC2-AMP,0.896192463626366,0.2031476
2017-04-21,ZC2-AMP,0.205296688798367,0.2025662
2017-04-22,ZC2-AMP,0.478613520951763,0.2033552
2017-04-23,ZC2-AMP,0.549373314752709,0.2033552
2017-04-23,ZC2-AMP,2.09415034430347,0.2033552
2017-05-01,ZC2-AMP,1.3653953874701,0.2101362
2017-05-09,ZC2-AMP,1.16099548483896,0.2170272
2017-05-09,ZC2-AMP,0.0249422273999495,0.2170272
2017-05-09,ZC2-AMP,0.308868406606272,0.2170272
2017-05-09,ZC2-AMP,0.119005810978393,0.2170272
2017-05-09,ZC2-AMP,0.0041479262056969,0.2170272
2017-05-09,ZC2-AMP,0.0715352558332395,0.2170272
2017-05-10,ZC2-AMP,1.69405096615676,0.2203378
2017-05-11,ZC2-AMP,1.18856712797968,0.2203378
2017-05-21,ZC2-AMP,1.21762012975829,0.2325199
2017-05-22,ZC2-AMP,0.867576212597175,0.2394314
2017-05-22,ZC2-AMP,0.526134239973478,0.2394314
2017-06-02,ZC2-AMP,2.59246810820013,0.2710971
2017-06-02,ZC2-AMP,4.41866615224223,0.2710971
2017-06-03,ZC2-AMP,0.854671259446565,0.2843029
2017-06-03,ZC2-AMP,1.99562496935655,0.2843029
2017-06-03,ZC2-AMP,0.454434578136653,0.2843029
2017-06-03,ZC2-AMP,4.33998697329052,0.2843029
2017-06-03,ZC2-AMP,0.807101296548876,0.2843029
2017-06-03,ZC2-AMP,2.21872688702123,0.2843029
2017-06-05,ZC2-AMP,1.2497943118927,0.2843029
2017-06-06,ZC2-AMP,2.98139467963839,0.2979465
2017-06-07,ZC2-AMP,1.01453838798866,0.2979465
2017-06-21,ZC2-AMP,0.969957450003264,0.3488817
2017-06-24,ZC2-AMP,1.35291293849862,0.3567095
2017-06-24,ZC2-AMP,1.24382862102137,0.3567095
2017-06-25,ZC2-AMP,1.85360721370283,0.3567095
2017-06-26,ZC2-AMP,2.19239548077884,0.3567095
2017-07-12,ZC2-AMP,2.93735438097273,0.4190936
2017-07-12,ZC2-AMP,1.92172832945668,0.4190936
2017-07-13,ZC2-AMP,0.799748301051485,0.4190936
2017-07-13,ZC2-AMP,5.88198649832252,0.4190936
2017-07-14,ZC2-AMP,2.71847842537934,0.4190936
2017-08-02,ZC2-AMP,0.982370419012174,0.4564554
2017-08-02,ZC2-AMP,2.2889785797768,0.4564554
2017-08-03,ZC2-AMP,2.05492704321502,0.4564554
2017-08-15,ZC2-AMP,1.17792983130132,0.4767587
2017-08-16,ZC2-AMP,2.61194315198591,0.4767587
2017-08-16,ZC2-AMP,1.18279769750428,0.4767587
2017-08-28,ZC2-AMP,2.78475576601769,0.4921176
2017-08-29,ZC2-AMP,1.80777754238707,0.492733
2017-08-30,ZC2-AMP,1.56971394649722,0.492733
2017-08-31,ZC2-AMP,1.68560249380485,0.492733
2017-09-09,ZC2-AMP,1.36949106439052,0.4955662
2017-09-10,ZC2-AMP,5.27091594973314,0.4979758
2017-09-10,ZC2-AMP,1.17399330964495,0.4979758
2017-09-10,ZC2-AMP,2.42544767975136,0.4979758
2017-09-11,ZC2-AMP,6.76267793924719,0.4979758
2017-10-07,ZC2-AMP,1.40131558332971,0.5268017
2017-10-07,ZC2-AMP,3.85167539526953,0.5268017
2017-10-07,ZC2-AMP,2.09629695599993,0.5268017
2017-10-07,ZC2-AMP,1.14533585710483,0.5268017
2017-10-08,ZC2-AMP,2.25646952236312,0.5268017
2017-11-06,ZC2-AMP,0.619945103981454,0.5434913
2017-11-23,ZC2-AMP,0.402288822015588,0.5194995
2017-12-04,ZC2-AMP,0.353318099989672,0.4876052
2018-01-15,ZC2-AMP,0.803181412494775,0.3714072
2018-02-03,ZC2-AMP,0.219454043224402,0.3090351
2018-02-03,ZC2-AMP,0.162767078737902,0.3090351
2018-02-03,ZC2-AMP,1.10442197588823,0.3090351
2018-02-04,ZC2-AMP,0.33027418497096,0.3090351
2018-02-04,ZC2-AMP,0.760747701098329,0.3090351
2018-03-03,ZC2-AMP,0.753826571646783,0.2531603
2018-03-04,ZC2-AMP,0.609511528087739,0.2531603
2018-03-04,ZC2-AMP,0.293475322497909,0.2531603
2018-03-05,ZC2-AMP,0.846552777696662,0.2485938
2018-03-05,ZC2-AMP,0.540623752326942,0.2485938
2018-03-06,ZC2-AMP,0.326766675005757,0.2485938
2018-03-06,ZC2-AMP,0.33026369302127,0.2485938
2018-03-06,ZC2-AMP,0.327393915974848,0.2485938
2018-03-06,ZC2-AMP,0.654454427239881,0.2485938
2018-03-06,ZC2-AMP,0.344324134089818,0.2485938
2018-04-06,ZC2-AMP,0.697406249970169,0.2261641
2018-04-08,ZC2-AMP,0.933741882489675,0.2250387
2018-04-08,ZC2-AMP,0.517413539005241,0.2250387
2018-04-08,ZC2-AMP,0.416275032134833,0.2250387
2018-04-09,ZC2-AMP,1.47686727155514,0.2250387
2018-04-09,ZC2-AMP,1.1679848340474,0.2250387
2018-04-09,ZC2-AMP,0.621005806467102,0.2250387
2018-04-10,ZC2-AMP,0.704436620938177,0.2240305
2018-04-27,ZC2-AMP,2.12639038588982,0.2278065
2018-04-30,ZC2-AMP,0.382263429619707,0.2314479
2018-04-30,ZC2-AMP,0.302607271207991,0.2314479
2018-05-17,ZC2-AMP,2.99100386064618,0.2601386
2018-05-17,ZC2-AMP,1.84074163440897,0.2601386
2018-05-17,ZC2-AMP,2.06823347927176,0.2601386
2018-05-17,ZC2-AMP,2.60666675083115,0.2601386
2018-05-17,ZC2-AMP,0.878635240999398,0.2601386
2018-05-17,ZC2-AMP,1.24299491129439,0.2601386
2018-05-17,ZC2-AMP,2.41864278820253,0.2601386
2018-05-27,ZC2-AMP,1.6121446266205,0.2862054
2018-05-27,ZC2-AMP,1.16872310119346,0.2862054
2018-05-29,ZC2-AMP,1.9790092011626,0.2980271
2018-06-14,ZC2-AMP,6.23055382546243,0.3596267
2018-06-14,ZC2-AMP,1.96485156805948,0.3596267
2018-06-14,ZC2-AMP,2.72141140017436,0.3596267
2018-06-14,ZC2-AMP,4.6051820765103,0.3596267
2018-06-14,ZC2-AMP,1.05627981677864,0.3596267
2018-06-14,ZC2-AMP,2.78908090399542,0.3596267
2018-06-15,ZC2-AMP,1.51628798179944,0.368357
2018-06-15,ZC2-AMP,3.75362531555994,0.368357
2018-06-15,ZC2-AMP,3.56736800004816,0.368357
2018-06-15,ZC2-AMP,2.68988288810692,0.368357
2018-07-17,ZC2-AMP,1.5554727118697,0.4468996
2018-08-15,ZC2-AMP,1.30836945375059,0.4803686
2018-08-24,ZC2-AMP,1.59040570992066,0.4866607
2018-08-26,ZC2-AMP,2.06006570658927,0.4866474
2018-09-10,ZC2-AMP,2.05796744452096,0.4872737
2018-09-29,ZC2-AMP,1.6978031849646,0.5128817
2018-09-29,ZC2-AMP,1.31734018263466,0.5128817
2018-09-29,ZC2-AMP,1.41802185763915,0.5128817
2018-09-30,ZC2-AMP,1.73458237513725,0.5128817
2018-09-30,ZC2-AMP,1.27291016593988,0.5128817
2018-11-24,ZC2-AMP,3.92326100353726,0.5201497
2018-11-24,ZC2-AMP,1.17452160837224,0.5201497
2018-11-24,ZC2-AMP,0.885594700843595,0.5201497
1996-02-12,ZC3-DEC,0.0253123200008222,0.08065958
1996-02-12,ZC3-DEC,0.0102484800001498,0.08065958
1996-04-08,ZC3-DEC,0.193756320008199,0.08028482
1996-04-08,ZC3-DEC,0.231559200144053,0.08028482
1997-01-21,ZC3-DEC,0.0102484800001498,0.04703684
1997-03-25,ZC3-DEC,0.489657599961245,0.03511342
1997-04-08,ZC3-DEC,0.0179668799505533,0.03560559
1997-06-10,ZC3-DEC,1.65287520003213,0.0799984
1997-07-09,ZC3-DEC,1.18890287997837,0.09116545
1997-07-09,ZC3-DEC,0.520248960011095,0.09116545
1997-08-06,ZC3-DEC,2.34568368018429,0.09233567
1997-09-03,ZC3-DEC,0.567401759987499,0.0940365
1997-09-03,ZC3-DEC,0.391177440028097,0.0940365
1997-10-28,ZC3-DEC,0.266402879986154,0.09640606
1997-10-28,ZC3-DEC,1.05721632003263,0.09640606
1997-12-18,ZC3-DEC,0.197238239992636,0.06811038
1997-12-18,ZC3-DEC,0.0530913600057269,0.06811038
1998-01-20,ZC3-DEC,0.179647200015276,0.0533742
1998-02-03,ZC3-DEC,0.0204983999986867,0.04690906
1998-02-03,ZC3-DEC,0.38161584000814,0.04690906
1998-02-26,ZC3-DEC,0.0072230400007531,0.04195328
1998-02-26,ZC3-DEC,,0.04195328
1998-02-26,ZC3-DEC,0.0753368220124051,0.04195328
1998-02-26,ZC3-DEC,0.0048153599987097,0.04195328
1998-03-17,ZC3-DEC,0.33252911966987,0.04120312
1998-03-25,ZC3-DEC,0.566249761019868,0.04235263
1998-03-25,ZC3-DEC,0.580314238587544,0.04235263
1998-03-31,ZC3-DEC,0.0871506719763765,0.04352935
1998-03-31,ZC3-DEC,0.184150080344904,0.04352935
1998-04-22,ZC3-DEC,0.334844639971258,0.05455684
1998-04-22,ZC3-DEC,0.157494239960345,0.05455684
1998-06-04,ZC3-DEC,0.420489601175879,0.09099822
1998-06-04,ZC3-DEC,0.166675719580939,0.09099822
1998-06-04,ZC3-DEC,0.27986255998165,0.09099822
1998-07-15,ZC3-DEC,0.189453599988496,0.1021376
1998-10-14,ZC3-DEC,0.0817775999953812,0.09965032
1998-10-16,ZC3-DEC,,0.1001722
1999-04-23,ZC3-DEC,0.058061700404982,0.04347115
1999-04-23,ZC3-DEC,0.0186326999240472,0.04347115
1999-06-26,ZC3-DEC,0.315739799989217,0.08590419
1999-06-26,ZC3-DEC,0.288105299905806,0.08590419
1999-06-26,ZC3-DEC,0.292291199524058,0.08590419
1999-08-14,ZC3-DEC,0.0066450131949801,0.1024633
1999-08-14,ZC3-DEC,0.0442020672098293,0.1024633
2000-05-22,ZC3-DEC,0.268445699957055,0.0703181
2000-05-25,ZC3-DEC,0.460548899195629,0.07365841
2000-08-15,ZC3-DEC,0.150736895993105,0.105265
2000-08-18,ZC3-DEC,0.187006413593103,0.1054286
2001-03-25,ZC3-DEC,0.0676674000716994,0.04303806
2001-03-26,ZC3-DEC,0.246212351989923,0.04346935
2001-08-08,ZC3-DEC,0.168731164809624,0.1044728
2001-08-08,ZC3-DEC,0.190354060802211,0.1044728
2001-08-09,ZC3-DEC,0.228007807198585,0.1044728
2001-08-09,ZC3-DEC,0.206400311997791,0.1044728
2001-08-09,ZC3-DEC,0.121637743208533,0.1044728
2001-08-09,ZC3-DEC,0.305699957994076,0.1044728
2002-02-17,ZC3-DEC,0.29054520002729,0.04261791
2002-02-18,ZC3-DEC,0.137461500033314,0.04198497
2002-02-18,ZC3-DEC,0.0546893999954208,0.04198497
2002-02-19,ZC3-DEC,0.377828100001076,0.04198497
2002-02-21,ZC3-DEC,0.0546831000005112,0.04133305
2002-02-21,ZC3-DEC,0.0637695001311192,0.04133305
2002-02-21,ZC3-DEC,0.511788599955101,0.04133305
2002-02-24,ZC3-DEC,0.0503028000258525,0.04068239
2002-03-22,ZC3-DEC,0.19320389990136,0.03898465
2003-04-09,ZC3-DEC,0.0975737880242429,0.0476745
2003-08-14,ZC3-DEC,0.0074678760002765,0.1051808
2003-09-09,ZC3-DEC,0.0144604800009706,0.1048639
2003-10-09,ZC3-DEC,0.0173787119659418,0.1081733
2003-11-06,ZC3-DEC,0.114317891996278,0.1018834
2003-11-11,ZC3-DEC,,0.09956933
2003-11-11,ZC3-DEC,0.0384786000145296,0.09956933
2003-11-13,ZC3-DEC,0.0101897999996373,0.09736907
2004-01-16,ZC3-DEC,0.0239101199984893,0.05536883
2004-02-11,ZC3-DEC,,0.04461317
2004-03-05,ZC3-DEC,0.0478588895598451,0.04065703
2004-03-06,ZC3-DEC,0.0340208999497818,0.04065703
2004-03-08,ZC3-DEC,0.865421100046971,0.04056515
2004-03-08,ZC3-DEC,0.229884300074331,0.04056515
2004-03-08,ZC3-DEC,0.0115037999680527,0.04056515
2004-03-10,ZC3-DEC,0.134219448000238,0.04061096
2004-03-10,ZC3-DEC,0.0764398802458827,0.04061096
2004-03-11,ZC3-DEC,0.448927200334799,0.04061096
2004-03-17,ZC3-DEC,0.133750656054832,0.04127547
2004-03-24,ZC3-DEC,0.157000896002474,0.04226959
