obs_std,mod_std,R,RMSE,Bias,WSS,Group
0.386577627737443,0.3745565806943724,0.3963574919066589,0.4584302242938171,-0.18762914575577658,0.5768466970587504,TOT
0.6000382373803621,0.7306928169795708,0.2786450491267744,0.8158874791873804,-0.1267075104860372,0.5173836767282385,ZS2-CTH
0.4844071303986021,0.23988714749347861,0.30676920906130506,0.47014189703384063,0.011503220500055958,0.4725541952621869,ZC2-AMP
0.7874167198671603,0.4218010303680327,0.2560988340896824,0.794647573567014,0.06034408406391886,0.4489860895300771,ZC1-EUP
0.3630903306215132,0.16949797096849017,0.2774026282089619,0.37412833127518225,-0.11641425616121745,0.4481329176090776,ZC5-CSM
0.4526495800950777,0.1292561870059248,-0.04975931179969128,0.6324615424030868,-0.4154349368509644,0.4150338618196535,ZS3-CHA
0.7319461198048824,0.19274393712519153,0.2626368413264275,0.7170312684695361,0.12386745289428933,0.38307219814739235,ZS4-LAR
0.5986863318412918,0.22475482232851762,0.1664458255005528,0.6044737953945896,-0.035236773510326766,0.36393412803162606,ZC4-CLG
0.6441503642299071,0.3375614533518987,-0.030675390500119065,0.7412306346302352,0.08488399689873247,0.2793077933746535,ZC3-DEC
0.852760979358316,0.5657971207981031,-0.06434549129405095,1.126467019060949,-0.39938477781373094,0.26942895490294416,ZF1-ICT
