Label,Type,Count,Total,Proportion
Satellite,Categorical Agreement,11,14,0.7857142857142857
C09,Categorical Agreement,18,39,0.46153846153846156
Satellite,Timing Window Overlap,3,14,0.21428571428571427
C09,Timing Window Overlap,15,39,0.38461538461538464
