timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season
1,0.004600214,0.0001800092,0.2801064,0.03008952,0.6042776,0.5164054,0.09060703,0.6488036,0.5058745,0.003001307,0.03030391,0.2588242,0.04749043,1.192782,0.8743978,0.4778638,4.090968,1.670615,0.3958702,0.1202921,8.105338,10.38531,1978-01-02,Fall
2,0.004600761,0.0001800389,0.2805857,0.03022597,0.6137264,0.5138005,0.09195355,0.6690381,0.5272348,0.003007091,0.03084542,0.2581831,0.05677915,1.352714,0.93848,0.4892782,4.815966,1.726362,0.4048289,0.09286629,8.316111,11.00271,1978-01-05,Fall
3,0.004602495,0.000180133,0.2815499,0.03040785,0.6261966,0.5124758,0.0937024,0.6944045,0.5581094,0.0030192,0.03170832,0.2582179,0.06396638,1.510023,1.019491,0.4894856,5.041058,1.717736,0.4001065,0.07818049,8.545923,11.73267,1978-01-08,Fall
4,0.004605945,0.0001803169,0.2829933,0.03063245,0.6404697,0.5124389,0.0956622,0.7217599,0.593685,0.003038066,0.03287553,0.2588972,0.06833547,1.637489,1.097439,0.4814618,5.055695,1.683649,0.3926151,0.07151963,8.760409,12.45827,1978-01-11,Fall
5,0.004611503,0.0001806083,0.2848736,0.03089642,0.6558345,0.5135866,0.09772646,0.7495763,0.6304465,0.003063568,0.03429424,0.2601334,0.07057065,1.731765,1.164238,0.4698309,4.997305,1.645405,0.386168,0.07031591,8.950282,13.12105,1978-01-14,Fall
6,0.004619462,0.0001810192,0.2871438,0.03119604,0.6718562,0.5157826,0.0998358,0.777122,0.6660837,0.003095383,0.03590526,0.2618335,0.07153337,1.799059,1.218076,0.4581787,4.923872,1.611673,0.3814477,0.07307853,9.116752,13.69576,1978-01-17,Fall
7,0.004630043,0.000181558,0.2897606,0.03152745,0.6882495,0.5188866,0.1019554,0.8040375,0.6992362,0.003133118,0.03765361,0.2639145,0.07184424,1.847097,1.259959,0.4485741,4.856233,1.584549,0.3781174,0.0787894,9.264305,14.17517,1978-01-20,Fall
8,0.00464341,0.0001822306,0.2926846,0.03188673,0.7048127,0.5227645,0.1040628,0.8301321,0.7292099,0.003176343,0.03949104,0.2663055,0.07186125,1.882089,1.29183,0.4418894,4.799779,1.563464,0.3756814,0.08655162,9.39755,14.56184,1978-01-23,Fall
9,0.00465968,0.0001830402,0.2958797,0.03227009,0.7213928,0.527292,0.1061421,0.8552923,0.7557417,0.003224614,0.04137596,0.2689458,0.07176261,1.908248,1.315702,0.4382198,4.754336,1.547133,0.3737527,0.09544503,9.520052,14.8639,1978-01-26,Fall
10,0.004678932,0.0001839884,0.2993121,0.03267388,0.7378692,0.5323561,0.108181,0.8794437,0.7788305,0.003277475,0.04327283,0.2717833,0.07162502,1.928209,1.333345,0.4372043,4.718174,1.534332,0.3720926,0.1045556,9.634099,15.09273,1978-01-29,Fall
