Label,Type,Count,Total,Proportion
Suchy,Categorical Agreement,11,14,0.7857142857142857
Allen,Categorical Agreement,24,39,0.6153846153846154
Suchy,Timing Window Overlap,3,14,0.21428571428571427
Allen,Timing Window Overlap,22,39,0.5641025641025641
