Label,Type,Count,Total,Proportion
Suchy,Categorical Agreement,11,14,0.7857142857142857
Allen,Categorical Agreement,23,39,0.5897435897435898
Suchy,Timing Window Overlap,3,14,0.21428571428571427
Allen,Timing Window Overlap,20,39,0.5128205128205128
