Group,Model,Level,Stratum,N,Bias,RMSE,MAE,R,WSS,Obs_STD,Model_STD,Centered_RMSE
Diatoms,Ecospace,Season,Spring,236,-0.11631623763184439,1.5697942302052872,1.2032289478831066,0.017754183291987954,0.3894797584098756,1.1746983120525138,1.0558646489550687,1.5654789867797594
Diatoms,Ecospace,Season,Summer,104,0.5037075234421753,0.994434294615359,0.8435033424168629,0.17094262222097786,0.433254919010053,0.6361705788358479,0.6938055567382583,0.8574253886694148
Diatoms,Ecospace,Season,Fall,75,-0.04736460265159681,1.1965113506928597,0.9743316648845195,0.27629554822792807,0.5042361396281094,0.9018818101091022,1.072653496608822,1.195573505374098
Diatoms,Ecospace,Season,Winter,49,-0.45808581810896526,0.6591438900220813,0.5899519419706184,0.7165387078436319,0.6209540445498101,0.37049265858977515,0.6627616453059032,0.4739494181881455
Diatoms,Ecospace,sdomain,SGS,240,0.0012063266015288694,1.3762449041731746,1.0512212055117158,0.050831927860193284,0.38244153024560334,0.9998246301464255,0.9979144919948469,1.3762443754794278
Diatoms,Ecospace,sdomain,SGI,77,8.651088503572649e-17,1.153677167468761,0.8994899599233056,0.32575810842839986,0.59316367056568,0.9934852726704042,0.9934852726704039,1.153677167468761
Diatoms,Ecospace,sdomain,SGN,147,-0.009204886487789405,1.3196957072040012,1.0347964836582302,0.13031179481562735,0.46059438336058867,1.0046137050083257,0.99659283506935,1.3196636047407746
Diatoms,Ecospace,sdomain_Season,SGS_Spring,119,-0.1388698580809235,1.6315582464290517,1.255285581414753,-0.08865952816221011,0.30867470215167847,1.1427709219631803,1.0593018452659964,1.6256375592385979
Diatoms,Ecospace,sdomain_Season,SGI_Spring,41,-0.13683615897392118,1.370971011821496,1.07112728816797,0.2922307064833189,0.564803917625321,1.2210571861838175,1.0619436335677954,1.3641251338686347
Diatoms,Ecospace,sdomain_Season,SGN_Spring,76,-0.06993205857308697,1.5716485191595864,1.1929845881206687,0.024427508486208074,0.4049081574143709,1.1964783956747238,1.0463219868222127,1.5700919001638884
Diatoms,Ecospace,sdomain_Season,SGN_Summer,29,0.4468849617649958,0.8766251006498046,0.7734550975126879,0.14576728583920362,0.4609819571542926,0.5878212932439232,0.565865772237082,0.7541653651803285
Diatoms,Ecospace,sdomain_Season,SGS_Summer,59,0.5636281638388009,1.0412616343129166,0.8678398455618909,0.24253788186929176,0.4347900240045178,0.6756658995444005,0.7442878365829301,0.8755278887732294
Diatoms,Ecospace,sdomain_Season,SGI_Summer,16,0.3857410550195067,1.0182877103232466,0.8807249309583889,-0.18085664990291184,0.24052427336126525,0.5074784569898019,0.7075958036808131,0.9423978456404695
Diatoms,Ecospace,sdomain_Season,SGN_Fall,27,-0.10304706898081567,1.2118462641770666,1.120573439176206,0.31847988052225185,0.5526667874934365,0.9076334738076404,1.1362415912312012,1.2074571087928445
