obs_std,mod_std,R,RMSE,Bias,WSS,Group
5.108934392884897,1.1355536701021018,0.3546116978705331,5.68014825987496,-2.997987520336685,0.44871615630838957,TOT
0.8436774849365698,0.21803479899783762,0.2565589196292502,0.9336467238777378,-0.45470198876267026,0.4360183222834161,ZC5-CSM
1.1132657946742315,0.3210061473170121,0.41605878221079007,1.0814427071693706,-0.3528207509489653,0.4228347453121626,ZC2-AMP
0.5678427399417115,0.03730422561850887,0.0051132220921645,0.7336233178436282,-0.4632308452806148,0.41808592787473475,ZS3-CHA
0.1098660254456917,0.034809241798375724,0.2486256036884189,0.11330844558374177,-0.03818692378205503,0.39051920528381945,ZS2-CTH
1.6743071422481612,0.24391199459118487,0.14823836197746845,1.7913218046633355,-0.6834563412718655,0.3417483017576415,ZC4-CLG
0.3104725583504366,0.06027015632473016,0.03182769099857174,0.3282894359849301,-0.09454832982190904,0.27828042783767604,ZC3-DEC
0.25936793058084817,0.013138722274919466,0.22586220973856178,0.2680270084065172,-0.07702920001467374,0.2431391480031233,ZS4-LAR
3.262942855564232,0.30668311759103883,0.13995210696414342,3.3409892897847118,-0.8375297162122368,0.20338548999186234,ZC1-EUP
0.3219216388510825,0.010266307114548722,-0.11293796603086749,0.33690770863475267,-0.09498082787659883,0.16764257342464683,ZF1-ICT
