Label,Type,Count,Total,Proportion
Suchy,Categorical Agreement,6,14,0.42857142857142855
Allen,Categorical Agreement,13,39,0.3333333333333333
Suchy,Timing Window Overlap,3,14,0.21428571428571427
Allen,Timing Window Overlap,9,39,0.23076923076923078
