timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season
1,0.004600374,0.0001800181,0.2801349,0.05016513,0.6086057,0.8435673,0.182454,0.8194323,1.018351,0.003001824,0.03056196,0.398594,0.0598851,1.261775,0.9314481,0.5048343,4.934917,2.085629,0.5822809,0.1350729,8.180864,10.55277,1978-01-02,Fall
2,0.004601729,0.0001800988,0.2807539,0.05044502,0.6248494,0.8395904,0.1878656,0.8618035,1.062693,0.003009923,0.03152581,0.3983697,0.07409055,1.519275,1.077149,0.5626348,5.771366,2.285056,0.6326334,0.1203322,8.532768,11.48734,1978-01-05,Fall
3,0.00460523,0.0001803067,0.2820088,0.0508243,0.6449522,0.8387383,0.1946246,0.9124947,1.123381,0.003026738,0.03298016,0.3995867,0.08668726,1.734606,1.226415,0.6024346,5.856084,2.292041,0.6198016,0.1186021,8.910225,12.51739,1978-01-08,Fall
4,0.004611556,0.0001806757,0.283893,0.05128972,0.6668361,0.8409244,0.2018828,0.9646891,1.192389,0.003052748,0.03485495,0.4021077,0.09559309,1.876252,1.346699,0.6227649,5.683108,2.224005,0.5923514,0.125242,9.261448,13.45354,1978-01-11,Fall
5,0.00462115,0.0001812242,0.2863379,0.05182985,0.6893477,0.84576,0.2092007,1.01536,1.26379,0.003087546,0.03703396,0.4056742,0.1008883,1.956246,1.431262,0.6305542,5.456708,2.138084,0.5661911,0.1365028,9.573861,14.22238,1978-01-14,Fall
6,0.004634289,0.0001819617,0.2892607,0.0524347,0.7118377,0.8527844,0.2163528,1.063259,1.33361,0.00313039,0.03940285,0.4100307,0.1034258,1.995158,1.484586,0.6321895,5.248569,2.057498,0.5449609,0.1493222,9.848466,14.81391,1978-01-17,Fall
7,0.004651135,0.0001828913,0.292585,0.0530954,0.7339355,0.8615651,0.2232258,1.107947,1.399411,0.003180464,0.0418651,0.4149649,0.1041181,2.009724,1.51425,0.6315259,5.077074,1.989543,0.5285379,0.1615317,10.08956,15.24779,1978-01-20,Fall
8,0.00467177,0.0001840124,0.2962451,0.05380403,0.7554292,0.8717322,0.229766,1.149351,1.45985,0.003236979,0.04434476,0.4203123,0.1036879,2.010961,1.527436,0.6303709,4.941685,1.93491,0.5159656,0.171952,10.30147,15.55377,1978-01-23,Fall
9,0.004696214,0.0001853215,0.3001867,0.05455352,0.7761992,0.8829818,0.2359526,1.187556,1.514317,0.003299205,0.0467846,0.4259494,0.1026368,2.005425,1.529842,0.6293626,4.83646,1.891947,0.5063053,0.1802052,10.48781,15.76156,1978-01-26,Fall
10,0.004724448,0.0001868136,0.3043647,0.05533752,0.7961813,0.8950673,0.241782,1.222714,1.562673,0.003366467,0.04914292,0.4317833,0.1012857,1.996792,1.525608,0.628611,4.754879,1.858456,0.4988152,0.1864011,10.65165,15.89669,1978-01-29,Fall
11,0.004756424,0.0001884827,0.3087407,0.05615028,0.8153448,0.9077889,0.2472609,1.255003,1.605069,0.003438144,0.05139044,0.4377443,0.09982821,1.987042,1.517587,0.6280469,4.691334,1.832373,0.4929439,0.1908661,10.79557,15.97943,1978-02-01,Fall
12,0.004792071,0.0001903219,0.3132823,0.05698663,0.8336793,0.9209836,0.2524006,1.284603,1.641824,0.003513657,0.05350762,0.4437788,0.09837458,1.977198,1.507667,0.6275751,4.641402,1.811979,0.4882885,0.1939743,10.92185,16.02521,1978-02-04,Fall
13,0.004829297,0.0001921975,0.3179476,0.05789209,0.817382,0.9127516,0.2489778,1.287816,1.681207,0.003573016,0.05678463,0.4476222,0.09588822,1.875273,1.410511,0.5371415,2.205829,1.196252,0.3015197,0.1354436,10.86799,16.02798,1978-02-07,Fall
14,0.0048658,0.0001939572,0.3224483,0.05870904,0.8001997,0.9044457,0.2437142,1.271437,1.692535,0.003632779,0.05948061,0.451018,0.08704292,1.671901,1.249297,0.4988723,1.299994,1.087985,0.3287568,0.09185794,10.60354,15.64558,1978-02-10,Fall
15,0.004901273,0.0001955813,0.3266047,0.05944624,0.782958,0.8961812,0.2379167,1.246597,1.684966,0.003691433,0.06146678,0.4538051,0.07809605,1.503436,1.094356,0.472225,0.9835413,1.09489,0.3801354,0.06688242,10.29247,15.1788,1978-02-13,Fall
16,0.004935417,0.000197055,0.3303503,0.06010677,0.7653898,0.8867899,0.2312377,1.216442,1.663321,0.003745199,0.06287335,0.4558169,0.06911835,1.349672,0.9524699,0.386435,0.6168911,0.853699,0.2774106,0.05860212,9.984409,14.6551,1978-02-16,Fall
17,0.004967914,0.0001983633,0.3336072,0.0606775,0.7479929,0.8771496,0.2243024,1.182689,1.628223,0.003794925,0.06364399,0.4571117,0.0602886,1.211361,0.8261589,0.3297929,0.5175583,0.8049346,0.2723966,0.05236106,9.668176,14.07051,1978-02-19,Fall
18,0.004998579,0.0001995051,0.3363685,0.06116876,0.7312673,0.8676522,0.2178546,1.149365,1.586864,0.003841591,0.06384775,0.4577726,0.05443157,1.140776,0.7314106,0.3458594,0.7948799,1.095893,0.424406,0.04285903,9.384568,13.5751,1978-02-22,Fall
19,0.005027322,0.0002004865,0.3386992,0.06158783,0.7150549,0.8579389,0.21164,1.116413,1.542839,0.003883795,0.06368567,0.457938,0.05002663,1.087837,0.6552894,0.3028487,0.6369873,0.9518414,0.3339391,0.04225617,9.150694,13.14422,1978-02-25,Fall
20,0.005054049,0.0002013107,0.3405854,0.06192259,0.6997177,0.8487832,0.2057541,1.082618,1.492931,0.003923495,0.06311028,0.4576073,0.04549802,1.024513,0.5878579,0.2674351,0.6397225,0.9155973,0.3094429,0.04427174,8.921766,12.68659,1978-02-28,Fall
21,0.005078692,0.0002019834,0.3420304,0.06218314,0.6851373,0.8397269,0.2002418,1.049917,1.441293,0.003958717,0.06221558,0.4567869,0.04218698,0.9828764,0.5353597,0.2633572,0.8040978,1.018412,0.3444809,0.04468831,8.716538,12.27041,1978-03-03,Spring
22,0.005101213,0.0002025128,0.3431004,0.06239457,0.6715197,0.8304055,0.1954822,1.022039,1.394983,0.003988624,0.06116373,0.4555882,0.0417591,1.001261,0.5073185,0.3120274,1.337329,1.348885,0.5089458,0.04042295,8.570592,12.01763,1978-03-06,Spring
23,0.005121677,0.0002029131,0.3439253,0.06257942,0.6587406,0.8208248,0.1915164,0.9998252,1.358374,0.004013533,0.06014254,0.4542639,0.04397909,1.064411,0.500703,0.3711486,1.633406,1.529994,0.5692497,0.03502226,8.48842,11.95129,1978-03-09,Spring
24,0.005140159,0.0002031956,0.3445877,0.06273376,0.6463888,0.8112067,0.1878123,0.9790276,1.327488,0.004034586,0.05920947,0.4529439,0.04617687,1.104232,0.4962208,0.3892694,1.418656,1.459077,0.4787078,0.03143781,8.411893,11.92149,1978-03-12,Spring
25,0.005156727,0.0002033684,0.3450901,0.06285054,0.6350827,0.8022677,0.1845605,0.9590198,1.298854,0.00405411,0.05825787,0.451616,0.04806739,1.126501,0.4931459,0.4132935,1.541501,1.556377,0.4880925,0.02821436,8.327545,11.89524,1978-03-15,Spring
26,0.00517146,0.0002034401,0.3454445,0.06293458,0.6239656,0.7932925,0.1812929,0.9389825,1.271917,0.004070108,0.05735595,0.4502501,0.04884643,1.121133,0.4862136,0.3846504,1.282622,1.361012,0.3968583,0.02805142,8.242061,11.84105,1978-03-18,Spring
27,0.005184354,0.0002034131,0.3456267,0.06298631,0.613507,0.7846045,0.1783132,0.9202611,1.246312,0.004083426,0.05642561,0.4487927,0.04965063,1.123938,0.482613,0.4050168,1.577158,1.554752,0.4724771,0.02557631,8.156822,11.79987,1978-03-21,Spring
28,0.005195552,0.0002033013,0.3457019,0.06302862,0.6043245,0.7762989,0.1761606,0.9067261,1.227436,0.004094855,0.05554753,0.4473915,0.05240442,1.172295,0.4957145,0.4403727,2.021532,1.705709,0.5615457,0.02353516,8.127556,11.89147,1978-03-24,Spring
29,0.005205247,0.0002031208,0.3457477,0.06306641,0.5957339,0.7682375,0.1744007,0.8957474,1.214426,0.004104494,0.05481761,0.4461591,0.05545831,1.218346,0.5134743,0.4587434,1.905048,1.696337,0.5141892,0.02210189,8.115689,12.03059,1978-03-27,Spring
30,0.005213581,0.0002028815,0.3457809,0.06309784,0.5880703,0.7607735,0.1730821,0.8867096,1.205422,0.004112988,0.05418734,0.4450993,0.05850859,1.261346,0.5345932,0.4824757,2.132776,1.779289,0.5591748,0.02093693,8.110744,12.19321,1978-03-30,Spring
31,0.00522082,0.0002026017,0.3458454,0.063134,0.5822752,0.754411,0.1726162,0.8821123,1.202072,0.00412082,0.05365011,0.4443121,0.06219924,1.32019,0.567515,0.5064249,2.473053,1.846018,0.5919532,0.02104456,8.140564,12.43112,1978-04-02,Fall
32,0.005227411,0.0002023109,0.3460075,0.06318767,0.580096,0.749952,0.1735258,0.884734,1.206236,0.004129005,0.05320662,0.4439327,0.06713381,1.406852,0.6221916,0.5333163,3.075526,2.002925,0.6424469,0.02370575,8.225162,12.78176,1978-04-05,Fall
33,0.005233879,0.0002020421,0.34636,0.06327904,0.5801275,0.7466151,0.175458,0.8940779,1.220217,0.00413895,0.05301929,0.4440928,0.07304739,1.510286,0.6940305,0.5601025,3.402699,2.078871,0.6552826,0.02773185,8.357074,13.23059,1978-04-08,Fall
34,0.005240651,0.0002018196,0.3469606,0.0634105,0.5820948,0.7446001,0.1781548,0.9079203,1.242095,0.004151707,0.05309899,0.4448423,0.0787572,1.605,0.7727033,0.580511,3.58877,2.108551,0.653714,0.03356835,8.509668,13.70872,1978-04-11,Fall
35,0.005248253,0.0002016719,0.3478402,0.0635822,0.5883317,0.7450919,0.1819761,0.9278127,1.27083,0.004167965,0.05335244,0.4463051,0.08417927,1.696984,0.8623565,0.597083,4.012231,2.170537,0.6589081,0.04514034,8.692193,14.20163,1978-04-14,Fall
36,0.005257256,0.0002016294,0.3490411,0.06381007,0.596899,0.7470939,0.1865856,0.9530178,1.307258,0.004188531,0.05387787,0.448439,0.0893831,1.786851,0.9576439,0.6121408,4.229369,2.188382,0.6536183,0.059953,8.903803,14.69419,1978-04-17,Fall
37,0.005267937,0.0002017029,0.3505274,0.06406015,0.604632,0.750051,0.1904867,0.9719684,1.340386,0.004213236,0.05461453,0.4510909,0.08995032,1.773475,1.00393,0.5634261,3.099075,1.803332,0.4729697,0.08092974,9.042121,14.90906,1978-04-20,Fall
38,0.00528021,0.0002018778,0.3521163,0.06431417,0.6128785,0.7540982,0.1939332,0.9874946,1.366435,0.004239884,0.05526895,0.4538893,0.08834033,1.737305,1.026982,0.5587258,3.470378,1.809979,0.5090441,0.09770341,9.135107,14.92446,1978-04-23,Fall
39,0.005294376,0.0002021685,0.3538129,0.06459444,0.6258531,0.7608585,0.1982143,1.010046,1.393631,0.004268359,0.05577075,0.456946,0.0883867,1.754453,1.075522,0.5673277,4.078002,1.878252,0.5326382,0.1203099,9.288642,14.97503,1978-04-26,Fall
40,0.005310866,0.0002025975,0.3556686,0.06490511,0.6409273,0.769177,0.2027108,1.035257,1.421806,0.004299226,0.05628846,0.4603159,0.08838685,1.766975,1.123832,0.571809,3.981068,1.748903,0.475626,0.1400706,9.453373,14.99666,1978-04-29,Fall
41,0.005329784,0.000203166,0.3576519,0.06523825,0.6561784,0.7781672,0.2069888,1.059391,1.447644,0.004332117,0.05682174,0.4638323,0.08755742,1.761096,1.158122,0.5703184,3.983279,1.685346,0.454605,0.1534171,9.59826,14.95719,1978-05-02,Fall
42,0.00535118,0.0002038733,0.3597413,0.06559037,0.6724793,0.7884697,0.211218,1.084195,1.471429,0.004366719,0.05729225,0.4674982,0.08673956,1.757922,1.190034,0.5695189,4.131439,1.672383,0.4493363,0.1649995,9.740524,14.90357,1978-05-05,Fall
43,0.005375171,0.0002047233,0.3619402,0.06596669,0.6898726,0.8000385,0.2155398,1.110671,1.494472,0.004402985,0.05767404,0.4713131,0.08625302,1.76489,1.225104,0.5712825,4.30842,1.677274,0.4477348,0.1749098,9.889043,14.87016,1978-05-08,Fall
44,0.005401939,0.0002057253,0.3642896,0.06638768,0.7095788,0.8126787,0.2206086,1.144217,1.522287,0.004441377,0.05805694,0.4753823,0.08802667,1.823561,1.28717,0.5874934,5.070482,1.878304,0.5133369,0.1826518,10.09096,14.98395,1978-05-11,Fall
45,0.005431927,0.0002069049,0.3669025,0.06686597,0.7323214,0.8278773,0.2266148,1.18606,1.557976,0.004483329,0.05843873,0.4801025,0.09112191,1.911934,1.373743,0.6109995,5.454496,1.975483,0.5289648,0.1935975,10.34483,15.23371,1978-05-14,Fall
46,0.005465609,0.0002082882,0.3698652,0.06742231,0.7579984,0.8446454,0.2336885,1.236253,1.603605,0.004530096,0.0590602,0.4854943,0.09601302,2.030232,1.480209,0.6424459,6.122239,2.173311,0.5834211,0.2022607,10.65188,15.63817,1978-05-17,Fall
47,0.005503545,0.0002099055,0.3732778,0.06806047,0.7860805,0.8641094,0.2416223,1.292413,1.658116,0.004583212,0.05989385,0.4918875,0.1009736,2.145609,1.590781,0.6728778,6.283063,2.234121,0.5873358,0.2133905,10.98707,16.12098,1978-05-20,Fall
48,0.005546008,0.0002117669,0.3771245,0.06875781,0.8125482,0.8833931,0.2489063,1.339178,1.709517,0.004642871,0.06119677,0.4987666,0.1025988,2.163279,1.634905,0.6769452,5.326486,1.967203,0.4954042,0.2165441,11.23316,16.43115,1978-05-23,Fall
49,0.005592669,0.0002138436,0.3811735,0.06944324,0.8337572,0.9046822,0.2541516,1.36706,1.741851,0.004706263,0.06223293,0.5059213,0.09757832,2.059456,1.596417,0.6484973,4.245442,1.618432,0.3884428,0.2248394,11.32549,16.3386,1978-05-26,Fall
50,0.005642886,0.000216092,0.3851691,0.07010193,0.850485,0.9259779,0.2578446,1.382452,1.755456,0.004769691,0.06286576,0.5125955,0.09091512,1.941279,1.530449,0.6185321,4.002521,1.518881,0.3729431,0.229998,11.33706,16.03268,1978-05-29,Fall
