timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season
1,0.004600262,0.0001800128,0.280032,0.0300075,0.6012436,0.5201281,0.09019391,0.6430346,0.5018114,0.003000477,0.03002854,0.2600577,0.04129107,1.139358,0.8950036,0.4415075,1.889855,1.478594,0.4376266,0.1780863,3.026798,3.062821,1978-01-02,Winter
2,0.004600597,0.0001800329,0.2801686,0.03002851,0.6040664,0.5207604,0.09061992,0.6491807,0.5066016,0.003002292,0.03016435,0.2603582,0.04332102,1.203288,0.935144,0.4426178,1.959266,1.524426,0.4582307,0.1845445,3.084252,3.154047,1978-01-05,Winter
3,0.004601395,0.0001800797,0.2804337,0.03006103,0.607621,0.521903,0.09113523,0.6560987,0.5130948,0.003005889,0.03040871,0.260916,0.0448901,1.255963,0.9716535,0.4454867,1.941502,1.512557,0.4562678,0.1895401,3.149704,3.223508,1978-01-08,Winter
4,0.004602791,0.0001801594,0.280811,0.03010266,0.6114522,0.5234152,0.09167095,0.6628597,0.5202285,0.003011134,0.03072678,0.2616661,0.04579844,1.289666,0.9990147,0.446137,1.904406,1.486452,0.4492583,0.1930956,3.211612,3.267179,1978-01-11,Winter
5,0.004604851,0.0001802745,0.2812777,0.03015149,0.6153269,0.5251631,0.09219702,0.6691595,0.5273014,0.003017792,0.03108309,0.2625402,0.04618741,1.30756,1.017428,0.4448658,1.87083,1.462144,0.44284,0.1954983,3.265244,3.29227,1978-01-14,Winter
6,0.004607603,0.0001804253,0.281815,0.03020608,0.6191306,0.527052,0.09270177,0.6749395,0.53392,0.003025638,0.03145143,0.2634866,0.04625062,1.315039,1.028867,0.44271,1.845656,1.443607,0.4381509,0.1970963,3.309491,3.306062,1978-01-17,Winter
7,0.004611054,0.0001806112,0.2824083,0.03026534,0.6228094,0.5290208,0.09318161,0.6802239,0.539901,0.003034488,0.03181504,0.2644712,0.04613958,1.316579,1.035409,0.440436,1.827994,1.43052,0.4349661,0.1981701,3.344917,3.313515,1978-01-20,Winter
8,0.004615195,0.0001808312,0.283047,0.03032839,0.6263405,0.5310313,0.09363628,0.6850587,0.5451873,0.003044188,0.03216417,0.2654722,0.04595115,1.315148,1.038712,0.4384302,1.815807,1.421516,0.4328242,0.1989086,3.372724,3.317537,1978-01-23,Winter
9,0.004620012,0.0001810837,0.2837228,0.03039452,0.6297166,0.5330591,0.09406672,0.6894898,0.5497911,0.003054611,0.03249367,0.2664761,0.04573992,1.312476,1.039957,0.4368171,1.807317,1.415305,0.4313465,0.1994286,3.394236,3.319704,1978-01-26,Winter
10,0.004625487,0.0001813671,0.2844293,0.03046315,0.6329379,0.5350874,0.09447419,0.6935581,0.553758,0.003065646,0.03280121,0.2674741,0.04553332,1.309478,1.039943,0.4355852,1.801266,1.41093,0.430282,0.1998007,3.41068,3.320837,1978-01-29,Winter
11,0.004631596,0.0001816799,0.2851613,0.03053375,0.6360084,0.5371044,0.09485999,0.6972983,0.5571471,0.003077195,0.03308609,0.2684605,0.04534326,1.306588,1.039188,0.4346691,1.796832,1.407756,0.4294782,0.2000687,3.423108,3.32136,1978-02-01,Winter
12,0.004638317,0.0001820204,0.285914,0.03060588,0.6389337,0.5391012,0.09522534,0.7007406,0.5600205,0.003089173,0.03334851,0.2694314,0.04517343,1.30398,1.038025,0.4339939,1.79349,1.405378,0.428846,0.200261,3.432385,3.321498,1978-02-04,Winter
13,0.004645623,0.0001823869,0.2866836,0.03067915,0.6417199,0.5410705,0.09557132,0.7039106,0.562438,0.003101499,0.03358921,0.2703837,0.04502364,1.301696,1.036664,0.4334935,1.790907,1.40354,0.4283332,0.2003971,3.439211,3.321377,1978-02-07,Winter
14,0.004653489,0.0001827778,0.2874663,0.03075321,0.6443731,0.5430066,0.09589891,0.7068311,0.5644549,0.003114104,0.03380918,0.2713152,0.04489205,1.29972,1.035234,0.4331165,1.788866,1.402083,0.4279081,0.2004911,3.444137,3.321076,1978-02-10,Winter
15,0.004661889,0.0001831915,0.2882592,0.03082777,0.6468993,0.5449049,0.09620902,0.7095221,0.5661212,0.003126924,0.03400956,0.2722245,0.04477638,1.298016,1.033813,0.4328254,1.787223,1.400901,0.4275503,0.2005536,3.4476,3.320646,1978-02-13,Winter
16,0.004670796,0.0001836263,0.2890594,0.03090255,0.6493045,0.5467617,0.09650247,0.7120016,0.5674813,0.003139901,0.03419154,0.2731101,0.04467436,1.296542,1.032448,0.4325939,1.785877,1.399927,0.4272459,0.2005924,3.449942,3.320125,1978-02-16,Winter
17,0.004680183,0.0001840807,0.2898644,0.03097734,0.6515941,0.5485739,0.09678003,0.7142857,0.568575,0.003152983,0.03435631,0.2739711,0.04458398,1.295259,1.031161,0.4324042,1.784758,1.399111,0.4269845,0.2006137,3.45143,3.319543,1978-02-19,Winter
18,0.004690023,0.0001845531,0.2906719,0.03105193,0.6537734,0.5503392,0.09704242,0.7163889,0.5694372,0.003166124,0.03450507,0.2748069,0.04450352,1.294134,1.029966,0.4322444,1.783814,1.398418,0.4267581,0.2006219,3.452271,3.31892,1978-02-22,Winter
19,0.00470029,0.0001850421,0.2914799,0.03112615,0.6558473,0.5520557,0.09729031,0.7183245,0.5700986,0.003179281,0.03463894,0.275617,0.04443154,1.293139,1.028865,0.4321063,1.783006,1.397824,0.4265605,0.2006204,3.452627,3.318274,1978-02-25,Winter
20,0.004710956,0.0001855461,0.2922867,0.03119984,0.6578206,0.5537222,0.09752434,0.7201047,0.5705866,0.003192417,0.03475903,0.2764011,0.04436684,1.292254,1.027857,0.4319846,1.782307,1.397308,0.4263867,0.200612,3.452624,3.317619,1978-02-28,Winter
21,0.004721995,0.0001860639,0.2930906,0.03127289,0.6596978,0.5553378,0.09774511,0.7217407,0.5709248,0.003205499,0.0348664,0.2771591,0.04430843,1.291461,1.026937,0.4318756,1.781693,1.396854,0.4262324,0.2005986,3.452358,3.316965,1978-03-03,Spring
22,0.004733383,0.000186594,0.2938904,0.03134518,0.6614832,0.5569019,0.09795322,0.7232427,0.5711343,0.003218496,0.03496203,0.277891,0.04425547,1.290745,1.0261,0.4317769,1.781148,1.396453,0.4260944,0.2005818,3.451903,3.316319,1978-03-06,Spring
23,0.004745094,0.0001871351,0.2946847,0.03141661,0.6631809,0.5584143,0.09814922,0.7246203,0.5712335,0.003231384,0.03504686,0.2785971,0.04420728,1.290095,1.025339,0.4316866,1.78066,1.396094,0.4259701,0.2005626,3.451319,3.315687,1978-03-09,Spring
24,0.004757102,0.0001876859,0.2954724,0.0314871,0.6647948,0.559875,0.09833363,0.7258823,0.5712386,0.003244138,0.03512179,0.2792774,0.04416328,1.289503,1.024647,0.4316033,1.780218,1.395769,0.4258572,0.200542,3.450647,3.315072,1978-03-12,Spring
25,0.004769384,0.0001882453,0.2962527,0.03155658,0.6663287,0.5612844,0.09850698,0.7270368,0.5711638,0.003256737,0.03518764,0.2799324,0.04412296,1.28896,1.024018,0.4315262,1.779815,1.395474,0.4257541,0.2005205,3.449922,3.314478,1978-03-15,Spring
26,0.004781917,0.000188812,0.2970246,0.031625,0.6677861,0.5626428,0.09866976,0.7280916,0.5710216,0.003269165,0.03524517,0.2805624,0.04408593,1.288461,1.023445,0.4314544,1.779444,1.395203,0.4256592,0.2004986,3.449168,3.313907,1978-03-18,Spring
27,0.004794678,0.000189385,0.2977874,0.0316923,0.6691707,0.563951,0.09882244,0.7290537,0.5708227,0.003281405,0.03529511,0.281168,0.04405181,1.288001,1.022924,0.4313875,1.779101,1.394954,0.4255716,0.2004767,3.448405,3.313359,1978-03-21,Spring
28,0.004807644,0.0001899632,0.2985406,0.03175846,0.6704856,0.5652095,0.09896549,0.7299297,0.5705767,0.003293444,0.03533814,0.2817496,0.0440203,1.287575,1.022449,0.4313249,1.778782,1.394722,0.4254902,0.2004551,3.447646,3.312835,1978-03-24,Spring
29,0.004820794,0.0001905456,0.2992835,0.03182344,0.671734,0.5664194,0.09909934,0.7307258,0.5702919,0.003305271,0.03537488,0.2823077,0.04399114,1.287181,1.022015,0.4312662,1.778485,1.394506,0.4254143,0.200434,3.446902,3.312335,1978-03-27,Spring
30,0.004834108,0.0001911311,0.3000157,0.03188722,0.672919,0.5675816,0.09922442,0.7314478,0.5699757,0.003316876,0.0354059,0.282843,0.0439641,1.286814,1.021619,0.4312111,1.778206,1.394304,0.4253432,0.2004134,3.446179,3.311859,1978-03-30,Spring
31,0.004847566,0.000191719,0.3007368,0.03194978,0.6740437,0.5686972,0.09934115,0.7321011,0.5696343,0.003328251,0.03543173,0.2833561,0.04393898,1.286473,1.021257,0.4311592,1.777944,1.394114,0.4252765,0.2003934,3.445482,3.311406,1978-04-02,Spring
32,0.004861148,0.0001923083,0.3014464,0.0320111,0.6751106,0.5697672,0.09944991,0.7326906,0.5692731,0.00333939,0.03545287,0.2838475,0.04391559,1.286155,1.020925,0.4311103,1.777697,1.393935,0.4252136,0.2003742,3.444815,3.310976,1978-04-05,Spring
33,0.004874837,0.0001928982,0.3021444,0.03207119,0.6761227,0.5707928,0.0995511,0.7332212,0.5688971,0.003350287,0.03546977,0.2843179,0.04389378,1.285859,1.02062,0.4310643,1.777464,1.393766,0.4251544,0.2003558,3.44418,3.310568,1978-04-08,Spring
34,0.004888614,0.0001934879,0.3028304,0.03213004,0.6770824,0.5717753,0.09964507,0.7336972,0.5685102,0.003360938,0.03548285,0.284768,0.04387342,1.285582,1.020341,0.4310209,1.777243,1.393606,0.4250984,0.2003381,3.443577,3.310181,1978-04-11,Spring
35,0.004902463,0.0001940767,0.3035044,0.03218764,0.6779922,0.5727158,0.09973219,0.7341228,0.5681161,0.00337134,0.0354925,0.2851984,0.04385438,1.285323,1.020084,0.43098,1.777035,1.393455,0.4250454,0.2003212,3.443007,3.309814,1978-04-14,Spring
36,0.004916368,0.0001946639,0.3041662,0.03224401,0.6788545,0.5736156,0.09981279,0.7345016,0.5677179,0.003381492,0.03549906,0.2856097,0.04383656,1.285081,1.019848,0.4309413,1.776837,1.393311,0.4249951,0.2003051,3.442469,3.309466,1978-04-17,Spring
37,0.004930313,0.0001952488,0.3048156,0.03229915,0.6796716,0.574476,0.09988719,0.7348374,0.5673181,0.003391392,0.03550287,0.2860026,0.04381985,1.284855,1.01963,0.4309047,1.776649,1.393174,0.4249474,0.2002897,3.441962,3.309136,1978-04-20,Spring
38,0.004944284,0.000195831,0.3054527,0.03235307,0.6804458,0.5752982,0.09995572,0.7351335,0.566919,0.00340104,0.0355042,0.2863778,0.04380417,1.284642,1.019429,0.4308701,1.776471,1.393044,0.4249022,0.2002751,3.441487,3.308824,1978-04-23,Spring
39,0.004958265,0.0001964097,0.3060774,0.03240578,0.681179,0.5760835,0.1000187,0.735393,0.5665226,0.003410436,0.03550335,0.2867358,0.04378944,1.284443,1.019245,0.4308374,1.776303,1.39292,0.4248592,0.2002612,3.441041,3.308529,1978-04-26,Spring
40,0.004972246,0.0001969845,0.3066898,0.03245728,0.6818733,0.5768331,0.1000763,0.7356189,0.5661304,0.003419582,0.03550055,0.2870773,0.04377559,1.284256,1.019074,0.4308065,1.776142,1.392802,0.4248184,0.200248,3.440623,3.30825,1978-04-29,Spring
41,0.004986211,0.0001975548,0.3072897,0.03250761,0.6825305,0.5775483,0.100129,0.7358138,0.5657437,0.003428479,0.03549603,0.287403,0.04376255,1.284081,1.018916,0.4307772,1.77599,1.39269,0.4247795,0.2002354,3.440233,3.307985,1978-05-02,Spring
42,0.00500015,0.0001981203,0.3078774,0.03255678,0.6831526,0.5782303,0.1001769,0.7359803,0.5653638,0.003437129,0.03548999,0.2877133,0.04375026,1.283916,1.018771,0.4307494,1.775845,1.392583,0.4247425,0.2002235,3.439867,3.307734,1978-05-05,Spring
43,0.005014052,0.0001986805,0.3084529,0.03260479,0.6837413,0.5788804,0.1002203,0.7361207,0.5649915,0.003445534,0.03548262,0.288009,0.04373868,1.283762,1.018636,0.4307232,1.775707,1.39248,0.4247073,0.2002122,3.439527,3.307497,1978-05-08,Spring
44,0.005027905,0.000199235,0.3090162,0.03265167,0.6842982,0.5794996,0.1002594,0.7362372,0.5646276,0.003453698,0.0354741,0.2882906,0.04372775,1.283616,1.018512,0.4306982,1.775576,1.392383,0.4246738,0.2002014,3.439209,3.307273,1978-05-11,Spring
45,0.005041699,0.0001997835,0.3095674,0.03269745,0.6848249,0.5800892,0.1002945,0.7363319,0.5642726,0.003461624,0.03546457,0.2885586,0.04371742,1.28348,1.018397,0.4306746,1.775452,1.39229,0.4246418,0.2001912,3.438912,3.30706,1978-05-14,Spring
46,0.005055425,0.0002003257,0.3101067,0.03274213,0.6853229,0.5806503,0.1003259,0.7364067,0.563927,0.003469315,0.03545418,0.2888136,0.04370766,1.283351,1.01829,0.4306522,1.775334,1.392202,0.4246115,0.2001815,3.438636,3.306859,1978-05-17,Spring
47,0.005069074,0.0002008612,0.3106342,0.03278574,0.6857938,0.5811841,0.1003536,0.7364632,0.5635911,0.003476776,0.03544305,0.2890561,0.04369843,1.283231,1.018192,0.4306309,1.775221,1.392117,0.4245826,0.2001723,3.438379,3.306669,1978-05-20,Spring
48,0.005082638,0.0002013898,0.31115,0.03282829,0.6862389,0.5816916,0.100378,0.7365033,0.5632652,0.003484009,0.03543129,0.2892867,0.0436897,1.283117,1.0181,0.4306108,1.775114,1.392037,0.424555,0.2001636,3.43814,3.306489,1978-05-23,Spring
49,0.005096108,0.0002019113,0.3116544,0.03286982,0.6866594,0.5821739,0.1003992,0.7365283,0.5629495,0.00349102,0.03541901,0.2895058,0.04368142,1.28301,1.018016,0.4305916,1.775012,1.39196,0.4245288,0.2001553,3.437918,3.306318,1978-05-26,Spring
50,0.005109478,0.0002024253,0.3121473,0.03291033,0.6870567,0.582632,0.1004174,0.7365397,0.5626439,0.003497813,0.03540631,0.2897139,0.04367359,1.28291,1.017937,0.4305735,1.774916,1.391886,0.4245037,0.2001475,3.437711,3.306156,1978-05-29,Spring
51,0.00512274,0.0002029319,0.312629,0.03294985,0.6874319,0.5830669,0.1004327,0.7365388,0.5623487,0.003504392,0.03539326,0.2899116,0.04366615,1.282815,1.017865,0.4305563,1.774824,1.391816,0.4244799,0.2001401,3.43752,3.306003,1978-06-01,Summer
