obs_std,mod_std,R,RMSE,Bias,WSS,Group
0.386577627737443,0.39229309056392486,0.42016772981108513,0.5019255329071621,-0.27573798722913634,0.582145422329938,TOT
0.6000382373803621,0.7934323243561272,0.28764903689599414,0.8478144216153654,-0.05569614364681706,0.5381986808647659,ZS2-CTH
0.3630903306215132,0.2629027220273785,0.2972423836465993,0.5253951151125885,-0.3630917092508097,0.494060381850702,ZC5-CSM
0.7874167198671603,0.44108952675758695,0.2780274614961575,0.800662573219194,0.1400185556477246,0.4831855130382573,ZC1-EUP
0.4844071303986021,0.24934257091973333,0.2926919482041156,0.4939937170755265,-0.13383727772540147,0.4406309298559724,ZC2-AMP
0.7319461198048824,0.2745071967526758,0.2522334075105378,0.7169032147200882,0.06488934538639679,0.4277003182218523,ZS4-LAR
0.4526495800950777,0.13643226833015276,-0.07932450784696948,0.6941952400165705,-0.4986021410135116,0.4118843219038707,ZS3-CHA
0.5986863318412918,0.23410048787415028,0.13852730482536438,0.6176984796107028,-0.08457551788852798,0.34857281005570306,ZC4-CLG
0.852760979358316,0.5538832991063263,-0.059699676996013695,1.2169049815271864,-0.6248790543271789,0.3322205931696208,ZF1-ICT
0.6441503642299071,0.5722817631589978,-0.039221440691606456,0.9096122924242286,-0.23673103527499306,0.17852617958374561,ZC3-DEC
