N,MB,MAE,RMSE,NRMSE,r,R2,MAPE,NSE,WSS,Group,Pass,Season,ObsSummary
19,-0.15951051661023782,0.6586669274005413,0.7896949337381844,0.7896949337381844,0.2958228521542136,0.08751115985665373,354.11171020710924,-1.2406422218641655,0.5259283362707134,ZC5-CSM,ZC,All,mean_of_logs
19,-0.01444243972278498,0.782597568819876,0.9639363415093463,0.9639363415093463,0.09014759033449539,0.008126588043116006,314.9145751339178,-1.1485451830225037,0.42987031041462676,Total,ZC,All,mean_of_logs
11,0.41902869802371645,1.1512981629617183,1.4072777516591866,1.4072777516591866,0.1169828282127538,0.013684982096654665,214.40547867015795,-0.6775235422406842,0.5104021134716064,ZC1-EUP,ZC,Winter,log_of_mean
12,0.11373871086000727,0.8493811287150841,1.0532332580297197,1.0532332580297197,0.3449228062817756,0.11897174229329528,127.26656827361882,-0.4114969199827263,0.636783408440036,ZC2-AMP,ZC,Winter,log_of_mean
12,0.025081784546635844,1.187740128474096,1.4361475395848546,1.4361475395848546,-0.19786883443566514,0.03915207564092866,197.60408303542775,-1.3642429209005353,0.336282844275692,ZC3-DEC,ZC,Winter,log_of_mean
12,-0.12148250445839825,0.9695394246745871,1.1343028000976578,1.1343028000976578,0.29154890938868566,0.08500076656573204,124.91489183839488,-0.38423335493656974,0.5966205963933143,ZC4-CLG,ZC,Winter,log_of_mean
12,-0.1532226883775695,1.4387331962730203,1.8438447800124187,1.8438447800124187,-0.028008494246908593,0.0007844757499791118,139.37912326648646,-0.45482348571536946,0.3842433686250022,ZC5-CSM,ZC,Winter,log_of_mean
12,0.12385634354289012,0.9344309084595795,1.2426706353358912,1.2426706353358912,0.23695036311484927,0.05614547458025892,322.03549633119894,-0.29909871675034694,0.5443593388765793,Total,ZC,Winter,log_of_mean
11,0.1275198393839559,1.195711291913193,1.304719778382415,1.304719778382415,-0.06061007893413334,0.0036735816684018738,263.2714677739919,-1.3320456021511422,0.3481249743300374,ZC1-EUP,ZC,Winter,mean_of_logs
12,0.06538720746122659,0.7180431361836197,0.9041954116364824,0.9041954116364824,0.5133464043588135,0.26352453086812244,181.72720982438133,-0.04604477881705815,0.7341285256076409,ZC2-AMP,ZC,Winter,mean_of_logs
12,-0.20942889184679117,1.2023208621728716,1.4394536401706022,1.4394536401706022,-0.2419936252596537,0.05856091466630971,255.99572806860215,-1.6418904108114494,0.29380841820970316,ZC3-DEC,ZC,Winter,mean_of_logs
12,-0.12072948011738305,0.9407084040304671,1.0821689714468539,1.0821689714468539,0.34182043569494613,0.11684121025868281,131.54475586832228,-0.3133153323605642,0.6264623209698281,ZC4-CLG,ZC,Winter,mean_of_logs
12,-0.2348198281526146,1.3498561161432283,1.7010382287201462,1.7010382287201462,0.02601812773517388,0.0006769429708438242,143.07111915817237,-0.48096521718783447,0.4195963008294914,ZC5-CSM,ZC,Winter,mean_of_logs
