series,support,n,bias,obs_std,model_std,MAE,RMSE,r,WSS
matched,year_biweek,66,0.570882986878423,1.579228996093074,0.6927668687425362,1.2779279489367776,1.4780144138633253,0.49663597695964656,0.5865933327656251
