timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season
1,0.004600341,0.0001800174,0.2800502,0.0300217,0.6037384,0.5201744,0.09048206,0.6488559,0.504784,0.0030007,0.03004943,0.2600927,0.04203946,1.168263,0.9268817,0.4264123,3.890251,1.668485,0.3615458,0.184103,4.337298,10.32765,1978-01-02,Winter
2,0.004601185,0.000180067,0.2803032,0.03008209,0.6125273,0.5211353,0.09160329,0.6688041,0.5171285,0.003004001,0.03031539,0.2606225,0.04569658,1.292334,1.036113,0.4105403,4.505242,1.736542,0.3615204,0.1936846,4.41644,10.80717,1978-01-05,Winter
3,0.004603257,0.0001801863,0.2808536,0.03017769,0.6241665,0.5231912,0.09306694,0.6934181,0.5344968,0.003011412,0.0308471,0.2617313,0.04911142,1.411117,1.149925,0.4006135,4.693386,1.747948,0.3568111,0.2010299,4.513223,11.35846,1978-01-08,Winter
4,0.004606972,0.0001803958,0.2817231,0.03030558,0.6374426,0.5263725,0.09471405,0.7196483,0.5548221,0.003023486,0.03161433,0.2634031,0.0517102,1.505376,1.248996,0.3931453,4.711924,1.733613,0.3512555,0.2078074,4.616055,11.89479,1978-01-11,Winter
5,0.004612632,0.0001807095,0.2829039,0.03046323,0.6516575,0.5305916,0.0964577,0.7460617,0.5765454,0.003040333,0.03256364,0.2655656,0.05348432,1.574634,1.328336,0.3874359,4.673367,1.710795,0.3463322,0.2147371,4.717873,12.37943,1978-01-14,Winter
6,0.004620468,0.000181137,0.2843766,0.03064822,0.6663888,0.5357199,0.09824833,0.7719834,0.5985626,0.003061855,0.03364176,0.2681362,0.05461128,1.624387,1.389216,0.383438,4.622329,1.687502,0.3423447,0.2218681,4.814096,12.80129,1978-01-17,Winter
7,0.004630649,0.0001816851,0.2861192,0.03085824,0.6813659,0.5416226,0.1000558,0.7970885,0.6201294,0.003087846,0.03480332,0.2710388,0.05528538,1.660459,1.434911,0.3810778,4.574265,1.666739,0.3391739,0.2289483,4.902026,13.16127,1978-01-20,Winter
8,0.004643302,0.000182358,0.2881091,0.03109104,0.6964057,0.5481731,0.1018606,0.8212156,0.6407652,0.003118055,0.03601189,0.2742082,0.05566138,1.687296,1.468825,0.3801374,4.533218,1.6492,0.3366175,0.2356758,4.980436,13.46517,1978-01-23,Winter
9,0.004658515,0.0001831581,0.2903248,0.03134445,0.711378,0.5552571,0.1036489,0.844283,0.6601745,0.003152204,0.03723888,0.2775896,0.05584719,1.707879,1.493847,0.3803073,4.499255,1.634674,0.3345049,0.2418212,5.049144,13.72026,1978-01-26,Winter
10,0.004676347,0.0001840865,0.2927459,0.03161635,0.7261866,0.562773,0.1054106,0.8662509,0.678189,0.003190008,0.03846205,0.2811371,0.05591309,1.724095,1.51224,0.3812599,4.471338,1.622689,0.3327187,0.2472619,5.10862,13.9337,1978-01-29,Winter
11,0.004696833,0.0001851431,0.2953528,0.03190474,0.7407588,0.5706313,0.1071379,0.8871046,0.6947273,0.003231171,0.03966419,0.2848114,0.05590317,1.737125,1.525711,0.3827012,4.448317,1.612769,0.331184,0.2519684,5.159673,14.11198,1978-02-01,Winter
12,0.004719985,0.0001863266,0.2981271,0.03220768,0.7550387,0.5787532,0.1088248,0.9068453,0.7097681,0.003275402,0.0408321,0.2885788,0.05584488,1.747719,1.535525,0.3843955,4.42921,1.604512,0.3298538,0.2559751,5.203243,14.26072,1978-02-04,Winter
13,0.004745835,0.0001876374,0.3010652,0.03252901,0.7699436,0.5871226,0.1106045,0.9278818,0.7247977,0.003322589,0.04197291,0.2924422,0.05651508,1.781075,1.559681,0.3904933,4.780445,1.702323,0.3561153,0.2593068,5.253217,14.45403,1978-02-07,Winter
14,0.004774528,0.0001890825,0.3042054,0.03287237,0.7858188,0.5958804,0.1125227,0.9506366,0.7408828,0.00337317,0.04313929,0.2964936,0.05771521,1.829752,1.595521,0.3994627,4.899365,1.745629,0.3645888,0.2619676,5.312483,14.70192,1978-02-10,Winter
15,0.004806193,0.0001906677,0.3075598,0.03323581,0.8020986,0.6050677,0.1144952,0.9735181,0.7572764,0.003427324,0.04433822,0.3007518,0.05879425,1.873691,1.629532,0.4075416,4.926216,1.760611,0.3660735,0.2644532,5.373253,14.9535,1978-02-13,Winter
16,0.004840919,0.000192396,0.3111205,0.03361737,0.8184561,0.6146476,0.1164752,0.9958081,0.7733462,0.003484973,0.04555275,0.3051904,0.05958383,1.908378,1.657746,0.4139019,4.91945,1.762065,0.365119,0.2670751,5.431735,15.18658,1978-02-16,Winter
17,0.004878756,0.0001942683,0.3148714,0.03401507,0.8346917,0.6245525,0.1184353,1.017185,0.7886447,0.00354591,0.04676143,0.3097695,0.06009651,1.934554,1.679845,0.4187388,4.902498,1.757778,0.363525,0.269881,5.485907,15.39308,1978-02-19,Winter
18,0.004919725,0.0001962838,0.3187937,0.03442698,0.8506778,0.6347069,0.1203585,1.037509,0.8028933,0.003609867,0.04794517,0.314449,0.06039556,1.95418,1.696692,0.4224697,4.884167,1.751567,0.3619342,0.2727714,5.534754,15.57171,1978-02-22,Winter
19,0.004963823,0.0001984405,0.3228682,0.03485117,0.8663292,0.6450371,0.1222342,1.056731,0.8159426,0.003676546,0.04908906,0.3191923,0.0605451,1.969076,1.70937,0.4254549,4.867384,1.74516,0.3605332,0.2756092,5.577936,15.72418,1978-02-25,Winter
20,0.005011024,0.0002007355,0.3270764,0.03528583,0.8815877,0.6554752,0.1240551,1.07484,0.8277334,0.003745638,0.0501823,0.3239678,0.06059536,1.980599,1.718851,0.4279386,4.852849,1.739251,0.3593453,0.2782792,5.615552,15.85333,1978-02-28,Winter
21,0.005061287,0.0002031649,0.3314006,0.0357292,0.8964132,0.6659606,0.1258165,1.091851,0.8382661,0.003816834,0.05121751,0.3287484,0.06058166,1.989685,1.72591,0.4300671,4.840486,1.734053,0.3583456,0.2807077,5.647974,15.96225,1978-03-03,Spring
22,0.005114536,0.0002057231,0.3358169,0.03617675,0.9102896,0.6764119,0.127445,1.106585,0.8468372,0.003889734,0.05218105,0.3334945,0.06015335,1.98453,1.722592,0.4297295,4.651554,1.678665,0.3442113,0.2828726,5.669321,16.01952,1978-03-06,Spring
23,0.005170616,0.0002083998,0.3402815,0.03662421,0.9230152,0.6866784,0.1289151,1.118902,0.8530111,0.00396366,0.05303927,0.338126,0.05944446,1.970067,1.711356,0.427783,4.579587,1.651376,0.3389957,0.2847905,5.679312,16.02563,1978-03-09,Spring
24,0.00522936,0.0002111848,0.3447657,0.03707032,0.9348589,0.6966731,0.1302671,1.129662,0.8572985,0.004038088,0.05378671,0.3426069,0.05878187,1.956533,1.699471,0.4260732,4.554052,1.638671,0.3372707,0.2862973,5.682784,16.0098,1978-03-12,Spring
25,0.00529061,0.0002140686,0.3492525,0.037514,0.9459727,0.7063578,0.1315228,1.139281,0.8601474,0.004112652,0.05443202,0.3469276,0.05824728,1.946189,1.68918,0.4249656,4.546328,1.633216,0.3368356,0.2873268,5.682415,15.98606,1978-03-15,Spring
26,0.005354232,0.0002170436,0.353738,0.03795728,0.9569418,0.7157457,0.1327657,1.149186,0.8626486,0.004187166,0.05499629,0.3511053,0.05820696,1.951122,1.689355,0.4265349,4.723353,1.682094,0.3501194,0.2879069,5.686224,15.99513,1978-03-18,Spring
27,0.005420167,0.0002201067,0.358242,0.03840219,0.9680123,0.7249376,0.1340277,1.159682,0.8655563,0.004261796,0.0555224,0.355204,0.0585184,1.966208,1.697848,0.4298046,4.787328,1.705176,0.3547407,0.2881068,5.69613,16.04211,1978-03-21,Spring
28,0.005488357,0.0002232547,0.3627714,0.03884791,0.9789454,0.7339817,0.1352724,1.17003,0.8686268,0.004336594,0.05602509,0.3592474,0.05883945,1.980804,1.707417,0.4328025,4.806432,1.714805,0.3559618,0.2882284,5.70859,16.10125,1978-03-24,Spring
29,0.005558712,0.0002264821,0.3673156,0.03929066,0.9891171,0.7428561,0.13641,1.178696,0.8708889,0.00441139,0.05649545,0.3632175,0.05869837,1.979795,1.707136,0.4328679,4.629076,1.666595,0.3425806,0.2884758,5.715455,16.12616,1978-03-27,Spring
30,0.005631058,0.0002297785,0.3718383,0.03972684,0.9982769,0.7514436,0.1374077,1.185389,0.8716925,0.004485663,0.05689845,0.3670437,0.05820866,1.967767,1.69854,0.4308961,4.562156,1.643004,0.3376739,0.288922,5.714906,16.10968,1978-03-30,Spring
31,0.005705211,0.0002331337,0.3763171,0.04015588,1.006679,0.7596813,0.1383035,1.190912,0.8713923,0.004559022,0.05722664,0.3706963,0.0577071,1.955435,1.688744,0.4289083,4.539168,1.632298,0.336109,0.289351,5.710648,16.07721,1978-04-02,Spring
32,0.00578102,0.0002365395,0.3807483,0.04058036,1.014969,0.7675795,0.1391899,1.196865,0.871062,0.004631327,0.05749594,0.374189,0.0576624,1.957947,1.688581,0.4296069,4.712134,1.679133,0.3491336,0.2895965,5.710901,16.07505,1978-04-05,Spring
33,0.005858415,0.0002399931,0.3851551,0.04100281,1.023422,0.7752469,0.1401032,1.203614,0.8714496,0.004702823,0.0577481,0.3775896,0.05796647,1.971011,1.696598,0.432179,4.775467,1.701524,0.3537559,0.2895893,5.717571,16.11074,1978-04-08,Spring
34,0.005937332,0.0002434916,0.389548,0.04142282,1.031808,0.7827408,0.1410087,1.210431,0.8722973,0.004773647,0.0579972,0.3809262,0.05828735,1.98409,1.70576,0.4346564,4.795177,1.711107,0.3550639,0.2895547,5.727087,16.15947,1978-04-11,Spring
35,0.006017698,0.0002470312,0.3939276,0.04183996,1.04001,0.7900771,0.1418891,1.217009,0.873367,0.004843813,0.05824295,0.384202,0.05852904,1.994488,1.713778,0.4365542,4.798306,1.714348,0.3551538,0.2896488,5.737713,16.20972,1978-04-14,Spring
36,0.006099429,0.0002506077,0.3982904,0.0422538,1.047964,0.797254,0.1427354,1.223222,0.874485,0.004913277,0.05848134,0.387412,0.05868303,2.002142,1.720161,0.4379021,4.795689,1.714655,0.3548565,0.2899115,5.748454,16.25654,1978-04-17,Spring
37,0.006182414,0.0002542153,0.4026235,0.0426608,1.05513,0.804234,0.143471,1.227787,0.8747849,0.004981866,0.058699,0.3905319,0.05839127,1.995068,1.716392,0.4366242,4.610988,1.662221,0.3410389,0.2903244,5.75225,16.26326,1978-04-20,Spring
38,0.006266439,0.0002578419,0.4068825,0.04305411,1.060725,0.8108646,0.1439876,1.229113,0.8728461,0.00504896,0.05885024,0.3934728,0.05737012,1.964189,1.694975,0.4311704,4.33769,1.578525,0.3208435,0.2908701,5.740597,16.18789,1978-04-23,Spring
39,0.0063512,0.0002614708,0.4110137,0.04343027,1.064834,0.8169652,0.1443023,1.227885,0.8685328,0.005113752,0.05889286,0.3961385,0.05609822,1.925483,1.665676,0.4244787,4.244631,1.540914,0.3143218,0.2913522,5.716867,16.05624,1978-04-26,Spring
40,0.006436386,0.0002650858,0.4149826,0.04378548,1.067301,0.8224367,0.1443951,1.223857,0.8617507,0.005175648,0.05881876,0.3984874,0.05453468,1.876494,1.627532,0.4161762,3.986458,1.459415,0.2954707,0.2914595,5.679817,15.86721,1978-04-29,Spring
41,0.006521593,0.0002686655,0.4187329,0.04411177,1.067422,0.8271055,0.1441692,1.215612,0.8514496,0.005233762,0.05859451,0.4004309,0.05236844,1.806905,1.573232,0.404406,3.637147,1.348272,0.2699252,0.2911827,5.622746,15.58651,1978-05-02,Spring
42,0.006606341,0.0002721847,0.4222037,0.04440593,1.06552,0.8307912,0.143675,1.204376,0.8380257,0.005287106,0.0581918,0.401881,0.05016444,1.735569,1.515167,0.3925397,3.534239,1.303099,0.2629212,0.2904656,5.552681,15.25592,1978-05-05,Spring
43,0.006690238,0.0002756249,0.4253882,0.04467428,1.063138,0.8335221,0.1431333,1.193911,0.8240755,0.005335405,0.05765113,0.4028753,0.04895269,1.695612,1.47752,0.3864379,3.788845,1.366069,0.2825633,0.2889786,5.489346,14.98392,1978-05-08,Spring
44,0.006773112,0.0002789808,0.4283462,0.0449269,1.061634,0.8355707,0.1427315,1.186866,0.8122984,0.005379366,0.05707297,0.4035822,0.04905565,1.69669,1.469891,0.3875994,4.129853,1.468111,0.3083018,0.286482,5.446671,14.83844,1978-05-11,Spring
45,0.006854947,0.0002822561,0.4311523,0.04516899,1.061071,0.8372476,0.1424704,1.182588,0.8033354,0.005420033,0.05654196,0.4041711,0.04978835,1.716556,1.479026,0.3917448,4.26238,1.519904,0.3180366,0.2833595,5.422017,14.78929,1978-05-14,Spring
46,0.006935767,0.0002854556,0.433856,0.04540515,1.061567,0.8387547,0.1423616,1.180982,0.7973424,0.005458216,0.05609223,0.4047352,0.05094256,1.749914,1.500916,0.3977506,4.509844,1.601766,0.3362183,0.2803537,5.415426,14.82245,1978-05-17,Spring
47,0.007015676,0.0002885879,0.4365097,0.04563952,1.063095,0.8402897,0.1423965,1.181588,0.7942665,0.005494794,0.05575475,0.4053665,0.05222182,1.787625,1.529139,0.4040273,4.595216,1.639317,0.3421209,0.2778712,5.424004,14.91524,1978-05-20,Spring
48,0.007094744,0.0002916589,0.4391307,0.04586902,1.064638,0.8419076,0.1424284,1.181802,0.7923693,0.005530193,0.05551374,0.4060718,0.05285294,1.804933,1.545568,0.4063061,4.415952,1.596778,0.3283226,0.2763009,5.433439,14.98741,1978-05-23,Spring
49,0.0071729,0.0002946656,0.4416838,0.04608656,1.065089,0.8434669,0.1423031,1.1793,0.7894628,0.005564087,0.05530279,0.4067514,0.05243859,1.789481,1.53916,0.4026625,4.113067,1.508375,0.305632,0.2757666,5.430415,14.97322,1978-05-26,Spring
50,0.007249922,0.0002975962,0.4441037,0.04628413,1.063653,0.8447209,0.1419142,1.172745,0.7838402,0.005595642,0.05504343,0.4072606,0.05098856,1.741558,1.507795,0.3934748,3.738867,1.390862,0.2779739,0.2759839,5.406664,14.84184,1978-05-29,Spring
51,0.007325482,0.0003004336,0.4463233,0.04645824,1.060558,0.8454285,0.1413013,1.163321,0.7754573,0.005623896,0.05467787,0.4074732,0.04923861,1.684888,1.46645,0.3831835,3.616586,1.339206,0.2694178,0.276459,5.367575,14.63725,1978-06-01,Summer
52,0.007399297,0.0003031646,0.4483192,0.04661024,1.05652,0.845521,0.1405693,1.152911,0.7655141,0.005648413,0.05421116,0.4073716,0.04778525,1.637572,1.428802,0.3750489,3.591096,1.320617,0.2680798,0.2765527,5.322676,14.42024,1978-06-04,Summer
53,0.007471147,0.0003057802,0.4500934,0.04674163,1.051944,0.8450288,0.139775,1.142354,0.7549206,0.005669133,0.053671,0.4069886,0.04672759,1.602031,1.398233,0.3693398,3.600305,1.317778,0.2692125,0.2759669,5.276861,14.21679,1978-06-07,Summer
54,0.007540894,0.0003082762,0.4516691,0.04685855,1.047795,0.8440606,0.1390539,1.133787,0.7453311,0.005686331,0.0530988,0.4063935,0.04652694,1.593326,1.38634,0.3685002,3.88013,1.396237,0.2904705,0.2746581,5.241933,14.0851,1978-06-10,Summer
55,0.007608585,0.0003106594,0.4531147,0.04697064,1.045104,0.8428825,0.1385468,1.12912,0.7386823,0.005700952,0.05257206,0.4057394,0.04738974,1.618035,1.399615,0.3734363,4.217266,1.501603,0.3156863,0.2726102,5.228247,14.07193,1978-06-13,Summer
56,0.007674396,0.000312943,0.454504,0.04708257,1.04376,0.8417674,0.1382305,1.127417,0.7351549,0.005714123,0.05215159,0.4051681,0.04866751,1.65546,1.425205,0.3802028,4.339803,1.552086,0.3244792,0.2702727,5.231618,14.14082,1978-06-16,Summer
57,0.007738467,0.0003151369,0.455864,0.04719091,1.042585,0.8408036,0.1379342,1.125572,0.7329278,0.005726398,0.05183235,0.4047059,0.04934197,1.673412,1.440345,0.3830205,4.14924,1.508787,0.3097915,0.268403,5.236268,14.19623,1978-06-19,Summer
58,0.007800776,0.0003172403,0.4571592,0.04728771,1.040318,0.8398467,0.1374814,1.120883,0.7296143,0.005737456,0.0515469,0.4042496,0.04888614,1.655771,1.431311,0.37926,3.811037,1.411047,0.2843667,0.2674795,5.227568,14.16092,1978-06-22,Summer
59,0.007861163,0.000319245,0.4583318,0.04736932,1.036903,0.838676,0.1368709,1.113856,0.7245377,0.005746565,0.0512256,0.4036693,0.04788509,1.622,1.408866,0.3727405,3.69183,1.365525,0.2756981,0.2673596,5.206984,14.05525,1978-06-25,Summer
60,0.007919445,0.0003211422,0.4593448,0.04743143,1.032033,0.8371565,0.1360626,1.103985,0.7171892,0.00575319,0.05084045,0.4028988,0.04633965,1.570894,1.37217,0.3634981,3.355978,1.260402,0.2509116,0.2674899,5.170913,13.87247,1978-06-28,Summer
61,0.007975386,0.0003229203,0.4601596,0.04747562,1.026561,0.8351557,0.1351822,1.093753,0.7086005,0.005756741,0.05036743,0.4018745,0.04520661,1.533528,1.342083,0.3570934,3.552997,1.30196,0.2662072,0.2675681,5.132296,13.68934,1978-07-01,Summer
62,0.008028924,0.000324579,0.4608102,0.04750841,1.021452,0.8328106,0.1343645,1.085135,0.7006624,0.005757596,0.04986526,0.4006922,0.04481008,1.518842,1.327306,0.3550141,3.642127,1.327522,0.2731951,0.2669135,5.101177,13.56244,1978-07-04,Summer
63,0.008080089,0.000326123,0.4613382,0.04753546,1.017298,0.8302811,0.1336893,1.079196,0.6945134,0.005756324,0.04938072,0.3994445,0.04522416,1.529442,1.330985,0.3574133,3.941356,1.416634,0.2957377,0.2655885,5.083979,13.51749,1978-07-07,Summer
64,0.00812904,0.0003275639,0.4618053,0.04756195,1.014296,0.8277925,0.1331795,1.075876,0.6907874,0.005753831,0.04896961,0.3982538,0.04611652,1.554663,1.347233,0.3621461,4.053821,1.460641,0.3039725,0.2637742,5.080941,13.54576,1978-07-10,Summer
65,0.00817594,0.0003289124,0.4622457,0.04758843,1.012003,0.8254595,0.1327682,1.073838,0.6888342,0.005750713,0.04864382,0.397169,0.04696804,1.578601,1.364963,0.3662463,4.090014,1.480311,0.3063787,0.2620682,5.085696,13.60278,1978-07-13,Summer
66,0.008220901,0.0003301754,0.4626626,0.04761071,1.009458,0.8232778,0.1323186,1.070734,0.6870795,0.005747148,0.04838158,0.3961716,0.04711422,1.580236,1.368771,0.366075,3.838172,1.413761,0.2872643,0.2609081,5.085816,13.61887,1978-07-16,Summer
