Label,Type,Count,Total,Proportion
Suchy,Categorical Agreement,10,14,0.7142857142857143
Allen,Categorical Agreement,17,39,0.4358974358974359
Suchy,Timing Window Overlap,4,14,0.2857142857142857
Allen,Timing Window Overlap,13,39,0.3333333333333333
