Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
Suchy,15.679832360619894,12.714285714285714,245.85714285714286,-8.285714285714286,0.7179565442498419,0.757538728709273,18.926954108802995,11.683976468756216
Allen,13.212270908670567,9.23076923076923,174.56410256410257,-3.8974358974358974,0.42250176489408275,0.6368276362852785,11.695905879096149,11.797101238572807
