Year,Bloom Date,Day of Year,Bloom Early Late
2003,2003-04-26,116,late
2004,2004-04-04,95,avg
2005,2005-04-20,110,late
2006,2006-04-29,119,late
2007,2007-04-05,95,avg
2008,2008-04-10,101,avg
2009,2009-04-14,104,avg
2010,2010-04-17,107,cusp
2011,2011-04-08,98,avg
2012,2012-04-07,98,avg
2013,2013-03-30,89,avg
2014,2014-04-14,104,avg
2015,2015-04-17,107,cusp
2016,2016-04-01,92,avg
