timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season
1,0.004600253,0.0001800087,0.2800725,0.03002045,0.6037422,0.5163486,0.09046971,0.6469257,0.5046712,0.003001037,0.03031016,0.2611544,0.04401596,1.176386,0.9331782,0.4309304,3.802285,1.674886,0.4088123,0.183878,4.336514,10.32651,1978-01-02,Winter
2,0.004600825,0.000180032,0.2803757,0.03007729,0.6120821,0.5134206,0.09157316,0.6636446,0.5165002,0.003005173,0.0308346,0.2627807,0.04905758,1.30706,1.045765,0.4207544,4.388527,1.746703,0.4278489,0.1928254,4.414893,10.80707,1978-01-05,Winter
3,0.004602431,0.0001801072,0.2809909,0.03016727,0.6231281,0.5114229,0.09302495,0.6847752,0.5333505,0.003013782,0.03162093,0.2650082,0.05348661,1.431529,1.162471,0.4156066,4.57058,1.760234,0.4301253,0.1993774,4.512049,11.36349,1978-01-08,Winter
4,0.004605483,0.0001802547,0.2819332,0.0302878,0.6358176,0.51038,0.09466936,0.7077228,0.5534002,0.003027354,0.03264011,0.2678168,0.05682191,1.530555,1.264603,0.4115559,4.590835,1.747154,0.4266849,0.2054194,4.616543,11.90852,1978-01-11,Winter
5,0.004610289,0.0001804887,0.2831916,0.0304367,0.6495275,0.5102391,0.0964195,0.7312351,0.5752195,0.003045982,0.03383976,0.2711332,0.05911533,1.603701,1.347141,0.4080905,4.556072,1.725179,0.4220885,0.2117799,4.721037,12.40431,1978-01-14,Winter
6,0.004617087,0.0001808194,0.2847459,0.03061197,0.6638721,0.5109199,0.09822479,0.7546943,0.5977524,0.003069563,0.03516698,0.2748745,0.06059441,1.65659,1.411162,0.4055004,4.508915,1.702549,0.4178645,0.2185342,4.820557,12.83866,1978-01-17,Winter
7,0.004626059,0.0001812541,0.2865739,0.03081173,0.6785984,0.5123372,0.100054,0.7777783,0.620249,0.003097906,0.03657618,0.2789648,0.06149625,1.695201,1.459766,0.4040093,4.464252,1.68237,0.4143373,0.2254117,4.912055,13.21166,1978-01-20,Winter
8,0.004637345,0.0001817979,0.2886541,0.03103413,0.6935306,0.5144097,0.1018863,0.8003054,0.6421904,0.003130774,0.03803043,0.283339,0.0620105,1.724118,1.496249,0.403611,4.42604,1.665368,0.4114434,0.232074,4.994053,13.52852,1978-01-23,Winter
9,0.004651053,0.0001824543,0.2909663,0.03127734,0.7085394,0.5170627,0.103707,0.8221635,0.6632251,0.003167909,0.03950045,0.2879422,0.06227196,1.74643,1.523457,0.4041314,4.394406,1.651341,0.409043,0.2382527,5.066214,13.79608,1978-01-26,Winter
10,0.004667263,0.0001832256,0.2934911,0.03153958,0.7235262,0.5202289,0.1055052,0.8432786,0.6831211,0.003209039,0.04096325,0.2927279,0.06237056,1.764099,1.543653,0.405324,4.368396,1.639813,0.4070165,0.2437909,5.128924,14.02127,1978-01-29,Winter
