Label,Type,Count,Total,Proportion
Suchy,Categorical Agreement,9,14,0.6428571428571429
Allen,Categorical Agreement,21,39,0.5384615384615384
Suchy,Timing Window Overlap,4,14,0.2857142857142857
Allen,Timing Window Overlap,15,39,0.38461538461538464
