timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season,year,month,day_of_year,biweekly,multiplier,model_N_bound_gN_m2,model_N_free_gN_m2,model_N_total_init_used_gN_m2,model_N_bound_init_used_gN_m2,model_N_free_init_used_gN_m2,model_N_free_used_gN_m2
2292,0.009696892,0.0002773549,0.372875,0.06555046,0.6146458,0.4855233,0.06248774,0.4273532,0.3817439,0.005206357,0.03072081,0.3792315,0.01276974,0.4986013,0.06546762,0.0201735,0.6384174,1.560858,0.6124817,0.01009582,7.105507,7.100249,1997-02-04,Fall,1997,2,35,3,1.1,1.5977526513264002,4.228322628673601,5.82607528,3.3581669354784,2.4679083445216006,4.651154891540961
2293,0.009592546,0.0002728422,0.3663327,0.06481539,0.6033223,0.4710456,0.05925431,0.4121315,0.3671672,0.00507075,0.02965125,0.3731996,0.01478152,0.5580758,0.06341428,0.02772065,0.628372,1.575313,0.591808,0.008223705,7.125379,7.202326,1997-02-07,Fall,1997,2,38,3,1.1,1.6005662500032,4.2255090299968,5.82607528,3.3581669354784,2.4679083445216006,4.648059932996481
2294,0.009483824,0.000268213,0.3598699,0.06408326,0.5923393,0.4571398,0.05626145,0.3978262,0.3540532,0.00493869,0.0286804,0.3673816,0.01732419,0.6168982,0.06184114,0.04033597,0.6831299,1.646392,0.6090244,0.006541223,7.141189,7.317005,1997-02-10,Fall,1997,2,41,3,1.2,1.6339814133600001,4.1920938666400005,5.82607528,3.3581669354784,2.4679083445216006,5.030512639968
2295,0.009371117,0.0002634851,0.3535112,0.06335191,0.5816976,0.4438644,0.05353443,0.3844241,0.3422995,0.004811343,0.02779838,0.3618151,0.02042858,0.6694679,0.06074587,0.04993665,0.6858813,1.59401,0.562113,0.005217493,7.15256,7.435896,1997-02-13,Fall,1997,2,44,4,1.2,1.6248323510255998,4.2012429289744,5.82607528,3.3581669354784,2.4679083445216006,5.04149151476928
2296,0.009254809,0.0002586752,0.3472709,0.06262517,0.571409,0.4311262,0.05100016,0.371771,0.331589,0.004687815,0.02700158,0.3564672,0.0237801,0.7085212,0.05981588,0.0590032,0.6969477,1.537648,0.5242003,0.004133508,7.154101,7.543516,1997-02-16,Fall,1997,2,47,4,1.2,1.6154641259072,4.210611154092801,5.82607528,3.3581669354784,2.4679083445216006,5.0527333849113605
2297,0.009135281,0.0002537989,0.3411595,0.06190081,0.561488,0.418988,0.04869781,0.3599277,0.3219012,0.004569319,0.02627075,0.3513564,0.02751502,0.7394512,0.05930818,0.06910414,0.761173,1.52005,0.5085786,0.003282319,7.152578,7.64744,1997-02-19,Fall,1997,2,50,4,1.2,1.6254843409104,4.200590939089601,5.82607528,3.3581669354784,2.4679083445216006,5.040709126907521
2298,0.009012912,0.0002488721,0.3352043,0.06119499,0.5520106,0.4073609,0.04664676,0.349574,0.3140007,0.004454886,0.02562197,0.3464823,0.03293317,0.8041123,0.06043399,0.1184237,1.212753,1.812663,0.6854851,0.002358487,7.18168,7.832897,1997-02-22,Fall,1997,2,53,4,1.1,1.8121545549296,4.013920725070401,5.82607528,3.3581669354784,2.4679083445216006,4.4153127975774416
2299,0.008888129,0.0002439117,0.3294807,0.06051813,0.5430375,0.396297,0.04487783,0.3409265,0.3086376,0.004345397,0.02509885,0.3419445,0.04108456,0.910602,0.06382366,0.199058,1.435753,1.975438,0.698809,0.001535761,7.247567,8.126683,1997-02-25,Fall,1997,2,56,4,1.1,1.9294182150512,3.8966570649488004,5.82607528,3.3581669354784,2.4679083445216006,4.286322771443681
2300,0.008761382,0.0002389341,0.3240578,0.05987529,0.5344823,0.3857277,0.04329838,0.3335545,0.3057517,0.004240574,0.02473654,0.3377975,0.05158319,1.033067,0.06900112,0.3020154,1.65006,2.015308,0.7101425,0.0008860087,7.325116,8.487581,1997-02-28,Fall,1997,2,59,5,1.1,2.0363777741088,3.7896975058912004,5.82607528,3.3581669354784,2.4679083445216006,4.168667256480321
2301,0.008633127,0.0002339548,0.318976,0.05925613,0.5263317,0.3757437,0.04188489,0.3268431,0.304666,0.004142052,0.02452926,0.3340766,0.06251019,1.12194,0.07485585,0.3498072,1.458884,1.793742,0.5588793,0.0005267384,7.387188,8.820933,1997-03-03,Spring,1997,3,62,5,1.1,1.9808425854272,3.8452326945728004,5.82607528,3.3581669354784,2.4679083445216006,4.229755964030081
2302,0.008503743,0.0002289843,0.3141944,0.05865099,0.5181896,0.3660093,0.04037533,0.3196009,0.3036324,0.004046025,0.02444769,0.3306305,0.07092263,1.143945,0.07905158,0.3467512,1.170274,1.508165,0.4352752,0.0003208102,7.403283,9.03931,1997-03-06,Spring,1997,3,65,5,1.1,1.87235758972,3.9537176902800004,5.82607528,3.3581669354784,2.4679083445216006,4.349089459308001
2303,0.008373526,0.0002240306,0.3096511,0.05805475,0.5103405,0.3567636,0.03898916,0.3126647,0.3031524,0.003955214,0.02442276,0.3274448,0.07872667,1.159956,0.08348984,0.3978671,1.352013,1.652045,0.509756,0.0001691087,7.398219,9.227962,1997-03-09,Spring,1997,3,68,5,1.2,1.9638557696368,3.8622195103632,5.82607528,3.3581669354784,2.4679083445216006,4.63466341243584
2304,0.00824281,0.000219105,0.3053715,0.0574834,0.5029054,0.3479932,0.03780567,0.3069088,0.3044406,0.003869837,0.02447954,0.324555,0.08855095,1.218852,0.090536,0.466304,1.658626,1.776325,0.6010863,8.583832e-05,7.429671,9.491243,1997-03-12,Spring,1997,3,71,6,1.2,2.09432381725632,3.7317514627436803,5.82607528,3.3581669354784,2.4679083445216006,4.478101755292416
2305,0.008111945,0.0002142188,0.3014048,0.05694382,0.495802,0.3396264,0.03676371,0.3022396,0.3077456,0.003789319,0.02466189,0.3220012,0.09996875,1.304604,0.1004593,0.5361072,1.859812,1.821406,0.6237747,4.187518e-05,7.49081,9.820082,1997-03-15,Spring,1997,3,74,6,1.2,2.1914099257244803,3.63466535427552,5.82607528,3.3581669354784,2.4679083445216006,4.361598425130624
2306,0.007981256,0.000209381,0.2977508,0.05641856,0.4888694,0.3316489,0.03575212,0.2975224,0.3117484,0.003713698,0.02496883,0.3197685,0.1088875,1.338343,0.1100251,0.5026551,1.440934,1.50176,0.4503056,2.416588e-05,7.535428,10.06958,1997-03-18,Spring,1997,3,77,6,1.2,2.04762506111488,3.7784502188851206,5.82607528,3.3581669354784,2.4679083445216006,4.534140262662144
2307,0.007851014,0.0002045992,0.2943329,0.05590213,0.4823878,0.3242205,0.03490967,0.2933698,0.3166192,0.003644409,0.02533471,0.3178346,0.1166906,1.367668,0.1212532,0.5396565,1.853477,1.675074,0.5651516,1.217936e-05,7.562099,10.29651,1997-03-21,Spring,1997,3,80,6,1.2,2.19838031643456,3.6276949635654403,5.82607528,3.3581669354784,2.4679083445216006,4.353233956278528
2308,0.007721511,0.0001998828,0.2911859,0.0554157,0.47643,0.3172257,0.03427173,0.2906285,0.3237918,0.003580659,0.02580704,0.3162153,0.1265749,1.443591,0.1378789,0.5862262,2.144208,1.777657,0.6058715,6.137291e-06,7.633714,10.61251,1997-03-24,Spring,1997,3,83,6,1.2,2.3206254753760156,3.505449804623985,5.82607528,3.3581669354784,2.4679083445216006,4.206539765548782
2309,0.00759307,0.0001952417,0.288352,0.05495643,0.471209,0.3108172,0.03388493,0.2892025,0.3336448,0.003524102,0.02641662,0.3150141,0.1374626,1.535164,0.1606083,0.6271048,2.317349,1.849931,0.6004256,3.155723e-06,7.72649,10.97679,1997-03-27,Spring,1997,3,86,7,1.2,2.416238387098448,3.4098368929015526,5.82607528,3.3581669354784,2.4679083445216006,4.0918042714818625
2310,0.007465982,0.0001906841,0.2858343,0.05451848,0.4661721,0.3047541,0.03354222,0.287974,0.3450466,0.003472545,0.02718522,0.3141523,0.1467289,1.595545,0.1858489,0.6213884,2.096509,1.727253,0.5081543,1.72065e-06,7.805434,11.2999,1997-03-30,Spring,1997,3,89,7,1.2,2.377058844308,3.4490164356920006,5.82607528,3.3581669354784,2.4679083445216006,4.138819722830401
2311,0.007340467,0.0001862148,0.2835879,0.05410054,0.4615999,0.2991325,0.0333319,0.2874694,0.358256,0.003426731,0.0280798,0.3136177,0.1550122,1.654106,0.2160789,0.638342,2.442276,1.807438,0.5765046,9.115702e-07,7.881648,11.61969,1997-04-02,Fall,1997,4,92,7,1.2,2.506478528929155,3.3195967510708453,5.82607528,3.3581669354784,2.4679083445216006,3.983516101285014
2312,0.007216767,0.0001818404,0.2816311,0.05371346,0.4576833,0.2939439,0.03331702,0.2883596,0.374463,0.003386962,0.02913571,0.3134559,0.1640256,1.736838,0.2560033,0.6580765,2.680267,1.850168,0.5987691,4.951183e-07,7.98585,11.99753,1997-04-05,Fall,1997,4,95,7,1.2,2.6140191335952205,3.21205614640478,5.82607528,3.3581669354784,2.4679083445216006,3.8544673756857355
2313,0.007095254,0.0001775727,0.2799925,0.0533577,0.456127,0.2897635,0.03385433,0.2920832,0.3958586,0.003352813,0.03036912,0.3139206,0.1736289,1.843473,0.3143149,0.6756414,3.2241,1.944977,0.6200642,3.006375e-07,8.124047,12.45383,1997-04-08,Fall,1997,4,98,7,1.2,2.7993468326994,3.0267284473006004,5.82607528,3.3581669354784,2.4679083445216006,3.6320741367607203
2314,0.006976406,0.0001734273,0.2787182,0.05304563,0.4568203,0.2863933,0.03485192,0.298745,0.4232583,0.00332477,0.03185868,0.3150072,0.1835275,1.965006,0.3955572,0.6849514,3.58663,1.948947,0.600069,1.988708e-07,8.291525,12.98655,1997-04-11,Fall,1997,4,101,8,1.1,2.942538112062061,2.8835371679379396,5.82607528,3.3581669354784,2.4679083445216006,3.171890884731734
2315,0.00686065,0.0001694168,0.2778311,0.05277985,0.4594877,0.2837428,0.03623972,0.3079946,0.4570613,0.003303401,0.03366075,0.3167093,0.1926637,2.082012,0.5000616,0.6830721,3.869426,1.946727,0.5884702,1.41823e-07,8.468855,13.55871,1997-04-14,Fall,1997,4,104,8,1.1,3.078405806013648,2.7476694739863525,5.82607528,3.3581669354784,2.4679083445216006,3.022436421384988
2316,0.006748339,0.0001655503,0.2773297,0.05255678,0.4634581,0.2816709,0.03789412,0.3188894,0.4968288,0.003289032,0.03581327,0.3189718,0.1992862,2.163743,0.6184276,0.6654747,3.785497,1.831893,0.5400395,1.081518e-07,8.624405,14.10014,1997-04-17,Fall,1997,4,107,8,1.0,3.1162537343035166,2.709821545696484,5.82607528,3.3581669354784,2.4679083445216006,2.709821545696484
2317,0.006639771,0.0001618347,0.2771707,0.05236968,0.4693632,0.2803104,0.03986115,0.3314402,0.5427269,0.00328152,0.03829121,0.3218253,0.2027491,2.210115,0.7440724,0.6375422,3.835896,1.776624,0.5227647,9.135388e-08,8.75036,14.58368,1997-04-20,Fall,1997,4,110,8,1.0,3.1844617428414823,2.641613537158518,5.82607528,3.3581669354784,2.4679083445216006,2.641613537158518
2318,0.006535343,0.0001582805,0.277332,0.05222409,0.4792916,0.2800418,0.04235989,0.3475043,0.5971172,0.003280994,0.04108033,0.3253642,0.2041814,2.251985,0.8827286,0.609262,4.120497,1.778643,0.5220943,9.057976e-08,8.872091,15.06351,1997-04-23,Fall,1997,4,113,9,1.0,3.3110616295820385,2.515013650417962,5.82607528,3.3581669354784,2.4679083445216006,2.515013650417962
2319,0.006435562,0.000154902,0.2778239,0.05212359,0.4936385,0.2809675,0.04534523,0.3672454,0.661049,0.003288011,0.04421064,0.3296444,0.2037919,2.28391,1.025414,0.5800029,4.113132,1.808268,0.4890539,1.069418e-07,8.982572,15.52777,1997-04-26,Fall,1997,4,116,9,1.0,3.3864718017817568,2.4396034782182436,5.82607528,3.3581669354784,2.4679083445216006,2.4396034782182436
2320,0.006340785,0.0001517079,0.2786722,0.05209102,0.5099064,0.2823366,0.04883124,0.3907345,0.7350101,0.003303312,0.04775979,0.3344085,0.2044919,2.352536,1.177592,0.56416,4.743128,1.915435,0.5527309,1.336847e-07,9.122216,16.05787,1997-04-29,Fall,1997,4,119,9,1.1,3.6231840355909073,2.202891244409093,5.82607528,3.3581669354784,2.4679083445216006,2.4231803688500024
2321,0.006251387,0.0001487089,0.2799669,0.05213831,0.529506,0.2844968,0.0529733,0.4193997,0.8224567,0.003328501,0.05183665,0.3398702,0.2056888,2.441227,1.336955,0.5561439,4.960065,1.939424,0.565034,1.833014e-07,9.290987,16.6661,1997-05-02,Fall,1997,5,122,9,1.1,3.779683343075446,2.0463919369245542,5.82607528,3.3581669354784,2.4679083445216006,2.25103113061701
2322,0.006167729,0.0001459139,0.2817463,0.05225676,0.5504012,0.2872684,0.05754222,0.450135,0.9203901,0.003364719,0.05647317,0.3459929,0.2046469,2.488034,1.465016,0.5428057,4.619029,1.918836,0.534063,2.66965e-07,9.428904,17.20786,1997-05-05,Fall,1997,5,125,9,1.1,3.8065896890802398,2.0194855909197607,5.82607528,3.3581669354784,2.4679083445216006,2.2214341500117367
2323,0.006090041,0.000143327,0.2839717,0.05243497,0.5728531,0.2908417,0.0623843,0.4819092,1.025317,0.003412158,0.06152656,0.3527405,0.1993816,2.473031,1.545514,0.5190305,4.363678,1.755003,0.4926573,4.253282e-07,9.514528,17.60837,1997-05-08,Fall,1997,5,128,10,1.0,3.791963887113763,2.0341113928862375,5.82607528,3.3581669354784,2.4679083445216006,2.0341113928862375
2324,0.006018734,0.0001409559,0.2865624,0.05265667,0.6018492,0.2967477,0.06731647,0.5174778,1.136096,0.003470438,0.06667389,0.3604501,0.1880275,2.386456,1.577291,0.480547,4.05256,1.544113,0.4214888,9.168972e-07,9.540848,17.83639,1997-05-11,Fall,1997,5,131,10,0.9,3.7206335451643073,2.105441734835693,5.82607528,3.3581669354784,2.4679083445216006,1.8948975613521237
2325,0.005954224,0.0001388077,0.2893884,0.05291002,0.634046,0.3053027,0.07192475,0.553851,1.2436,0.00353816,0.07127146,0.3689595,0.1695165,2.215879,1.543989,0.42639,3.373251,1.250539,0.3240527,2.777812e-06,9.478601,17.80577,1997-05-14,Fall,1997,5,134,10,0.8,3.517596779914112,2.3084785000858883,5.82607528,3.3581669354784,2.4679083445216006,1.8467828000687108
2326,0.005896496,0.0001368772,0.2922983,0.05319374,0.6659209,0.316108,0.07620889,0.5910824,1.34183,0.003613012,0.07507969,0.3778137,0.1495895,2.047597,1.483932,0.3778352,3.374914,1.193345,0.3152639,1.118284e-05,9.383271,17.63469,1997-05-17,Fall,1997,5,137,10,0.8,3.47696218269504,2.3491130973049605,5.82607528,3.3581669354784,2.4679083445216006,1.8792904778439685
2327,0.00584536,0.0001351569,0.2952895,0.05352423,0.6971995,0.3270403,0.08044074,0.6279582,1.428262,0.003694341,0.07859956,0.3862937,0.133987,1.930102,1.425254,0.3448339,3.444314,1.191269,0.3220131,4.411201e-05,9.305277,17.45353,1997-05-20,Fall,1997,5,140,10,0.8,3.47034064718416,2.3557346328158406,5.82607528,3.3581669354784,2.4679083445216006,1.8845877062526726
2328,0.005800629,0.0001336394,0.2984024,0.05390008,0.7282276,0.3386711,0.08466938,0.6658542,1.505683,0.003782212,0.08175487,0.394644,0.1217374,1.850075,1.37336,0.3232453,3.526488,1.213772,0.3327148,0.0001812704,9.246957,17.29125,1997-05-23,Fall,1997,5,143,11,0.8,3.4813325510207997,2.3447427289792007,5.82607528,3.3581669354784,2.4679083445216006,1.8757941831833607
2329,0.005762302,0.0001323246,0.3017137,0.05433346,0.7615714,0.3517895,0.08944901,0.7126239,1.584195,0.003877187,0.08453324,0.4032419,0.1153642,1.868375,1.371878,0.323588,4.512857,1.516458,0.4354893,0.0008225167,9.27809,17.33104,1997-05-26,Fall,1997,5,146,11,0.9,3.7648304694928005,2.0612448105072,5.82607528,3.3581669354784,2.4679083445216006,1.85512032945648
2330,0.005730831,0.0001312287,0.3054404,0.0548448,0.7993796,0.3666422,0.09526078,0.7723458,1.674185,0.003981969,0.08735389,0.4125101,0.1154661,1.983357,1.425076,0.3470745,5.215085,1.865761,0.5234623,0.003955721,9.414639,17.63684,1997-05-29,Fall,1997,5,149,11,1.0,4.0606185826672,1.7654566973328008,5.82607528,3.3581669354784,2.4679083445216006,1.7654566973328008
2331,0.005706909,0.0001303752,0.3098049,0.05549612,0.8428003,0.3828353,0.1023583,0.8446923,1.779606,0.004100013,0.09070906,0.4226647,0.120644,2.162571,1.516066,0.3886161,5.939101,2.158593,0.5992623,0.01751546,9.645067,18.13923,1997-06-01,Fall,1997,6,152,11,1.1,4.3925621721471995,1.433513107852801,5.82607528,3.3581669354784,2.4679083445216006,1.5768644186380811
2332,0.005691281,0.0001297881,0.314936,0.05627062,0.8876067,0.4006718,0.1099483,0.9178941,1.888952,0.004233997,0.09466701,0.4338477,0.1233014,2.252266,1.561649,0.4190927,5.065917,1.999943,0.5024034,0.0600514,9.856782,18.39184,1997-06-04,Fall,1997,6,155,12,1.0,4.296936082513599,1.5291391974864013,5.82607528,3.3581669354784,2.4679083445216006,1.5291391974864013
2333,0.005684095,0.0001294692,0.3206363,0.05705917,0.9282201,0.4211147,0.1169045,0.9824331,1.982625,0.004381768,0.09839834,0.4458595,0.1182197,2.191758,1.52481,0.4291216,4.265867,1.661033,0.412495,0.1373646,9.996361,18.02877,1997-06-07,Fall,1997,6,158,12,0.9,4.0963381298272,1.7297371501728005,5.82607528,3.3581669354784,2.4679083445216006,1.5567634351555204
2334,0.005685105,0.0001294086,0.3266291,0.05780829,0.9639371,0.4442434,0.1231541,1.040361,2.054561,0.004538942,0.1012312,0.4581813,0.1094383,2.08101,1.452735,0.4417543,3.969719,1.575356,0.4049317,0.2097191,10.11053,17.27507,1997-06-10,Fall,1997,6,161,12,0.9,3.9944766088256003,1.8315986711744001,5.82607528,3.3581669354784,2.4679083445216006,1.6484388040569602
2335,0.005693855,0.0001295915,0.3327119,0.05847511,0.9917494,0.4694615,0.12808,1.082818,2.095029,0.004701388,0.1029448,0.4703343,0.09693818,1.892931,1.32991,0.4437934,2.848547,1.294836,0.3228701,0.2493328,10.12791,16.24248,1997-06-13,Fall,1997,6,164,12,0.8,3.639920169112,2.1861551108880004,5.82607528,3.3581669354784,2.4679083445216006,1.7489240887104005
2336,0.005709396,0.0001299864,0.3385988,0.05900538,1.010222,0.4960658,0.1314707,1.107239,2.098846,0.00486325,0.1031589,0.4817457,0.08364873,1.688574,1.183662,0.4450863,2.211721,1.327361,0.3447852,0.2639202,10.05589,15.095,1997-06-16,Fall,1997,6,167,12,0.8,3.4125531482623996,2.4135221317376008,5.82607528,3.3581669354784,2.4679083445216006,1.9308177053900808
2337,0.005730781,0.0001305637,0.3441706,0.0595271,1.023985,0.5212347,0.1341874,1.122457,2.078531,0.005020892,0.1025984,0.4914451,0.07437146,1.548518,1.064255,0.4586191,2.393233,1.452713,0.3897252,0.2560123,9.974315,14.12225,1997-06-19,Fall,1997,6,170,13,0.8,3.3692154450192,2.4568598349808006,5.82607528,3.3581669354784,2.4679083445216006,1.9654878679846406
2338,0.005757415,0.0001313074,0.3494658,0.06002137,1.035581,0.5455927,0.1368023,1.136487,2.048557,0.005173486,0.1013793,0.4999286,0.06961083,1.487389,0.9888029,0.4710366,2.619486,1.774946,0.4475657,0.246489,9.928946,13.41478,1997-06-22,Fall,1997,6,173,13,0.9,3.4083503822783996,2.417724897721601,5.82607528,3.3581669354784,2.4679083445216006,2.175952407949441
2339,0.005789006,0.0001322122,0.3545944,0.06054257,1.047886,0.5688593,0.1398809,1.155118,2.02104,0.005321712,0.09996896,0.5074333,0.06944819,1.506541,0.9617965,0.5150964,3.263829,2.045978,0.5134415,0.224545,9.935993,13.03021,1997-06-25,Fall,1997,6,176,13,0.9,3.5639492832351998,2.2621259967648006,5.82607528,3.3581669354784,2.4679083445216006,2.0359133970883208
2340,0.005825659,0.0001332864,0.3597266,0.06111622,1.063323,0.591561,0.1438107,1.183748,2.004951,0.005467864,0.09868106,0.5145249,0.07240269,1.583551,0.9815138,0.5571004,3.974639,2.132577,0.5436931,0.2043874,10.0068,12.96786,1997-06-28,Fall,1997,6,179,13,0.9,3.7383113275744,2.0877639524256004,5.82607528,3.3581669354784,2.4679083445216006,1.8789875571830403
2341,0.005867629,0.0001345428,0.3649681,0.06162122,1.077698,0.6163293,0.1478198,1.213451,1.993962,0.005613419,0.09710788,0.5220692,0.07417393,1.6336,1.002972,0.5822376,3.55387,2.152545,0.550701,0.195429,10.06228,12.97142,1997-07-01,Fall,1997,7,182,13,0.9,3.6979814292607998,2.1280938507392007,5.82607528,3.3581669354784,2.4679083445216006,1.9152844656652805
2342,0.0059147,0.0001359763,0.3702132,0.06205155,1.08643,0.6421282,0.1508282,1.228285,1.97156,0.005756384,0.09524585,0.5295873,0.07156736,1.583142,0.9743024,0.577472,2.585499,1.88861,0.4647724,0.1914905,10.01629,12.7782,1997-07-04,Fall,1997,7,185,14,0.8,3.4438325955728,2.3822426844272004,5.82607528,3.3581669354784,2.4679083445216006,1.9057941475417604
2343,0.005966155,0.000137563,0.375227,0.06239428,1.088743,0.6677248,0.1526323,1.227033,1.931204,0.005892526,0.09289788,0.5363519,0.06633044,1.480412,0.9103355,0.5623727,2.040604,1.848844,0.4561713,0.1892671,9.892849,12.40565,1997-07-07,Fall,1997,7,188,14,0.8,3.279690794144,2.5463844858560005,5.82607528,3.3581669354784,2.4679083445216006,2.0371075886848007
2344,0.006021206,0.0001392771,0.3798703,0.06277961,1.088005,0.6903152,0.1536762,1.216406,1.877299,0.006019123,0.09059732,0.5414547,0.06057078,1.364354,0.8375987,0.5381516,1.952607,1.547389,0.3619237,0.181006,9.738703,11.98202,1997-07-10,Fall,1997,7,191,14,0.7,3.1190297340336,2.7070455459664005,5.82607528,3.3581669354784,2.4679083445216006,1.8949318821764802
2345,0.006079081,0.0001410937,0.3840246,0.06296518,1.081504,0.7131895,0.1536781,1.197405,1.810271,0.006133471,0.08727609,0.5458123,0.05364494,1.241013,0.7652063,0.5119522,1.493409,1.503668,0.3668351,0.1810248,9.559527,11.47763,1997-07-13,Fall,1997,7,194,14,0.7,2.9445150650032,2.8815602149968003,5.82607528,3.3581669354784,2.4679083445216006,2.01709215049776
2346,0.006138806,0.0001429823,0.3875762,0.06296869,1.068931,0.734835,0.1526238,1.166687,1.731166,0.006232259,0.08321326,0.5490732,0.04738687,1.126316,0.687823,0.4995412,0.9823761,1.596255,0.3896478,0.1811053,9.354734,10.91096,1997-07-16,Fall,1997,7,197,15,0.7,2.7807341462448,3.0453411337552003,5.82607528,3.3581669354784,2.4679083445216006,2.13173879362864
2347,0.006199383,0.0001449112,0.3904783,0.06292582,1.053245,0.7533669,0.1510633,1.129762,1.646898,0.00631383,0.07904076,0.5506427,0.04329737,1.046146,0.619241,0.5062394,0.9538568,1.745741,0.4461106,0.1749422,9.158568,10.3965,1997-07-19,Fall,1997,7,200,15,0.7,2.7281103282592,3.0979649517408006,5.82607528,3.3581669354784,2.4679083445216006,2.1685754662185603
2348,0.00626005,0.000146857,0.3927708,0.06282689,1.036039,0.7690974,0.1493158,1.091594,1.56414,0.006378511,0.07482504,0.5508466,0.04111075,0.9985898,0.5669397,0.5203759,0.9335562,1.882878,0.4429905,0.1659477,8.984598,9.978587,1997-07-22,Fall,1997,7,203,15,0.7,2.6796678816479997,3.1464073983520007,5.82607528,3.3581669354784,2.4679083445216006,2.2024851788464
2349,0.006320196,0.0001488016,0.3945096,0.06266875,1.0182,0.7824157,0.1475524,1.054562,1.486402,0.006427117,0.07062245,0.5500134,0.04046369,0.9799038,0.5312777,0.5443208,1.068448,2.016796,0.4957893,0.1551012,8.836288,9.670599,1997-07-25,Fall,1997,7,206,15,0.7,2.6854438812096,3.1406313987904,5.82607528,3.3581669354784,2.4679083445216006,2.19844197915328
2350,0.006379415,0.0001507338,0.3957904,0.06246887,1.001153,0.7937336,0.146151,1.02205,1.41876,0.006461302,0.0665605,0.5484715,0.04238117,1.011611,0.5178607,0.58775,1.356161,2.39558,0.6167415,0.1441126,8.736814,9.532044,1997-07-28,Fall,1997,7,209,15,0.8,2.8039408591808,3.0221344208192003,5.82607528,3.3581669354784,2.4679083445216006,2.41770753665536
2351,0.006437488,0.0001526492,0.3967311,0.06220751,0.9840743,0.8038473,0.1448379,0.9908974,1.359996,0.006483223,0.06264635,0.5466981,0.04467123,1.043234,0.5112988,0.6210907,1.137891,2.294757,0.55884,0.1346298,8.640881,9.457396,1997-07-31,Fall,1997,7,212,16,0.7,2.7232279656352,3.1028473143648005,5.82607528,3.3581669354784,2.4679083445216006,2.1719931200553604
2352,0.00649411,0.0001545375,0.3973413,0.06193807,0.9671667,0.8122179,0.1434682,0.960008,1.306203,0.006493616,0.05905321,0.5444201,0.04617608,1.054486,0.5030937,0.6353735,1.191134,2.257659,0.540194,0.1259259,8.53473,9.39096,1997-08-03,Summer,1997,8,215,16,0.7,2.7023113625359994,3.123763917464001,5.82607528,3.3581669354784,2.4679083445216006,2.1866347422248005
2353,0.006549023,0.0001563899,0.397638,0.06162728,0.9503357,0.8193746,0.142074,0.930356,1.257175,0.006493334,0.05561598,0.5418636,0.04726771,1.059935,0.4977725,0.6415557,1.155497,2.248978,0.537331,0.1200852,8.431041,9.341107,1997-08-06,Summer,1997,8,218,16,0.7,2.6739493489744,3.1521259310256005,5.82607528,3.3581669354784,2.4679083445216006,2.2064881517179202
2354,0.006602032,0.0001581999,0.397654,0.06134743,0.9352367,0.8247434,0.1409316,0.9046506,1.214121,0.006483513,0.05256865,0.5388504,0.04888655,1.076501,0.500091,0.6463089,1.48371,2.247688,0.5339714,0.1138563,8.35005,9.351888,1997-08-09,Summer,1997,8,221,16,0.7,2.7198796387824,3.1061956412176004,5.82607528,3.3581669354784,2.4679083445216006,2.17433694885232
2355,0.006653076,0.0001599659,0.397444,0.06101203,0.9205447,0.8296453,0.139863,0.8814703,1.176521,0.006465577,0.04960025,0.5358361,0.05022151,1.092509,0.5077346,0.6467205,1.377034,2.239747,0.5333793,0.1114701,8.278382,9.379863,1997-08-12,Summer,1997,8,224,16,0.7,2.6918599203664004,3.1342153596336,5.82607528,3.3581669354784,2.4679083445216006,2.19395075174352
2356,0.006701998,0.0001616823,0.3970174,0.06065825,0.9059665,0.8336498,0.1387626,0.858402,1.142061,0.00644008,0.04683505,0.5326907,0.05128068,1.101553,0.5129096,0.6458952,1.332083,2.242267,0.5359753,0.1099331,8.20338,9.393684,1997-08-15,Summer,1997,8,227,17,0.7,2.6747368134928,3.1513384665072004,5.82607528,3.3581669354784,2.4679083445216006,2.20593692655504
2357,0.006748738,0.0001633471,0.3964211,0.06033946,0.8937383,0.8365264,0.1381597,0.8407148,1.114858,0.006408294,0.04440087,0.5293963,0.05438617,1.151078,0.5325061,0.662486,1.854449,2.512181,0.6243758,0.1073471,8.173415,9.512082,1997-08-18,Summer,1997,8,230,17,0.8,2.8423822083216,2.9836930716784003,5.82607528,3.3581669354784,2.4679083445216006,2.3869544573427204
2358,0.006793569,0.0001649718,0.3957974,0.0600492,0.8847028,0.8391832,0.1382838,0.8306937,1.098757,0.006372998,0.04227831,0.5263796,0.05944343,1.238684,0.5724033,0.6861409,2.180707,2.59874,0.6388128,0.1052785,8.193837,9.761152,1997-08-21,Summer,1997,8,233,17,0.8,2.9553819402687997,2.8706933397312007,5.82607528,3.3581669354784,2.4679083445216006,2.2965546717849605
2359,0.006836924,0.000166573,0.3952679,0.05982324,0.8796639,0.8418059,0.1392659,0.8287683,1.094547,0.006336767,0.04059007,0.5238084,0.06633396,1.357107,0.6321413,0.7087852,2.704077,2.814346,0.6460638,0.1033809,8.260125,10.13605,1997-08-24,Summer,1997,8,236,17,0.9,3.146967921984,2.6791073580160005,5.82607528,3.3581669354784,2.4679083445216006,2.4111966222144003
