timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season,year,month,day_of_year,biweekly,multiplier,model_N_bound_gN_m2,model_N_free_gN_m2,model_N_total_init_used_gN_m2,model_N_bound_init_used_gN_m2,model_N_free_init_used_gN_m2,model_N_free_used_gN_m2
1003,0.007334295,0.0001759465,0.3212132,0.05725467,0.5334448,0.3090625,0.06415449,0.48471,1.133347,0.003952026,0.06372328,0.3880834,0.1732252,2.317293,1.410415,0.4982567,4.865419,1.951402,0.5769048,4.642992e-08,9.254973,17.07471,1986-05-08,Fall,1986,5,128,10,1.1,3.8632790582916656,1.9627962217083348,5.82607528,3.3581669354784,2.4679083445216006,2.1590758438791684
1004,0.007251468,0.0001731666,0.3234292,0.0574646,0.5581273,0.3136884,0.06931685,0.5206102,1.240785,0.004008602,0.06821933,0.3951295,0.1705573,2.362011,1.49355,0.4920362,4.686488,1.815555,0.5190787,8.370159e-08,9.39185,17.533,1986-05-11,Fall,1986,5,131,10,1.0,3.88446646245308,1.9416088175469204,5.82607528,3.3581669354784,2.4679083445216006,1.9416088175469204
1005,0.007175685,0.0001706332,0.3261364,0.05775185,0.5813622,0.3184115,0.07468815,0.5557611,1.349107,0.004077601,0.07305956,0.4024968,0.1655134,2.354232,1.535015,0.4755212,4.404993,1.709485,0.489409,1.471541e-07,9.484426,17.86487,1986-05-14,Fall,1986,5,134,10,1.0,3.8701895318383217,1.9558857481616787,5.82607528,3.3581669354784,2.4679083445216006,1.9558857481616787
1006,0.007107182,0.0001683497,0.329287,0.05810211,0.6091961,0.3249024,0.08031824,0.5947695,1.459714,0.004158866,0.07796513,0.4106705,0.15865,2.325887,1.554268,0.4575703,4.503676,1.691129,0.4856272,3.131263e-07,9.558347,18.12877,1986-05-17,Fall,1986,5,137,10,1.0,3.9324513255854288,1.8936239544145717,5.82607528,3.3581669354784,2.4679083445216006,1.8936239544145717
1007,0.00704638,0.0001663262,0.3328873,0.05853004,0.6390091,0.3323836,0.08628174,0.6368219,1.570251,0.00425281,0.0829483,0.4193377,0.1520051,2.304493,1.563584,0.4432091,4.559218,1.677323,0.4815955,7.206989e-07,9.633397,18.36843,1986-05-20,Fall,1986,5,140,10,1.0,3.987626752574206,1.8384485274257942,5.82607528,3.3581669354784,2.4679083445216006,1.8384485274257942
1008,0.006993702,0.0001645731,0.3369518,0.05903721,0.6734498,0.3419171,0.09263168,0.6846396,1.681512,0.004359846,0.08774143,0.4288125,0.1452755,2.290099,1.569813,0.4319241,4.745203,1.691137,0.4828696,1.998724e-06,9.71504,18.6066,1986-05-23,Fall,1986,5,143,11,1.0,4.075260061409024,1.7508152185909767,5.82607528,3.3581669354784,2.4679083445216006,1.7508152185909767
1009,0.006949421,0.0001630961,0.341466,0.05960483,0.7059594,0.3519017,0.09876564,0.7280858,1.780885,0.004479973,0.09258941,0.4384962,0.1365166,2.211981,1.527289,0.3808714,3.784205,1.520982,0.3963596,5.980208e-06,9.739259,18.66352,1986-05-26,Fall,1986,5,146,11,1.0,3.870336440854208,1.9557388391457926,5.82607528,3.3581669354784,2.4679083445216006,1.9557388391457926
1010,0.006913563,0.0001618916,0.3463078,0.06023012,0.7425393,0.3646807,0.1050765,0.7775259,1.873081,0.004611421,0.09669185,0.448903,0.1281922,2.171569,1.498296,0.3776585,4.680943,1.676979,0.4692191,2.152136e-05,9.772708,18.72882,1986-05-29,Fall,1986,5,149,11,1.0,4.09702724058496,1.7290480394150407,5.82607528,3.3581669354784,2.4679083445216006,1.7290480394150407
1011,0.006886695,0.0001609781,0.3515436,0.06092201,0.7811196,0.3809586,0.1115166,0.8329018,1.960903,0.004754494,0.1001271,0.4603221,0.1194572,2.123523,1.471155,0.3701874,4.235877,1.517615,0.409434,0.0001022576,9.801973,18.78461,1986-06-01,Fall,1986,6,152,11,0.9,4.007628968507199,1.8184463114928011,5.82607528,3.3581669354784,2.4679083445216006,1.636601680343521
1012,0.006868881,0.0001603559,0.3570948,0.06166807,0.8182775,0.3982228,0.1177203,0.8851855,2.033167,0.004907759,0.1032835,0.4717796,0.1108909,2.054874,1.424459,0.3575937,4.111934,1.458595,0.3938806,0.0004907058,9.798596,18.73605,1986-06-04,Fall,1986,6,155,12,0.9,3.9816289990191995,1.8444462809808009,5.82607528,3.3581669354784,2.4679083445216006,1.6600016528827208
1013,0.006859892,0.0001600161,0.3628473,0.06236508,0.8502666,0.4185843,0.1229231,0.9292864,2.08179,0.005068893,0.1054923,0.4836847,0.09863093,1.904245,1.331215,0.3292588,3.100029,1.163254,0.2971548,0.002871908,9.70313,18.4355,1986-06-07,Fall,1986,6,158,12,0.8,3.6939388913616,2.1321363886384006,5.82607528,3.3581669354784,2.4679083445216006,1.7057091109107205
1014,0.006859044,0.000159934,0.3685542,0.06299143,0.8769208,0.4407768,0.1271421,0.964627,2.102466,0.00523302,0.1065913,0.4952372,0.0863204,1.749245,1.225088,0.3028665,2.923533,1.128947,0.2976271,0.01728395,9.573145,17.93438,1986-06-10,Fall,1986,6,161,12,0.8,3.5941772809279997,2.2318979990720007,5.82607528,3.3581669354784,2.4679083445216006,1.7855183992576007
1015,0.006865853,0.0001600961,0.3741684,0.06358679,0.9028744,0.46424,0.1315012,1.004295,2.113223,0.005397635,0.1068048,0.5062489,0.07997657,1.709644,1.173984,0.3089831,3.740185,1.488566,0.4254332,0.07571797,9.56449,17.38364,1986-06-13,Fall,1986,6,164,12,0.9,3.8008614408815995,2.025213839118401,5.82607528,3.3581669354784,2.4679083445216006,1.8226924552065609
1016,0.006880344,0.0001605086,0.3798283,0.06423221,0.9303071,0.4876898,0.1364372,1.049949,2.12519,0.005563295,0.1068406,0.516755,0.07894161,1.749746,1.166137,0.3491988,4.084582,1.649282,0.464236,0.1652197,9.693511,16.73141,1986-06-16,Fall,1986,6,167,12,0.9,3.9022217582975998,1.9238535217024006,5.82607528,3.3581669354784,2.4679083445216006,1.7314681695321605
1017,0.006902576,0.0001611771,0.3856152,0.06495954,0.9588531,0.5104063,0.1417677,1.097712,2.138328,0.005730718,0.1070076,0.5267124,0.08005691,1.802789,1.172812,0.4043663,4.33217,1.700559,0.4650278,0.219593,9.877172,16.11175,1986-06-19,Fall,1986,6,170,13,0.9,3.9652118365136,1.8608634434864002,5.82607528,3.3581669354784,2.4679083445216006,1.6747770991377602
1018,0.006932619,0.0001621065,0.3915768,0.06573939,0.9878361,0.5331745,0.1473632,1.146945,2.152303,0.005900615,0.1071949,0.5364127,0.08135027,1.842312,1.185118,0.454857,4.477754,1.705752,0.4552997,0.2358117,10.0626,15.62587,1986-06-22,Fall,1986,6,173,13,0.9,4.001294925688001,1.8247803543119998,5.82607528,3.3581669354784,2.4679083445216006,1.6423023188808
1019,0.006970523,0.0001633016,0.3977158,0.06649451,1.015398,0.557667,0.1529249,1.195878,2.163976,0.006072843,0.1070114,0.5462594,0.0813452,1.852887,1.193309,0.4911893,4.376552,1.713995,0.4519442,0.2376321,10.21744,15.2307,1986-06-25,Fall,1986,6,176,13,0.9,3.9904568440576003,1.8356184359424002,5.82607528,3.3581669354784,2.4679083445216006,1.6520565923481603
1020,0.0070162,0.0001647628,0.4039818,0.06721316,1.040226,0.5837645,0.1581793,1.240641,2.168905,0.006246129,0.1064157,0.5561321,0.08000804,1.835054,1.187901,0.5150603,4.129175,1.738498,0.4566173,0.2343958,10.32575,14.87601,1986-06-28,Fall,1986,6,179,13,0.9,3.9480654361568,1.8780098438432002,5.82607528,3.3581669354784,2.4679083445216006,1.6902088594588802
1021,0.007069219,0.0001664774,0.4102305,0.0678471,1.05765,0.6110966,0.1619942,1.266447,2.152329,0.006417539,0.1052393,0.5656656,0.07405677,1.711752,1.121283,0.5001191,2.797897,1.463828,0.3393465,0.2335505,10.30577,14.31634,1986-07-01,Fall,1986,7,182,13,0.8,3.5812452313503993,2.244830048649601,5.82607528,3.3581669354784,2.4679083445216006,1.795864038919681
1022,0.007128499,0.0001684072,0.4161678,0.06842476,1.068996,0.6375754,0.16461,1.277799,2.113024,0.006581564,0.1034354,0.5738633,0.06726591,1.579772,1.038229,0.4919026,2.81643,1.470988,0.3658943,0.2257761,10.22201,13.69513,1986-07-04,Fall,1986,7,185,14,0.8,3.5096087390751998,2.3164665409248006,5.82607528,3.3581669354784,2.4679083445216006,1.8531732327398407
1023,0.00719321,0.0001705274,0.4217189,0.06887643,1.075802,0.6642392,0.1665438,1.282744,2.061682,0.006735597,0.1007891,0.5810687,0.06168877,1.482363,0.9692062,0.4922848,2.583963,1.551243,0.401777,0.220217,10.13174,13.135,1986-07-07,Fall,1986,7,188,14,0.8,3.4187038972544004,2.4073713827456,5.82607528,3.3581669354784,2.4679083445216006,1.92589710619648
1024,0.007262535,0.000172814,0.4268373,0.06923378,1.078339,0.6901153,0.1678268,1.279767,2.001059,0.006877564,0.09760607,0.5871528,0.05748144,1.408571,0.9067343,0.5010622,2.36302,1.66237,0.4376229,0.2129,10.02934,12.62832,1986-07-10,Fall,1986,7,191,14,0.8,3.3412964773280005,2.484778802672,5.82607528,3.3581669354784,2.4679083445216006,1.9878230421376
1025,0.007335828,0.0001752495,0.4315625,0.0696108,1.081637,0.7137716,0.1695518,1.28138,1.945399,0.007007394,0.09446179,0.5919092,0.05754788,1.422392,0.8864396,0.5327359,3.211101,2.029412,0.548873,0.2004815,9.992854,12.37827,1986-07-13,Fall,1986,7,194,14,0.9,3.5562490673040004,2.269826212696,5.82607528,3.3581669354784,2.4679083445216006,2.0428435914264003
1026,0.007412995,0.0001778385,0.4360747,0.06989692,1.084001,0.7378944,0.1715013,1.284655,1.897964,0.00712755,0.09110259,0.5964766,0.05931922,1.464458,0.8860567,0.5691162,2.849977,2.20535,0.5731907,0.1918465,9.976868,12.26792,1986-07-16,Fall,1986,7,197,15,0.9,3.531067861576,2.2950074184240004,5.82607528,3.3581669354784,2.4679083445216006,2.0655066765816006
1027,0.007493755,0.0001805756,0.4404083,0.07019792,1.0861,0.7607871,0.1735678,1.286714,1.856034,0.007238581,0.08802807,0.600484,0.06172149,1.508469,0.8895621,0.6000668,3.087459,2.28499,0.5881538,0.1817217,9.961258,12.23907,1986-07-19,Fall,1986,7,200,15,0.9,3.5987054265215996,2.2273698534784008,5.82607528,3.3581669354784,2.4679083445216006,2.0046328681305607
1028,0.007577872,0.000183456,0.4445671,0.07041132,1.085217,0.7839056,0.1750639,1.282219,1.8132,0.007340739,0.08484279,0.6043231,0.06132373,1.491739,0.8746773,0.6026838,2.399235,2.036091,0.4997437,0.1766663,9.89653,12.1271,1986-07-22,Fall,1986,7,203,15,0.8,3.4010750604319995,2.425000219568001,5.82607528,3.3581669354784,2.4679083445216006,1.9400001756544007
1029,0.007664665,0.0001864553,0.4483981,0.07059322,1.081324,0.8054646,0.1758475,1.269501,1.76375,0.007431699,0.08168361,0.6072621,0.05911598,1.438861,0.8421515,0.5924737,2.2885,1.966641,0.4848854,0.1721336,9.791636,11.9245,1986-07-25,Fall,1986,7,206,15,0.8,3.3275559667568,2.4985193132432,5.82607528,3.3581669354784,2.4679083445216006,1.9988154505945603
1030,0.007753481,0.0001895518,0.4518413,0.07070947,1.075269,0.8257626,0.1762177,1.253305,1.711373,0.007510437,0.07838837,0.6093824,0.0568733,1.391969,0.8115361,0.5853866,2.191318,1.973066,0.4931324,0.1691402,9.684261,11.71323,1986-07-28,Fall,1986,7,209,15,0.8,3.2733879081248003,2.5526873718752,5.82607528,3.3581669354784,2.4679083445216006,2.04214989750016
1031,0.007843607,0.000192721,0.4548382,0.07073181,1.065444,0.8446974,0.1757047,1.228699,1.652176,0.007575807,0.07488693,0.6106649,0.05282798,1.306607,0.7649081,0.5642937,1.623584,1.689286,0.4008863,0.1671942,9.534227,11.39255,1986-07-31,Fall,1986,7,212,16,0.7,3.0437739544799998,2.7823013255200006,5.82607528,3.3581669354784,2.4679083445216006,1.9476109278640004
1032,0.007934025,0.0001959251,0.4572529,0.07068047,1.052235,0.8611999,0.1743445,1.196742,1.584915,0.00762551,0.07125124,0.6106682,0.04816524,1.209885,0.7100547,0.5423168,1.484759,1.643563,0.3987121,0.1646139,9.359667,11.00009,1986-08-03,Summer,1986,8,215,16,0.7,2.9342984361775994,2.891776843822401,5.82607528,3.3581669354784,2.4679083445216006,2.0242437906756807
1033,0.008023873,0.0001991331,0.4590786,0.07063388,1.039134,0.8743076,0.1729175,1.166403,1.518023,0.007659519,0.06780136,0.6092703,0.04539356,1.153803,0.6725007,0.5338218,1.834834,1.67772,0.4124425,0.1582664,9.218732,10.69637,1986-08-06,Summer,1986,8,218,16,0.7,2.9456190356176,2.8804562443824,5.82607528,3.3581669354784,2.4679083445216006,2.01631937106768
1034,0.008112689,0.0002023305,0.460416,0.07057834,1.027606,0.8849426,0.1718128,1.142362,1.457744,0.007679818,0.06451567,0.606951,0.04452429,1.140616,0.6597963,0.5339084,2.213074,1.711983,0.4201966,0.1512397,9.126886,10.52872,1986-08-09,Summer,1986,8,221,16,0.7,2.9859844306,2.8400908494000006,5.82607528,3.3581669354784,2.4679083445216006,1.9880635945800003
1035,0.008200258,0.0002055129,0.4613875,0.07045507,1.017243,0.8948256,0.1712096,1.125178,1.407375,0.007688616,0.06121744,0.6043443,0.04599018,1.180137,0.6735038,0.5529472,2.556863,2.046202,0.5299852,0.1475422,9.088883,10.50971,1986-08-12,Summer,1986,8,224,16,0.8,3.1226797839344,2.7033954960656006,5.82607528,3.3581669354784,2.4679083445216006,2.1627163968524807
1036,0.008286567,0.0002086844,0.4621466,0.07032261,1.00854,0.903845,0.1711498,1.112792,1.368348,0.007688659,0.05821334,0.6017026,0.04945103,1.251289,0.7020772,0.5825412,2.659488,2.189633,0.5593207,0.143248,9.082525,10.60885,1986-08-15,Summer,1986,8,227,17,0.8,3.1908308903103997,2.6352443896896007,5.82607528,3.3581669354784,2.4679083445216006,2.108195511751681
1037,0.008371906,0.0002118586,0.4628624,0.07031223,1.006334,0.9112806,0.1725565,1.11536,1.347798,0.007683563,0.05591647,0.5991179,0.05652326,1.393523,0.77096,0.6220839,3.945634,2.44579,0.6248329,0.1353811,9.165725,10.97304,1986-08-18,Summer,1986,8,230,17,0.9,3.5405587114176003,2.2855165685824,5.82607528,3.3581669354784,2.4679083445216006,2.0569649117241604
1038,0.008457188,0.0002150746,0.4637791,0.07034568,1.008008,0.9195974,0.174819,1.126931,1.34283,0.007678347,0.05409668,0.5974002,0.06298702,1.51571,0.8524023,0.635016,3.696881,2.19877,0.5277746,0.1322517,9.264015,11.41439,1986-08-21,Summer,1986,8,233,17,0.8,3.5086945509695995,2.317380729030401,5.82607528,3.3581669354784,2.4679083445216006,1.8539045832243208
1039,0.008542768,0.000218344,0.464853,0.07037844,1.009362,0.9288466,0.1768753,1.135848,1.340977,0.007673262,0.05254895,0.5963358,0.06581213,1.560263,0.9065263,0.6204004,3.431671,2.044267,0.4878577,0.1345897,9.309434,11.71418,1986-08-24,Summer,1986,8,236,17,0.8,3.467709618144,2.3583656618560003,5.82607528,3.3581669354784,2.4679083445216006,1.8866925294848003
1040,0.00862864,0.0002216645,0.4659794,0.07038222,1.009153,0.9388409,0.1785315,1.140189,1.337898,0.007667121,0.05106935,0.5956,0.06609341,1.557759,0.9341604,0.6000572,3.089329,1.967826,0.4778267,0.1408225,9.313953,11.86551,1986-08-27,Summer,1986,8,239,18,0.8,3.406879860968,2.4191954190320004,5.82607528,3.3581669354784,2.4679083445216006,1.9353563352256005
1041,0.008714635,0.0002250275,0.467077,0.07040108,1.008367,0.9484086,0.1799821,1.141724,1.332884,0.007658886,0.04974058,0.5948122,0.0656935,1.544417,0.9471561,0.5847974,3.067138,1.934442,0.4762643,0.145805,9.304735,11.93663,1986-08-30,Summer,1986,8,242,18,0.8,3.400888779896,2.4251865001040005,5.82607528,3.3581669354784,2.4679083445216006,1.9401492000832006
1042,0.008800644,0.0002284282,0.4681255,0.07042179,1.007382,0.9576762,0.18137,1.142774,1.327381,0.007648428,0.04847986,0.593958,0.06520104,1.534183,0.9566091,0.5748225,3.056971,1.91887,0.4768247,0.1501214,9.296895,11.9741,1986-09-02,Fall,1986,9,245,18,0.8,3.3986083518752,2.4274669281248005,5.82607528,3.3581669354784,2.4679083445216006,1.9419735424998406
1043,0.008886575,0.0002318626,0.4691191,0.07044388,1.00623,0.9665914,0.1827123,1.143465,1.321657,0.007635777,0.04727925,0.5930244,0.06476984,1.527344,0.9639038,0.5688431,3.052106,1.912069,0.4777944,0.1534441,9.290777,11.99129,1986-09-05,Fall,1986,9,248,18,0.8,3.3979992380896,2.4280760419104004,5.82607528,3.3581669354784,2.4679083445216006,1.9424608335283204
1044,0.008972355,0.0002353276,0.4700636,0.0704862,1.005509,0.9748825,0.1841284,1.144898,1.316593,0.007621183,0.04619375,0.5919729,0.06470691,1.528218,0.9730026,0.5657628,3.156555,1.903804,0.476297,0.1550437,9.292351,12.01517,1986-09-08,Fall,1986,9,251,18,0.8,3.4185724357056,2.4075028442944,5.82607528,3.3581669354784,2.4679083445216006,1.9260022754355202
1045,0.009058198,0.0002388322,0.4710454,0.07062636,1.009641,0.9821061,0.1866682,1.158075,1.320737,0.007606345,0.04544267,0.5908992,0.06812614,1.606098,1.023085,0.5805173,4.253209,2.127856,0.5487353,0.1529202,9.376832,12.24928,1986-09-11,Fall,1986,9,254,19,0.9,3.7108832591552,2.1151920208448005,5.82607528,3.3581669354784,2.4679083445216006,1.9036728187603205
1046,0.009145091,0.0002424199,0.472323,0.07091812,1.020972,0.9888721,0.1908406,1.186577,1.340637,0.007595991,0.04526886,0.5903921,0.07461371,1.74258,1.115189,0.5987797,4.948503,2.123451,0.5368,0.1484515,9.545688,12.7269,1986-09-14,Fall,1986,9,257,19,0.9,3.9202217857744,1.9058534942256005,5.82607528,3.3581669354784,2.4679083445216006,1.7152681448030405
1047,0.009234169,0.0002461369,0.4740572,0.07133427,1.036974,0.9963562,0.1959859,1.222963,1.37199,0.007593613,0.04563523,0.5907835,0.08059762,1.861429,1.211529,0.6020537,5.124077,2.018936,0.5022389,0.1464418,9.731284,13.26951,1986-09-17,Fall,1986,9,260,19,0.9,4.0212659980464,1.8048092819536006,5.82607528,3.3581669354784,2.4679083445216006,1.6243283537582405
1048,0.009326284,0.0002500159,0.4762667,0.07184584,1.055134,1.004907,0.2015019,1.260833,1.408446,0.007600373,0.04642276,0.5919808,0.08444875,1.933179,1.287522,0.5918893,5.042619,1.897706,0.4709655,0.1477526,9.895018,13.75084,1986-09-20,Fall,1986,9,263,19,0.9,4.0585038408304,1.7675714391696005,5.82607528,3.3581669354784,2.4679083445216006,1.5908142952526405
1049,0.009421983,0.0002540758,0.478897,0.07244266,1.074033,1.014167,0.2070377,1.296549,1.445065,0.007616058,0.04754165,0.5937663,0.0861707,1.961887,1.335075,0.5755348,4.875769,1.792166,0.4481814,0.1510424,10.02694,14.12154,1986-09-23,Fall,1986,9,266,19,0.9,4.0636885199168,1.7623867600832002,5.82607528,3.3581669354784,2.4679083445216006,1.5861480840748803
1050,0.009521564,0.0002583244,0.4818794,0.07310456,1.09335,1.022852,0.2124489,1.328056,1.478399,0.007640108,0.04904119,0.5958118,0.08674894,1.963826,1.356365,0.5583472,4.721659,1.69928,0.4297562,0.151835,10.12936,14.39393,1986-09-26,Fall,1986,9,269,20,0.9,4.055926812806399,1.770148467193601,5.82607528,3.3581669354784,2.4679083445216006,1.593133620474241
1051,0.009624879,0.0002627494,0.485061,0.07375427,1.107022,1.031647,0.2161722,1.341621,1.496158,0.007670429,0.05056169,0.597838,0.08182252,1.846939,1.301532,0.5054142,3.282661,1.337393,0.3003069,0.1587658,10.11147,14.312,1986-09-29,Fall,1986,9,272,20,0.8,3.6827120641823994,2.143363215817601,5.82607528,3.3581669354784,2.4679083445216006,1.7146905726540809
1052,0.009730952,0.0002673015,0.4881442,0.07438345,1.117783,1.039901,0.2191793,1.349824,1.501605,0.007702127,0.05176451,0.599239,0.07757419,1.769907,1.25048,0.4893206,3.934782,1.561643,0.3772991,0.1613265,10.08649,14.15773,1986-10-02,Fall,1986,10,275,20,0.9,3.821447796568,2.0046274834320004,5.82607528,3.3581669354784,2.4679083445216006,1.8041647350888004
1053,0.00983968,0.00027198,0.4912324,0.07503079,1.129505,1.047037,0.2225936,1.361778,1.507129,0.00773616,0.05297042,0.6003218,0.07676714,1.76427,1.231507,0.4923814,4.071818,1.650376,0.3950644,0.1596668,10.11113,14.13183,1986-10-05,Fall,1986,10,278,20,0.9,3.8663522963200005,1.9597229836799999,5.82607528,3.3581669354784,2.4679083445216006,1.763750685312
1054,0.009951329,0.0002767991,0.4944518,0.07572464,1.145139,1.05448,0.2272415,1.386222,1.521334,0.007774286,0.05417429,0.6014959,0.07974451,1.850046,1.267042,0.5155144,5.224777,1.885754,0.4993887,0.1583434,10.2275,14.34353,1986-10-08,Fall,1986,10,281,21,1.0,4.1824091975216,1.6436660824784006,5.82607528,3.3581669354784,2.4679083445216006,1.6436660824784006
1055,0.01006689,0.0002818079,0.4980527,0.07649579,1.164931,1.062102,0.2331739,1.420768,1.547934,0.007820522,0.05577493,0.6032563,0.08500172,1.971083,1.331037,0.542914,5.395141,1.914263,0.5099822,0.1546607,10.39805,14.73739,1986-10-11,Fall,1986,10,284,21,1.0,4.3025316209424,1.5235436590576006,5.82607528,3.3581669354784,2.4679083445216006,1.5235436590576006
1056,0.01018707,0.0002870366,0.5021111,0.07732814,1.185385,1.070086,0.2394171,1.455155,1.579685,0.007876683,0.05778651,0.6056239,0.08913035,2.052673,1.37995,0.5576634,5.240062,1.863545,0.4948908,0.1508533,10.54729,15.11882,1986-10-14,Fall,1986,10,287,21,1.0,4.3353839645695995,1.490691315430401,5.82607528,3.3581669354784,2.4679083445216006,1.490691315430401
1057,0.0103122,0.0002924975,0.5065838,0.07820443,1.205198,1.07877,0.2455617,1.486557,1.611753,0.007942636,0.06003087,0.6084955,0.09121722,2.089855,1.406122,0.560955,5.051809,1.803328,0.4798737,0.1492755,10.66168,15.42118,1986-10-17,Fall,1986,10,290,21,1.0,4.341138721416,1.4849365585840006,5.82607528,3.3581669354784,2.4679083445216006,1.4849365585840006
1058,0.01044217,0.0002981797,0.5113449,0.07908785,1.219689,1.086511,0.25039,1.503362,1.63352,0.008016817,0.062523,0.6114097,0.08922864,2.028439,1.37307,0.54167,3.984939,1.518329,0.3890617,0.1455494,10.67499,15.47717,1986-10-20,Fall,1986,10,293,21,0.9,4.0836530187792,1.7424222612208,5.82607528,3.3581669354784,2.4679083445216006,1.56818003509872
1059,0.01057603,0.0003040316,0.5161171,0.07994284,1.229295,1.093506,0.2537888,1.508242,1.640634,0.008094985,0.06477593,0.6138742,0.08467022,1.92905,1.310031,0.5160313,3.771787,1.420975,0.3736746,0.1433377,10.62395,15.34341,1986-10-23,Fall,1986,10,296,22,0.9,3.9901312616416,1.8359440183584006,5.82607528,3.3581669354784,2.4679083445216006,1.6523496165225606
1060,0.01071273,0.0003100008,0.5206993,0.08072379,1.231958,1.099118,0.2549834,1.495722,1.626712,0.008173428,0.06664143,0.6155959,0.07650428,1.759543,1.200894,0.3949545,2.455194,1.087495,0.2622554,0.1716125,10.51801,14.91389,1986-10-26,Fall,1986,10,299,22,0.9,3.5818575679488,2.2442177120512006,5.82607528,3.3581669354784,2.4679083445216006,2.0197959408460804
1061,0.01085062,0.0003160032,0.5248069,0.08142296,1.230352,1.102464,0.2549734,1.476304,1.597398,0.008246819,0.06789944,0.6160919,0.06991015,1.639555,1.104584,0.3725867,3.027235,1.33102,0.3448096,0.1740719,10.40141,14.41942,1986-10-29,Fall,1986,10,302,22,1.0,3.6555015170272003,2.1705737629728,5.82607528,3.3581669354784,2.4679083445216006,2.1705737629728
1062,0.01098899,0.0003220134,0.5285656,0.08209863,1.229191,1.103492,0.2556498,1.464176,1.571395,0.008315911,0.06885318,0.6158412,0.0685968,1.634283,1.063422,0.3996069,3.57665,1.592406,0.4171659,0.161579,10.36241,14.18142,1986-11-01,Fall,1986,11,305,22,1.0,3.7827568106944005,2.0433184693056,5.82607528,3.3581669354784,2.4679083445216006,2.0433184693056
1063,0.01112748,0.0003280194,0.5320998,0.08272909,1.225288,1.102701,0.2557182,1.447589,1.543162,0.008382116,0.0696727,0.6151952,0.06670557,1.603122,1.016621,0.3481061,2.787788,1.37167,0.3427804,0.1692364,10.31999,13.9346,1986-11-04,Fall,1986,11,308,22,1.0,3.5450258852703995,2.281049394729601,5.82607528,3.3581669354784,2.4679083445216006,2.281049394729601
1064,0.011265,0.0003339675,0.5352896,0.08330481,1.217888,1.099243,0.2550783,1.426811,1.511142,0.008443381,0.07029429,0.613939,0.0647207,1.570617,0.9689586,0.3428781,3.014124,1.504509,0.3946939,0.1595935,10.25549,13.68368,1986-11-07,Fall,1986,11,311,23,1.1,3.572007978136,2.2540673018640005,5.82607528,3.3581669354784,2.4679083445216006,2.4794740320504007
1065,0.01140054,0.000339812,0.5381713,0.08385112,1.205531,1.091716,0.2537227,1.403908,1.481175,0.008499986,0.07095861,0.6121948,0.06364773,1.554169,0.9275119,0.3330322,2.695069,1.472981,0.3918613,0.1435487,10.1906,13.5139,1986-11-10,Fall,1986,11,314,23,1.1,3.470391986848,2.3556832931520004,5.82607528,3.3581669354784,2.4679083445216006,2.5912516224672006
1066,0.01153267,0.0003454788,0.5406752,0.08432288,1.186825,1.080834,0.250177,1.370952,1.444824,0.008550837,0.07154258,0.6099056,0.05962504,1.466495,0.8584021,0.2488168,1.721368,1.115541,0.2848038,0.1461281,10.07341,13.204,1986-11-13,Fall,1986,11,317,23,1.1,3.1351334071008,2.6909418728992005,5.82607528,3.3581669354784,2.4679083445216006,2.960036060189121
1067,0.01165982,0.0003508819,0.5425828,0.08467908,1.165261,1.068515,0.2450261,1.329974,1.397578,0.008592236,0.07163402,0.6068035,0.05344254,1.337453,0.7733006,0.2004417,1.44173,1.011392,0.2717804,0.1447046,9.900319,12.74272,1986-11-16,Fall,1986,11,320,23,1.1,2.9629650249104,2.8631102550896004,5.82607528,3.3581669354784,2.4679083445216006,3.1494212805985606
1068,0.01178088,0.0003559647,0.5438023,0.08492693,1.142109,1.054615,0.238952,1.285981,1.344256,0.008621973,0.07123449,0.6028879,0.04751002,1.219857,0.6933181,0.1600303,1.255381,0.936972,0.2616809,0.1457748,9.726644,12.25395,1986-11-19,Fall,1986,11,323,24,1.1,2.8131448701551998,3.0129304098448006,5.82607528,3.3581669354784,2.4679083445216006,3.314223450829281
1069,0.011895,0.0003606907,0.5443351,0.08508229,1.11918,1.039759,0.2329115,1.244047,1.290092,0.008639274,0.07038546,0.598246,0.04371594,1.156866,0.6340898,0.1581056,1.654975,1.169178,0.3589828,0.1383278,9.587714,11.85574,1986-11-22,Fall,1986,11,326,24,1.2,2.8643164688272003,2.9617588111728,5.82607528,3.3581669354784,2.4679083445216006,3.55411057340736
1070,0.01200179,0.0003650505,0.5442851,0.08515856,1.09678,1.024227,0.2270391,1.204468,1.237841,0.008645132,0.06927254,0.5931274,0.04146406,1.12441,0.5899154,0.1395975,1.547117,1.145335,0.3457834,0.1378651,9.486329,11.54086,1986-11-25,Fall,1986,11,329,24,1.2,2.77460707132,3.0514682086800002,5.82607528,3.3581669354784,2.4679083445216006,3.661761850416
1071,0.01210077,0.0003690256,0.5437012,0.08517113,1.074035,1.007314,0.2210249,1.166917,1.189146,0.008640096,0.06806526,0.587648,0.04036292,1.115462,0.5563763,0.1468514,1.757586,1.308501,0.4075004,0.1274442,9.400316,11.30325,1986-11-28,Fall,1986,11,332,24,1.2,2.8018896218816,3.0241856581184003,5.82607528,3.3581669354784,2.4679083445216006,3.62902278974208
