series,support,n,bias,obs_std,model_std,MAE,RMSE,r,WSS
matched,raw_matched,1248,1.0358143182190327,1.6245624665947438,0.8755688487281076,1.6051397011242794,1.9119026439421785,0.28869630735472596,0.5137026713583932
