year,season,group,obs_anom,mod_anom
2008,Winter,ZC1-EUP,-0.520202792393752,-0.6859599037701021
2008,Spring,ZC1-EUP,-0.31835363230576963,-0.768486095277622
2008,Spring,ZC1-EUP,-0.3360077460521515,-0.768486095277622
2008,Spring,ZC1-EUP,-0.33059558481421536,-0.8405813965414687
2008,Spring,ZC1-EUP,-0.000756107760542405,0.976236775120677
2008,Summer,ZC1-EUP,-0.4308577257986759,-0.9216905402780973
2008,Summer,ZC1-EUP,-0.4713256498499911,-0.9216905402780973
2008,Summer,ZC1-EUP,0.8981402273023715,-0.9216905402780973
2008,Summer,ZC1-EUP,5.284448594871535,0.20296931585027406
2008,Summer,ZC1-EUP,0.1954770610246632,0.20296931585027406
2008,Summer,ZC1-EUP,3.3154610161499756,0.20296931585027406
2008,Summer,ZC1-EUP,2.767290832350852,0.20296931585027406
2008,Summer,ZC1-EUP,0.9611601041521001,0.38084976531529074
2008,Summer,ZC1-EUP,-0.1261065877731897,0.38084976531529074
2008,Summer,ZC1-EUP,0.7256270379897636,0.38084976531529074
2008,Summer,ZC1-EUP,1.2262603759048702,0.38084976531529074
2008,Fall,ZC1-EUP,-0.28553706711026533,2.063658998043271
2008,Fall,ZC1-EUP,0.02216027660706086,2.063658998043271
2008,Fall,ZC1-EUP,-0.23975487141320556,2.063658998043271
2008,Fall,ZC1-EUP,,2.063658998043271
2008,Fall,ZC1-EUP,1.6532267390707336,2.063658998043271
2008,Fall,ZC1-EUP,-0.05737505426131782,2.063658998043271
2008,Winter,ZC1-EUP,-0.5268004923951795,2.0352243993161396
2008,Winter,ZC1-EUP,0.06309683062109127,2.0352243993161396
2008,Winter,ZC1-EUP,0.8521370875332622,2.0352243993161396
2008,Winter,ZC1-EUP,0.061842983669091744,1.5437188703406606
2008,Winter,ZC1-EUP,3.442494539175346,1.4404606876729893
2008,Winter,ZC1-EUP,2.371155286611236,1.4404606876729893
2008,Winter,ZC1-EUP,-0.1018038165081719,1.4404606876729893
2009,Winter,ZC1-EUP,-0.15968563415149642,-0.7277693217407969
2009,Winter,ZC1-EUP,-0.46425985433548117,-0.7277693217407969
2009,Winter,ZC1-EUP,-0.5410996350237158,-0.7277693217407969
2009,Winter,ZC1-EUP,-0.5407834927753076,-0.7277693217407969
2009,Winter,ZC1-EUP,-0.5048398729376877,-0.7582170577652483
2009,Winter,ZC1-EUP,-0.5278745472372891,-0.7582170577652483
2009,Winter,ZC1-EUP,-0.197149790418792,-0.7582170577652483
2009,Winter,ZC1-EUP,-0.5334868194433517,-0.7582170577652483
2009,Winter,ZC1-EUP,-0.4746403491014664,-0.7582170577652483
2009,Spring,ZC1-EUP,-0.1825321091423986,-0.8154054729745981
2009,Spring,ZC1-EUP,-0.18718726314558543,-0.8154054729745981
2009,Spring,ZC1-EUP,-0.11426825452466287,-0.8154054729745981
2009,Spring,ZC1-EUP,-0.2617366023090182,0.43412468093421375
2009,Spring,ZC1-EUP,-0.26465947923426514,0.43412468093421375
2009,Spring,ZC1-EUP,0.1761494167808049,0.43412468093421375
2009,Summer,ZC1-EUP,-0.3399477237642723,-1.9256492070903797
2009,Summer,ZC1-EUP,-0.31360990470376926,-0.7761901087983005
2009,Summer,ZC1-EUP,0.5448690429896588,0.1578050102339255
2009,Summer,ZC1-EUP,-0.5682084871957704,0.1578050102339255
2009,Summer,ZC1-EUP,-0.4945038971826943,0.1578050102339255
2009,Summer,ZC1-EUP,-0.31731639754318275,0.1578050102339255
2009,Summer,ZC1-EUP,-0.517524884836083,0.1578050102339255
2009,Summer,ZC1-EUP,-0.5086588674626218,0.1578050102339255
2009,Summer,ZC1-EUP,0.1258592429167548,0.1578050102339255
2009,Summer,ZC1-EUP,-0.5735951063724785,0.1578050102339255
2009,Summer,ZC1-EUP,-0.44957546225712575,0.1578050102339255
2009,Summer,ZC1-EUP,-0.2916956528665027,0.1578050102339255
2009,Summer,ZC1-EUP,1.2480370310994247,0.1578050102339255
2009,Summer,ZC1-EUP,-0.553745999797122,0.1578050102339255
2009,Summer,ZC1-EUP,-0.4102848808088202,0.1578050102339255
2009,Fall,ZC1-EUP,0.42082962144717123,-0.864819725952129
2009,Fall,ZC1-EUP,-0.10972541332471837,0.21204802629721076
2009,Fall,ZC1-EUP,0.3422187679058788,0.21204802629721076
2009,Fall,ZC1-EUP,9.53118632422337,0.21204802629721076
2009,Fall,ZC1-EUP,2.4343800310822736,0.21204802629721076
2009,Fall,ZC1-EUP,-0.2478306400905967,0.21204802629721076
2009,Fall,ZC1-EUP,-0.25873102710909535,0.21204802629721076
2009,Fall,ZC1-EUP,-0.06759609858182312,0.40377499031647923
2009,Fall,ZC1-EUP,-0.3603536019808681,0.40377499031647923
2009,Fall,ZC1-EUP,-0.15670211636017173,0.40377499031647923
2009,Fall,ZC1-EUP,-0.15589323719408177,0.40377499031647923
2009,Fall,ZC1-EUP,-0.20319322262289957,0.40377499031647923
2009,Fall,ZC1-EUP,-0.38014961414768217,0.40377499031647923
2009,Fall,ZC1-EUP,-0.38467996760783546,0.40377499031647923
2009,Fall,ZC1-EUP,-0.30628875670917277,0.40377499031647923
2009,Fall,ZC1-EUP,-0.3795601268537788,0.40377499031647923
2010,Winter,ZC1-EUP,-0.4982839229662447,-0.6098412570581568
2010,Winter,ZC1-EUP,0.2299014387514355,-0.6098412570581568
2010,Winter,ZC1-EUP,0.15888812177479467,-0.6098412570581568
2010,Winter,ZC1-EUP,-0.3836470213557771,-0.6098412570581568
2010,Winter,ZC1-EUP,-0.5293114096457002,-0.6098412570581568
2010,Winter,ZC1-EUP,-0.23257223800947244,-0.6510659505511464
2010,Winter,ZC1-EUP,-0.49791612544097436,-0.6510659505511464
2010,Summer,ZC1-EUP,0.646337508259851,-1.8139697470681604
2010,Summer,ZC1-EUP,-0.5384077588210312,-0.7547650478127778
2010,Summer,ZC1-EUP,1.4717278078466438,-0.7547650478127778
2010,Summer,ZC1-EUP,0.08826909666024195,0.22248093904890193
2010,Summer,ZC1-EUP,-0.22149995339484593,0.530393524607214
2010,Summer,ZC1-EUP,-0.6179952836783821,0.530393524607214
2010,Summer,ZC1-EUP,-0.5814275063382276,0.530393524607214
2010,Summer,ZC1-EUP,3.352414210449227,0.6608029060301823
2010,Summer,ZC1-EUP,1.3667446454947425,0.6608029060301823
2010,Fall,ZC1-EUP,-0.17886660623549985,0.369198770669644
2010,Fall,ZC1-EUP,-0.33210510857519315,1.5296282048581065
2010,Fall,ZC1-EUP,1.224420338943192,1.6518188806266394
2010,Fall,ZC1-EUP,-0.3549593279993239,1.6518188806266394
2010,Fall,ZC1-EUP,-0.3633005104734545,1.6518188806266394
2011,Winter,ZC1-EUP,-0.49435353948934035,-0.669837686333038
2011,Winter,ZC1-EUP,-0.5351251918503643,-0.7094413294360571
2011,Winter,ZC1-EUP,2.8421888583962325,-0.7094413294360571
2011,Winter,ZC1-EUP,-0.39048956123399625,-0.7813656758233394
2011,Summer,ZC1-EUP,0.15685843989537743,-3.6791807383923723
2011,Summer,ZC1-EUP,0.1068423372303536,-3.6791807383923723
2011,Summer,ZC1-EUP,-0.10491209015679703,-1.2178689407786987
2011,Fall,ZC1-EUP,0.4947767149247597,-0.681360421265315
2011,Fall,ZC1-EUP,0.4725598421121275,-0.681360421265315
2012,Spring,ZC1-EUP,-0.07736136943080353,0.3772969977503884
2012,Spring,ZC1-EUP,2.2995326756132526,0.3772969977503884
2012,Spring,ZC1-EUP,0.6465178399546018,0.3772969977503884
2012,Summer,ZC1-EUP,-0.41148986395181725,-1.6260483874841918
2012,Summer,ZC1-EUP,-0.6107791929124085,-1.6260483874841918
2012,Summer,ZC1-EUP,-0.5750016296297648,-1.6260483874841918
2012,Summer,ZC1-EUP,-0.6106505609041835,-1.6260483874841918
2012,Summer,ZC1-EUP,-0.5537754824253328,-1.6260483874841918
2012,Summer,ZC1-EUP,-0.5357495077012326,-1.6260483874841918
2012,Summer,ZC1-EUP,,-1.6260483874841918
2012,Summer,ZC1-EUP,-0.6202454378709049,-1.3504007910072995
2012,Fall,ZC1-EUP,-0.33392706406427314,-0.3169983204794994
2012,Fall,ZC1-EUP,-0.07840200431232033,-0.3169983204794994
2012,Fall,ZC1-EUP,-0.3429971291303165,-0.3169983204794994
2012,Fall,ZC1-EUP,0.2369050196450945,-0.3169983204794994
2012,Fall,ZC1-EUP,-0.38721073414130797,-0.3169983204794994
2012,Fall,ZC1-EUP,0.4234487571566868,-0.3169983204794994
2013,Winter,ZC1-EUP,-0.5061031696607916,-0.8084668464576035
2013,Spring,ZC1-EUP,-0.31197464019255833,-0.7310052616933159
2013,Spring,ZC1-EUP,-0.333162432498129,-0.7310052616933159
2013,Spring,ZC1-EUP,-0.3250010799646989,-0.7732195572641789
2013,Spring,ZC1-EUP,-0.24235066434296199,-0.7732195572641789
2013,Spring,ZC1-EUP,-0.2074473963409493,-0.7732195572641789
2013,Spring,ZC1-EUP,-0.31840864137839997,-0.7732195572641789
2013,Spring,ZC1-EUP,-0.24759788804470387,-0.763444935856786
2013,Spring,ZC1-EUP,-0.12061397287145058,-0.763444935856786
2013,Spring,ZC1-EUP,-0.018340241377723006,-0.763444935856786
2013,Spring,ZC1-EUP,-0.2137850026670543,-0.763444935856786
2013,Spring,ZC1-EUP,-0.22271761325167772,-0.763444935856786
2013,Spring,ZC1-EUP,-0.19059535608978548,-0.763444935856786
2013,Summer,ZC1-EUP,0.5159180649192028,0.24626100038752738
2013,Summer,ZC1-EUP,-0.3897943651862872,0.3179165862364086
2013,Summer,ZC1-EUP,-0.49509998740710703,0.4035092224943
2013,Summer,ZC1-EUP,-0.5705868690520652,0.4035092224943
2013,Summer,ZC1-EUP,0.038885329892853086,0.4035092224943
2013,Summer,ZC1-EUP,-0.42356504040284776,0.4035092224943
2013,Summer,ZC1-EUP,-0.17392257469494665,0.4035092224943
2013,Fall,ZC1-EUP,0.9544216955849909,-1.4444838247608667
2013,Fall,ZC1-EUP,-0.23540712909721415,-1.4444838247608667
2013,Fall,ZC1-EUP,-0.21135475672233364,-1.4444838247608667
2013,Fall,ZC1-EUP,-0.3322129192697088,-1.1986416111736191
2013,Fall,ZC1-EUP,,-1.1986416111736191
2013,Fall,ZC1-EUP,-0.19531753549975556,-1.1986416111736191
2013,Fall,ZC1-EUP,-0.35996186437558186,-1.1986416111736191
2014,Spring,ZC1-EUP,-0.33112139061198154,-0.6403263797081863
2014,Spring,ZC1-EUP,,-0.6403263797081863
2014,Spring,ZC1-EUP,-0.3359519242479057,-0.6403263797081863
2014,Spring,ZC1-EUP,-0.2611265083095141,-0.7249894781177851
2014,Spring,ZC1-EUP,-0.3133271850779046,-0.7249894781177851
2014,Spring,ZC1-EUP,0.14091423728663288,-0.7249894781177851
2014,Spring,ZC1-EUP,-0.11069357473816122,-0.6773434266257758
2014,Spring,ZC1-EUP,-0.2726278741452758,-0.6773434266257758
2014,Spring,ZC1-EUP,0.029834219540989672,-0.6773434266257758
2014,Spring,ZC1-EUP,-0.3036759171498829,-0.6773434266257758
2014,Spring,ZC1-EUP,-0.30835766419012584,-0.6773434266257758
2014,Spring,ZC1-EUP,-0.30158240956727445,-0.6773434266257758
2014,Summer,ZC1-EUP,-0.49705687126552667,-0.9597985029246723
2014,Summer,ZC1-EUP,-0.5907036968235106,-0.9597985029246723
2014,Summer,ZC1-EUP,0.22262137040450272,-0.3062104558728766
2014,Summer,ZC1-EUP,-0.5025667256343613,-0.3062104558728766
2014,Summer,ZC1-EUP,-0.4849512991550428,-0.3062104558728766
2014,Summer,ZC1-EUP,-0.5280782878892779,-0.3062104558728766
2014,Summer,ZC1-EUP,-0.45905308876943884,-0.3062104558728766
2014,Summer,ZC1-EUP,-0.5698079051556348,-0.3062104558728766
2014,Summer,ZC1-EUP,0.7801373521334134,0.030714150842141998
2014,Summer,ZC1-EUP,-0.5637110951618687,0.030714150842141998
2014,Summer,ZC1-EUP,0.27728846742161445,0.030714150842141998
2014,Summer,ZC1-EUP,0.011844571373217913,0.030714150842141998
2014,Summer,ZC1-EUP,2.193644962519596,0.030714150842141998
2014,Summer,ZC1-EUP,0.022405608548552777,0.030714150842141998
2014,Summer,ZC1-EUP,0.2490790677296941,0.030714150842141998
2014,Fall,ZC1-EUP,-0.06453687234326189,-1.7225637607079922
2014,Fall,ZC1-EUP,-0.3528454364376889,-1.7225637607079922
2014,Fall,ZC1-EUP,-0.3734983445419961,-1.7225637607079922
2014,Fall,ZC1-EUP,-0.19054709825886615,-1.7225637607079922
2014,Fall,ZC1-EUP,-0.26850394264055166,-1.2020813450315655
2014,Fall,ZC1-EUP,-0.3433129125917429,-1.2020813450315655
2014,Fall,ZC1-EUP,-0.22273043462600345,-0.585003152975964
2014,Fall,ZC1-EUP,-0.38024218859163145,-0.585003152975964
2014,Fall,ZC1-EUP,-0.3441522184970745,-0.585003152975964
2014,Fall,ZC1-EUP,-0.3739567395928178,-0.585003152975964
2015,Winter,ZC1-EUP,-0.47289011957775273,-0.5391136313608185
2015,Winter,ZC1-EUP,0.18829850369316362,-0.5771401361887936
2015,Winter,ZC1-EUP,-0.447765317417437,-0.5771401361887936
2015,Spring,ZC1-EUP,-0.3359364520845251,-0.48783914903144604
2015,Spring,ZC1-EUP,-0.2817145096931742,-0.48783914903144604
2015,Spring,ZC1-EUP,-0.3092529372435915,-0.48783914903144604
2015,Spring,ZC1-EUP,-0.30168582267291794,-0.48783914903144604
2015,Spring,ZC1-EUP,-0.32794989527160745,-0.48783914903144604
2015,Spring,ZC1-EUP,-0.29493877758176623,-0.48783914903144604
2015,Spring,ZC1-EUP,-0.291087755376358,-0.47371419375348056
2015,Spring,ZC1-EUP,-0.31987311320849454,-0.47371419375348056
2015,Spring,ZC1-EUP,-0.2985828240266435,-0.47371419375348056
2015,Spring,ZC1-EUP,-0.13568075468047938,-0.46501576652763227
2015,Spring,ZC1-EUP,-0.1288910389719164,-0.46501576652763227
2015,Spring,ZC1-EUP,-0.23361376172258083,-0.46501576652763227
2015,Spring,ZC1-EUP,-0.2812747093477437,-0.46501576652763227
2015,Spring,ZC1-EUP,-0.2530724398477281,-0.46501576652763227
2015,Spring,ZC1-EUP,-0.2610055829398875,-0.46501576652763227
2015,Spring,ZC1-EUP,-0.3034827202925871,-0.46501576652763227
2015,Spring,ZC1-EUP,-0.287221935936277,-0.4516100166603726
2015,Spring,ZC1-EUP,-0.32376870994055845,-0.2753733238232502
2015,Spring,ZC1-EUP,-0.25789530811825945,-0.2753733238232502
2015,Spring,ZC1-EUP,-0.15146842075131467,-0.2753733238232502
2015,Spring,ZC1-EUP,-0.11220195152542874,-0.2753733238232502
2015,Spring,ZC1-EUP,-0.1907362767846986,-0.2753733238232502
2015,Spring,ZC1-EUP,-0.13351974933660726,-0.2753733238232502
2015,Spring,ZC1-EUP,-0.20826308124987303,-0.2753733238232502
2015,Spring,ZC1-EUP,-0.18542744092434968,-0.2753733238232502
2015,Spring,ZC1-EUP,-0.04284584929833744,-0.19524876256926893
2015,Spring,ZC1-EUP,-0.13335492488956058,-0.1056976066175415
2015,Spring,ZC1-EUP,-0.21481729121322377,-0.1056976066175415
2015,Spring,ZC1-EUP,-0.21961449294047708,-0.1056976066175415
2015,Spring,ZC1-EUP,-0.14367003097237066,-0.1056976066175415
2015,Spring,ZC1-EUP,-0.31356083038137644,-0.1056976066175415
2015,Spring,ZC1-EUP,-0.21449092557542865,0.21095740782362415
2015,Spring,ZC1-EUP,-0.1496411029472877,0.21095740782362415
2015,Spring,ZC1-EUP,0.2979831427726591,0.21095740782362415
2015,Spring,ZC1-EUP,0.0338766925127869,0.21095740782362415
2015,Spring,ZC1-EUP,-0.12631148794041264,0.21095740782362415
2015,Spring,ZC1-EUP,-0.13098343819517355,0.21095740782362415
2015,Spring,ZC1-EUP,-0.1696884251631692,0.3477722339898103
2015,Spring,ZC1-EUP,0.22518409587016422,0.3477722339898103
2015,Spring,ZC1-EUP,0.46059869507069906,0.3477722339898103
2015,Spring,ZC1-EUP,-0.22630592642522132,0.3477722339898103
2015,Spring,ZC1-EUP,-0.10555371811202335,0.3477722339898103
2015,Spring,ZC1-EUP,-0.20840086315751272,1.00262855165601
2015,Spring,ZC1-EUP,0.8146989617930882,1.00262855165601
2015,Spring,ZC1-EUP,0.37285551271352274,1.00262855165601
2015,Spring,ZC1-EUP,0.431574567473462,1.00262855165601
2015,Spring,ZC1-EUP,0.24435399031719304,1.00262855165601
2015,Spring,ZC1-EUP,-0.12856738359549297,1.00262855165601
2015,Spring,ZC1-EUP,-0.09796569996563953,1.00262855165601
2015,Spring,ZC1-EUP,-0.20789272423016109,1.00262855165601
2015,Spring,ZC1-EUP,2.44984565554389,1.00262855165601
2015,Spring,ZC1-EUP,0.38377232031768055,1.00262855165601
2015,Spring,ZC1-EUP,0.08842915198017763,1.609820893707815
2015,Spring,ZC1-EUP,-0.1700969203150194,1.8121692986680011
2015,Spring,ZC1-EUP,-0.21078956485925304,2.011768591357359
2015,Spring,ZC1-EUP,2.8536554528149276,2.011768591357359
2015,Spring,ZC1-EUP,-0.18217230843583695,2.011768591357359
2015,Spring,ZC1-EUP,2.053198156486526,2.011768591357359
2015,Spring,ZC1-EUP,-0.17162249804661378,2.011768591357359
2015,Spring,ZC1-EUP,1.4261087713292488,2.011768591357359
2015,Spring,ZC1-EUP,0.0030210535966431595,2.011768591357359
2015,Spring,ZC1-EUP,-0.11939513282015314,2.19629967182823
2015,Spring,ZC1-EUP,0.02536604175052282,2.19629967182823
2015,Spring,ZC1-EUP,1.1769274585017502,2.19629967182823
2015,Spring,ZC1-EUP,-0.333623399333728,2.3633495051045075
2015,Summer,ZC1-EUP,2.148620251600583,-0.286410641979777
2015,Summer,ZC1-EUP,-0.45808844067007376,-0.14228932047566964
2015,Summer,ZC1-EUP,-0.4256586473854335,-0.14228932047566964
2015,Summer,ZC1-EUP,-0.4897383675160732,-0.14228932047566964
2015,Summer,ZC1-EUP,2.577846061368682,-0.14228932047566964
2015,Summer,ZC1-EUP,-0.43365049231128644,-0.14228932047566964
2015,Summer,ZC1-EUP,-0.4994032698639533,-0.14228932047566964
2015,Summer,ZC1-EUP,-0.03661184756357722,-0.14228932047566964
2015,Summer,ZC1-EUP,-0.15062365301814573,-0.14228932047566964
2015,Summer,ZC1-EUP,-0.3232466112088402,-0.14228932047566964
2015,Summer,ZC1-EUP,-0.6160339794170093,0.5722801249001802
2015,Summer,ZC1-EUP,-0.5761371369458698,0.6028295753840415
2015,Summer,ZC1-EUP,-0.5318873731648047,0.6028295753840415
2015,Summer,ZC1-EUP,1.132072354645963,0.6028295753840415
2015,Summer,ZC1-EUP,1.3887785387397924,0.6028295753840415
2015,Summer,ZC1-EUP,-0.47704666619729436,0.6028295753840415
2015,Summer,ZC1-EUP,-0.5865035088684991,0.6028295753840415
2015,Summer,ZC1-EUP,-0.43444603611161825,0.6531491548825997
2015,Summer,ZC1-EUP,-0.5393002880993355,0.6531491548825997
2015,Summer,ZC1-EUP,-0.6184318204595443,0.6531491548825997
2015,Summer,ZC1-EUP,-0.3219367385317468,0.6531491548825997
