timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season
1,0.004600293,0.0001800146,0.280035,0.03001336,0.6023316,0.5201142,0.09030411,0.6458859,0.5028885,0.003000503,0.03003252,0.2600587,0.04137402,1.145545,0.9054584,0.4234387,3.280771,1.660279,0.3394828,0.1839094,4.320588,10.24253,1978-01-02,Winter
2,0.004600824,0.0001800457,0.2801964,0.03004989,0.6077398,0.5207187,0.09100074,0.6585388,0.5103353,0.003002595,0.03020072,0.2603897,0.04376841,1.224395,0.9716201,0.4032624,3.642544,1.724959,0.3304831,0.1931977,4.362864,10.53723,1978-01-05,Winter
3,0.00460209,0.0001801186,0.2805349,0.0301046,0.6143754,0.5219692,0.09183031,0.6727443,0.5199964,0.003007134,0.03052322,0.261059,0.04553267,1.285732,1.031213,0.3874962,3.563276,1.674509,0.3077214,0.1997699,4.407353,10.83584,1978-01-08,Winter
4,0.004604241,0.0001802393,0.2810228,0.0301691,0.6206579,0.5237359,0.09257114,0.6847948,0.5290906,0.003013941,0.03093961,0.2619706,0.0458241,1.303779,1.062904,0.3701832,3.239308,1.542204,0.2745915,0.2052346,4.438127,11.0325,1978-01-11,Winter
5,0.00460721,0.0001804015,0.2815779,0.03022999,0.624791,0.5256894,0.09296988,0.6908762,0.5342346,0.003022067,0.03134635,0.2629264,0.04393881,1.257321,1.048701,0.3463744,2.555545,1.275047,0.215393,0.2105133,4.435,11.0239,1978-01-14,Winter
6,0.004610641,0.0001805824,0.282051,0.03026613,0.6244298,0.5272642,0.09269352,0.6862636,0.5310412,0.003029601,0.03159193,0.2636088,0.03911145,1.124364,0.970086,0.3111424,1.483975,0.8501921,0.1250172,0.2162577,4.371962,10.69114,1978-01-17,Winter
7,0.00461388,0.0001807432,0.2822539,0.03026213,0.6190504,0.5277751,0.09168544,0.6712977,0.5179101,0.003033977,0.03151926,0.2636566,0.03264372,0.9452233,0.8493351,0.2719069,0.7580936,0.5251669,0.06430595,0.2232009,4.253202,10.08452,1978-01-20,Winter
8,0.004616265,0.0001808474,0.2820843,0.03022081,0.6109337,0.5268851,0.09030285,0.652622,0.4985762,0.003033529,0.03109974,0.2629362,0.02726914,0.7967372,0.7390325,0.2430654,0.8827428,0.5054141,0.07596102,0.2308245,4.117179,9.43608,1978-01-23,Winter
9,0.004617499,0.0001808826,0.2816074,0.03016843,0.6048838,0.5248969,0.0892706,0.6418275,0.4815509,0.003028694,0.03047641,0.2616718,0.02611019,0.7619873,0.7014971,0.2404907,2.235498,0.9668499,0.1934872,0.2359315,4.026084,9.086087,1978-01-26,Winter
10,0.004617861,0.0001808704,0.2810507,0.03013282,0.6037962,0.5227013,0.08901242,0.6440724,0.47322,0.003022133,0.02991123,0.2603854,0.02945697,0.8481557,0.7467962,0.2633041,3.429704,1.449908,0.2969559,0.2336284,4.006127,9.158954,1978-01-29,Winter
11,0.004617883,0.0001808449,0.2806232,0.03012277,0.6067902,0.52108,0.0893729,0.6551059,0.4736299,0.003016577,0.02958721,0.2594976,0.03482928,0.9910847,0.8351602,0.2946393,3.870512,1.691151,0.3335255,0.2249585,4.039222,9.504876,1978-02-01,Winter
12,0.004618046,0.0001808333,0.2804248,0.03013723,0.6121821,0.520381,0.09007784,0.669839,0.4802843,0.003013578,0.0295474,0.2591621,0.03991425,1.129274,0.9287763,0.3204881,3.964957,1.782911,0.3391776,0.2152709,4.103246,9.948774,1978-02-04,Winter
13,0.004618725,0.0001808553,0.2804795,0.03017459,0.6189843,0.5206627,0.09096854,0.6857913,0.4909623,0.003013772,0.02975788,0.259366,0.04381302,1.238097,1.010852,0.3370155,3.927452,1.797695,0.3338515,0.2083287,4.184902,10.397,1978-02-07,Winter
14,0.004620207,0.0001809247,0.2807766,0.03023296,0.626609,0.5218486,0.09195551,0.7018258,0.5039121,0.003017302,0.03016089,0.2600311,0.04644715,1.315163,1.076518,0.345678,3.853301,1.779443,0.3262573,0.2052261,4.273865,10.80583,1978-02-10,Winter
15,0.004622686,0.0001810501,0.2812861,0.03030766,0.6342442,0.5237882,0.09292076,0.7163053,0.5171894,0.003023988,0.03069259,0.2610514,0.04765843,1.354663,1.118619,0.3469681,3.598404,1.686267,0.3040992,0.2055555,4.355577,11.12501,1978-02-13,Winter
16,0.004626217,0.0001812318,0.2819466,0.03039034,0.6408314,0.5262163,0.09371368,0.7271749,0.528469,0.003033169,0.03126903,0.2622676,0.04726381,1.349887,1.129504,0.3407219,3.210861,1.534255,0.2713683,0.2084723,4.414056,11.29973,1978-02-16,Winter
17,0.004630672,0.0001814599,0.2826619,0.03046747,0.6448358,0.5287486,0.0941157,0.7313499,0.5347681,0.003043652,0.03178652,0.2634657,0.04479101,1.285339,1.096403,0.3246479,2.50567,1.257963,0.2121109,0.2130741,4.429387,11.25221,1978-02-19,Winter
18,0.00463564,0.0001817087,0.2832772,0.03051767,0.6440374,0.5308003,0.0938099,0.7244,0.5319985,0.00305339,0.03210001,0.2643295,0.03951723,1.139281,1.002118,0.2950208,1.426879,0.8281745,0.121248,0.2189291,4.376794,10.87541,1978-02-22,Winter
19,0.004640426,0.0001819371,0.2836025,0.03052562,0.6380439,0.5316842,0.09275623,0.7069731,0.5188542,0.003059738,0.03206046,0.2645051,0.03277334,0.9523632,0.870016,0.2599567,0.7061157,0.503423,0.06065165,0.2262483,4.263153,10.22925,1978-02-25,Winter
20,0.004644337,0.0001821072,0.2835369,0.03049417,0.6292101,0.5310753,0.09131827,0.6858473,0.4992605,0.003061007,0.03164945,0.2638711,0.02722951,0.7991765,0.7517979,0.2339671,0.8404446,0.4860191,0.07289161,0.2342214,4.128685,9.547064,1978-02-28,Winter
21,0.004647056,0.0001822054,0.2831479,0.03045004,0.6224566,0.5292917,0.09023274,0.6728737,0.4819055,0.003057641,0.0310188,0.2626623,0.02599172,0.762301,0.709567,0.2333549,2.206818,0.9525918,0.1916891,0.2394824,4.037618,9.171747,1978-03-03,Spring
22,0.004648854,0.0001822535,0.2826664,0.03042148,0.6207258,0.5272441,0.08992725,0.6732569,0.4732586,0.00305234,0.03043869,0.2614111,0.02930967,0.8476825,0.7520866,0.2577455,3.410136,1.440205,0.2961484,0.236957,4.016923,9.225996,1978-03-06,Spring
23,0.004650264,0.0001822852,0.2823045,0.03041747,0.6231254,0.5257292,0.09024497,0.6826411,0.473382,0.003047876,0.03009679,0.2605446,0.03468032,0.9904134,0.838532,0.2905753,3.855874,1.68449,0.3331614,0.2277646,4.048834,9.557731,1978-03-09,Spring
24,0.004651763,0.0001823279,0.2821635,0.03043712,0.6279523,0.5251049,0.09090989,0.6958464,0.4797785,0.003045827,0.030038,0.2602205,0.03977636,1.128627,0.9306929,0.3177509,3.953426,1.778161,0.3389356,0.2174813,4.111499,9.990532,1978-03-12,Spring
25,0.004653727,0.0001824014,0.2822688,0.03047888,0.6342087,0.5254358,0.09176229,0.7103524,0.4902236,0.00304685,0.03022892,0.2604282,0.04368933,1.237515,1.011669,0.3353105,3.918057,1.794108,0.3336057,0.2100153,4.191836,10.43,1978-03-15,Spring
26,0.004656439,0.0001825194,0.2826102,0.03054093,0.6413018,0.5266495,0.09271213,0.7250056,0.5029622,0.003051099,0.03061184,0.2610908,0.04633609,1.314616,1.076528,0.3446968,3.845454,1.776576,0.325982,0.2064995,4.279626,10.83186,1978-03-18,Spring
