Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,17.273017769259162,13.5,298.35714285714283,-7.642857142857143,0.5886556997140358,0.7223812979403048,18.926954108802995,13.55939315961975
C09,15.292867450932636,11.307692307692308,233.87179487179486,-2.58974358974359,0.2983777695827891,0.5461040659604741,11.695905879096149,13.61647105617563
