Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,28.89142235533387,21.142857142857142,834.7142857142857,-20.285714285714285,0.29215287428252507,0.5218031072851841,18.926954108802995,15.304561144859225
C09,24.597268974941933,18.76923076923077,605.025641025641,-12.512820512820513,0.09713542081172197,0.3536515094070639,11.695905879096149,18.82652038541603
