threeday_yrmo,threeday_yr,year,dayofyear,varupwelZ2_mmsec_0-40mAvg
992,83,2015,248,7e-05
993,83,2015,248,7e-05
994,83,2015,248,7e-05
995,83,2015,248,7e-05
996,83,2015,248,7e-05
997,84,2015,251,7e-05
998,84,2015,251,7e-05
999,84,2015,251,7e-05
1000,84,2015,251,7e-05
1001,84,2015,251,7e-05
1002,84,2015,251,7e-05
1003,84,2015,251,7e-05
1004,84,2015,251,7e-05
1005,84,2015,251,7e-05
1006,84,2015,251,7e-05
1007,84,2015,251,7e-05
1008,84,2015,251,7e-05
1009,85,2015,254,5e-05
1010,85,2015,254,5e-05
1011,85,2015,254,5e-05
1012,85,2015,254,5e-05
1013,85,2015,254,5e-05
1014,85,2015,254,5e-05
1015,85,2015,254,5e-05
1016,85,2015,254,5e-05
1017,85,2015,254,5e-05
1018,85,2015,254,5e-05
1019,85,2015,254,5e-05
1020,85,2015,254,5e-05
1021,86,2015,257,5e-05
1022,86,2015,257,5e-05
1023,86,2015,257,5e-05
1024,86,2015,257,5e-05
1025,86,2015,257,5e-05
1026,86,2015,257,5e-05
1027,86,2015,257,5e-05
1028,86,2015,257,5e-05
1029,86,2015,257,5e-05
1030,86,2015,257,5e-05
1031,86,2015,257,5e-05
1032,86,2015,257,5e-05
1033,87,2015,260,5e-05
1034,87,2015,260,5e-05
1035,87,2015,260,5e-05
1036,87,2015,260,5e-05
1037,87,2015,260,5e-05
1038,87,2015,260,5e-05
1039,87,2015,260,5e-05
1040,87,2015,260,5e-05
1041,87,2015,260,5e-05
1042,87,2015,260,5e-05
1043,87,2015,260,5e-05
1044,87,2015,260,5e-05
1045,88,2015,263,5e-05
1046,88,2015,263,5e-05
1047,88,2015,263,5e-05
1048,88,2015,263,5e-05
1049,88,2015,263,5e-05
1050,88,2015,263,5e-05
1051,88,2015,263,5e-05
1052,88,2015,263,5e-05
1053,88,2015,263,5e-05
1054,88,2015,263,5e-05
1055,88,2015,263,5e-05
1056,88,2015,263,5e-05
1057,89,2015,266,5e-05
1058,89,2015,266,5e-05
1059,89,2015,266,5e-05
1060,89,2015,266,5e-05
1061,89,2015,266,5e-05
1062,89,2015,266,5e-05
1063,89,2015,266,5e-05
1064,89,2015,266,5e-05
1065,89,2015,266,5e-05
1066,89,2015,266,5e-05
1067,89,2015,266,5e-05
1068,89,2015,266,5e-05
1069,90,2015,269,4e-05
1070,90,2015,269,4e-05
1071,90,2015,269,4e-05
1072,90,2015,269,4e-05
1073,90,2015,269,4e-05
1074,90,2015,269,4e-05
1075,90,2015,269,4e-05
1076,90,2015,269,4e-05
1077,90,2015,269,4e-05
1078,90,2015,269,4e-05
1079,90,2015,269,4e-05
1080,90,2015,269,4e-05
1081,91,2015,272,4e-05
1082,91,2015,272,4e-05
1083,91,2015,272,4e-05
1084,91,2015,272,4e-05
1085,91,2015,272,4e-05
1086,91,2015,272,4e-05
1087,91,2015,272,4e-05
1088,91,2015,272,4e-05
1089,91,2015,272,4e-05
1090,91,2015,272,4e-05
1091,91,2015,272,4e-05
1092,91,2015,272,4e-05
1093,92,2015,275,2e-05
1094,92,2015,275,2e-05
1095,92,2015,275,2e-05
1096,92,2015,275,2e-05
1097,92,2015,275,2e-05
1098,92,2015,275,2e-05
1099,92,2015,275,2e-05
1100,92,2015,275,2e-05
1101,92,2015,275,2e-05
1102,92,2015,275,2e-05
1103,92,2015,275,2e-05
1104,92,2015,275,2e-05
1105,93,2015,278,4e-05
1106,93,2015,278,4e-05
1107,93,2015,278,4e-05
1108,93,2015,278,4e-05
1109,93,2015,278,4e-05
1110,93,2015,278,4e-05
1111,93,2015,278,4e-05
1112,93,2015,278,4e-05
1113,93,2015,278,4e-05
1114,93,2015,278,4e-05
1115,93,2015,278,4e-05
1116,93,2015,278,4e-05
1117,94,2015,281,3e-05
1118,94,2015,281,3e-05
1119,94,2015,281,3e-05
1120,94,2015,281,3e-05
1121,94,2015,281,3e-05
1122,94,2015,281,3e-05
1123,94,2015,281,3e-05
1124,94,2015,281,3e-05
1125,94,2015,281,3e-05
1126,94,2015,281,3e-05
1127,94,2015,281,3e-05
1128,94,2015,281,3e-05
1129,95,2015,284,2e-05
1130,95,2015,284,2e-05
1131,95,2015,284,2e-05
1132,95,2015,284,2e-05
1133,95,2015,284,2e-05
1134,95,2015,284,2e-05
1135,95,2015,284,2e-05
1136,95,2015,284,2e-05
1137,95,2015,284,2e-05
1138,95,2015,284,2e-05
1139,95,2015,284,2e-05
1140,95,2015,284,2e-05
1141,96,2015,287,2e-05
1142,96,2015,287,2e-05
1143,96,2015,287,2e-05
1144,96,2015,287,2e-05
1145,96,2015,287,2e-05
1146,96,2015,287,2e-05
1147,96,2015,287,2e-05
1148,96,2015,287,2e-05
1149,96,2015,287,2e-05
1150,96,2015,287,2e-05
1151,96,2015,287,2e-05
1152,96,2015,287,2e-05
1153,97,2015,290,2e-05
1154,97,2015,290,2e-05
1155,97,2015,290,2e-05
1156,97,2015,290,2e-05
1157,97,2015,290,2e-05
1158,97,2015,290,2e-05
1159,97,2015,290,2e-05
1160,97,2015,290,2e-05
1161,97,2015,290,2e-05
1162,97,2015,290,2e-05
1163,97,2015,290,2e-05
1164,97,2015,290,2e-05
1165,98,2015,293,1e-05
1166,98,2015,293,1e-05
1167,98,2015,293,1e-05
1168,98,2015,293,1e-05
1169,98,2015,293,1e-05
1170,98,2015,293,1e-05
1171,98,2015,293,1e-05
1172,98,2015,293,1e-05
1173,98,2015,293,1e-05
1174,98,2015,293,1e-05
1175,98,2015,293,1e-05
1176,98,2015,293,1e-05
1177,99,2015,296,3e-05
1178,99,2015,296,3e-05
1179,99,2015,296,3e-05
1180,99,2015,296,3e-05
1181,99,2015,296,3e-05
1182,99,2015,296,3e-05
1183,99,2015,296,3e-05
1184,99,2015,296,3e-05
1185,99,2015,296,3e-05
1186,99,2015,296,3e-05
1187,99,2015,296,3e-05
1188,99,2015,296,3e-05
1189,100,2015,299,4e-05
1190,100,2015,299,4e-05
1191,100,2015,299,4e-05
1192,100,2015,299,4e-05
1193,100,2015,299,4e-05
1194,100,2015,299,4e-05
1195,100,2015,299,4e-05
1196,100,2015,299,4e-05
1197,100,2015,299,4e-05
1198,100,2015,299,4e-05
1199,100,2015,299,4e-05
1200,100,2015,299,4e-05
1201,101,2015,302,1e-05
1202,101,2015,302,1e-05
1203,101,2015,302,1e-05
1204,101,2015,302,1e-05
1205,101,2015,302,1e-05
1206,101,2015,302,1e-05
1207,101,2015,302,1e-05
1208,101,2015,302,1e-05
1209,101,2015,302,1e-05
1210,101,2015,302,1e-05
1211,101,2015,302,1e-05
1212,101,2015,302,1e-05
1213,102,2015,305,-1e-05
1214,102,2015,305,-1e-05
1215,102,2015,305,-1e-05
1216,102,2015,305,-1e-05
1217,102,2015,305,-1e-05
1218,102,2015,305,-1e-05
1219,102,2015,305,-1e-05
1220,102,2015,305,-1e-05
1221,102,2015,305,-1e-05
1222,102,2015,305,-1e-05
1223,102,2015,305,-1e-05
1224,102,2015,305,-1e-05
1225,103,2015,308,2e-05
1226,103,2015,308,2e-05
1227,103,2015,308,2e-05
1228,103,2015,308,2e-05
1229,103,2015,308,2e-05
1230,103,2015,308,2e-05
1231,103,2015,308,2e-05
1232,103,2015,308,2e-05
1233,103,2015,308,2e-05
1234,103,2015,308,2e-05
1235,103,2015,308,2e-05
1236,103,2015,308,2e-05
1237,104,2015,311,3e-05
1238,104,2015,311,3e-05
1239,104,2015,311,3e-05
1240,104,2015,311,3e-05
1241,104,2015,311,3e-05
1242,104,2015,311,3e-05
1243,104,2015,311,3e-05
1244,104,2015,311,3e-05
1245,104,2015,311,3e-05
1246,104,2015,311,3e-05
1247,104,2015,311,3e-05
1248,104,2015,311,3e-05
1249,105,2015,314,2e-05
1250,105,2015,314,2e-05
1251,105,2015,314,2e-05
1252,105,2015,314,2e-05
1253,105,2015,314,2e-05
1254,105,2015,314,2e-05
1255,105,2015,314,2e-05
1256,105,2015,314,2e-05
1257,105,2015,314,2e-05
1258,105,2015,314,2e-05
1259,105,2015,314,2e-05
1260,105,2015,314,2e-05
1261,106,2015,317,1e-05
1262,106,2015,317,1e-05
1263,106,2015,317,1e-05
1264,106,2015,317,1e-05
1265,106,2015,317,1e-05
1266,106,2015,317,1e-05
1267,106,2015,317,1e-05
1268,106,2015,317,1e-05
1269,106,2015,317,1e-05
1270,106,2015,317,1e-05
1271,106,2015,317,1e-05
1272,106,2015,317,1e-05
1273,107,2015,320,-0.0
1274,107,2015,320,-0.0
1275,107,2015,320,-0.0
1276,107,2015,320,-0.0
1277,107,2015,320,-0.0
1278,107,2015,320,-0.0
1279,107,2015,320,-0.0
1280,107,2015,320,-0.0
1281,107,2015,320,-0.0
1282,107,2015,320,-0.0
1283,107,2015,320,-0.0
1284,107,2015,320,-0.0
1285,108,2015,323,-1e-05
1286,108,2015,323,-1e-05
1287,108,2015,323,-1e-05
1288,108,2015,323,-1e-05
1289,108,2015,323,-1e-05
1290,108,2015,323,-1e-05
1291,108,2015,323,-1e-05
1292,108,2015,323,-1e-05
1293,108,2015,323,-1e-05
1294,108,2015,323,-1e-05
1295,108,2015,323,-1e-05
1296,108,2015,323,-1e-05
1297,109,2015,326,4e-05
1298,109,2015,326,4e-05
1299,109,2015,326,4e-05
1300,109,2015,326,4e-05
1301,109,2015,326,4e-05
1302,109,2015,326,4e-05
1303,109,2015,326,4e-05
1304,109,2015,326,4e-05
1305,109,2015,326,4e-05
1306,109,2015,326,4e-05
1307,109,2015,326,4e-05
1308,109,2015,326,4e-05
1309,110,2015,329,1e-05
1310,110,2015,329,1e-05
1311,110,2015,329,1e-05
1312,110,2015,329,1e-05
1313,110,2015,329,1e-05
1314,110,2015,329,1e-05
1315,110,2015,329,1e-05
1316,110,2015,329,1e-05
1317,110,2015,329,1e-05
1318,110,2015,329,1e-05
1319,110,2015,329,1e-05
1320,110,2015,329,1e-05
1321,111,2015,332,-2e-05
1322,111,2015,332,-2e-05
1323,111,2015,332,-2e-05
1324,111,2015,332,-2e-05
1325,111,2015,332,-2e-05
1326,111,2015,332,-2e-05
1327,111,2015,332,-2e-05
1328,111,2015,332,-2e-05
1329,111,2015,332,-2e-05
1330,111,2015,332,-2e-05
1331,111,2015,332,-2e-05
1332,111,2015,332,-2e-05
1333,112,2015,335,-3e-05
1334,112,2015,335,-3e-05
1335,112,2015,335,-3e-05
1336,112,2015,335,-3e-05
1337,112,2015,335,-3e-05
1338,112,2015,335,-3e-05
1339,112,2015,335,-3e-05
1340,112,2015,335,-3e-05
1341,112,2015,335,-3e-05
1342,112,2015,335,-3e-05
1343,112,2015,335,-3e-05
1344,112,2015,335,-3e-05
1345,113,2015,338,-3e-05
1346,113,2015,338,-3e-05
1347,113,2015,338,-3e-05
1348,113,2015,338,-3e-05
1349,113,2015,338,-3e-05
1350,113,2015,338,-3e-05
1351,113,2015,338,-3e-05
1352,113,2015,338,-3e-05
1353,113,2015,338,-3e-05
1354,113,2015,338,-3e-05
1355,113,2015,338,-3e-05
1356,113,2015,338,-3e-05
1357,114,2015,341,-3e-05
1358,114,2015,341,-3e-05
1359,114,2015,341,-3e-05
1360,114,2015,341,-3e-05
1361,114,2015,341,-3e-05
1362,114,2015,341,-3e-05
1363,114,2015,341,-3e-05
1364,114,2015,341,-3e-05
1365,114,2015,341,-3e-05
1366,114,2015,341,-3e-05
1367,114,2015,341,-3e-05
1368,114,2015,341,-3e-05
1369,115,2015,344,-3e-05
1370,115,2015,344,-3e-05
1371,115,2015,344,-3e-05
1372,115,2015,344,-3e-05
1373,115,2015,344,-3e-05
1374,115,2015,344,-3e-05
1375,115,2015,344,-3e-05
1376,115,2015,344,-3e-05
1377,115,2015,344,-3e-05
1378,115,2015,344,-3e-05
1379,115,2015,344,-3e-05
1380,115,2015,344,-3e-05
1381,116,2015,347,-5e-05
1382,116,2015,347,-5e-05
1383,116,2015,347,-5e-05
1384,116,2015,347,-5e-05
1385,116,2015,347,-5e-05
1386,116,2015,347,-5e-05
1387,116,2015,347,-5e-05
1388,116,2015,347,-5e-05
1389,116,2015,347,-5e-05
1390,116,2015,347,-5e-05
1391,116,2015,347,-5e-05
1392,116,2015,347,-5e-05
1393,117,2015,350,-7e-05
1394,117,2015,350,-7e-05
1395,117,2015,350,-7e-05
1396,117,2015,350,-7e-05
1397,117,2015,350,-7e-05
1398,117,2015,350,-7e-05
1399,117,2015,350,-7e-05
1400,117,2015,350,-7e-05
1401,117,2015,350,-7e-05
1402,117,2015,350,-7e-05
1403,117,2015,350,-7e-05
1404,117,2015,350,-7e-05
1405,118,2015,353,-5e-05
1406,118,2015,353,-5e-05
1407,118,2015,353,-5e-05
1408,118,2015,353,-5e-05
1409,118,2015,353,-5e-05
1410,118,2015,353,-5e-05
1411,118,2015,353,-5e-05
1412,118,2015,353,-5e-05
1413,118,2015,353,-5e-05
1414,118,2015,353,-5e-05
1415,118,2015,353,-5e-05
1416,118,2015,353,-5e-05
1417,119,2015,356,-0.0
1418,119,2015,356,-0.0
1419,119,2015,356,-0.0
1420,119,2015,356,-0.0
1421,119,2015,356,-0.0
1422,119,2015,356,-0.0
1423,119,2015,356,-0.0
1424,119,2015,356,-0.0
1425,119,2015,356,-0.0
1426,119,2015,356,-0.0
1427,119,2015,356,-0.0
1428,119,2015,356,-0.0
1429,120,2015,359,-3e-05
1430,120,2015,359,-3e-05
1431,120,2015,359,-3e-05
1432,120,2015,359,-3e-05
1433,120,2015,359,-3e-05
1434,120,2015,359,-3e-05
1435,120,2015,359,-3e-05
1436,120,2015,359,-3e-05
1437,120,2015,359,-3e-05
1438,120,2015,359,-3e-05
1439,120,2015,359,-3e-05
1440,120,2015,359,-3e-05
1441,121,2015,362,-4e-05
1442,121,2015,362,-4e-05
1443,121,2015,362,-4e-05
1444,121,2015,362,-4e-05
1445,121,2015,362,-4e-05
1446,121,2015,362,-4e-05
1447,121,2015,362,-4e-05
1448,121,2015,362,-4e-05
1449,121,2015,362,-4e-05
1450,121,2015,362,-4e-05
1451,121,2015,362,-4e-05
1452,121,2015,362,-4e-05
1453,122,2015,365,-3e-05
1454,122,2015,365,-3e-05
1455,122,2015,365,-3e-05
1456,122,2015,365,-3e-05
1457,122,2015,365,-3e-05
1458,122,2015,365,-3e-05
1459,122,2015,365,-3e-05
1460,122,2015,365,-3e-05
1461,122,2015,365,-3e-05
1462,122,2015,365,-3e-05
1463,122,2015,365,-3e-05
1464,122,2015,365,-3e-05
