threeday_yrmo,threeday_yr,year,dayofyear,varupwelZ2_mmsec_0-40mAvg
255,22,2015,65,1e-05
256,22,2015,65,1e-05
257,22,2015,65,1e-05
258,22,2015,65,1e-05
259,22,2015,65,1e-05
260,22,2015,65,1e-05
261,22,2015,65,1e-05
262,22,2015,65,1e-05
263,22,2015,65,1e-05
264,22,2015,65,1e-05
265,23,2015,68,-1e-05
266,23,2015,68,-1e-05
267,23,2015,68,-1e-05
268,23,2015,68,-1e-05
269,23,2015,68,-1e-05
270,23,2015,68,-1e-05
271,23,2015,68,-1e-05
272,23,2015,68,-1e-05
273,23,2015,68,-1e-05
274,23,2015,68,-1e-05
275,23,2015,68,-1e-05
276,23,2015,68,-1e-05
277,24,2015,71,-2e-05
278,24,2015,71,-2e-05
279,24,2015,71,-2e-05
280,24,2015,71,-2e-05
281,24,2015,71,-2e-05
282,24,2015,71,-2e-05
283,24,2015,71,-2e-05
284,24,2015,71,-2e-05
285,24,2015,71,-2e-05
286,24,2015,71,-2e-05
287,24,2015,71,-2e-05
288,24,2015,71,-2e-05
289,25,2015,74,3e-05
290,25,2015,74,3e-05
291,25,2015,74,3e-05
292,25,2015,74,3e-05
293,25,2015,74,3e-05
294,25,2015,74,3e-05
295,25,2015,74,3e-05
296,25,2015,74,3e-05
297,25,2015,74,3e-05
298,25,2015,74,3e-05
299,25,2015,74,3e-05
300,25,2015,74,3e-05
301,26,2015,77,4e-05
302,26,2015,77,4e-05
303,26,2015,77,4e-05
304,26,2015,77,4e-05
305,26,2015,77,4e-05
306,26,2015,77,4e-05
307,26,2015,77,4e-05
308,26,2015,77,4e-05
309,26,2015,77,4e-05
310,26,2015,77,4e-05
311,26,2015,77,4e-05
312,26,2015,77,4e-05
313,27,2015,80,-2e-05
314,27,2015,80,-2e-05
315,27,2015,80,-2e-05
316,27,2015,80,-2e-05
317,27,2015,80,-2e-05
318,27,2015,80,-2e-05
319,27,2015,80,-2e-05
320,27,2015,80,-2e-05
321,27,2015,80,-2e-05
322,27,2015,80,-2e-05
323,27,2015,80,-2e-05
324,27,2015,80,-2e-05
325,28,2015,83,-3e-05
326,28,2015,83,-3e-05
327,28,2015,83,-3e-05
328,28,2015,83,-3e-05
329,28,2015,83,-3e-05
330,28,2015,83,-3e-05
331,28,2015,83,-3e-05
332,28,2015,83,-3e-05
333,28,2015,83,-3e-05
334,28,2015,83,-3e-05
335,28,2015,83,-3e-05
336,28,2015,83,-3e-05
337,29,2015,86,2e-05
338,29,2015,86,2e-05
339,29,2015,86,2e-05
340,29,2015,86,2e-05
341,29,2015,86,2e-05
342,29,2015,86,2e-05
343,29,2015,86,2e-05
344,29,2015,86,2e-05
345,29,2015,86,2e-05
346,29,2015,86,2e-05
347,29,2015,86,2e-05
348,29,2015,86,2e-05
349,30,2015,89,5e-05
350,30,2015,89,5e-05
351,30,2015,89,5e-05
352,30,2015,89,5e-05
353,30,2015,89,5e-05
354,30,2015,89,5e-05
355,30,2015,89,5e-05
356,30,2015,89,5e-05
357,30,2015,89,5e-05
358,30,2015,89,5e-05
359,30,2015,89,5e-05
360,30,2015,89,5e-05
361,31,2015,92,3e-05
362,31,2015,92,3e-05
363,31,2015,92,3e-05
364,31,2015,92,3e-05
365,31,2015,92,3e-05
366,31,2015,92,3e-05
367,31,2015,92,3e-05
368,31,2015,92,3e-05
369,31,2015,92,3e-05
370,31,2015,92,3e-05
371,31,2015,92,3e-05
372,31,2015,92,3e-05
373,32,2015,95,2e-05
374,32,2015,95,2e-05
375,32,2015,95,2e-05
376,32,2015,95,2e-05
377,32,2015,95,2e-05
378,32,2015,95,2e-05
379,32,2015,95,2e-05
380,32,2015,95,2e-05
381,32,2015,95,2e-05
382,32,2015,95,2e-05
383,32,2015,95,2e-05
384,32,2015,95,2e-05
385,33,2015,98,0.0
386,33,2015,98,0.0
387,33,2015,98,0.0
388,33,2015,98,0.0
389,33,2015,98,0.0
390,33,2015,98,0.0
391,33,2015,98,0.0
392,33,2015,98,0.0
393,33,2015,98,0.0
394,33,2015,98,0.0
395,33,2015,98,0.0
396,33,2015,98,0.0
397,34,2015,101,3e-05
398,34,2015,101,3e-05
399,34,2015,101,3e-05
400,34,2015,101,3e-05
401,34,2015,101,3e-05
402,34,2015,101,3e-05
403,34,2015,101,3e-05
404,34,2015,101,3e-05
405,34,2015,101,3e-05
406,34,2015,101,3e-05
407,34,2015,101,3e-05
408,34,2015,101,3e-05
409,35,2015,104,9e-05
410,35,2015,104,9e-05
411,35,2015,104,9e-05
412,35,2015,104,9e-05
413,35,2015,104,9e-05
414,35,2015,104,9e-05
415,35,2015,104,9e-05
416,35,2015,104,9e-05
417,35,2015,104,9e-05
418,35,2015,104,9e-05
419,35,2015,104,9e-05
420,35,2015,104,9e-05
421,36,2015,107,7e-05
422,36,2015,107,7e-05
423,36,2015,107,7e-05
424,36,2015,107,7e-05
425,36,2015,107,7e-05
426,36,2015,107,7e-05
427,36,2015,107,7e-05
428,36,2015,107,7e-05
429,36,2015,107,7e-05
430,36,2015,107,7e-05
431,36,2015,107,7e-05
432,36,2015,107,7e-05
433,37,2015,110,2e-05
434,37,2015,110,2e-05
435,37,2015,110,2e-05
436,37,2015,110,2e-05
437,37,2015,110,2e-05
438,37,2015,110,2e-05
439,37,2015,110,2e-05
440,37,2015,110,2e-05
441,37,2015,110,2e-05
442,37,2015,110,2e-05
443,37,2015,110,2e-05
444,37,2015,110,2e-05
445,38,2015,113,3e-05
446,38,2015,113,3e-05
447,38,2015,113,3e-05
448,38,2015,113,3e-05
449,38,2015,113,3e-05
450,38,2015,113,3e-05
451,38,2015,113,3e-05
452,38,2015,113,3e-05
453,38,2015,113,3e-05
454,38,2015,113,3e-05
455,38,2015,113,3e-05
456,38,2015,113,3e-05
457,39,2015,116,7e-05
458,39,2015,116,7e-05
459,39,2015,116,7e-05
460,39,2015,116,7e-05
461,39,2015,116,7e-05
462,39,2015,116,7e-05
463,39,2015,116,7e-05
464,39,2015,116,7e-05
465,39,2015,116,7e-05
466,39,2015,116,7e-05
467,39,2015,116,7e-05
468,39,2015,116,7e-05
469,40,2015,119,1e-04
470,40,2015,119,1e-04
471,40,2015,119,1e-04
472,40,2015,119,1e-04
473,40,2015,119,1e-04
474,40,2015,119,1e-04
475,40,2015,119,1e-04
476,40,2015,119,1e-04
477,40,2015,119,1e-04
478,40,2015,119,1e-04
479,40,2015,119,1e-04
480,40,2015,119,1e-04
481,41,2015,122,8e-05
482,41,2015,122,8e-05
483,41,2015,122,8e-05
484,41,2015,122,8e-05
485,41,2015,122,8e-05
486,41,2015,122,8e-05
487,41,2015,122,8e-05
488,41,2015,122,8e-05
489,41,2015,122,8e-05
490,41,2015,122,8e-05
491,41,2015,122,8e-05
492,41,2015,122,8e-05
493,42,2015,125,4e-05
494,42,2015,125,4e-05
495,42,2015,125,4e-05
496,42,2015,125,4e-05
497,42,2015,125,4e-05
498,42,2015,125,4e-05
499,42,2015,125,4e-05
500,42,2015,125,4e-05
501,42,2015,125,4e-05
502,42,2015,125,4e-05
503,42,2015,125,4e-05
504,42,2015,125,4e-05
505,43,2015,128,4e-05
506,43,2015,128,4e-05
507,43,2015,128,4e-05
508,43,2015,128,4e-05
509,43,2015,128,4e-05
510,43,2015,128,4e-05
511,43,2015,128,4e-05
512,43,2015,128,4e-05
513,43,2015,128,4e-05
514,43,2015,128,4e-05
515,43,2015,128,4e-05
516,43,2015,128,4e-05
517,44,2015,131,8e-05
518,44,2015,131,8e-05
519,44,2015,131,8e-05
520,44,2015,131,8e-05
521,44,2015,131,8e-05
522,44,2015,131,8e-05
523,44,2015,131,8e-05
524,44,2015,131,8e-05
525,44,2015,131,8e-05
526,44,2015,131,8e-05
527,44,2015,131,8e-05
528,44,2015,131,8e-05
529,45,2015,134,0.00012
530,45,2015,134,0.00012
531,45,2015,134,0.00012
532,45,2015,134,0.00012
533,45,2015,134,0.00012
534,45,2015,134,0.00012
535,45,2015,134,0.00012
536,45,2015,134,0.00012
537,45,2015,134,0.00012
538,45,2015,134,0.00012
539,45,2015,134,0.00012
540,45,2015,134,0.00012
541,46,2015,137,6e-05
542,46,2015,137,6e-05
543,46,2015,137,6e-05
544,46,2015,137,6e-05
545,46,2015,137,6e-05
546,46,2015,137,6e-05
547,46,2015,137,6e-05
548,46,2015,137,6e-05
549,46,2015,137,6e-05
550,46,2015,137,6e-05
551,46,2015,137,6e-05
552,46,2015,137,6e-05
553,47,2015,140,4e-05
554,47,2015,140,4e-05
555,47,2015,140,4e-05
556,47,2015,140,4e-05
557,47,2015,140,4e-05
558,47,2015,140,4e-05
559,47,2015,140,4e-05
560,47,2015,140,4e-05
561,47,2015,140,4e-05
562,47,2015,140,4e-05
563,47,2015,140,4e-05
564,47,2015,140,4e-05
565,48,2015,143,6e-05
566,48,2015,143,6e-05
567,48,2015,143,6e-05
568,48,2015,143,6e-05
569,48,2015,143,6e-05
570,48,2015,143,6e-05
571,48,2015,143,6e-05
572,48,2015,143,6e-05
573,48,2015,143,6e-05
574,48,2015,143,6e-05
575,48,2015,143,6e-05
576,48,2015,143,6e-05
577,49,2015,146,1e-04
578,49,2015,146,1e-04
579,49,2015,146,1e-04
580,49,2015,146,1e-04
581,49,2015,146,1e-04
582,49,2015,146,1e-04
583,49,2015,146,1e-04
584,49,2015,146,1e-04
585,49,2015,146,1e-04
586,49,2015,146,1e-04
587,49,2015,146,1e-04
588,49,2015,146,1e-04
589,50,2015,149,0.00011
590,50,2015,149,0.00011
591,50,2015,149,0.00011
592,50,2015,149,0.00011
593,50,2015,149,0.00011
594,50,2015,149,0.00011
595,50,2015,149,0.00011
596,50,2015,149,0.00011
597,50,2015,149,0.00011
598,50,2015,149,0.00011
599,50,2015,149,0.00011
600,50,2015,149,0.00011
601,51,2015,152,8e-05
602,51,2015,152,8e-05
603,51,2015,152,8e-05
604,51,2015,152,8e-05
605,51,2015,152,8e-05
606,51,2015,152,8e-05
607,51,2015,152,8e-05
608,51,2015,152,8e-05
609,51,2015,152,8e-05
610,51,2015,152,8e-05
611,51,2015,152,8e-05
612,51,2015,152,8e-05
613,52,2015,155,5e-05
614,52,2015,155,5e-05
615,52,2015,155,5e-05
616,52,2015,155,5e-05
617,52,2015,155,5e-05
618,52,2015,155,5e-05
619,52,2015,155,5e-05
620,52,2015,155,5e-05
621,52,2015,155,5e-05
622,52,2015,155,5e-05
623,52,2015,155,5e-05
624,52,2015,155,5e-05
625,53,2015,158,6e-05
626,53,2015,158,6e-05
627,53,2015,158,6e-05
628,53,2015,158,6e-05
629,53,2015,158,6e-05
630,53,2015,158,6e-05
631,53,2015,158,6e-05
632,53,2015,158,6e-05
633,53,2015,158,6e-05
634,53,2015,158,6e-05
635,53,2015,158,6e-05
636,53,2015,158,6e-05
637,54,2015,161,0.00012
638,54,2015,161,0.00012
639,54,2015,161,0.00012
640,54,2015,161,0.00012
641,54,2015,161,0.00012
642,54,2015,161,0.00012
643,54,2015,161,0.00012
644,54,2015,161,0.00012
645,54,2015,161,0.00012
646,54,2015,161,0.00012
647,54,2015,161,0.00012
648,54,2015,161,0.00012
649,55,2015,164,0.00013
650,55,2015,164,0.00013
651,55,2015,164,0.00013
652,55,2015,164,0.00013
653,55,2015,164,0.00013
654,55,2015,164,0.00013
655,55,2015,164,0.00013
656,55,2015,164,0.00013
657,55,2015,164,0.00013
658,55,2015,164,0.00013
659,55,2015,164,0.00013
660,55,2015,164,0.00013
661,56,2015,167,7e-05
662,56,2015,167,7e-05
663,56,2015,167,7e-05
664,56,2015,167,7e-05
665,56,2015,167,7e-05
666,56,2015,167,7e-05
667,56,2015,167,7e-05
668,56,2015,167,7e-05
669,56,2015,167,7e-05
670,56,2015,167,7e-05
671,56,2015,167,7e-05
672,56,2015,167,7e-05
673,57,2015,170,6e-05
674,57,2015,170,6e-05
675,57,2015,170,6e-05
676,57,2015,170,6e-05
677,57,2015,170,6e-05
678,57,2015,170,6e-05
679,57,2015,170,6e-05
680,57,2015,170,6e-05
681,57,2015,170,6e-05
682,57,2015,170,6e-05
683,57,2015,170,6e-05
684,57,2015,170,6e-05
685,58,2015,173,9e-05
686,58,2015,173,9e-05
687,58,2015,173,9e-05
688,58,2015,173,9e-05
689,58,2015,173,9e-05
690,58,2015,173,9e-05
691,58,2015,173,9e-05
692,58,2015,173,9e-05
693,58,2015,173,9e-05
694,58,2015,173,9e-05
695,58,2015,173,9e-05
696,58,2015,173,9e-05
697,59,2015,176,0.00011
698,59,2015,176,0.00011
699,59,2015,176,0.00011
700,59,2015,176,0.00011
701,59,2015,176,0.00011
702,59,2015,176,0.00011
703,59,2015,176,0.00011
704,59,2015,176,0.00011
705,59,2015,176,0.00011
706,59,2015,176,0.00011
707,59,2015,176,0.00011
708,59,2015,176,0.00011
709,60,2015,179,0.00012
710,60,2015,179,0.00012
711,60,2015,179,0.00012
712,60,2015,179,0.00012
713,60,2015,179,0.00012
714,60,2015,179,0.00012
715,60,2015,179,0.00012
716,60,2015,179,0.00012
717,60,2015,179,0.00012
718,60,2015,179,0.00012
719,60,2015,179,0.00012
720,60,2015,179,0.00012
721,61,2015,182,8e-05
722,61,2015,182,8e-05
723,61,2015,182,8e-05
724,61,2015,182,8e-05
725,61,2015,182,8e-05
726,61,2015,182,8e-05
727,61,2015,182,8e-05
728,61,2015,182,8e-05
729,61,2015,182,8e-05
730,61,2015,182,8e-05
731,61,2015,182,8e-05
732,61,2015,182,8e-05
733,62,2015,185,6e-05
734,62,2015,185,6e-05
735,62,2015,185,6e-05
736,62,2015,185,6e-05
737,62,2015,185,6e-05
738,62,2015,185,6e-05
739,62,2015,185,6e-05
740,62,2015,185,6e-05
741,62,2015,185,6e-05
742,62,2015,185,6e-05
743,62,2015,185,6e-05
744,62,2015,185,6e-05
745,63,2015,188,7e-05
746,63,2015,188,7e-05
747,63,2015,188,7e-05
748,63,2015,188,7e-05
749,63,2015,188,7e-05
750,63,2015,188,7e-05
751,63,2015,188,7e-05
752,63,2015,188,7e-05
753,63,2015,188,7e-05
754,63,2015,188,7e-05
755,63,2015,188,7e-05
756,63,2015,188,7e-05
757,64,2015,191,0.00011
758,64,2015,191,0.00011
759,64,2015,191,0.00011
760,64,2015,191,0.00011
761,64,2015,191,0.00011
762,64,2015,191,0.00011
763,64,2015,191,0.00011
764,64,2015,191,0.00011
765,64,2015,191,0.00011
766,64,2015,191,0.00011
767,64,2015,191,0.00011
768,64,2015,191,0.00011
769,65,2015,194,8e-05
770,65,2015,194,8e-05
771,65,2015,194,8e-05
772,65,2015,194,8e-05
773,65,2015,194,8e-05
774,65,2015,194,8e-05
775,65,2015,194,8e-05
776,65,2015,194,8e-05
777,65,2015,194,8e-05
778,65,2015,194,8e-05
779,65,2015,194,8e-05
780,65,2015,194,8e-05
781,66,2015,197,5e-05
782,66,2015,197,5e-05
783,66,2015,197,5e-05
784,66,2015,197,5e-05
785,66,2015,197,5e-05
786,66,2015,197,5e-05
787,66,2015,197,5e-05
788,66,2015,197,5e-05
789,66,2015,197,5e-05
790,66,2015,197,5e-05
791,66,2015,197,5e-05
792,66,2015,197,5e-05
793,67,2015,200,6e-05
794,67,2015,200,6e-05
795,67,2015,200,6e-05
796,67,2015,200,6e-05
797,67,2015,200,6e-05
798,67,2015,200,6e-05
799,67,2015,200,6e-05
800,67,2015,200,6e-05
801,67,2015,200,6e-05
802,67,2015,200,6e-05
803,67,2015,200,6e-05
804,67,2015,200,6e-05
805,68,2015,203,8e-05
806,68,2015,203,8e-05
807,68,2015,203,8e-05
808,68,2015,203,8e-05
809,68,2015,203,8e-05
810,68,2015,203,8e-05
811,68,2015,203,8e-05
812,68,2015,203,8e-05
813,68,2015,203,8e-05
814,68,2015,203,8e-05
815,68,2015,203,8e-05
816,68,2015,203,8e-05
817,69,2015,206,9e-05
818,69,2015,206,9e-05
819,69,2015,206,9e-05
820,69,2015,206,9e-05
821,69,2015,206,9e-05
822,69,2015,206,9e-05
823,69,2015,206,9e-05
824,69,2015,206,9e-05
825,69,2015,206,9e-05
826,69,2015,206,9e-05
827,69,2015,206,9e-05
828,69,2015,206,9e-05
829,70,2015,209,8e-05
830,70,2015,209,8e-05
831,70,2015,209,8e-05
832,70,2015,209,8e-05
833,70,2015,209,8e-05
834,70,2015,209,8e-05
835,70,2015,209,8e-05
836,70,2015,209,8e-05
837,70,2015,209,8e-05
838,70,2015,209,8e-05
839,70,2015,209,8e-05
840,70,2015,209,8e-05
841,71,2015,212,6e-05
842,71,2015,212,6e-05
843,71,2015,212,6e-05
844,71,2015,212,6e-05
845,71,2015,212,6e-05
846,71,2015,212,6e-05
847,71,2015,212,6e-05
848,71,2015,212,6e-05
849,71,2015,212,6e-05
850,71,2015,212,6e-05
851,71,2015,212,6e-05
852,71,2015,212,6e-05
853,72,2015,215,5e-05
854,72,2015,215,5e-05
855,72,2015,215,5e-05
856,72,2015,215,5e-05
857,72,2015,215,5e-05
858,72,2015,215,5e-05
859,72,2015,215,5e-05
860,72,2015,215,5e-05
861,72,2015,215,5e-05
862,72,2015,215,5e-05
863,72,2015,215,5e-05
864,72,2015,215,5e-05
865,73,2015,218,8e-05
866,73,2015,218,8e-05
867,73,2015,218,8e-05
868,73,2015,218,8e-05
869,73,2015,218,8e-05
870,73,2015,218,8e-05
871,73,2015,218,8e-05
872,73,2015,218,8e-05
873,73,2015,218,8e-05
874,73,2015,218,8e-05
875,73,2015,218,8e-05
876,73,2015,218,8e-05
877,74,2015,221,1e-04
878,74,2015,221,1e-04
879,74,2015,221,1e-04
880,74,2015,221,1e-04
881,74,2015,221,1e-04
882,74,2015,221,1e-04
883,74,2015,221,1e-04
884,74,2015,221,1e-04
885,74,2015,221,1e-04
886,74,2015,221,1e-04
887,74,2015,221,1e-04
888,74,2015,221,1e-04
889,75,2015,224,8e-05
890,75,2015,224,8e-05
891,75,2015,224,8e-05
892,75,2015,224,8e-05
893,75,2015,224,8e-05
894,75,2015,224,8e-05
895,75,2015,224,8e-05
896,75,2015,224,8e-05
897,75,2015,224,8e-05
898,75,2015,224,8e-05
899,75,2015,224,8e-05
900,75,2015,224,8e-05
901,76,2015,227,5e-05
902,76,2015,227,5e-05
903,76,2015,227,5e-05
904,76,2015,227,5e-05
905,76,2015,227,5e-05
906,76,2015,227,5e-05
907,76,2015,227,5e-05
908,76,2015,227,5e-05
909,76,2015,227,5e-05
910,76,2015,227,5e-05
911,76,2015,227,5e-05
912,76,2015,227,5e-05
913,77,2015,230,8e-05
914,77,2015,230,8e-05
915,77,2015,230,8e-05
916,77,2015,230,8e-05
917,77,2015,230,8e-05
918,77,2015,230,8e-05
919,77,2015,230,8e-05
920,77,2015,230,8e-05
921,77,2015,230,8e-05
922,77,2015,230,8e-05
923,77,2015,230,8e-05
924,77,2015,230,8e-05
925,78,2015,233,9e-05
926,78,2015,233,9e-05
927,78,2015,233,9e-05
928,78,2015,233,9e-05
929,78,2015,233,9e-05
930,78,2015,233,9e-05
931,78,2015,233,9e-05
932,78,2015,233,9e-05
933,78,2015,233,9e-05
934,78,2015,233,9e-05
935,78,2015,233,9e-05
936,78,2015,233,9e-05
937,79,2015,236,1e-04
938,79,2015,236,1e-04
939,79,2015,236,1e-04
940,79,2015,236,1e-04
941,79,2015,236,1e-04
942,79,2015,236,1e-04
943,79,2015,236,1e-04
944,79,2015,236,1e-04
945,79,2015,236,1e-04
946,79,2015,236,1e-04
947,79,2015,236,1e-04
948,79,2015,236,1e-04
949,80,2015,239,7e-05
950,80,2015,239,7e-05
951,80,2015,239,7e-05
952,80,2015,239,7e-05
953,80,2015,239,7e-05
954,80,2015,239,7e-05
955,80,2015,239,7e-05
956,80,2015,239,7e-05
957,80,2015,239,7e-05
958,80,2015,239,7e-05
959,80,2015,239,7e-05
960,80,2015,239,7e-05
961,81,2015,242,4e-05
962,81,2015,242,4e-05
963,81,2015,242,4e-05
964,81,2015,242,4e-05
965,81,2015,242,4e-05
966,81,2015,242,4e-05
967,81,2015,242,4e-05
968,81,2015,242,4e-05
969,81,2015,242,4e-05
970,81,2015,242,4e-05
971,81,2015,242,4e-05
972,81,2015,242,4e-05
973,82,2015,245,4e-05
974,82,2015,245,4e-05
975,82,2015,245,4e-05
976,82,2015,245,4e-05
977,82,2015,245,4e-05
978,82,2015,245,4e-05
979,82,2015,245,4e-05
980,82,2015,245,4e-05
981,82,2015,245,4e-05
982,82,2015,245,4e-05
983,82,2015,245,4e-05
984,82,2015,245,4e-05
985,83,2015,248,7e-05
986,83,2015,248,7e-05
987,83,2015,248,7e-05
988,83,2015,248,7e-05
989,83,2015,248,7e-05
990,83,2015,248,7e-05
991,83,2015,248,7e-05
