,Stock,Year,season,2,3,4,5,Name,Cons Units,area,runtype,juve_behav
643,FS3,2013,winter,4680.2,2402.2,265.8,4.1,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
644,FS3,2014,fall,2914.6,2271.2,479.8,4.3,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
645,FS3,2014,spring,3022.2,7531.6,11180.5,111.9,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
646,FS3,2014,summer,3022.2,7531.6,11180.5,111.9,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
647,FS3,2014,winter,2914.6,2271.2,479.8,4.3,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
648,FS3,2015,fall,1789.5,1400.1,280.5,2.7,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
649,FS3,2015,spring,1885.7,4801.6,12137.0,264.7,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
650,FS3,2015,summer,1885.7,4801.6,12137.0,264.7,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
651,FS3,2015,winter,1789.5,1400.1,280.5,2.7,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
652,FS3,2016,fall,1677.4,864.5,170.8,2.2,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
653,FS3,2016,spring,1759.0,2904.2,7518.9,241.7,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
654,FS3,2016,summer,1759.0,2904.2,7518.9,241.7,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
655,FS3,2016,winter,1677.4,864.5,170.8,2.2,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
656,FS3,2017,fall,1746.4,804.8,108.7,1.6,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
657,FS3,2017,spring,1860.1,2781.0,4620.7,153.8,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
658,FS3,2017,summer,1860.1,2781.0,4620.7,153.8,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
659,FS3,2017,winter,1746.4,804.8,108.7,1.6,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
660,FS3,2018,fall,1779.1,844.5,283.2,5.8,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
661,FS3,2018,spring,1898.3,2825.9,2653.9,49.0,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
662,FS3,2018,summer,1898.3,2825.9,2653.9,49.0,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
663,FS3,2018,winter,1779.1,844.5,283.2,5.8,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
664,FS3,2019,fall,2331.1,296.4,-704.5,0.8,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
665,FS3,2019,spring,4234.6,7960.5,11776.1,87.7,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
666,FS3,2019,summer,4234.6,7960.5,11776.1,87.7,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
667,FS3,2019,winter,2331.1,296.4,-704.5,0.8,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
668,FS3,2020,fall,1817.3,1203.8,115.5,0.8,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
669,FS3,2020,spring,1918.7,4095.1,4406.8,88.5,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
670,FS3,2020,summer,1918.7,4095.1,4406.8,88.5,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
671,FS3,2020,winter,1817.3,1203.8,115.5,0.8,Fraser Spring 1.3,"CK-10, CK-12, CK-18",fraser,spring,stream
672,FSO,1979,fall,6499.8,3916.5,10587.1,529.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
673,FSO,1979,spring,6953.4,4481.1,14336.3,772.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
674,FSO,1979,summer,7860.8,5610.3,21834.6,1257.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
675,FSO,1979,winter,5592.4,2787.3,3088.7,44.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
676,FSO,1980,fall,6321.3,4202.9,3960.9,2184.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
677,FSO,1980,spring,6787.4,4868.3,5409.8,3233.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
678,FSO,1980,summer,7719.7,6199.2,8307.6,5329.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
679,FSO,1980,winter,5389.1,2872.0,1063.1,87.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
680,FSO,1981,fall,6060.6,4032.7,4074.6,747.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
681,FSO,1981,spring,6466.1,4652.2,5544.6,1098.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
682,FSO,1981,summer,7277.2,5891.3,8484.8,1800.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
683,FSO,1981,winter,5249.5,2793.7,1134.4,45.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
684,FSO,1982,fall,6024.8,3884.3,3875.0,759.7,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
685,FSO,1982,spring,6380.9,4468.2,5252.2,1113.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
686,FSO,1982,summer,7093.0,5636.0,8006.6,1819.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
687,FSO,1982,winter,5312.7,2716.6,1120.6,53.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
688,FSO,1983,fall,9150.7,3978.7,3784.6,706.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
689,FSO,1983,spring,10038.4,4609.8,5140.7,1032.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
690,FSO,1983,summer,11813.8,5871.9,7853.0,1683.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
691,FSO,1983,winter,7375.3,2716.6,1072.3,55.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
692,FSO,1984,fall,11731.6,5443.6,3972.5,613.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
693,FSO,1984,spring,12817.7,6307.6,5482.7,909.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
694,FSO,1984,summer,14990.0,8035.4,8503.2,1503.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
695,FSO,1984,winter,9559.3,3715.8,952.0,19.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
696,FSO,1985,fall,11084.6,7018.4,5771.1,444.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
697,FSO,1985,spring,12078.6,8077.4,8016.5,626.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
698,FSO,1985,summer,14066.7,10195.3,12507.5,990.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
699,FSO,1985,winter,9096.5,4900.5,1280.1,80.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
700,FSO,1986,fall,14149.0,6586.7,7345.4,716.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
701,FSO,1986,spring,15328.5,7523.2,10140.9,1004.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
702,FSO,1986,summer,17687.4,9396.1,15731.9,1581.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
703,FSO,1986,winter,11790.1,4713.7,1754.4,139.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
704,FSO,1987,fall,13487.7,8111.1,7566.2,960.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
705,FSO,1987,spring,14520.5,9013.4,10589.1,1369.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
706,FSO,1987,summer,16586.1,10818.0,16634.8,2186.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
707,FSO,1987,winter,11422.0,6306.6,1520.5,143.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
708,FSO,1988,fall,15323.3,7628.2,9119.1,1084.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
709,FSO,1988,spring,16528.7,8373.6,12457.0,1565.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
710,FSO,1988,summer,18939.6,9864.3,19133.0,2527.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
711,FSO,1988,winter,12912.4,6137.5,2443.1,122.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
712,FSO,1989,fall,15827.1,8961.8,9649.9,2723.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
713,FSO,1989,spring,17191.1,10013.1,13381.2,3855.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
714,FSO,1989,summer,19919.0,12115.7,20843.8,6121.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
715,FSO,1989,winter,13099.2,6859.3,2187.2,457.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
716,FSO,1990,fall,13241.5,8680.6,7554.6,1599.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
717,FSO,1990,spring,14325.9,9464.7,9592.2,2269.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
718,FSO,1990,summer,16494.7,11033.1,13667.4,3607.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
719,FSO,1990,winter,11072.7,7112.2,3479.5,261.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
720,FSO,1991,fall,10115.7,7883.2,7429.7,4256.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
721,FSO,1991,spring,10922.8,8929.8,9274.4,6018.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
722,FSO,1991,summer,12537.1,11023.1,12964.0,9542.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
723,FSO,1991,winter,8501.4,5789.9,3740.1,732.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
724,FSO,1992,fall,12286.4,6060.4,8868.6,5127.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
725,FSO,1992,spring,13162.1,6860.8,12280.1,7340.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
726,FSO,1992,summer,14913.7,8461.5,19103.1,11766.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
727,FSO,1992,winter,10534.8,4459.7,2045.5,701.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
728,FSO,1993,fall,11455.4,7316.5,7034.7,1263.7,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
729,FSO,1993,spring,12425.2,8180.3,9807.0,1793.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
730,FSO,1993,summer,14364.8,9908.0,15351.5,2853.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
731,FSO,1993,winter,9515.9,5588.8,1490.2,203.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
732,FSO,1994,fall,15463.4,6775.4,8510.2,841.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
733,FSO,1994,spring,16705.9,7697.1,11770.0,1177.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
734,FSO,1994,summer,19191.0,9540.4,18289.7,1849.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
735,FSO,1994,winter,12978.3,4932.1,1990.5,169.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
736,FSO,1995,fall,19922.4,8804.6,7843.3,1217.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
737,FSO,1995,spring,21465.0,9737.3,10953.4,1748.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
738,FSO,1995,summer,24550.3,11602.8,17173.8,2808.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
739,FSO,1995,winter,16837.1,6939.2,1622.9,156.7,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
740,FSO,1996,fall,23019.0,12033.3,11976.6,1370.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
741,FSO,1996,spring,24767.5,13601.9,16910.2,2011.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
742,FSO,1996,summer,28264.6,16738.9,26777.4,3292.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
743,FSO,1996,winter,19521.9,8896.3,2109.4,88.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
744,FSO,1997,fall,17919.3,13534.0,15429.6,2558.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
745,FSO,1997,spring,19239.1,15009.5,21773.0,3651.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
746,FSO,1997,summer,21878.8,17960.5,34459.7,5836.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
747,FSO,1997,winter,15279.6,10583.0,2742.9,374.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
748,FSO,1998,fall,13680.0,9995.5,16713.4,1463.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
749,FSO,1998,spring,14548.8,10780.6,23186.3,2064.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
750,FSO,1998,summer,16286.3,12351.0,36132.1,3264.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
751,FSO,1998,winter,11942.5,8425.1,3767.6,263.7,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
752,FSO,1999,fall,18565.6,8468.8,16018.8,2500.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
753,FSO,1999,spring,19805.4,9508.4,22957.7,3614.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
754,FSO,1999,summer,22285.1,11587.7,36835.4,5841.7,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
755,FSO,1999,winter,16085.9,6389.5,2141.1,273.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
756,FSO,2000,fall,31733.6,10568.4,11490.0,838.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
757,FSO,2000,spring,33760.7,11388.6,16319.1,1212.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
758,FSO,2000,summer,37814.7,13029.1,25977.4,1960.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
759,FSO,2000,winter,27679.6,8927.9,1831.7,89.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
760,FSO,2001,fall,29083.2,20854.4,15921.9,1084.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
761,FSO,2001,spring,30892.9,24003.4,22513.0,1563.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
762,FSO,2001,summer,34512.4,30301.3,35695.0,2520.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
763,FSO,2001,winter,25463.8,14556.5,2739.9,128.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
764,FSO,2002,fall,24501.4,16758.5,23428.7,2108.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
765,FSO,2002,spring,26097.0,18043.6,32639.1,2944.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
766,FSO,2002,summer,29288.2,20613.9,51060.1,4615.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
767,FSO,2002,winter,21310.2,14188.2,5007.7,438.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
768,FSO,2003,fall,33218.1,15096.2,22196.6,1790.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
769,FSO,2003,spring,35137.3,16958.4,30708.6,2512.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
770,FSO,2003,summer,38975.7,20682.8,47732.7,3956.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
771,FSO,2003,winter,29379.8,11371.9,5172.5,347.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
772,FSO,2004,fall,48143.4,20062.5,16523.6,2512.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
773,FSO,2004,spring,51102.6,22086.4,22553.1,3476.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
774,FSO,2004,summer,57020.8,26134.2,34612.2,5403.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
775,FSO,2004,winter,42225.2,16014.7,4464.5,584.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
776,FSO,2005,fall,32949.3,27595.6,23091.6,2013.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
777,FSO,2005,spring,35091.3,29762.5,31462.8,2771.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
778,FSO,2005,summer,39375.3,34096.5,48205.2,4286.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
779,FSO,2005,winter,28665.3,23261.6,6349.3,499.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
780,FSO,2006,fall,21306.2,20223.0,36599.4,2941.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
781,FSO,2006,spring,22698.3,22732.6,50751.1,4063.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
782,FSO,2006,summer,25482.3,27751.8,79054.6,6309.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
783,FSO,2006,winter,18522.2,15203.8,8295.9,695.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
784,FSO,2007,fall,28009.8,13416.7,23667.2,2499.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
785,FSO,2007,spring,29969.8,15286.2,32863.9,3513.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
786,FSO,2007,summer,33889.9,19025.2,51257.4,5541.7,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
787,FSO,2007,winter,24089.7,9677.6,5273.7,470.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
788,FSO,2008,fall,46238.4,18270.6,13569.3,2117.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
789,FSO,2008,spring,49315.1,21216.2,18419.2,3007.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
790,FSO,2008,summer,55468.5,27107.5,28119.0,4786.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
791,FSO,2008,winter,40085.0,12379.3,3869.5,338.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
792,FSO,2009,fall,35231.1,28674.2,21063.5,3730.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
793,FSO,2009,spring,37371.5,32327.7,29735.5,5347.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
794,FSO,2009,summer,41652.4,39634.7,47079.6,8579.7,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
795,FSO,2009,winter,30950.3,21367.2,3719.5,498.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
796,FSO,2010,fall,16956.7,20601.0,37467.9,1606.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
797,FSO,2010,spring,17982.6,22362.9,53060.6,2276.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
798,FSO,2010,summer,20034.5,25886.9,84246.0,3616.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
799,FSO,2010,winter,14904.8,17077.0,6282.5,266.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
800,FSO,2011,fall,20342.2,10697.3,28481.4,1553.7,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
801,FSO,2011,spring,21724.3,12076.1,39880.8,2203.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
802,FSO,2011,summer,24488.5,14833.6,62679.4,3502.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
803,FSO,2011,winter,17578.0,7939.7,5682.8,254.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
804,FSO,2012,fall,30556.8,12610.3,13761.5,2654.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
805,FSO,2012,spring,32497.2,14258.5,19456.2,3780.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
806,FSO,2012,summer,36378.1,17554.8,30845.6,6031.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
807,FSO,2012,winter,26675.9,9314.0,2372.1,403.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
808,FSO,2013,fall,47366.8,24487.1,17559.7,886.7,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
809,FSO,2013,spring,50415.9,30476.7,25162.6,1280.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
810,FSO,2013,summer,56514.0,42455.8,40368.5,2068.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
811,FSO,2013,winter,41268.6,12508.0,2353.8,99.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
812,FSO,2014,fall,23289.8,27065.8,20521.4,424.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
813,FSO,2014,spring,24870.0,29089.2,28984.9,600.7,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
814,FSO,2014,summer,28030.2,33136.1,45911.8,953.4,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
815,FSO,2014,winter,20129.6,23018.9,3594.5,71.7,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
816,FSO,2015,fall,23381.0,14942.8,43313.5,621.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
817,FSO,2015,spring,24840.2,17172.2,61949.0,896.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
818,FSO,2015,summer,27758.6,21631.0,99219.9,1445.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
819,FSO,2015,winter,20462.6,10484.0,6042.6,71.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
820,FSO,2016,fall,14817.9,15569.9,16780.0,2183.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
821,FSO,2016,spring,15746.9,18040.9,23375.8,3078.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
822,FSO,2016,summer,17605.1,22982.7,36567.5,4868.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
823,FSO,2016,winter,12959.7,10628.1,3588.3,393.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
824,FSO,2017,fall,21242.6,9790.3,18535.1,1792.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
825,FSO,2017,spring,22682.9,11335.9,26320.6,2568.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
826,FSO,2017,summer,25563.3,14427.2,41891.7,4119.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
827,FSO,2017,winter,18362.2,6699.0,2964.0,241.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
828,FSO,2018,fall,28396.8,14043.5,11051.4,1358.5,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
829,FSO,2018,spring,30307.7,16318.4,15499.3,1930.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
830,FSO,2018,summer,34129.6,20868.3,24395.0,3074.9,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
831,FSO,2018,winter,24575.0,9493.7,2155.7,214.2,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
832,FSO,2019,fall,48555.8,36582.0,45708.2,3146.1,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
833,FSO,2019,spring,62890.5,51457.7,72047.5,5040.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
834,FSO,2019,summer,91560.0,81209.0,124726.0,8830.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
835,FSO,2019,winter,19886.3,6830.7,-6970.3,-643.3,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
836,FSO,2020,fall,27286.9,20426.9,20442.1,1146.6,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
837,FSO,2020,spring,29302.8,24112.3,28723.7,1638.0,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
838,FSO,2020,summer,33334.6,31483.1,45287.0,2620.8,Fraser Summer Ocean-type 0.3,"CK-13, CK-15",fraser,summer,ocean
