1978,Coho,Airport Cr/LWFR,4000
1979,Coho,Worth Cr,29200
1980,Coho,Worth Cr,8000
1981,Coho,North Shore Strms,24000
1981,Coho,Worth Cr,5900
1982,Coho,North Shore Strms,8000
1982,Coho,Worth Cr,18400
1983,Coho,North Shore Strms,13800
1983,Coho,Worth Cr,30800
1984,Coho,Cranberry Lk,10249
1984,Coho,North Shore Strms,15700
1984,Coho,Worth Cr,8000
1985,Coho,Coal Cr,13760
1985,Coho,Gouwenberg Pd,31250
1985,Coho,L Stawamus R,45
1985,Coho,North Shore Strms,14800
1985,Coho,Seabird Ch,3000
1985,Coho,Worth Cr,8000
1986,Coho,Coal Cr,15387
1986,Coho,Gouwenberg Pd,31250
1986,Coho,Jitco Ch,170
1986,Coho,L Stawamus R,72
1986,Coho,Moodie's Ch,9900
1986,Coho,North Shore Strms,15000
1986,Coho,Seabird Ch,3000
1986,Coho,Worth Cr,8000
1987,Coho,Gouwenberg Pd,31250
1987,Coho,Jack Sl,3420
1987,Coho,Jitco Ch,170
1987,Coho,Moodie's Ch,10170
1987,Coho,North Shore Strms,19000
1987,Coho,Pretty's Ch,600
1987,Coho,Rotary Pk Ch,4700
1987,Coho,Seabird Ch,3000
1987,Coho,Swayne Swamp,8138
1987,Coho,Weldwood Ch,1665
1987,Coho,Worth Cr,889
1988,Chinook,Ladner Lag,2400
1988,Coho,Brandt Div,1500
1988,Coho,Coal Cr,24365
1988,Coho,Gouwenberg Pd,31250
1988,Coho,Hixon Ch,1200
1988,Coho,Jack Sl,3420
1988,Coho,Jitco Ch,170
1988,Coho,John Charlie Sl,3000
1988,Coho,Kawkawa Ch,300
1988,Coho,Moodie's Ch,10170
1988,Coho,North Shore Strms,15800
1988,Coho,Pretty's Ch,600
1988,Coho,Rotary Pk Ch,4700
1988,Coho,Seabird Ch,3000
1988,Coho,Tower Ch,1500
1988,Coho,Weldwood Ch,1665
1988,Coho,Worth Cr,259172
1989,Chinook,Ladner Lag,2400
1989,Coho,Adams Ch,20000
1989,Coho,Brandt Div,1500
1989,Coho,Coal Cr,5000
1989,Coho,Coho Ch,3000
1989,Coho,Gouwenberg Pd,31250
1989,Coho,Hixon Ch,1200
1989,Coho,Jack Sl,3420
1989,Coho,Jitco Ch,170
1989,Coho,John Charlie Sl,3000
1989,Coho,Kawkawa Ch,300
1989,Coho,Moodie's Ch,10170
1989,Coho,North Shore Strms,16000
1989,Coho,Oyster Ch #2,4000
1989,Coho,Pretty's Ch,600
1989,Coho,Rotary Pk Ch,4700
1989,Coho,Seabird Ch,3000
1989,Coho,Thurman Ch,300000
1989,Coho,Tower Ch,1500
1989,Coho,Weldwood Ch,1665
1989,Coho,Worth Cr,5000
1990,Chinook,Ladner Lag,2400
1990,Coho,Adams Ch,20000
1990,Coho,Brandt Div,1500
1990,Coho,Coal Cr,16527
1990,Coho,Coho Ch,3000
1990,Coho,Gouwenberg Pd,31250
1990,Coho,Hixon Ch,1200
1990,Coho,Jack Sl,3420
1990,Coho,Jitco Ch,170
1990,Coho,John Charlie Sl,3000
1990,Coho,Kawkawa Ch,300
1990,Coho,Moodie's Ch,10170
1990,Coho,North Shore Strms,1100
1990,Coho,Oyster Ch #2,4000
1990,Coho,Powerhouse Ch,900
1990,Coho,Pretty's Ch,600
1990,Coho,Rotary Pk Ch,4700
1990,Coho,Seabird Ch,3000
1990,Coho,Stave Ch,2550
1990,Coho,Taylors Ch,82000
1990,Coho,Tower Ch,1500
1990,Coho,Weldwood Ch,1665
1990,Coho,Worth Cr,5000
1991,Chinook,Ladner Lag,2400
1991,Coho,Adams Ch,20000
1991,Coho,Brandt Div,1500
1991,Coho,Browne Road Ch,10000
1991,Coho,Coho Ch,3000
1991,Coho,Gouwenberg Pd,31250
1991,Coho,Hixon Ch,1200
1991,Coho,Jack Sl,3420
1991,Coho,Jitco Ch,170
1991,Coho,John Charlie Sl,3000
1991,Coho,Kawkawa Ch,300
1991,Coho,Moodie's Ch,10170
1991,Coho,North Shore Strms,9924
1991,Coho,Oyster Ch #2,4000
1991,Coho,Powerhouse Ch,900
1991,Coho,Pretty's Ch,600
1991,Coho,Rotary Pk Ch,4700
1991,Coho,Seabird Ch,3000
1991,Coho,Stave Ch,2550
1991,Coho,Taylors Ch,82000
1991,Coho,Thurman Ch,305000
1991,Coho,Tower Ch,1500
1991,Coho,Weldwood Ch,1665
1991,Coho,Worth Cr,5000
1992,Chinook,Big Silver Ch,75000
1992,Chinook,Ladner Lag,2400
1992,Coho,Adams Ch,20000
1992,Coho,Brandt Div,1500
1992,Coho,Browne Road Ch,10000
1992,Coho,Coal Cr,3231
1992,Coho,Coho Ch,3000
1992,Coho,Gouwenberg Pd,31250
1992,Coho,Highfalls Ch,1000
1992,Coho,Hixon Ch,1200
1992,Coho,Jack Sl,3420
1992,Coho,Jitco Ch,170
1992,Coho,John Charlie Sl,3000
1992,Coho,Kawkawa Ch,300
1992,Coho,Moodie's Ch,10170
1992,Coho,One Mile Div,5000
1992,Coho,Oyster Ch #2,4000
1992,Coho,Powerhouse Ch,900
1992,Coho,Pretty's Ch,600
1992,Coho,Rotary Pk Ch,4700
1992,Coho,Seabird Ch,3000
1992,Coho,Stave Ch,2550
1992,Coho,Taylors Ch,82000
1992,Coho,Thurman Ch,305000
1992,Coho,Tower Ch,1500
1992,Coho,Tsable Ch,1500
1992,Coho,Weldwood Ch,1665
1992,Coho,Worth Cr,5000
1993,Chinook,Big Silver Ch,75000
1993,Chinook,Flood Ch,2000
1993,Chinook,Ladner Lag,2400
1993,Coho,Adams Ch,20000
1993,Coho,Arden Ch,1500
1993,Coho,Brandt Div,1500
1993,Coho,Browne Road Ch,10000
1993,Coho,Coal Cr,5331
1993,Coho,Coho Ch,3000
1993,Coho,Gouwenberg Pd,31250
1993,Coho,Henry's Pd,31250
1993,Coho,Highfalls Ch,1000
1993,Coho,Hixon Ch,1200
1993,Coho,Jack Sl,3420
1993,Coho,Jitco Ch,170
1993,Coho,John Charlie Sl,3000
1993,Coho,Kawkawa Ch,300
1993,Coho,Martindale Swamp,82
1993,Coho,Mile 49 Ch,2700
1993,Coho,Millard Ch,3000
1993,Coho,Moodie's Ch,10170
1993,Coho,One Mile Div,5000
1993,Coho,Oyster Ch #2,4000
1993,Coho,Powerhouse Ch,900
1993,Coho,Pretty's Ch,600
1993,Coho,Rotary Pk Ch,4700
1993,Coho,Seabird Ch,3000
1993,Coho,Sherman Ch,500
1993,Coho,Shop 3 Pd,1000
1993,Coho,Stave Ch,2550
1993,Coho,Swayne Swamp,300
