"year","month","mean"
"1980","1",0.015210432587822
"1980","2",-0.463428135398126
"1980","3",-0.121666875620609
"1980","4",-0.0785593445433255
"1980","5",-0.0321374440983606
"1980","6",-0.23741273617096
"1980","7",-0.359082209519906
"1980","8",-0.689266598782201
"1980","9",-0.751854882915691
"1980","10",0.225780702119438
"1980","11",0.260538741873536
"1980","12",0.211595177903981
"1981","1",0.725303391932084
"1981","2",0.303375227880562
"1981","3",0.775222079461358
"1981","4",-0.223097379953162
"1981","5",-0.537508220163934
"1981","6",-0.967467002400468
"1981","7",-0.0653278105035129
"1981","8",0.142227800234192
"1981","9",-0.0843471376697892
"1981","10",-0.279545791651054
"1981","11",0.520525322201405
"1981","12",0.203149663149883
"1982","1",-0.463418767740047
"1982","2",-0.296983488840749
"1982","3",-0.209665053325527
"1982","4",-0.672060627822014
"1982","5",-0.77582864704918
"1982","6",0.510777430714286
"1982","7",-0.0964870495199063
"1982","8",-0.558544657142857
"1982","9",0.0498604783957846
"1982","10",-0.156152781487119
"1982","11",-0.601669189601874
"1982","12",0.174915299871194
"1983","1",0.489435596850117
"1983","2",0.530398599355972
"1983","3",0.706365119461358
"1983","4",0.520658815128806
"1983","5",0.911568148032787
"1983","6",0.505688310714286
"1983","7",-0.475292632470726
"1983","8",0.0547827572833724
"1983","9",-0.130725013735363
"1983","10",-0.0605969411592506
"1983","11",0.527808197283372
"1983","12",-0.655890095866511
"1984","1",-0.362756698887588
"1984","2",0.258073874437939
"1984","3",0.445098531920375
"1984","4",-0.22962748618267
"1984","5",-1.11055950770492
"1984","6",-0.457329193548009
"1984","7",-0.644708768864169
"1984","8",-0.32261246501171
"1984","9",-0.824493889145199
"1984","10",-0.608414921487119
"1984","11",-0.586667495503513
"1984","12",-0.783957415210773
"1985","1",-0.729460790035129
"1985","2",-0.548655215725995
"1985","3",-0.0219904392271663
"1985","4",-0.425638359297424
"1985","5",-0.537744311311475
"1985","6",-0.343253717482436
"1985","7",0.00235833802107725
"1985","8",-0.991398851569087
"1985","9",-1.06334771307963
"1985","10",-0.900328131651054
"1985","11",-1.83523158238876
"1985","12",-1.92283852832553
"1986","1",0.00661838996487119
"1986","2",-0.449170698676815
"1986","3",-0.0733109100468384
"1986","4",-0.559164110444965
"1986","5",-1.24962448344262
"1986","6",-0.639640986662763
"1986","7",-0.733945566241218
"1986","8",-0.804327321077283
"1986","9",-0.52119053471897
"1986","10",0.0444830362177986
"1986","11",-0.0529548810772834
"1986","12",-0.0515852729156909
"1987","1",0.17817682176815
"1987","2",0.25274765706089
"1987","3",0.187195095854801
"1987","4",0.0379171338173302
"1987","5",-0.237466737213115
"1987","6",-0.529859046990632
"1987","7",-0.371557596077283
"1987","8",-0.732244668290398
"1987","9",-0.125561221932084
"1987","10",0.254886278840749
"1987","11",0.547169414660422
"1987","12",0.250651135936768
"1988","1",-0.146415259871194
"1988","2",-0.309606275725995
"1988","3",-0.00141808971896956
"1988","4",-0.0615619963466042
"1988","5",-0.662715367377049
"1988","6",-0.504821089941452
"1988","7",-0.461184236733021
"1988","8",-0.961338755831382
"1988","9",-0.630712324882904
"1988","10",-0.010490924765808
"1988","11",-0.0161055276346604
"1988","12",0.0758494982318501
"1989","1",-0.259512459543326
"1989","2",-1.7882036009719
"1989","3",-0.836342993981265
"1989","4",-0.189969001920375
"1989","5",0.338590615573771
"1989","6",0.17489039235363
"1989","7",-0.498737681651054
"1989","8",-0.230414615503513
"1989","9",0.047411826264637
"1989","10",-0.185810978208431
"1989","11",-0.252350966651054
"1989","12",0.00530616118266979
"1990","1",0.281452331604215
"1990","2",-0.728049888185012
"1990","3",-0.317538177587822
"1990","4",0.429317004309133
"1990","5",-0.0453449791803279
"1990","6",-0.4658890620726
"1990","7",-0.123745536405152
"1990","8",0.413190450398126
"1990","9",0.796998076100703
"1990","10",-0.586783382470726
"1990","11",-0.508371815175644
"1990","12",-0.888397074227166
"1991","1",-1.392026170363
"1991","2",-0.368092848512881
"1991","3",-0.505550017915691
"1991","4",-0.208576425199063
"1991","5",-0.462707011311475
"1991","6",-0.93237041059719
"1991","7",-1.07920161706089
"1991","8",-0.807754948618267
"1991","9",-0.377037945538642
"1991","10",-0.045041171323185
"1991","11",-0.509027671569087
"1991","12",-0.000385300128805621
"1992","1",0.287838135866511
"1992","2",0.555382237388759
"1992","3",1.25451375388759
"1992","4",0.930687383325527
"1992","5",0.637664599836066
"1992","6",0.640115981206089
"1992","7",0.469107309824356
"1992","8",-0.152646352552693
"1992","9",-0.820719956030445
"1992","10",-0.00568988312646371
"1992","11",0.19023521236534
"1992","12",-0.165432493571429
"1993","1",-1.14999927429742
"1993","2",-0.575563501955504
"1993","3",-0.139822328407494
"1993","4",-0.187124856018735
"1993","5",0.155048673606557
"1993","6",0.464290580222482
"1993","7",-0.2114291685363
"1993","8",-0.154599048946136
"1993","9",0.419996879379391
"1993","10",0.630133458185012
"1993","11",-0.103558799437939
"1993","12",0.0384191444613583
"1994","1",0.79703929881733
"1994","2",0.047412214765808
"1994","3",0.072268640117096
"1994","4",0.485058774473068
"1994","5",0.519295551311475
"1994","6",-0.59173637617096
"1994","7",0.0963573239227166
"1994","8",0.461846322201405
"1994","9",0.434616670854801
"1994","10",0.0850639014637002
"1994","11",-0.443411634847775
"1994","12",-0.308981216850117
"1995","1",-0.214148779215457
"1995","2",0.0765213049297424
"1995","3",-0.0810125493911007
"1995","4",0.265743715456674
"1995","5",0.575554640819672
"1995","6",0.0376270372716627
"1995","7",0.0654313049063232
"1995","8",-0.826488554847775
