"year","month","mean"
"1980","1",0.426688140763408
"1980","2",0.364551046444677
"1980","3",0.366101042539056
"1980","4",0.373095071891609
"1980","5",0.381921047109035
"1980","6",0.371666796827186
"1980","7",0.364277686926236
"1980","8",0.363238302142052
"1980","9",0.349297406265099
"1980","10",0.314907865417136
"1980","11",0.315598777117893
"1980","12",0.315296878200999
"1981","1",0.384723819455629
"1981","2",0.412237233028668
"1981","3",0.4380601626067
"1981","4",0.446007849794653
"1981","5",0.426692648010952
"1981","6",0.412076729183443
"1981","7",0.365575980049122
"1981","8",0.33588509470124
"1981","9",0.300539586648414
"1981","10",0.268032726183766
"1981","11",0.270909613645515
"1981","12",0.2898686408842
"1982","1",0.293525807054276
"1982","2",0.255976371698341
"1982","3",0.218294806349654
"1982","4",0.210139067382026
"1982","5",0.196589726928652
"1982","6",0.196678845305202
"1982","7",0.207902592788694
"1982","8",0.171842516347238
"1982","9",0.142611591157996
"1982","10",0.109194092587373
"1982","11",0.0953839000040264
"1982","12",0.0853078353599613
"1983","1",0.125870810436463
"1983","2",0.164675757267676
"1983","3",0.207876308040747
"1983","4",0.248229363887099
"1983","5",0.291530244403286
"1983","6",0.326153803027863
"1983","7",0.333135693126912
"1983","8",0.337567878804961
"1983","9",0.412334838057658
"1983","10",0.447563278043968
"1983","11",0.49439897272105
"1983","12",0.482561501087132
"1984","1",0.434439375261717
"1984","2",0.458998627617169
"1984","3",0.46443799687953
"1984","4",0.473820316536479
"1984","5",0.436505323320986
"1984","6",0.394784860525044
"1984","7",0.365510738786439
"1984","8",0.32741177903044
"1984","9",0.241229876389113
"1984","10",0.173342924041714
"1984","11",0.119094995832662
"1984","12",0.0655885822596231
"1985","1",0.0134013882267676
"1985","2",-0.10890271736592
"1985","3",-0.232670405037043
"1985","4",-0.306005182336125
"1985","5",-0.35348984353358
"1985","6",-0.325942453454663
"1985","7",-0.291326323784023
"1985","8",-0.271294497745209
"1985","9",-0.213495865437269
"1985","10",-0.162492331877114
"1985","11",-0.152537681168465
"1985","12",-0.337074871517152
"1986","1",-0.324822571186987
"1986","2",-0.323302042619584
"1986","3",-0.287692967607505
"1986","4",-0.264236579743115
"1986","5",-0.277455934288935
"1986","6",-0.278527731357707
"1986","7",-0.292865625362377
"1986","8",-0.303593371476888
"1986","9",-0.26689981244967
"1986","10",-0.261525193207441
"1986","11",-0.250495802363505
"1986","12",-0.242103646601707
"1987","1",-0.208368740860042
"1987","2",-0.199555434953294
"1987","3",-0.171317728599614
"1987","4",-0.144173353700274
"1987","5",-0.131278886374617
"1987","6",-0.112379858189725
"1987","7",-0.102231175531487
"1987","8",-0.0856005343855693
"1987","9",-0.0345836467224996
"1987","10",0.0259183766910936
"1987","11",0.101520017253181
"1987","12",0.122370369745531
"1988","1",0.122492088903205
"1988","2",0.082721308564181
"1988","3",0.0973191851546143
"1988","4",0.077741131079884
"1988","5",0.0730522066355291
"1988","6",0.0490382748429699
"1988","7",0.0218566931269125
"1988","8",0.0134010129650507
"1988","9",0.015276354968594
"1988","10",0.00881516361330326
"1988","11",-0.00578505659123849
"1988","12",-0.0178467869624738
"1989","1",-0.0514417572072798
"1989","2",-0.302934734840554
"1989","3",-0.537045667720245
"1989","4",-0.57086051266307
"1989","5",-0.544086302947335
"1989","6",-0.508563696972137
"1989","7",-0.471632045317281
"1989","8",-0.473851374859076
"1989","9",-0.454084584152037
"1989","10",-0.348611946307779
"1989","11",-0.275829555463843
"1989","12",-0.246644505677243
"1990","1",-0.194420473667257
"1990","2",-0.254038299665808
"1990","3",-0.313675571891609
"1990","4",-0.336832902741987
"1990","5",-0.337268355934933
"1990","6",-0.323191689080367
"1990","7",-0.334173742047834
"1990","8",-0.313689923337091
"1990","9",-0.277756247624416
"1990","10",-0.235107882609921
"1990","11",-0.219865920740055
"1990","12",-0.232118966782091
"1991","1",-0.324287933081011
"1991","2",-0.347744173397488
"1991","3",-0.334313870087776
"1991","4",-0.34000598616927
"1991","5",-0.350151022789499
"1991","6",-0.363861768561765
"1991","7",-0.37264937733532
"1991","8",-0.377326963359639
"1991","9",-0.3832595678048
"1991","10",-0.38318540910372
"1991","11",-0.400060163130134
"1991","12",-0.382040018078596
"1992","1",-0.339568061604123
"1992","2",-0.30275583856096
"1992","3",-0.233991867269287
"1992","4",-0.168275167679981
"1992","5",-0.149523640602351
"1992","6",-0.120295221211145
"1992","7",-0.0774337877073603
"1992","8",-0.036548202367531
"1992","9",0.0320982591399581
"1992","10",0.073769652903044
"1992","11",0.0916691446488968
"1992","12",0.0805122434772105
"1993","1",0.0207408493316154
"1993","2",-0.039310302484297
"1993","3",-0.0717205515984861
"1993","4",-0.05333118628201
"1993","5",-0.0507756208729264
"1993","6",-0.0390933339507167
"1993","7",-0.00414037564422616
"1993","8",0.0142647378804961
"1993","9",0.0653668064905781
"1993","10",0.112933583568207
"1993","11",0.118733298538412
"1993","12",0.0663415388548881
"1994","1",0.100957370752134
"1994","2",0.0988867352834595
"1994","3",0.0524537471613786
"1994","4",0.0711420459615075
"1994","5",0.0800067968271864
"1994","6",0.0758254738283138
"1994","7",0.0604463081212756
"1994","8",0.0552112891770011
"1994","9",0.0422308053631824
"1994","10",0.0247924973224352
"1994","11",-0.00638961521581573
"1994","12",-0.066055440851989
"1995","1",-0.0623144353358029
"1995","2",-0.0443097421686262
"1995","3",-0.0397665262320825
"1995","4",-0.0291163159325173
"1995","5",-0.00525482831373812
"1995","6",0.0195587196005798
"1995","7",0.0370958582903849
"1995","8",0.0679892046223224
"1995","9",0.0737098684973425
"1995","10",0.107270616262683
"1995","11",0.0765629219882429
"1995","12",0.102495745732002
"1996","1",0.154869409083588
"1996","2",0.117642123107586
"1996","3",0.109795499698019
"1996","4",0.0976126367168626
"1996","5",0.0842819935577388
"1996","6",0.0713963830729586
"1996","7",0.0393582325857626
"1996","8",-0.00976308117249153
"1996","9",-0.126017703092285
"1996","10",-0.237964791854566
"1996","11",-0.300117367752456
"1996","12",-0.337042511877919
"1997","1",-0.334918996778869
"1997","2",-0.298954825595909
"1997","3",-0.273819175048317
"1997","4",-0.281487480532292
"1997","5",-0.282643159768079
"1997","6",-0.260639026171686
"1997","7",-0.275553667076019
"1997","8",-0.271969863585118
"1997","9",-0.234351471412466
"1997","10",-0.225471281708005
"1997","11",-0.233561333930585
"1997","12",-0.180194899702045
"1998","1",-0.0908949201159607
"1998","2",-0.0294223475801257
"1998","3",0.0426732302504429
"1998","4",0.101615019467708
"1998","5",0.15325094057014
"1998","6",0.184218502576905
"1998","7",0.217865547129167
"1998","8",0.227366025930101
"1998","9",0.247678901755516
"1998","10",0.307553177142052
"1998","11",0.363274871255436
"1998","12",0.379906221492994
"1999","1",0.397168986310195
"1999","2",0.381623564483009
"1999","3",0.346619871174907
"1999","4",0.312502194214044
"1999","5",0.253388523433725
"1999","6",0.181418867853116
"1999","7",0.0933118701280399
"1999","8",-0.0235243866967305
"1999","9",-0.218692537928813
"1999","10",-0.35467725916009
"1999","11",-0.3713722245732
"1999","12",-0.333012170277017
"2000","1",-0.289308022708971
"2000","2",-0.304182326723305
"2000","3",-0.283105317100177
"2000","4",-0.260757926417298
"2000","5",-0.260072913995813
"2000","6",-0.265344191335159
"2000","7",-0.25801411408842
"2000","8",-0.270495570462232
"2000","9",-0.288039194636818
"2000","10",-0.292587712373168
"2000","11",-0.291385009240618
"2000","12",-0.295871656748269
"2001","1",-0.262072436463199
"2001","2",-0.258871811503463
"2001","3",-0.253787038633435
"2001","4",-0.271109994624738
"2001","5",-0.275292791109679
"2001","6",-0.265274133274279
"2001","7",-0.236909071811081
"2001","8",-0.238173945321308
"2001","9",-0.237739203655983
"2001","10",-0.230899350479143
"2001","11",-0.204690360988082
"2001","12",-0.17789233544049
"2002","1",-0.12606909937188
"2002","2",-0.136397562349009
"2002","3",-0.163868694214044
"2002","4",-0.195159071851345
"2002","5",-0.207289158640683
"2002","6",-0.213525684570784
"2002","7",-0.213632504731036
"2002","8",-0.226017745208568
"2002","9",-0.223811731840876
"2002","10",-0.243845547773393
"2002","11",-0.23225760619665
"2002","12",-0.177193980874537
"2003","1",-0.117068471412466
"2003","2",-0.0585967280761798
"2003","3",-0.0243986795578999
"2003","4",-0.0109131817724271
"2003","5",-0.0105600177162184
"2003","6",-0.0126910650668384
"2003","7",-0.0152770154412949
"2003","8",-0.0137417001127396
"2003","9",-0.01384286769206
"2003","10",0.00428992291431791
"2003","11",-0.0351601405822193
"2003","12",-0.0274469087212111
"2004","1",-0.0187465762602673
"2004","2",0.00542916594862296
"2004","3",0.0295775166089547
"2004","4",0.0607080656909325
"2004","5",0.0960162827347399
"2004","6",0.100359865598325
"2004","7",0.109200139011918
"2004","8",0.146142136414882
"2004","9",0.180900976727331
"2004","10",0.191621606116122
"2004","11",0.201515207219359
"2004","12",0.200285417096151
"2005","1",0.192836331293284
"2005","2",0.180811747684812
"2005","3",0.201789436563859
"2005","4",0.192269351485746
"2005","5",0.203069740457401
"2005","6",0.212972442824932
"2005","7",0.211875438335481
"2005","8",0.213830456595265
"2005","9",0.222804602431954
"2005","10",0.238673218291995
"2005","11",0.241768677343373
"2005","12",0.22031884888871
"2006","1",0.256183065227895
"2006","2",0.258305828857304
"2006","3",0.232557448401514
"2006","4",0.227353287787889
"2006","5",0.222267603478821
"2006","6",0.228523378563376
"2006","7",0.228962604626349
"2006","8",0.227363235062007
"2006","9",0.257590764776937
"2006","10",0.253228577931229
"2006","11",0.250077224130295
"2006","12",0.211496132428732
"2007","1",0.202960770977613
"2007","2",0.172730556591239
"2007","3",0.136616514917861
"2007","4",0.128679815409084
"2007","5",0.109765353196972
"2007","6",0.101071756240941
