"year","avg_mean","month"
1980,1.14856251200429,1
1980,1.14856251200429,2
1980,1.14856251200429,3
1980,1.14856251200429,4
1980,1.14856251200429,5
1980,1.14856251200429,6
1980,1.14856251200429,7
1980,1.14856251200429,8
1980,1.14856251200429,9
1980,1.14856251200429,10
1980,1.14856251200429,11
1980,1.14856251200429,12
1981,0.151465695245902,1
1981,0.151465695245902,2
1981,0.151465695245902,3
1981,0.151465695245902,4
1981,0.151465695245902,5
1981,0.151465695245902,6
1981,0.151465695245902,7
1981,0.151465695245902,8
1981,0.151465695245902,9
1981,0.151465695245902,10
1981,0.151465695245902,11
1981,0.151465695245902,12
1982,0.803162620163934,1
1982,0.803162620163934,2
1982,0.803162620163934,3
1982,0.803162620163934,4
1982,0.803162620163934,5
1982,0.803162620163934,6
1982,0.803162620163934,7
1982,0.803162620163934,8
1982,0.803162620163934,9
1982,0.803162620163934,10
1982,0.803162620163934,11
1982,0.803162620163934,12
1983,1.00282649655738,1
1983,1.00282649655738,2
1983,1.00282649655738,3
1983,1.00282649655738,4
1983,1.00282649655738,5
1983,1.00282649655738,6
1983,1.00282649655738,7
1983,1.00282649655738,8
1983,1.00282649655738,9
1983,1.00282649655738,10
1983,1.00282649655738,11
1983,1.00282649655738,12
1984,0.409156893169399,1
1984,0.409156893169399,2
1984,0.409156893169399,3
1984,0.409156893169399,4
1984,0.409156893169399,5
1984,0.409156893169399,6
1984,0.409156893169399,7
1984,0.409156893169399,8
1984,0.409156893169399,9
1984,0.409156893169399,10
1984,0.409156893169399,11
1984,0.409156893169399,12
1985,0.888133045300546,1
1985,0.888133045300546,2
1985,0.888133045300546,3
1985,0.888133045300546,4
1985,0.888133045300546,5
1985,0.888133045300546,6
1985,0.888133045300546,7
1985,0.888133045300546,8
1985,0.888133045300546,9
1985,0.888133045300546,10
1985,0.888133045300546,11
1985,0.888133045300546,12
1986,1.14923730180328,1
1986,1.14923730180328,2
1986,1.14923730180328,3
1986,1.14923730180328,4
1986,1.14923730180328,5
1986,1.14923730180328,6
1986,1.14923730180328,7
1986,1.14923730180328,8
1986,1.14923730180328,9
1986,1.14923730180328,10
1986,1.14923730180328,11
1986,1.14923730180328,12
1987,1.17403260453552,1
1987,1.17403260453552,2
1987,1.17403260453552,3
1987,1.17403260453552,4
1987,1.17403260453552,5
1987,1.17403260453552,6
1987,1.17403260453552,7
1987,1.17403260453552,8
1987,1.17403260453552,9
1987,1.17403260453552,10
1987,1.17403260453552,11
1987,1.17403260453552,12
1988,1.50428908530055,1
1988,1.50428908530055,2
1988,1.50428908530055,3
1988,1.50428908530055,4
1988,1.50428908530055,5
1988,1.50428908530055,6
1988,1.50428908530055,7
1988,1.50428908530055,8
1988,1.50428908530055,9
1988,1.50428908530055,10
1988,1.50428908530055,11
1988,1.50428908530055,12
1989,1.07696103229508,1
1989,1.07696103229508,2
1989,1.07696103229508,3
1989,1.07696103229508,4
1989,1.07696103229508,5
1989,1.07696103229508,6
1989,1.07696103229508,7
1989,1.07696103229508,8
1989,1.07696103229508,9
1989,1.07696103229508,10
1989,1.07696103229508,11
1989,1.07696103229508,12
1990,0.797923998743169,1
1990,0.797923998743169,2
1990,0.797923998743169,3
1990,0.797923998743169,4
1990,0.797923998743169,5
1990,0.797923998743169,6
1990,0.797923998743169,7
1990,0.797923998743169,8
1990,0.797923998743169,9
1990,0.797923998743169,10
1990,0.797923998743169,11
1990,0.797923998743169,12
1991,0.637836988251366,1
1991,0.637836988251366,2
1991,0.637836988251366,3
1991,0.637836988251366,4
1991,0.637836988251366,5
1991,0.637836988251366,6
1991,0.637836988251366,7
1991,0.637836988251366,8
1991,0.637836988251366,9
1991,0.637836988251366,10
1991,0.637836988251366,11
1991,0.637836988251366,12
1992,1.04700269327869,1
1992,1.04700269327869,2
1992,1.04700269327869,3
1992,1.04700269327869,4
1992,1.04700269327869,5
1992,1.04700269327869,6
1992,1.04700269327869,7
1992,1.04700269327869,8
1992,1.04700269327869,9
1992,1.04700269327869,10
1992,1.04700269327869,11
1992,1.04700269327869,12
1993,1.15948604453552,1
1993,1.15948604453552,2
1993,1.15948604453552,3
1993,1.15948604453552,4
1993,1.15948604453552,5
1993,1.15948604453552,6
1993,1.15948604453552,7
1993,1.15948604453552,8
1993,1.15948604453552,9
1993,1.15948604453552,10
1993,1.15948604453552,11
1993,1.15948604453552,12
1994,1.33051136442623,1
1994,1.33051136442623,2
1994,1.33051136442623,3
1994,1.33051136442623,4
1994,1.33051136442623,5
1994,1.33051136442623,6
1994,1.33051136442623,7
1994,1.33051136442623,8
1994,1.33051136442623,9
1994,1.33051136442623,10
1994,1.33051136442623,11
1994,1.33051136442623,12
1995,1.30779565830601,1
1995,1.30779565830601,2
1995,1.30779565830601,3
1995,1.30779565830601,4
1995,1.30779565830601,5
1995,1.30779565830601,6
1995,1.30779565830601,7
1995,1.30779565830601,8
1995,1.30779565830601,9
1995,1.30779565830601,10
1995,1.30779565830601,11
1995,1.30779565830601,12
1996,0.317030757759563,1
1996,0.317030757759563,2
1996,0.317030757759563,3
1996,0.317030757759563,4
1996,0.317030757759563,5
1996,0.317030757759563,6
1996,0.317030757759563,7
1996,0.317030757759563,8
1996,0.317030757759563,9
1996,0.317030757759563,10
1996,0.317030757759563,11
1996,0.317030757759563,12
1997,0.765892318415301,1
1997,0.765892318415301,2
1997,0.765892318415301,3
1997,0.765892318415301,4
1997,0.765892318415301,5
1997,0.765892318415301,6
1997,0.765892318415301,7
1997,0.765892318415301,8
1997,0.765892318415301,9
1997,0.765892318415301,10
