"year","avg_mean","month"
"1980",0.216426561709602,1
"1980",0.216426561709602,2
"1980",0.216426561709602,3
"1980",0.216426561709602,4
"1980",0.216426561709602,5
"1980",0.216426561709602,6
"1980",0.216426561709602,7
"1980",0.216426561709602,8
"1980",0.216426561709602,9
"1980",0.216426561709602,10
"1980",0.216426561709602,11
"1980",0.216426561709602,12
"1981",-0.684799452388759,1
"1981",-0.684799452388759,2
"1981",-0.684799452388759,3
"1981",-0.684799452388759,4
"1981",-0.684799452388759,5
"1981",-0.684799452388759,6
"1981",-0.684799452388759,7
"1981",-0.684799452388759,8
"1981",-0.684799452388759,9
"1981",-0.684799452388759,10
"1981",-0.684799452388759,11
"1981",-0.684799452388759,12
"1982",-0.0587717061592505,1
"1982",-0.0587717061592505,2
"1982",-0.0587717061592505,3
"1982",-0.0587717061592505,4
"1982",-0.0587717061592505,5
"1982",-0.0587717061592505,6
"1982",-0.0587717061592505,7
"1982",-0.0587717061592505,8
"1982",-0.0587717061592505,9
"1982",-0.0587717061592505,10
"1982",-0.0587717061592505,11
"1982",-0.0587717061592505,12
"1983",0.0849829269555035,1
"1983",0.0849829269555035,2
"1983",0.0849829269555035,3
"1983",0.0849829269555035,4
"1983",0.0849829269555035,5
"1983",0.0849829269555035,6
"1983",0.0849829269555035,7
"1983",0.0849829269555035,8
"1983",0.0849829269555035,9
"1983",0.0849829269555035,10
"1983",0.0849829269555035,11
"1983",0.0849829269555035,12
"1984",-0.253433554028103,1
"1984",-0.253433554028103,2
"1984",-0.253433554028103,3
"1984",-0.253433554028103,4
"1984",-0.253433554028103,5
"1984",-0.253433554028103,6
"1984",-0.253433554028103,7
"1984",-0.253433554028103,8
"1984",-0.253433554028103,9
"1984",-0.253433554028103,10
"1984",-0.253433554028103,11
"1984",-0.253433554028103,12
"1985",0.334151673185012,1
"1985",0.334151673185012,2
"1985",0.334151673185012,3
"1985",0.334151673185012,4
"1985",0.334151673185012,5
"1985",0.334151673185012,6
"1985",0.334151673185012,7
"1985",0.334151673185012,8
"1985",0.334151673185012,9
"1985",0.334151673185012,10
"1985",0.334151673185012,11
"1985",0.334151673185012,12
"1986",0.389941638758782,1
"1986",0.389941638758782,2
"1986",0.389941638758782,3
"1986",0.389941638758782,4
"1986",0.389941638758782,5
"1986",0.389941638758782,6
"1986",0.389941638758782,7
"1986",0.389941638758782,8
"1986",0.389941638758782,9
"1986",0.389941638758782,10
"1986",0.389941638758782,11
"1986",0.389941638758782,12
"1987",0.115248834168618,1
"1987",0.115248834168618,2
"1987",0.115248834168618,3
"1987",0.115248834168618,4
"1987",0.115248834168618,5
"1987",0.115248834168618,6
"1987",0.115248834168618,7
"1987",0.115248834168618,8
"1987",0.115248834168618,9
"1987",0.115248834168618,10
"1987",0.115248834168618,11
"1987",0.115248834168618,12
"1988",0.372153822037471,1
"1988",0.372153822037471,2
"1988",0.372153822037471,3
"1988",0.372153822037471,4
"1988",0.372153822037471,5
"1988",0.372153822037471,6
"1988",0.372153822037471,7
"1988",0.372153822037471,8
"1988",0.372153822037471,9
"1988",0.372153822037471,10
"1988",0.372153822037471,11
"1988",0.372153822037471,12
"1989",0.0829898512177986,1
"1989",0.0829898512177986,2
"1989",0.0829898512177986,3
"1989",0.0829898512177986,4
"1989",0.0829898512177986,5
"1989",0.0829898512177986,6
"1989",0.0829898512177986,7
"1989",0.0829898512177986,8
"1989",0.0829898512177986,9
"1989",0.0829898512177986,10
"1989",0.0829898512177986,11
"1989",0.0829898512177986,12
"1990",0.477550731217799,1
"1990",0.477550731217799,2
"1990",0.477550731217799,3
"1990",0.477550731217799,4
"1990",0.477550731217799,5
"1990",0.477550731217799,6
"1990",0.477550731217799,7
"1990",0.477550731217799,8
"1990",0.477550731217799,9
"1990",0.477550731217799,10
"1990",0.477550731217799,11
"1990",0.477550731217799,12
"1991",-0.490136642224824,1
"1991",-0.490136642224824,2
"1991",-0.490136642224824,3
"1991",-0.490136642224824,4
"1991",-0.490136642224824,5
"1991",-0.490136642224824,6
"1991",-0.490136642224824,7
"1991",-0.490136642224824,8
"1991",-0.490136642224824,9
"1991",-0.490136642224824,10
"1991",-0.490136642224824,11
"1991",-0.490136642224824,12
"1992",-0.127074638618267,1
"1992",-0.127074638618267,2
"1992",-0.127074638618267,3
"1992",-0.127074638618267,4
"1992",-0.127074638618267,5
"1992",-0.127074638618267,6
"1992",-0.127074638618267,7
"1992",-0.127074638618267,8
"1992",-0.127074638618267,9
"1992",-0.127074638618267,10
"1992",-0.127074638618267,11
"1992",-0.127074638618267,12
"1993",0.205774658430913,1
"1993",0.205774658430913,2
"1993",0.205774658430913,3
"1993",0.205774658430913,4
"1993",0.205774658430913,5
"1993",0.205774658430913,6
"1993",0.205774658430913,7
"1993",0.205774658430913,8
"1993",0.205774658430913,9
"1993",0.205774658430913,10
"1993",0.205774658430913,11
"1993",0.205774658430913,12
"1994",0.569352140070258,1
"1994",0.569352140070258,2
"1994",0.569352140070258,3
"1994",0.569352140070258,4
"1994",0.569352140070258,5
"1994",0.569352140070258,6
"1994",0.569352140070258,7
"1994",0.569352140070258,8
"1994",0.569352140070258,9
"1994",0.569352140070258,10
"1994",0.569352140070258,11
"1994",0.569352140070258,12
"1995",0.453979466299766,1
"1995",0.453979466299766,2
"1995",0.453979466299766,3
"1995",0.453979466299766,4
"1995",0.453979466299766,5
"1995",0.453979466299766,6
"1995",0.453979466299766,7
"1995",0.453979466299766,8
"1995",0.453979466299766,9
"1995",0.453979466299766,10
"1995",0.453979466299766,11
"1995",0.453979466299766,12
