threeday_yrmo,threeday_yr,year,dayofyear,uPAR
5295,442,2006,245,55.315
5296,442,2006,245,55.315
5297,442,2006,245,55.315
5298,442,2006,245,55.315
5299,442,2006,245,55.315
5300,442,2006,245,55.315
5301,442,2006,245,55.315
5302,442,2006,245,55.315
5303,442,2006,245,55.315
5304,442,2006,245,55.315
5305,443,2006,248,53.126
5306,443,2006,248,53.126
5307,443,2006,248,53.126
5308,443,2006,248,53.126
5309,443,2006,248,53.126
5310,443,2006,248,53.126
5311,443,2006,248,53.126
5312,443,2006,248,53.126
5313,443,2006,248,53.126
5314,443,2006,248,53.126
5315,443,2006,248,53.126
5316,443,2006,248,53.126
5317,444,2006,251,49.704
5318,444,2006,251,49.704
5319,444,2006,251,49.704
5320,444,2006,251,49.704
5321,444,2006,251,49.704
5322,444,2006,251,49.704
5323,444,2006,251,49.704
5324,444,2006,251,49.704
5325,444,2006,251,49.704
5326,444,2006,251,49.704
5327,444,2006,251,49.704
5328,444,2006,251,49.704
5329,445,2006,254,43.362
5330,445,2006,254,43.362
5331,445,2006,254,43.362
5332,445,2006,254,43.362
5333,445,2006,254,43.362
5334,445,2006,254,43.362
5335,445,2006,254,43.362
5336,445,2006,254,43.362
5337,445,2006,254,43.362
5338,445,2006,254,43.362
5339,445,2006,254,43.362
5340,445,2006,254,43.362
5341,446,2006,257,36.078
5342,446,2006,257,36.078
5343,446,2006,257,36.078
5344,446,2006,257,36.078
5345,446,2006,257,36.078
5346,446,2006,257,36.078
5347,446,2006,257,36.078
5348,446,2006,257,36.078
5349,446,2006,257,36.078
5350,446,2006,257,36.078
5351,446,2006,257,36.078
5352,446,2006,257,36.078
5353,447,2006,260,29.097
5354,447,2006,260,29.097
5355,447,2006,260,29.097
5356,447,2006,260,29.097
5357,447,2006,260,29.097
5358,447,2006,260,29.097
5359,447,2006,260,29.097
5360,447,2006,260,29.097
5361,447,2006,260,29.097
5362,447,2006,260,29.097
5363,447,2006,260,29.097
5364,447,2006,260,29.097
5365,448,2006,263,25.497
5366,448,2006,263,25.497
5367,448,2006,263,25.497
5368,448,2006,263,25.497
5369,448,2006,263,25.497
5370,448,2006,263,25.497
5371,448,2006,263,25.497
5372,448,2006,263,25.497
5373,448,2006,263,25.497
5374,448,2006,263,25.497
5375,448,2006,263,25.497
5376,448,2006,263,25.497
5377,449,2006,266,44.472
5378,449,2006,266,44.472
5379,449,2006,266,44.472
5380,449,2006,266,44.472
5381,449,2006,266,44.472
5382,449,2006,266,44.472
5383,449,2006,266,44.472
5384,449,2006,266,44.472
5385,449,2006,266,44.472
5386,449,2006,266,44.472
5387,449,2006,266,44.472
5388,449,2006,266,44.472
5389,450,2006,269,41.508
5390,450,2006,269,41.508
5391,450,2006,269,41.508
5392,450,2006,269,41.508
5393,450,2006,269,41.508
5394,450,2006,269,41.508
5395,450,2006,269,41.508
5396,450,2006,269,41.508
5397,450,2006,269,41.508
5398,450,2006,269,41.508
5399,450,2006,269,41.508
5400,450,2006,269,41.508
5401,451,2006,272,42.52
5402,451,2006,272,42.52
5403,451,2006,272,42.52
5404,451,2006,272,42.52
5405,451,2006,272,42.52
5406,451,2006,272,42.52
5407,451,2006,272,42.52
5408,451,2006,272,42.52
5409,451,2006,272,42.52
5410,451,2006,272,42.52
5411,451,2006,272,42.52
5412,451,2006,272,42.52
5413,452,2006,275,37.28
5414,452,2006,275,37.28
5415,452,2006,275,37.28
5416,452,2006,275,37.28
5417,452,2006,275,37.28
5418,452,2006,275,37.28
5419,452,2006,275,37.28
5420,452,2006,275,37.28
5421,452,2006,275,37.28
5422,452,2006,275,37.28
5423,452,2006,275,37.28
5424,452,2006,275,37.28
5425,453,2006,278,36.151
5426,453,2006,278,36.151
5427,453,2006,278,36.151
5428,453,2006,278,36.151
5429,453,2006,278,36.151
5430,453,2006,278,36.151
5431,453,2006,278,36.151
5432,453,2006,278,36.151
5433,453,2006,278,36.151
5434,453,2006,278,36.151
5435,453,2006,278,36.151
5436,453,2006,278,36.151
5437,454,2006,281,27.639
5438,454,2006,281,27.639
5439,454,2006,281,27.639
5440,454,2006,281,27.639
5441,454,2006,281,27.639
5442,454,2006,281,27.639
5443,454,2006,281,27.639
5444,454,2006,281,27.639
5445,454,2006,281,27.639
5446,454,2006,281,27.639
5447,454,2006,281,27.639
5448,454,2006,281,27.639
5449,455,2006,284,35.749
5450,455,2006,284,35.749
5451,455,2006,284,35.749
5452,455,2006,284,35.749
5453,455,2006,284,35.749
5454,455,2006,284,35.749
5455,455,2006,284,35.749
5456,455,2006,284,35.749
5457,455,2006,284,35.749
5458,455,2006,284,35.749
5459,455,2006,284,35.749
5460,455,2006,284,35.749
5461,456,2006,287,28.006
5462,456,2006,287,28.006
5463,456,2006,287,28.006
5464,456,2006,287,28.006
5465,456,2006,287,28.006
5466,456,2006,287,28.006
5467,456,2006,287,28.006
5468,456,2006,287,28.006
5469,456,2006,287,28.006
5470,456,2006,287,28.006
5471,456,2006,287,28.006
5472,456,2006,287,28.006
5473,457,2006,290,29.676
5474,457,2006,290,29.676
5475,457,2006,290,29.676
5476,457,2006,290,29.676
5477,457,2006,290,29.676
5478,457,2006,290,29.676
5479,457,2006,290,29.676
5480,457,2006,290,29.676
5481,457,2006,290,29.676
5482,457,2006,290,29.676
5483,457,2006,290,29.676
5484,457,2006,290,29.676
5485,458,2006,293,23.02
5486,458,2006,293,23.02
5487,458,2006,293,23.02
5488,458,2006,293,23.02
5489,458,2006,293,23.02
5490,458,2006,293,23.02
5491,458,2006,293,23.02
5492,458,2006,293,23.02
5493,458,2006,293,23.02
5494,458,2006,293,23.02
5495,458,2006,293,23.02
5496,458,2006,293,23.02
5497,459,2006,296,25.309
5498,459,2006,296,25.309
5499,459,2006,296,25.309
5500,459,2006,296,25.309
5501,459,2006,296,25.309
5502,459,2006,296,25.309
5503,459,2006,296,25.309
5504,459,2006,296,25.309
5505,459,2006,296,25.309
5506,459,2006,296,25.309
5507,459,2006,296,25.309
5508,459,2006,296,25.309
5509,460,2006,299,14.219
5510,460,2006,299,14.219
5511,460,2006,299,14.219
5512,460,2006,299,14.219
5513,460,2006,299,14.219
5514,460,2006,299,14.219
5515,460,2006,299,14.219
5516,460,2006,299,14.219
5517,460,2006,299,14.219
5518,460,2006,299,14.219
5519,460,2006,299,14.219
5520,460,2006,299,14.219
5521,461,2006,302,22.589
5522,461,2006,302,22.589
5523,461,2006,302,22.589
5524,461,2006,302,22.589
5525,461,2006,302,22.589
5526,461,2006,302,22.589
5527,461,2006,302,22.589
5528,461,2006,302,22.589
5529,461,2006,302,22.589
5530,461,2006,302,22.589
5531,461,2006,302,22.589
5532,461,2006,302,22.589
5533,462,2006,305,23.001
5534,462,2006,305,23.001
5535,462,2006,305,23.001
5536,462,2006,305,23.001
5537,462,2006,305,23.001
5538,462,2006,305,23.001
5539,462,2006,305,23.001
5540,462,2006,305,23.001
5541,462,2006,305,23.001
5542,462,2006,305,23.001
5543,462,2006,305,23.001
5544,462,2006,305,23.001
5545,463,2006,308,5.623
5546,463,2006,308,5.623
5547,463,2006,308,5.623
5548,463,2006,308,5.623
5549,463,2006,308,5.623
5550,463,2006,308,5.623
5551,463,2006,308,5.623
5552,463,2006,308,5.623
5553,463,2006,308,5.623
5554,463,2006,308,5.623
5555,463,2006,308,5.623
5556,463,2006,308,5.623
5557,464,2006,311,9.872
5558,464,2006,311,9.872
5559,464,2006,311,9.872
5560,464,2006,311,9.872
5561,464,2006,311,9.872
5562,464,2006,311,9.872
5563,464,2006,311,9.872
5564,464,2006,311,9.872
5565,464,2006,311,9.872
5566,464,2006,311,9.872
5567,464,2006,311,9.872
5568,464,2006,311,9.872
5569,465,2006,314,12.553
5570,465,2006,314,12.553
5571,465,2006,314,12.553
5572,465,2006,314,12.553
5573,465,2006,314,12.553
5574,465,2006,314,12.553
5575,465,2006,314,12.553
5576,465,2006,314,12.553
5577,465,2006,314,12.553
5578,465,2006,314,12.553
5579,465,2006,314,12.553
5580,465,2006,314,12.553
5581,466,2006,317,8.162
5582,466,2006,317,8.162
5583,466,2006,317,8.162
5584,466,2006,317,8.162
5585,466,2006,317,8.162
5586,466,2006,317,8.162
5587,466,2006,317,8.162
5588,466,2006,317,8.162
5589,466,2006,317,8.162
5590,466,2006,317,8.162
5591,466,2006,317,8.162
5592,466,2006,317,8.162
5593,467,2006,320,8.325
5594,467,2006,320,8.325
5595,467,2006,320,8.325
5596,467,2006,320,8.325
5597,467,2006,320,8.325
5598,467,2006,320,8.325
5599,467,2006,320,8.325
5600,467,2006,320,8.325
5601,467,2006,320,8.325
5602,467,2006,320,8.325
5603,467,2006,320,8.325
5604,467,2006,320,8.325
5605,468,2006,323,8.751
5606,468,2006,323,8.751
5607,468,2006,323,8.751
5608,468,2006,323,8.751
5609,468,2006,323,8.751
5610,468,2006,323,8.751
5611,468,2006,323,8.751
5612,468,2006,323,8.751
5613,468,2006,323,8.751
5614,468,2006,323,8.751
5615,468,2006,323,8.751
5616,468,2006,323,8.751
5617,469,2006,326,7.948
5618,469,2006,326,7.948
5619,469,2006,326,7.948
5620,469,2006,326,7.948
5621,469,2006,326,7.948
5622,469,2006,326,7.948
5623,469,2006,326,7.948
5624,469,2006,326,7.948
5625,469,2006,326,7.948
5626,469,2006,326,7.948
5627,469,2006,326,7.948
5628,469,2006,326,7.948
5629,470,2006,329,10.581
5630,470,2006,329,10.581
5631,470,2006,329,10.581
5632,470,2006,329,10.581
5633,470,2006,329,10.581
5634,470,2006,329,10.581
5635,470,2006,329,10.581
5636,470,2006,329,10.581
5637,470,2006,329,10.581
5638,470,2006,329,10.581
5639,470,2006,329,10.581
5640,470,2006,329,10.581
5641,471,2006,332,12.625
5642,471,2006,332,12.625
5643,471,2006,332,12.625
5644,471,2006,332,12.625
5645,471,2006,332,12.625
5646,471,2006,332,12.625
5647,471,2006,332,12.625
5648,471,2006,332,12.625
5649,471,2006,332,12.625
5650,471,2006,332,12.625
5651,471,2006,332,12.625
5652,471,2006,332,12.625
5653,472,2006,335,9.127
5654,472,2006,335,9.127
5655,472,2006,335,9.127
5656,472,2006,335,9.127
5657,472,2006,335,9.127
5658,472,2006,335,9.127
5659,472,2006,335,9.127
5660,472,2006,335,9.127
5661,472,2006,335,9.127
5662,472,2006,335,9.127
5663,472,2006,335,9.127
5664,472,2006,335,9.127
5665,473,2006,338,6.4
5666,473,2006,338,6.4
5667,473,2006,338,6.4
5668,473,2006,338,6.4
5669,473,2006,338,6.4
5670,473,2006,338,6.4
5671,473,2006,338,6.4
5672,473,2006,338,6.4
5673,473,2006,338,6.4
5674,473,2006,338,6.4
5675,473,2006,338,6.4
5676,473,2006,338,6.4
5677,474,2006,341,7.203
5678,474,2006,341,7.203
5679,474,2006,341,7.203
5680,474,2006,341,7.203
5681,474,2006,341,7.203
5682,474,2006,341,7.203
5683,474,2006,341,7.203
5684,474,2006,341,7.203
5685,474,2006,341,7.203
5686,474,2006,341,7.203
5687,474,2006,341,7.203
5688,474,2006,341,7.203
5689,475,2006,344,3.743
5690,475,2006,344,3.743
5691,475,2006,344,3.743
5692,475,2006,344,3.743
5693,475,2006,344,3.743
5694,475,2006,344,3.743
5695,475,2006,344,3.743
5696,475,2006,344,3.743
5697,475,2006,344,3.743
5698,475,2006,344,3.743
5699,475,2006,344,3.743
5700,475,2006,344,3.743
5701,476,2006,347,8.666
5702,476,2006,347,8.666
5703,476,2006,347,8.666
5704,476,2006,347,8.666
5705,476,2006,347,8.666
5706,476,2006,347,8.666
5707,476,2006,347,8.666
5708,476,2006,347,8.666
5709,476,2006,347,8.666
5710,476,2006,347,8.666
5711,476,2006,347,8.666
5712,476,2006,347,8.666
5713,477,2006,350,6.961
5714,477,2006,350,6.961
5715,477,2006,350,6.961
5716,477,2006,350,6.961
5717,477,2006,350,6.961
5718,477,2006,350,6.961
5719,477,2006,350,6.961
5720,477,2006,350,6.961
5721,477,2006,350,6.961
5722,477,2006,350,6.961
5723,477,2006,350,6.961
5724,477,2006,350,6.961
5725,478,2006,353,4.651
5726,478,2006,353,4.651
5727,478,2006,353,4.651
5728,478,2006,353,4.651
5729,478,2006,353,4.651
5730,478,2006,353,4.651
5731,478,2006,353,4.651
5732,478,2006,353,4.651
5733,478,2006,353,4.651
5734,478,2006,353,4.651
5735,478,2006,353,4.651
5736,478,2006,353,4.651
5737,479,2006,356,8.298
5738,479,2006,356,8.298
5739,479,2006,356,8.298
5740,479,2006,356,8.298
5741,479,2006,356,8.298
5742,479,2006,356,8.298
5743,479,2006,356,8.298
5744,479,2006,356,8.298
5745,479,2006,356,8.298
5746,479,2006,356,8.298
5747,479,2006,356,8.298
5748,479,2006,356,8.298
5749,480,2006,360,7.421
5750,480,2006,360,7.421
5751,480,2006,360,7.421
5752,480,2006,360,7.421
5753,480,2006,360,7.421
5754,480,2006,360,7.421
5755,480,2006,360,7.421
5756,480,2006,360,7.421
5757,480,2006,360,7.421
5758,480,2006,360,7.421
5759,480,2006,360,7.421
5760,480,2006,360,7.421
5761,481,2007,2,3.353
5762,481,2007,2,3.353
5763,481,2007,2,3.353
5764,481,2007,2,3.353
5765,481,2007,2,3.353
5766,481,2007,2,3.353
5767,481,2007,2,3.353
5768,481,2007,2,3.353
5769,481,2007,2,3.353
5770,481,2007,2,3.353
5771,481,2007,2,3.353
5772,481,2007,2,3.353
5773,482,2007,5,6.871
5774,482,2007,5,6.871
5775,482,2007,5,6.871
5776,482,2007,5,6.871
5777,482,2007,5,6.871
5778,482,2007,5,6.871
5779,482,2007,5,6.871
5780,482,2007,5,6.871
5781,482,2007,5,6.871
5782,482,2007,5,6.871
5783,482,2007,5,6.871
5784,482,2007,5,6.871
5785,483,2007,8,4.539
5786,483,2007,8,4.539
5787,483,2007,8,4.539
5788,483,2007,8,4.539
5789,483,2007,8,4.539
5790,483,2007,8,4.539
5791,483,2007,8,4.539
5792,483,2007,8,4.539
5793,483,2007,8,4.539
5794,483,2007,8,4.539
5795,483,2007,8,4.539
5796,483,2007,8,4.539
5797,484,2007,11,10.588
5798,484,2007,11,10.588
5799,484,2007,11,10.588
5800,484,2007,11,10.588
5801,484,2007,11,10.588
5802,484,2007,11,10.588
5803,484,2007,11,10.588
5804,484,2007,11,10.588
5805,484,2007,11,10.588
5806,484,2007,11,10.588
5807,484,2007,11,10.588
5808,484,2007,11,10.588
5809,485,2007,14,11.153
5810,485,2007,14,11.153
5811,485,2007,14,11.153
5812,485,2007,14,11.153
5813,485,2007,14,11.153
5814,485,2007,14,11.153
5815,485,2007,14,11.153
5816,485,2007,14,11.153
5817,485,2007,14,11.153
5818,485,2007,14,11.153
5819,485,2007,14,11.153
5820,485,2007,14,11.153
5821,486,2007,17,8.188
5822,486,2007,17,8.188
5823,486,2007,17,8.188
5824,486,2007,17,8.188
5825,486,2007,17,8.188
5826,486,2007,17,8.188
5827,486,2007,17,8.188
5828,486,2007,17,8.188
5829,486,2007,17,8.188
5830,486,2007,17,8.188
5831,486,2007,17,8.188
5832,486,2007,17,8.188
5833,487,2007,20,8.169
5834,487,2007,20,8.169
5835,487,2007,20,8.169
5836,487,2007,20,8.169
5837,487,2007,20,8.169
5838,487,2007,20,8.169
5839,487,2007,20,8.169
5840,487,2007,20,8.169
5841,487,2007,20,8.169
5842,487,2007,20,8.169
5843,487,2007,20,8.169
5844,487,2007,20,8.169
5845,488,2007,23,4.719
5846,488,2007,23,4.719
5847,488,2007,23,4.719
5848,488,2007,23,4.719
5849,488,2007,23,4.719
5850,488,2007,23,4.719
5851,488,2007,23,4.719
5852,488,2007,23,4.719
5853,488,2007,23,4.719
5854,488,2007,23,4.719
5855,488,2007,23,4.719
5856,488,2007,23,4.719
5857,489,2007,26,14.477
5858,489,2007,26,14.477
5859,489,2007,26,14.477
5860,489,2007,26,14.477
5861,489,2007,26,14.477
5862,489,2007,26,14.477
5863,489,2007,26,14.477
5864,489,2007,26,14.477
5865,489,2007,26,14.477
5866,489,2007,26,14.477
5867,489,2007,26,14.477
5868,489,2007,26,14.477
5869,490,2007,29,15.672
5870,490,2007,29,15.672
5871,490,2007,29,15.672
5872,490,2007,29,15.672
5873,490,2007,29,15.672
5874,490,2007,29,15.672
5875,490,2007,29,15.672
5876,490,2007,29,15.672
5877,490,2007,29,15.672
5878,490,2007,29,15.672
5879,490,2007,29,15.672
5880,490,2007,29,15.672
5881,491,2007,32,19.216
5882,491,2007,32,19.216
5883,491,2007,32,19.216
5884,491,2007,32,19.216
5885,491,2007,32,19.216
5886,491,2007,32,19.216
5887,491,2007,32,19.216
5888,491,2007,32,19.216
5889,491,2007,32,19.216
5890,491,2007,32,19.216
5891,491,2007,32,19.216
5892,491,2007,32,19.216
5893,492,2007,35,5.425
5894,492,2007,35,5.425
5895,492,2007,35,5.425
5896,492,2007,35,5.425
5897,492,2007,35,5.425
5898,492,2007,35,5.425
5899,492,2007,35,5.425
5900,492,2007,35,5.425
5901,492,2007,35,5.425
5902,492,2007,35,5.425
5903,492,2007,35,5.425
5904,492,2007,35,5.425
5905,493,2007,38,9.815
5906,493,2007,38,9.815
5907,493,2007,38,9.815
5908,493,2007,38,9.815
5909,493,2007,38,9.815
5910,493,2007,38,9.815
5911,493,2007,38,9.815
5912,493,2007,38,9.815
5913,493,2007,38,9.815
5914,493,2007,38,9.815
5915,493,2007,38,9.815
5916,493,2007,38,9.815
5917,494,2007,41,13.848
5918,494,2007,41,13.848
5919,494,2007,41,13.848
5920,494,2007,41,13.848
5921,494,2007,41,13.848
5922,494,2007,41,13.848
5923,494,2007,41,13.848
5924,494,2007,41,13.848
5925,494,2007,41,13.848
5926,494,2007,41,13.848
5927,494,2007,41,13.848
5928,494,2007,41,13.848
5929,495,2007,44,14.775
5930,495,2007,44,14.775
5931,495,2007,44,14.775
5932,495,2007,44,14.775
5933,495,2007,44,14.775
5934,495,2007,44,14.775
5935,495,2007,44,14.775
5936,495,2007,44,14.775
5937,495,2007,44,14.775
5938,495,2007,44,14.775
5939,495,2007,44,14.775
5940,495,2007,44,14.775
5941,496,2007,47,12.763
5942,496,2007,47,12.763
5943,496,2007,47,12.763
5944,496,2007,47,12.763
5945,496,2007,47,12.763
5946,496,2007,47,12.763
5947,496,2007,47,12.763
5948,496,2007,47,12.763
5949,496,2007,47,12.763
5950,496,2007,47,12.763
5951,496,2007,47,12.763
5952,496,2007,47,12.763
5953,497,2007,50,11.757
5954,497,2007,50,11.757
5955,497,2007,50,11.757
5956,497,2007,50,11.757
5957,497,2007,50,11.757
5958,497,2007,50,11.757
5959,497,2007,50,11.757
5960,497,2007,50,11.757
5961,497,2007,50,11.757
5962,497,2007,50,11.757
5963,497,2007,50,11.757
5964,497,2007,50,11.757
5965,498,2007,53,20.381
5966,498,2007,53,20.381
5967,498,2007,53,20.381
5968,498,2007,53,20.381
5969,498,2007,53,20.381
5970,498,2007,53,20.381
5971,498,2007,53,20.381
5972,498,2007,53,20.381
5973,498,2007,53,20.381
5974,498,2007,53,20.381
5975,498,2007,53,20.381
5976,498,2007,53,20.381
5977,499,2007,56,9.616
5978,499,2007,56,9.616
5979,499,2007,56,9.616
5980,499,2007,56,9.616
5981,499,2007,56,9.616
5982,499,2007,56,9.616
5983,499,2007,56,9.616
5984,499,2007,56,9.616
5985,499,2007,56,9.616
5986,499,2007,56,9.616
5987,499,2007,56,9.616
5988,499,2007,56,9.616
5989,500,2007,59,21.656
5990,500,2007,59,21.656
5991,500,2007,59,21.656
5992,500,2007,59,21.656
5993,500,2007,59,21.656
5994,500,2007,59,21.656
5995,500,2007,59,21.656
5996,500,2007,59,21.656
5997,500,2007,59,21.656
5998,500,2007,59,21.656
5999,500,2007,59,21.656
6000,500,2007,59,21.656
6001,501,2007,62,10.979
6002,501,2007,62,10.979
6003,501,2007,62,10.979
6004,501,2007,62,10.979
6005,501,2007,62,10.979
6006,501,2007,62,10.979
6007,501,2007,62,10.979
6008,501,2007,62,10.979
6009,501,2007,62,10.979
6010,501,2007,62,10.979
6011,501,2007,62,10.979
6012,501,2007,62,10.979
6013,502,2007,65,19.4
6014,502,2007,65,19.4
6015,502,2007,65,19.4
6016,502,2007,65,19.4
6017,502,2007,65,19.4
6018,502,2007,65,19.4
6019,502,2007,65,19.4
6020,502,2007,65,19.4
6021,502,2007,65,19.4
6022,502,2007,65,19.4
6023,502,2007,65,19.4
6024,502,2007,65,19.4
6025,503,2007,68,15.271
6026,503,2007,68,15.271
6027,503,2007,68,15.271
6028,503,2007,68,15.271
6029,503,2007,68,15.271
6030,503,2007,68,15.271
6031,503,2007,68,15.271
6032,503,2007,68,15.271
6033,503,2007,68,15.271
6034,503,2007,68,15.271
6035,503,2007,68,15.271
6036,503,2007,68,15.271
6037,504,2007,71,16.147
6038,504,2007,71,16.147
6039,504,2007,71,16.147
6040,504,2007,71,16.147
6041,504,2007,71,16.147
6042,504,2007,71,16.147
6043,504,2007,71,16.147
6044,504,2007,71,16.147
6045,504,2007,71,16.147
6046,504,2007,71,16.147
6047,504,2007,71,16.147
6048,504,2007,71,16.147
6049,505,2007,74,26.417
6050,505,2007,74,26.417
6051,505,2007,74,26.417
6052,505,2007,74,26.417
6053,505,2007,74,26.417
6054,505,2007,74,26.417
6055,505,2007,74,26.417
6056,505,2007,74,26.417
6057,505,2007,74,26.417
6058,505,2007,74,26.417
6059,505,2007,74,26.417
6060,505,2007,74,26.417
6061,506,2007,77,13.505
6062,506,2007,77,13.505
6063,506,2007,77,13.505
6064,506,2007,77,13.505
6065,506,2007,77,13.505
6066,506,2007,77,13.505
6067,506,2007,77,13.505
6068,506,2007,77,13.505
6069,506,2007,77,13.505
6070,506,2007,77,13.505
6071,506,2007,77,13.505
6072,506,2007,77,13.505
6073,507,2007,80,22.273
6074,507,2007,80,22.273
6075,507,2007,80,22.273
6076,507,2007,80,22.273
6077,507,2007,80,22.273
6078,507,2007,80,22.273
6079,507,2007,80,22.273
6080,507,2007,80,22.273
6081,507,2007,80,22.273
6082,507,2007,80,22.273
6083,507,2007,80,22.273
6084,507,2007,80,22.273
6085,508,2007,83,10.409
6086,508,2007,83,10.409
6087,508,2007,83,10.409
6088,508,2007,83,10.409
6089,508,2007,83,10.409
6090,508,2007,83,10.409
6091,508,2007,83,10.409
6092,508,2007,83,10.409
6093,508,2007,83,10.409
6094,508,2007,83,10.409
6095,508,2007,83,10.409
6096,508,2007,83,10.409
6097,509,2007,86,34.493
6098,509,2007,86,34.493
6099,509,2007,86,34.493
6100,509,2007,86,34.493
6101,509,2007,86,34.493
6102,509,2007,86,34.493
6103,509,2007,86,34.493
6104,509,2007,86,34.493
6105,509,2007,86,34.493
6106,509,2007,86,34.493
6107,509,2007,86,34.493
6108,509,2007,86,34.493
6109,510,2007,89,25.352
6110,510,2007,89,25.352
6111,510,2007,89,25.352
6112,510,2007,89,25.352
6113,510,2007,89,25.352
6114,510,2007,89,25.352
6115,510,2007,89,25.352
6116,510,2007,89,25.352
6117,510,2007,89,25.352
6118,510,2007,89,25.352
6119,510,2007,89,25.352
6120,510,2007,89,25.352
6121,511,2007,92,41.129
6122,511,2007,92,41.129
6123,511,2007,92,41.129
6124,511,2007,92,41.129
6125,511,2007,92,41.129
6126,511,2007,92,41.129
6127,511,2007,92,41.129
6128,511,2007,92,41.129
6129,511,2007,92,41.129
6130,511,2007,92,41.129
6131,511,2007,92,41.129
6132,511,2007,92,41.129
6133,512,2007,95,27.238
6134,512,2007,95,27.238
6135,512,2007,95,27.238
6136,512,2007,95,27.238
6137,512,2007,95,27.238
6138,512,2007,95,27.238
6139,512,2007,95,27.238
6140,512,2007,95,27.238
6141,512,2007,95,27.238
6142,512,2007,95,27.238
6143,512,2007,95,27.238
6144,512,2007,95,27.238
6145,513,2007,98,23.84
6146,513,2007,98,23.84
6147,513,2007,98,23.84
6148,513,2007,98,23.84
6149,513,2007,98,23.84
6150,513,2007,98,23.84
6151,513,2007,98,23.84
6152,513,2007,98,23.84
6153,513,2007,98,23.84
6154,513,2007,98,23.84
6155,513,2007,98,23.84
6156,513,2007,98,23.84
6157,514,2007,101,36.088
6158,514,2007,101,36.088
6159,514,2007,101,36.088
6160,514,2007,101,36.088
6161,514,2007,101,36.088
6162,514,2007,101,36.088
6163,514,2007,101,36.088
6164,514,2007,101,36.088
6165,514,2007,101,36.088
6166,514,2007,101,36.088
6167,514,2007,101,36.088
6168,514,2007,101,36.088
6169,515,2007,104,26.537
6170,515,2007,104,26.537
6171,515,2007,104,26.537
6172,515,2007,104,26.537
6173,515,2007,104,26.537
6174,515,2007,104,26.537
6175,515,2007,104,26.537
6176,515,2007,104,26.537
6177,515,2007,104,26.537
6178,515,2007,104,26.537
6179,515,2007,104,26.537
6180,515,2007,104,26.537
6181,516,2007,107,23.256
6182,516,2007,107,23.256
6183,516,2007,107,23.256
6184,516,2007,107,23.256
6185,516,2007,107,23.256
6186,516,2007,107,23.256
6187,516,2007,107,23.256
6188,516,2007,107,23.256
6189,516,2007,107,23.256
6190,516,2007,107,23.256
6191,516,2007,107,23.256
6192,516,2007,107,23.256
6193,517,2007,110,51.942
6194,517,2007,110,51.942
6195,517,2007,110,51.942
6196,517,2007,110,51.942
6197,517,2007,110,51.942
6198,517,2007,110,51.942
6199,517,2007,110,51.942
6200,517,2007,110,51.942
6201,517,2007,110,51.942
6202,517,2007,110,51.942
6203,517,2007,110,51.942
6204,517,2007,110,51.942
6205,518,2007,113,41.228
6206,518,2007,113,41.228
6207,518,2007,113,41.228
6208,518,2007,113,41.228
6209,518,2007,113,41.228
6210,518,2007,113,41.228
6211,518,2007,113,41.228
6212,518,2007,113,41.228
6213,518,2007,113,41.228
6214,518,2007,113,41.228
6215,518,2007,113,41.228
6216,518,2007,113,41.228
6217,519,2007,116,23.137
6218,519,2007,116,23.137
6219,519,2007,116,23.137
6220,519,2007,116,23.137
6221,519,2007,116,23.137
6222,519,2007,116,23.137
6223,519,2007,116,23.137
6224,519,2007,116,23.137
6225,519,2007,116,23.137
6226,519,2007,116,23.137
6227,519,2007,116,23.137
6228,519,2007,116,23.137
6229,520,2007,119,50.721
6230,520,2007,119,50.721
6231,520,2007,119,50.721
6232,520,2007,119,50.721
6233,520,2007,119,50.721
6234,520,2007,119,50.721
6235,520,2007,119,50.721
6236,520,2007,119,50.721
6237,520,2007,119,50.721
6238,520,2007,119,50.721
6239,520,2007,119,50.721
6240,520,2007,119,50.721
6241,521,2007,122,27.16
6242,521,2007,122,27.16
6243,521,2007,122,27.16
6244,521,2007,122,27.16
6245,521,2007,122,27.16
6246,521,2007,122,27.16
6247,521,2007,122,27.16
6248,521,2007,122,27.16
6249,521,2007,122,27.16
6250,521,2007,122,27.16
6251,521,2007,122,27.16
6252,521,2007,122,27.16
6253,522,2007,125,42.922
6254,522,2007,125,42.922
6255,522,2007,125,42.922
6256,522,2007,125,42.922
6257,522,2007,125,42.922
6258,522,2007,125,42.922
6259,522,2007,125,42.922
6260,522,2007,125,42.922
6261,522,2007,125,42.922
6262,522,2007,125,42.922
6263,522,2007,125,42.922
6264,522,2007,125,42.922
6265,523,2007,128,43.857
6266,523,2007,128,43.857
6267,523,2007,128,43.857
6268,523,2007,128,43.857
6269,523,2007,128,43.857
6270,523,2007,128,43.857
6271,523,2007,128,43.857
6272,523,2007,128,43.857
6273,523,2007,128,43.857
6274,523,2007,128,43.857
6275,523,2007,128,43.857
6276,523,2007,128,43.857
6277,524,2007,131,59.87
6278,524,2007,131,59.87
6279,524,2007,131,59.87
6280,524,2007,131,59.87
6281,524,2007,131,59.87
6282,524,2007,131,59.87
6283,524,2007,131,59.87
6284,524,2007,131,59.87
6285,524,2007,131,59.87
6286,524,2007,131,59.87
6287,524,2007,131,59.87
6288,524,2007,131,59.87
6289,525,2007,134,56.273
6290,525,2007,134,56.273
6291,525,2007,134,56.273
