Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,20.29074384329677,14.428571428571429,411.7142857142857,-11.714285714285714,0.5170264030962466,0.6755417956656347,18.926954108802995,13.252839510913908
C09,15.350603429214946,11.487179487179487,235.64102564102564,-4.051282051282051,0.32337675667100535,0.5538194999723254,11.695905879096149,13.617774670710649
