rank,run_tag,scenario,C09_Bias,sat_Bias,C09_MAE,sat_MAE,C09_MSE,sat_MSE,C09_Model StdDev,sat_Model StdDev,C09_Obs StdDev,sat_Obs StdDev,C09_R,sat_R,C09_RMSE,sat_RMSE,C09_Willmott Skill,sat_Willmott Skill,C09_Categorical Agreement_Count,C09_Timing Window Overlap_Count,sat_Categorical Agreement_Count,sat_Timing Window Overlap_Count,C09_Categorical Agreement_Proportion,C09_Timing Window Overlap_Proportion,sat_Categorical Agreement_Proportion,sat_Timing Window Overlap_Proportion,C09_Categorical Agreement_Total,C09_Timing Window Overlap_Total,sat_Categorical Agreement_Total,sat_Timing Window Overlap_Total,region,vars,avg_method,log_transform,mean_or_median,exclude_dec_jan,status,score
1,bt_SGC3_PP123_all_lin_med_exdj0,SC206,-7.743589743589744,-0.1428571428571428,16.82051282051282,9.0,543.7948717948718,104.0,19.468074305379133,14.642160262162722,11.695905879096149,18.926954108802995,0.0701995960581416,0.8455243540168259,23.319409765147828,10.198039027185567,0.3484937829601995,0.9012323802298634,14,15,11,3,0.358974358974359,0.3846153846153846,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,all,0,median,0,ok,16.7587243961667
2,bt_SGC2_PP123_all_lin_med_exdj0,SC206,-7.743589743589744,-1.0,16.82051282051282,9.857142857142858,543.7948717948718,126.28571428571428,19.468074305379133,14.835320512003694,11.695905879096149,18.926954108802995,0.0701995960581416,0.806714551655303,23.319409765147828,11.237691679598363,0.3484937829601995,0.880163614457498,14,15,11,2,0.358974358974359,0.3846153846153846,0.7857142857142857,0.1428571428571428,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,all,0,median,0,ok,17.278550722373097
3,bt_SGC3_PP123_ann_lin_mean_exdj0,SC206,-7.743589743589744,-1.6428571428571428,16.82051282051282,9.642857142857142,543.7948717948718,128.21428571428572,19.468074305379133,14.162324264449976,11.695905879096149,18.926954108802995,0.0701995960581416,0.8082191038382257,23.319409765147828,11.323174718880113,0.3484937829601995,0.8748863799624751,14,15,11,3,0.358974358974359,0.3846153846153846,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,mean,0,ok,17.32129224201397
4,bt_SGC2_PP123_all_log_med_exdj0,SC206,-7.743589743589744,-0.5714285714285714,16.82051282051282,9.857142857142858,543.7948717948718,129.28571428571428,19.468074305379133,15.025997878507034,11.695905879096149,18.926954108802995,0.0701995960581416,0.8000295797574172,23.319409765147828,11.37038760490223,0.3484937829601995,0.8778956585428983,14,15,11,3,0.358974358974359,0.3846153846153846,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,all,1,median,0,ok,17.34489868502503
5,bt_SGC2_PP123_ann_lin_med_exdj0,SC206,-7.743589743589744,1.5714285714285714,16.82051282051282,10.714285714285714,543.7948717948718,157.14285714285714,19.468074305379133,13.197286362996705,11.695905879096149,18.926954108802995,0.0701995960581416,0.7561009401691852,23.319409765147828,12.535663410560174,0.3484937829601995,0.8340297514757188,14,15,10,3,0.358974358974359,0.3846153846153846,0.7142857142857143,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,median,0,ok,17.927536587854
6,bt_SGC4_PP1_ann_lin_mean_exdj0,SC206,-7.743589743589744,-2.9285714285714284,16.82051282051282,11.214285714285714,543.7948717948718,159.92857142857142,19.468074305379133,15.61788613567594,11.695905879096149,18.926954108802995,0.0701995960581416,0.7625125537690525,23.319409765147828,12.646286863288031,0.3484937829601995,0.8544439240743124,14,15,11,3,0.358974358974359,0.3846153846153846,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC4,PP1-DIA,annual,0,mean,0,ok,17.98284831421793
7,bt_SGC2_PP123_ann_log_med_exdj0,SC206,-7.743589743589744,2.2142857142857144,16.82051282051282,10.928571428571429,543.7948717948718,165.07142857142858,19.468074305379133,12.999215046945515,11.695905879096149,18.926954108802995,0.0701995960581416,0.7459101364276032,23.319409765147828,12.848012631198204,0.3484937829601995,0.8211156202954367,14,15,10,3,0.358974358974359,0.3846153846153846,0.7142857142857143,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,annual,1,median,0,ok,18.083711198173017
8,bt_SGC3_PP123_all_log_med_exdj0,SC206,-7.743589743589744,2.4285714285714284,16.82051282051282,11.142857142857142,543.7948717948718,165.28571428571428,19.468074305379133,13.00804303780816,11.695905879096149,18.926954108802995,0.0701995960581416,0.7474554902067887,23.319409765147828,12.856349181852298,0.3484937829601995,0.820920179607334,14,15,10,4,0.358974358974359,0.3846153846153846,0.7142857142857143,0.2857142857142857,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,all,1,median,0,ok,18.087879473500063
9,bt_SGC3_PP123_ann_lin_med_exdj0,SC206,-7.743589743589744,2.2142857142857144,16.82051282051282,11.357142857142858,543.7948717948718,167.64285714285714,19.468074305379133,12.648303911463175,11.695905879096149,18.926954108802995,0.0701995960581416,0.74243628542038,23.319409765147828,12.947696982199464,0.3484937829601995,0.8163428262983824,14,15,10,3,0.358974358974359,0.3846153846153846,0.7142857142857143,0.2142857142857142,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,median,0,ok,18.133553373673646
10,bt_SGC3_PP1_ann_lin_mean_exdj0,SC206,-7.743589743589744,-0.5714285714285714,16.82051282051282,11.0,543.7948717948718,171.71428571428572,19.468074305379133,12.95852882806359,11.695905879096149,18.926954108802995,0.0701995960581416,0.7232271444738357,23.319409765147828,13.10397976624986,0.3484937829601995,0.8099512761769546,14,15,10,4,0.358974358974359,0.3846153846153846,0.7142857142857143,0.2857142857142857,39,39,14,14,SGC3,PP1-DIA,annual,0,mean,0,ok,18.211694765698844
11,bt_SGC4_PP123_all_log_med_exdj0,SC206,-7.743589743589744,-0.5714285714285714,16.82051282051282,10.0,543.7948717948718,175.57142857142858,19.468074305379133,17.0313336685831,11.695905879096149,18.926954108802995,0.0701995960581416,0.7337508229722324,23.319409765147828,13.250336922940058,0.3484937829601995,0.8543534228916726,14,15,10,4,0.358974358974359,0.3846153846153846,0.7142857142857143,0.2857142857142857,39,39,14,14,SGC4,PP1-DIA;PP2-NAN;PP3-PIC,all,1,median,0,ok,18.284873344043945
12,bt_SGC3_PP123_ann_log_med_exdj0,SC206,-7.743589743589744,3.7142857142857135,16.82051282051282,12.142857142857142,543.7948717948718,184.14285714285717,19.468074305379133,14.305878626121016,11.695905879096149,18.926954108802995,0.0701995960581416,0.7248690558639171,23.319409765147828,13.569924728710072,0.3484937829601995,0.816489531701251,14,15,9,2,0.358974358974359,0.3846153846153846,0.6428571428571429,0.1428571428571428,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,annual,1,median,0,ok,18.44466724692895
13,bt_SGC2_PP123_ann_lin_mean_exdj0,SC206,-7.743589743589744,-3.142857142857143,16.82051282051282,11.142857142857142,543.7948717948718,200.42857142857144,19.468074305379133,15.701455801476316,11.695905879096149,18.926954108802995,0.0701995960581416,0.6969063589368331,23.319409765147828,14.157279803287476,0.3484937829601995,0.8214294063405068,14,15,10,3,0.358974358974359,0.3846153846153846,0.7142857142857143,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,mean,0,ok,18.738344784217652
