rank,run_tag,scenario,C09_Bias,sat_Bias,C09_MAE,sat_MAE,C09_MSE,sat_MSE,C09_Model StdDev,sat_Model StdDev,C09_Obs StdDev,sat_Obs StdDev,C09_R,sat_R,C09_RMSE,sat_RMSE,C09_Willmott Skill,sat_Willmott Skill,C09_Categorical Agreement_Count,C09_Timing Window Overlap_Count,sat_Categorical Agreement_Count,sat_Timing Window Overlap_Count,C09_Categorical Agreement_Proportion,C09_Timing Window Overlap_Proportion,sat_Categorical Agreement_Proportion,sat_Timing Window Overlap_Proportion,C09_Categorical Agreement_Total,C09_Timing Window Overlap_Total,sat_Categorical Agreement_Total,sat_Timing Window Overlap_Total,region,vars,avg_method,log_transform,mean_or_median,exclude_dec_jan,status,score
1,bt_SGC3_PP123_all_log_med_exdj0,SC204,-11.58974358974359,-1.2142857142857142,18.46153846153846,9.642857142857142,595.4871794871794,129.92857142857142,19.295889742293447,14.381110059053588,11.695905879096149,18.926954108802995,0.1062564999026593,0.801996506308659,24.402605997867923,11.398621470536312,0.3578627783941956,0.873289253519585,14,12,11,3,0.358974358974359,0.3076923076923077,0.7857142857142857,0.2142857142857142,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,all,1,median,0,ok,17.900613734202118
2,bt_SGC3_PP123_all_lin_med_exdj0,SC204,-11.58974358974359,-2.2857142857142856,18.46153846153846,9.857142857142858,595.4871794871794,137.85714285714286,19.295889742293447,14.617050429731236,11.695905879096149,18.926954108802995,0.1062564999026593,0.7938644322110521,24.402605997867923,11.74125814626111,0.3578627783941956,0.8680098758815509,14,12,11,2,0.358974358974359,0.3076923076923077,0.7857142857142857,0.1428571428571428,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,all,0,median,0,ok,18.071932072064516
3,bt_SGC3_PP123_ann_log_med_exdj0,SC204,-11.58974358974359,3.2857142857142856,18.46153846153846,11.714285714285714,595.4871794871794,175.14285714285714,19.295889742293447,14.547774919280297,11.695905879096149,18.926954108802995,0.1062564999026593,0.7363858206956061,24.402605997867923,13.234154946306814,0.3578627783941956,0.8283595095985988,14,12,9,2,0.358974358974359,0.3076923076923077,0.6428571428571429,0.1428571428571428,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,annual,1,median,0,ok,18.81838047208737
4,bt_SGC2_PP123_ann_log_med_exdj0,SC204,-11.58974358974359,-1.6428571428571428,18.46153846153846,10.928571428571429,595.4871794871794,192.5,19.295889742293447,16.548629636835276,11.695905879096149,18.926954108802995,0.1062564999026593,0.7060413729365689,24.402605997867923,13.874436925511608,0.3578627783941956,0.8366676767614301,14,12,10,3,0.358974358974359,0.3076923076923077,0.7142857142857143,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,annual,1,median,0,ok,19.138521461689766
5,bt_SGC2_PP123_ann_lin_med_exdj0,SC204,-11.58974358974359,-2.2857142857142856,18.46153846153846,11.142857142857142,595.4871794871794,195.7142857142857,19.295889742293447,16.042831700781253,11.695905879096149,18.926954108802995,0.1062564999026593,0.7000222791549737,24.402605997867923,13.98979219696582,0.3578627783941956,0.8294348712059232,14,12,10,3,0.358974358974359,0.3076923076923077,0.7142857142857143,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,median,0,ok,19.196199097416873
6,bt_SGC2_PP123_all_lin_med_exdj0,SC204,-11.58974358974359,-3.357142857142857,18.46153846153846,11.357142857142858,595.4871794871794,207.92857142857144,19.295889742293447,15.53534482319302,11.695905879096149,18.926954108802995,0.1062564999026593,0.685149655024701,24.402605997867923,14.41972854905984,0.3578627783941956,0.811897339325653,14,12,10,2,0.358974358974359,0.3076923076923077,0.7142857142857143,0.1428571428571428,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,all,0,median,0,ok,19.41116727346388
7,bt_SGC2_PP123_all_log_med_exdj0,SC204,-11.58974358974359,-3.357142857142857,18.46153846153846,11.357142857142858,595.4871794871794,207.92857142857144,19.295889742293447,15.53534482319302,11.695905879096149,18.926954108802995,0.1062564999026593,0.685149655024701,24.402605997867923,14.41972854905984,0.3578627783941956,0.811897339325653,14,12,10,2,0.358974358974359,0.3076923076923077,0.7142857142857143,0.1428571428571428,39,39,14,14,SGC2,PP1-DIA;PP2-NAN;PP3-PIC,all,1,median,0,ok,19.41116727346388
8,bt_SGC2_PP1_ann_lin_mean_exdj0,SC204,-11.58974358974359,-4.214285714285714,18.46153846153846,11.642857142857142,595.4871794871794,210.92857142857144,19.295889742293447,15.664857327854628,11.695905879096149,18.926954108802995,0.1062564999026593,0.6921847259914666,24.402605997867923,14.523380165394398,0.3578627783941956,0.812873097654593,14,12,10,3,0.358974358974359,0.3076923076923077,0.7142857142857143,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA,annual,0,mean,0,ok,19.46299308163116
9,bt_SGC3_PP123_ann_lin_med_exdj0,SC204,-11.58974358974359,-1.4285714285714286,18.46153846153846,11.571428571428571,595.4871794871794,219.28571428571428,19.295889742293447,14.092442612106328,11.695905879096149,18.926954108802995,0.1062564999026593,0.6365715020691974,24.402605997867923,14.808298831591504,0.3578627783941956,0.7780548260497506,14,12,9,3,0.358974358974359,0.3076923076923077,0.6428571428571429,0.2142857142857142,39,39,14,14,SGC3,PP1-DIA;PP2-NAN;PP3-PIC,annual,0,median,0,ok,19.60545241472971
10,bt_SGC3_PP1_ann_lin_mean_exdj0,SC204,-11.58974358974359,-2.9285714285714284,18.46153846153846,12.928571428571429,595.4871794871794,249.5,19.295889742293447,14.012385192232983,11.695905879096149,18.926954108802995,0.1062564999026593,0.591325678088103,24.402605997867923,15.795568998931314,0.3578627783941956,0.7433589439086417,14,12,9,3,0.358974358974359,0.3076923076923077,0.6428571428571429,0.2142857142857142,39,39,14,14,SGC3,PP1-DIA,annual,0,mean,0,ok,20.09908749839962
11,bt_SGC2_PP1_ann_lin_med_exdj0,SC204,-11.58974358974359,-8.071428571428571,18.46153846153846,12.071428571428571,595.4871794871794,276.5,19.295889742293447,14.86469588230682,11.695905879096149,18.926954108802995,0.1062564999026593,0.6537148422915945,24.402605997867923,16.62828914831589,0.3578627783941956,0.7622852717103193,14,12,11,2,0.358974358974359,0.3076923076923077,0.7857142857142857,0.1428571428571428,39,39,14,14,SGC2,PP1-DIA,annual,0,median,0,ok,20.515447573091905
12,bt_SGC3_PP1_ann_lin_med_exdj0,SC204,-11.58974358974359,-6.357142857142857,18.46153846153846,12.928571428571429,595.4871794871794,291.92857142857144,19.295889742293447,16.99759887004452,11.695905879096149,18.926954108802995,0.1062564999026593,0.6148848993794818,24.402605997867923,17.08591734231942,0.3578627783941956,0.7641809041912431,14,12,10,2,0.358974358974359,0.3076923076923077,0.7142857142857143,0.1428571428571428,39,39,14,14,SGC3,PP1-DIA,annual,0,median,0,ok,20.74426167009367
13,bt_SGC3_PP1_ann_log_med_exdj0,SC204,-11.58974358974359,-6.785714285714286,18.46153846153846,12.928571428571429,595.4871794871794,293.2142857142857,19.295889742293447,16.758184110871845,11.695905879096149,18.926954108802995,0.1062564999026593,0.6177820986690401,24.402605997867923,17.123500977145,0.3578627783941956,0.7626728083412877,14,12,10,2,0.358974358974359,0.3076923076923077,0.7142857142857143,0.1428571428571428,39,39,14,14,SGC3,PP1-DIA,annual,1,median,0,ok,20.76305348750646
14,bt_SGC2_PP1_ann_log_med_exdj0,SC204,-11.58974358974359,-10.428571428571429,18.46153846153846,14.0,595.4871794871794,374.8571428571428,19.295889742293447,15.147741799775078,11.695905879096149,18.926954108802995,0.1062564999026593,0.5608317824693132,24.402605997867923,19.36122782411133,0.3578627783941956,0.7027797362429062,14,12,10,3,0.358974358974359,0.3076923076923077,0.7142857142857143,0.2142857142857142,39,39,14,14,SGC2,PP1-DIA,annual,1,median,0,ok,21.881916910989627
15,bt_SGC4_PP1_all_lin_mean_exdj0,SC204,-11.58974358974359,-8.285714285714286,18.46153846153846,14.857142857142858,595.4871794871794,401.8571428571428,19.295889742293447,20.50995278554551,11.695905879096149,18.926954108802995,0.1062564999026593,0.5740521391903026,24.402605997867923,20.0463748058631,0.3578627783941956,0.7312215121068975,14,12,9,2,0.358974358974359,0.3076923076923077,0.6428571428571429,0.1428571428571428,39,39,14,14,SGC4,PP1-DIA,all,0,mean,0,ok,22.22449040186551
