threeday_yrmo,threeday_yr,year,dayofyear,uPAR
3771,315,2017,212,53.997
3772,315,2017,212,53.997
3773,315,2017,212,53.997
3774,315,2017,212,53.997
3775,315,2017,212,53.997
3776,315,2017,212,53.997
3777,315,2017,212,53.997
3778,315,2017,212,53.997
3779,315,2017,212,53.997
3780,315,2017,212,53.997
3781,316,2017,215,55.277
3782,316,2017,215,55.277
3783,316,2017,215,55.277
3784,316,2017,215,55.277
3785,316,2017,215,55.277
3786,316,2017,215,55.277
3787,316,2017,215,55.277
3788,316,2017,215,55.277
3789,316,2017,215,55.277
3790,316,2017,215,55.277
3791,316,2017,215,55.277
3792,316,2017,215,55.277
3793,317,2017,218,51.718
3794,317,2017,218,51.718
3795,317,2017,218,51.718
3796,317,2017,218,51.718
3797,317,2017,218,51.718
3798,317,2017,218,51.718
3799,317,2017,218,51.718
3800,317,2017,218,51.718
3801,317,2017,218,51.718
3802,317,2017,218,51.718
3803,317,2017,218,51.718
3804,317,2017,218,51.718
3805,318,2017,221,52.854
3806,318,2017,221,52.854
3807,318,2017,221,52.854
3808,318,2017,221,52.854
3809,318,2017,221,52.854
3810,318,2017,221,52.854
3811,318,2017,221,52.854
3812,318,2017,221,52.854
3813,318,2017,221,52.854
3814,318,2017,221,52.854
3815,318,2017,221,52.854
3816,318,2017,221,52.854
3817,319,2017,224,51.948
3818,319,2017,224,51.948
3819,319,2017,224,51.948
3820,319,2017,224,51.948
3821,319,2017,224,51.948
3822,319,2017,224,51.948
3823,319,2017,224,51.948
3824,319,2017,224,51.948
3825,319,2017,224,51.948
3826,319,2017,224,51.948
3827,319,2017,224,51.948
3828,319,2017,224,51.948
3829,320,2017,227,44.087
3830,320,2017,227,44.087
3831,320,2017,227,44.087
3832,320,2017,227,44.087
3833,320,2017,227,44.087
3834,320,2017,227,44.087
3835,320,2017,227,44.087
3836,320,2017,227,44.087
3837,320,2017,227,44.087
3838,320,2017,227,44.087
3839,320,2017,227,44.087
3840,320,2017,227,44.087
3841,321,2017,230,48.07
3842,321,2017,230,48.07
3843,321,2017,230,48.07
3844,321,2017,230,48.07
3845,321,2017,230,48.07
3846,321,2017,230,48.07
3847,321,2017,230,48.07
3848,321,2017,230,48.07
3849,321,2017,230,48.07
3850,321,2017,230,48.07
3851,321,2017,230,48.07
3852,321,2017,230,48.07
3853,322,2017,233,45.107
3854,322,2017,233,45.107
3855,322,2017,233,45.107
3856,322,2017,233,45.107
3857,322,2017,233,45.107
3858,322,2017,233,45.107
3859,322,2017,233,45.107
3860,322,2017,233,45.107
3861,322,2017,233,45.107
3862,322,2017,233,45.107
3863,322,2017,233,45.107
3864,322,2017,233,45.107
3865,323,2017,236,44.527
3866,323,2017,236,44.527
3867,323,2017,236,44.527
3868,323,2017,236,44.527
3869,323,2017,236,44.527
3870,323,2017,236,44.527
3871,323,2017,236,44.527
3872,323,2017,236,44.527
3873,323,2017,236,44.527
3874,323,2017,236,44.527
3875,323,2017,236,44.527
3876,323,2017,236,44.527
3877,324,2017,239,50.833
3878,324,2017,239,50.833
3879,324,2017,239,50.833
3880,324,2017,239,50.833
3881,324,2017,239,50.833
3882,324,2017,239,50.833
3883,324,2017,239,50.833
3884,324,2017,239,50.833
3885,324,2017,239,50.833
3886,324,2017,239,50.833
3887,324,2017,239,50.833
3888,324,2017,239,50.833
3889,325,2017,242,45.119
3890,325,2017,242,45.119
3891,325,2017,242,45.119
3892,325,2017,242,45.119
3893,325,2017,242,45.119
3894,325,2017,242,45.119
3895,325,2017,242,45.119
3896,325,2017,242,45.119
3897,325,2017,242,45.119
3898,325,2017,242,45.119
3899,325,2017,242,45.119
3900,325,2017,242,45.119
3901,326,2017,245,45.788
3902,326,2017,245,45.788
3903,326,2017,245,45.788
3904,326,2017,245,45.788
3905,326,2017,245,45.788
3906,326,2017,245,45.788
3907,326,2017,245,45.788
3908,326,2017,245,45.788
3909,326,2017,245,45.788
3910,326,2017,245,45.788
3911,326,2017,245,45.788
3912,326,2017,245,45.788
3913,327,2017,248,42.269
3914,327,2017,248,42.269
3915,327,2017,248,42.269
3916,327,2017,248,42.269
3917,327,2017,248,42.269
3918,327,2017,248,42.269
3919,327,2017,248,42.269
3920,327,2017,248,42.269
3921,327,2017,248,42.269
3922,327,2017,248,42.269
3923,327,2017,248,42.269
3924,327,2017,248,42.269
3925,328,2017,251,28.226
3926,328,2017,251,28.226
3927,328,2017,251,28.226
3928,328,2017,251,28.226
3929,328,2017,251,28.226
3930,328,2017,251,28.226
3931,328,2017,251,28.226
3932,328,2017,251,28.226
3933,328,2017,251,28.226
3934,328,2017,251,28.226
3935,328,2017,251,28.226
3936,328,2017,251,28.226
3937,329,2017,254,39.286
3938,329,2017,254,39.286
3939,329,2017,254,39.286
3940,329,2017,254,39.286
3941,329,2017,254,39.286
3942,329,2017,254,39.286
3943,329,2017,254,39.286
3944,329,2017,254,39.286
3945,329,2017,254,39.286
3946,329,2017,254,39.286
3947,329,2017,254,39.286
3948,329,2017,254,39.286
3949,330,2017,257,45.176
3950,330,2017,257,45.176
3951,330,2017,257,45.176
3952,330,2017,257,45.176
3953,330,2017,257,45.176
3954,330,2017,257,45.176
3955,330,2017,257,45.176
3956,330,2017,257,45.176
3957,330,2017,257,45.176
3958,330,2017,257,45.176
3959,330,2017,257,45.176
3960,330,2017,257,45.176
3961,331,2017,260,23.608
3962,331,2017,260,23.608
3963,331,2017,260,23.608
3964,331,2017,260,23.608
3965,331,2017,260,23.608
3966,331,2017,260,23.608
3967,331,2017,260,23.608
3968,331,2017,260,23.608
3969,331,2017,260,23.608
3970,331,2017,260,23.608
3971,331,2017,260,23.608
3972,331,2017,260,23.608
3973,332,2017,263,29.158
3974,332,2017,263,29.158
3975,332,2017,263,29.158
3976,332,2017,263,29.158
3977,332,2017,263,29.158
3978,332,2017,263,29.158
3979,332,2017,263,29.158
3980,332,2017,263,29.158
3981,332,2017,263,29.158
3982,332,2017,263,29.158
3983,332,2017,263,29.158
3984,332,2017,263,29.158
3985,333,2017,266,34.455
3986,333,2017,266,34.455
3987,333,2017,266,34.455
3988,333,2017,266,34.455
3989,333,2017,266,34.455
3990,333,2017,266,34.455
3991,333,2017,266,34.455
3992,333,2017,266,34.455
3993,333,2017,266,34.455
3994,333,2017,266,34.455
3995,333,2017,266,34.455
3996,333,2017,266,34.455
3997,334,2017,269,24.713
3998,334,2017,269,24.713
3999,334,2017,269,24.713
4000,334,2017,269,24.713
4001,334,2017,269,24.713
4002,334,2017,269,24.713
4003,334,2017,269,24.713
4004,334,2017,269,24.713
4005,334,2017,269,24.713
4006,334,2017,269,24.713
4007,334,2017,269,24.713
4008,334,2017,269,24.713
4009,335,2017,272,28.998
4010,335,2017,272,28.998
4011,335,2017,272,28.998
4012,335,2017,272,28.998
4013,335,2017,272,28.998
4014,335,2017,272,28.998
4015,335,2017,272,28.998
4016,335,2017,272,28.998
4017,335,2017,272,28.998
4018,335,2017,272,28.998
4019,335,2017,272,28.998
4020,335,2017,272,28.998
4021,336,2017,275,36.446
4022,336,2017,275,36.446
4023,336,2017,275,36.446
4024,336,2017,275,36.446
4025,336,2017,275,36.446
4026,336,2017,275,36.446
4027,336,2017,275,36.446
4028,336,2017,275,36.446
4029,336,2017,275,36.446
4030,336,2017,275,36.446
4031,336,2017,275,36.446
4032,336,2017,275,36.446
4033,337,2017,278,37.737
4034,337,2017,278,37.737
4035,337,2017,278,37.737
4036,337,2017,278,37.737
4037,337,2017,278,37.737
4038,337,2017,278,37.737
4039,337,2017,278,37.737
4040,337,2017,278,37.737
4041,337,2017,278,37.737
4042,337,2017,278,37.737
4043,337,2017,278,37.737
4044,337,2017,278,37.737
4045,338,2017,281,28.433
4046,338,2017,281,28.433
4047,338,2017,281,28.433
4048,338,2017,281,28.433
4049,338,2017,281,28.433
4050,338,2017,281,28.433
4051,338,2017,281,28.433
4052,338,2017,281,28.433
4053,338,2017,281,28.433
4054,338,2017,281,28.433
4055,338,2017,281,28.433
4056,338,2017,281,28.433
4057,339,2017,284,23.576
4058,339,2017,284,23.576
4059,339,2017,284,23.576
4060,339,2017,284,23.576
4061,339,2017,284,23.576
4062,339,2017,284,23.576
4063,339,2017,284,23.576
4064,339,2017,284,23.576
4065,339,2017,284,23.576
4066,339,2017,284,23.576
4067,339,2017,284,23.576
4068,339,2017,284,23.576
4069,340,2017,287,21.226
4070,340,2017,287,21.226
4071,340,2017,287,21.226
4072,340,2017,287,21.226
4073,340,2017,287,21.226
4074,340,2017,287,21.226
4075,340,2017,287,21.226
4076,340,2017,287,21.226
4077,340,2017,287,21.226
4078,340,2017,287,21.226
4079,340,2017,287,21.226
4080,340,2017,287,21.226
4081,341,2017,290,17.491
4082,341,2017,290,17.491
4083,341,2017,290,17.491
4084,341,2017,290,17.491
4085,341,2017,290,17.491
4086,341,2017,290,17.491
4087,341,2017,290,17.491
4088,341,2017,290,17.491
4089,341,2017,290,17.491
4090,341,2017,290,17.491
4091,341,2017,290,17.491
4092,341,2017,290,17.491
4093,342,2017,293,16.696
4094,342,2017,293,16.696
4095,342,2017,293,16.696
4096,342,2017,293,16.696
4097,342,2017,293,16.696
4098,342,2017,293,16.696
4099,342,2017,293,16.696
4100,342,2017,293,16.696
4101,342,2017,293,16.696
4102,342,2017,293,16.696
4103,342,2017,293,16.696
4104,342,2017,293,16.696
4105,343,2017,296,19.185
4106,343,2017,296,19.185
4107,343,2017,296,19.185
4108,343,2017,296,19.185
4109,343,2017,296,19.185
4110,343,2017,296,19.185
4111,343,2017,296,19.185
4112,343,2017,296,19.185
4113,343,2017,296,19.185
4114,343,2017,296,19.185
4115,343,2017,296,19.185
4116,343,2017,296,19.185
4117,344,2017,299,22.008
4118,344,2017,299,22.008
4119,344,2017,299,22.008
4120,344,2017,299,22.008
4121,344,2017,299,22.008
4122,344,2017,299,22.008
4123,344,2017,299,22.008
4124,344,2017,299,22.008
4125,344,2017,299,22.008
4126,344,2017,299,22.008
4127,344,2017,299,22.008
4128,344,2017,299,22.008
4129,345,2017,302,25.627
4130,345,2017,302,25.627
4131,345,2017,302,25.627
4132,345,2017,302,25.627
4133,345,2017,302,25.627
4134,345,2017,302,25.627
4135,345,2017,302,25.627
4136,345,2017,302,25.627
4137,345,2017,302,25.627
4138,345,2017,302,25.627
4139,345,2017,302,25.627
4140,345,2017,302,25.627
4141,346,2017,305,22.103
4142,346,2017,305,22.103
4143,346,2017,305,22.103
4144,346,2017,305,22.103
4145,346,2017,305,22.103
4146,346,2017,305,22.103
4147,346,2017,305,22.103
4148,346,2017,305,22.103
4149,346,2017,305,22.103
4150,346,2017,305,22.103
4151,346,2017,305,22.103
4152,346,2017,305,22.103
4153,347,2017,308,13.474
4154,347,2017,308,13.474
4155,347,2017,308,13.474
4156,347,2017,308,13.474
4157,347,2017,308,13.474
4158,347,2017,308,13.474
4159,347,2017,308,13.474
4160,347,2017,308,13.474
4161,347,2017,308,13.474
4162,347,2017,308,13.474
4163,347,2017,308,13.474
4164,347,2017,308,13.474
4165,348,2017,311,14.291
4166,348,2017,311,14.291
4167,348,2017,311,14.291
4168,348,2017,311,14.291
4169,348,2017,311,14.291
4170,348,2017,311,14.291
4171,348,2017,311,14.291
4172,348,2017,311,14.291
4173,348,2017,311,14.291
4174,348,2017,311,14.291
4175,348,2017,311,14.291
4176,348,2017,311,14.291
4177,349,2017,314,11.19
4178,349,2017,314,11.19
4179,349,2017,314,11.19
4180,349,2017,314,11.19
4181,349,2017,314,11.19
4182,349,2017,314,11.19
4183,349,2017,314,11.19
4184,349,2017,314,11.19
4185,349,2017,314,11.19
4186,349,2017,314,11.19
4187,349,2017,314,11.19
4188,349,2017,314,11.19
4189,350,2017,317,6.915
4190,350,2017,317,6.915
4191,350,2017,317,6.915
4192,350,2017,317,6.915
4193,350,2017,317,6.915
4194,350,2017,317,6.915
4195,350,2017,317,6.915
4196,350,2017,317,6.915
4197,350,2017,317,6.915
4198,350,2017,317,6.915
4199,350,2017,317,6.915
4200,350,2017,317,6.915
4201,351,2017,320,10.323
4202,351,2017,320,10.323
4203,351,2017,320,10.323
4204,351,2017,320,10.323
4205,351,2017,320,10.323
4206,351,2017,320,10.323
4207,351,2017,320,10.323
4208,351,2017,320,10.323
4209,351,2017,320,10.323
4210,351,2017,320,10.323
4211,351,2017,320,10.323
4212,351,2017,320,10.323
4213,352,2017,323,5.904
4214,352,2017,323,5.904
4215,352,2017,323,5.904
4216,352,2017,323,5.904
4217,352,2017,323,5.904
4218,352,2017,323,5.904
4219,352,2017,323,5.904
4220,352,2017,323,5.904
4221,352,2017,323,5.904
4222,352,2017,323,5.904
4223,352,2017,323,5.904
4224,352,2017,323,5.904
4225,353,2017,326,5.638
4226,353,2017,326,5.638
4227,353,2017,326,5.638
4228,353,2017,326,5.638
4229,353,2017,326,5.638
4230,353,2017,326,5.638
4231,353,2017,326,5.638
4232,353,2017,326,5.638
4233,353,2017,326,5.638
4234,353,2017,326,5.638
4235,353,2017,326,5.638
4236,353,2017,326,5.638
4237,354,2017,329,5.232
4238,354,2017,329,5.232
4239,354,2017,329,5.232
4240,354,2017,329,5.232
4241,354,2017,329,5.232
4242,354,2017,329,5.232
4243,354,2017,329,5.232
4244,354,2017,329,5.232
4245,354,2017,329,5.232
4246,354,2017,329,5.232
4247,354,2017,329,5.232
4248,354,2017,329,5.232
4249,355,2017,332,8.47
4250,355,2017,332,8.47
4251,355,2017,332,8.47
4252,355,2017,332,8.47
4253,355,2017,332,8.47
4254,355,2017,332,8.47
4255,355,2017,332,8.47
4256,355,2017,332,8.47
4257,355,2017,332,8.47
4258,355,2017,332,8.47
4259,355,2017,332,8.47
4260,355,2017,332,8.47
4261,356,2017,335,4.99
4262,356,2017,335,4.99
4263,356,2017,335,4.99
4264,356,2017,335,4.99
4265,356,2017,335,4.99
4266,356,2017,335,4.99
4267,356,2017,335,4.99
4268,356,2017,335,4.99
4269,356,2017,335,4.99
4270,356,2017,335,4.99
4271,356,2017,335,4.99
4272,356,2017,335,4.99
4273,357,2017,338,9.101
4274,357,2017,338,9.101
4275,357,2017,338,9.101
4276,357,2017,338,9.101
4277,357,2017,338,9.101
4278,357,2017,338,9.101
4279,357,2017,338,9.101
4280,357,2017,338,9.101
4281,357,2017,338,9.101
4282,357,2017,338,9.101
4283,357,2017,338,9.101
4284,357,2017,338,9.101
4285,358,2017,341,11.733
4286,358,2017,341,11.733
4287,358,2017,341,11.733
4288,358,2017,341,11.733
4289,358,2017,341,11.733
4290,358,2017,341,11.733
4291,358,2017,341,11.733
4292,358,2017,341,11.733
4293,358,2017,341,11.733
4294,358,2017,341,11.733
4295,358,2017,341,11.733
4296,358,2017,341,11.733
4297,359,2017,344,10.085
4298,359,2017,344,10.085
4299,359,2017,344,10.085
4300,359,2017,344,10.085
4301,359,2017,344,10.085
4302,359,2017,344,10.085
4303,359,2017,344,10.085
4304,359,2017,344,10.085
4305,359,2017,344,10.085
4306,359,2017,344,10.085
4307,359,2017,344,10.085
4308,359,2017,344,10.085
4309,360,2017,347,10.004
4310,360,2017,347,10.004
4311,360,2017,347,10.004
4312,360,2017,347,10.004
4313,360,2017,347,10.004
4314,360,2017,347,10.004
4315,360,2017,347,10.004
4316,360,2017,347,10.004
4317,360,2017,347,10.004
4318,360,2017,347,10.004
4319,360,2017,347,10.004
4320,360,2017,347,10.004
4321,361,2017,350,5.783
4322,361,2017,350,5.783
4323,361,2017,350,5.783
4324,361,2017,350,5.783
4325,361,2017,350,5.783
4326,361,2017,350,5.783
4327,361,2017,350,5.783
4328,361,2017,350,5.783
4329,361,2017,350,5.783
4330,361,2017,350,5.783
4331,361,2017,350,5.783
4332,361,2017,350,5.783
4333,362,2017,353,4.303
4334,362,2017,353,4.303
4335,362,2017,353,4.303
4336,362,2017,353,4.303
4337,362,2017,353,4.303
4338,362,2017,353,4.303
4339,362,2017,353,4.303
4340,362,2017,353,4.303
4341,362,2017,353,4.303
4342,362,2017,353,4.303
4343,362,2017,353,4.303
4344,362,2017,353,4.303
4345,363,2017,356,6.797
4346,363,2017,356,6.797
4347,363,2017,356,6.797
4348,363,2017,356,6.797
4349,363,2017,356,6.797
4350,363,2017,356,6.797
4351,363,2017,356,6.797
4352,363,2017,356,6.797
4353,363,2017,356,6.797
4354,363,2017,356,6.797
4355,363,2017,356,6.797
4356,363,2017,356,6.797
4357,364,2017,359,4.672
4358,364,2017,359,4.672
4359,364,2017,359,4.672
4360,364,2017,359,4.672
4361,364,2017,359,4.672
4362,364,2017,359,4.672
4363,364,2017,359,4.672
4364,364,2017,359,4.672
4365,364,2017,359,4.672
4366,364,2017,359,4.672
4367,364,2017,359,4.672
4368,364,2017,359,4.672
4369,365,2017,362,4.672
4370,365,2017,362,4.672
4371,365,2017,362,4.672
4372,365,2017,362,4.672
4373,365,2017,362,4.672
4374,365,2017,362,4.672
4375,365,2017,362,4.672
4376,365,2017,362,4.672
4377,365,2017,362,4.672
4378,365,2017,362,4.672
4379,365,2017,362,4.672
4380,365,2017,362,4.672
4381,366,2017,365,9.224
4382,366,2017,365,9.224
4383,366,2017,365,9.224
4384,366,2017,365,9.224
4385,366,2017,365,9.224
4386,366,2017,365,9.224
4387,366,2017,365,9.224
4388,366,2017,365,9.224
4389,366,2017,365,9.224
4390,366,2017,365,9.224
4391,366,2017,365,9.224
4392,366,2017,365,9.224
4393,367,2018,2,7.739
4394,367,2018,2,7.739
4395,367,2018,2,7.739
4396,367,2018,2,7.739
4397,367,2018,2,7.739
4398,367,2018,2,7.739
4399,367,2018,2,7.739
4400,367,2018,2,7.739
4401,367,2018,2,7.739
4402,367,2018,2,7.739
4403,367,2018,2,7.739
4404,367,2018,2,7.739
4405,368,2018,5,3.779
4406,368,2018,5,3.779
4407,368,2018,5,3.779
4408,368,2018,5,3.779
4409,368,2018,5,3.779
4410,368,2018,5,3.779
4411,368,2018,5,3.779
4412,368,2018,5,3.779
4413,368,2018,5,3.779
4414,368,2018,5,3.779
4415,368,2018,5,3.779
4416,368,2018,5,3.779
4417,369,2018,8,3.18
4418,369,2018,8,3.18
4419,369,2018,8,3.18
4420,369,2018,8,3.18
4421,369,2018,8,3.18
4422,369,2018,8,3.18
4423,369,2018,8,3.18
4424,369,2018,8,3.18
4425,369,2018,8,3.18
4426,369,2018,8,3.18
4427,369,2018,8,3.18
4428,369,2018,8,3.18
4429,370,2018,11,6.969
4430,370,2018,11,6.969
4431,370,2018,11,6.969
4432,370,2018,11,6.969
4433,370,2018,11,6.969
4434,370,2018,11,6.969
4435,370,2018,11,6.969
4436,370,2018,11,6.969
4437,370,2018,11,6.969
4438,370,2018,11,6.969
4439,370,2018,11,6.969
4440,370,2018,11,6.969
4441,371,2018,14,8.872
4442,371,2018,14,8.872
4443,371,2018,14,8.872
4444,371,2018,14,8.872
4445,371,2018,14,8.872
4446,371,2018,14,8.872
4447,371,2018,14,8.872
4448,371,2018,14,8.872
4449,371,2018,14,8.872
4450,371,2018,14,8.872
4451,371,2018,14,8.872
4452,371,2018,14,8.872
4453,372,2018,17,6.299
4454,372,2018,17,6.299
4455,372,2018,17,6.299
4456,372,2018,17,6.299
4457,372,2018,17,6.299
4458,372,2018,17,6.299
4459,372,2018,17,6.299
4460,372,2018,17,6.299
4461,372,2018,17,6.299
4462,372,2018,17,6.299
4463,372,2018,17,6.299
4464,372,2018,17,6.299
4465,373,2018,20,6.197
4466,373,2018,20,6.197
4467,373,2018,20,6.197
4468,373,2018,20,6.197
4469,373,2018,20,6.197
4470,373,2018,20,6.197
4471,373,2018,20,6.197
4472,373,2018,20,6.197
4473,373,2018,20,6.197
4474,373,2018,20,6.197
4475,373,2018,20,6.197
4476,373,2018,20,6.197
4477,374,2018,23,9.392
4478,374,2018,23,9.392
4479,374,2018,23,9.392
4480,374,2018,23,9.392
4481,374,2018,23,9.392
4482,374,2018,23,9.392
4483,374,2018,23,9.392
4484,374,2018,23,9.392
4485,374,2018,23,9.392
4486,374,2018,23,9.392
4487,374,2018,23,9.392
4488,374,2018,23,9.392
4489,375,2018,26,8.802
4490,375,2018,26,8.802
4491,375,2018,26,8.802
4492,375,2018,26,8.802
4493,375,2018,26,8.802
4494,375,2018,26,8.802
4495,375,2018,26,8.802
4496,375,2018,26,8.802
4497,375,2018,26,8.802
4498,375,2018,26,8.802
4499,375,2018,26,8.802
4500,375,2018,26,8.802
4501,376,2018,29,4.229
4502,376,2018,29,4.229
4503,376,2018,29,4.229
4504,376,2018,29,4.229
4505,376,2018,29,4.229
4506,376,2018,29,4.229
4507,376,2018,29,4.229
4508,376,2018,29,4.229
4509,376,2018,29,4.229
4510,376,2018,29,4.229
4511,376,2018,29,4.229
4512,376,2018,29,4.229
4513,377,2018,32,6.226
4514,377,2018,32,6.226
4515,377,2018,32,6.226
4516,377,2018,32,6.226
4517,377,2018,32,6.226
4518,377,2018,32,6.226
4519,377,2018,32,6.226
4520,377,2018,32,6.226
4521,377,2018,32,6.226
4522,377,2018,32,6.226
4523,377,2018,32,6.226
4524,377,2018,32,6.226
4525,378,2018,35,7.627
4526,378,2018,35,7.627
4527,378,2018,35,7.627
4528,378,2018,35,7.627
4529,378,2018,35,7.627
4530,378,2018,35,7.627
4531,378,2018,35,7.627
4532,378,2018,35,7.627
4533,378,2018,35,7.627
4534,378,2018,35,7.627
4535,378,2018,35,7.627
4536,378,2018,35,7.627
4537,379,2018,38,6.486
4538,379,2018,38,6.486
4539,379,2018,38,6.486
4540,379,2018,38,6.486
4541,379,2018,38,6.486
4542,379,2018,38,6.486
4543,379,2018,38,6.486
4544,379,2018,38,6.486
4545,379,2018,38,6.486
4546,379,2018,38,6.486
4547,379,2018,38,6.486
4548,379,2018,38,6.486
4549,380,2018,41,20.161
4550,380,2018,41,20.161
4551,380,2018,41,20.161
4552,380,2018,41,20.161
4553,380,2018,41,20.161
4554,380,2018,41,20.161
4555,380,2018,41,20.161
4556,380,2018,41,20.161
4557,380,2018,41,20.161
4558,380,2018,41,20.161
4559,380,2018,41,20.161
4560,380,2018,41,20.161
4561,381,2018,44,19.796
4562,381,2018,44,19.796
4563,381,2018,44,19.796
4564,381,2018,44,19.796
4565,381,2018,44,19.796
4566,381,2018,44,19.796
4567,381,2018,44,19.796
4568,381,2018,44,19.796
4569,381,2018,44,19.796
4570,381,2018,44,19.796
4571,381,2018,44,19.796
4572,381,2018,44,19.796
4573,382,2018,47,13.703
4574,382,2018,47,13.703
4575,382,2018,47,13.703
4576,382,2018,47,13.703
4577,382,2018,47,13.703
4578,382,2018,47,13.703
4579,382,2018,47,13.703
4580,382,2018,47,13.703
4581,382,2018,47,13.703
4582,382,2018,47,13.703
4583,382,2018,47,13.703
4584,382,2018,47,13.703
4585,383,2018,50,19.932
4586,383,2018,50,19.932
4587,383,2018,50,19.932
4588,383,2018,50,19.932
4589,383,2018,50,19.932
4590,383,2018,50,19.932
4591,383,2018,50,19.932
4592,383,2018,50,19.932
4593,383,2018,50,19.932
4594,383,2018,50,19.932
4595,383,2018,50,19.932
4596,383,2018,50,19.932
4597,384,2018,53,19.648
4598,384,2018,53,19.648
4599,384,2018,53,19.648
4600,384,2018,53,19.648
4601,384,2018,53,19.648
4602,384,2018,53,19.648
4603,384,2018,53,19.648
4604,384,2018,53,19.648
4605,384,2018,53,19.648
4606,384,2018,53,19.648
4607,384,2018,53,19.648
4608,384,2018,53,19.648
4609,385,2018,56,19.973
4610,385,2018,56,19.973
4611,385,2018,56,19.973
4612,385,2018,56,19.973
4613,385,2018,56,19.973
4614,385,2018,56,19.973
4615,385,2018,56,19.973
4616,385,2018,56,19.973
4617,385,2018,56,19.973
4618,385,2018,56,19.973
4619,385,2018,56,19.973
4620,385,2018,56,19.973
4621,386,2018,59,13.409
4622,386,2018,59,13.409
4623,386,2018,59,13.409
4624,386,2018,59,13.409
4625,386,2018,59,13.409
4626,386,2018,59,13.409
4627,386,2018,59,13.409
4628,386,2018,59,13.409
4629,386,2018,59,13.409
4630,386,2018,59,13.409
4631,386,2018,59,13.409
4632,386,2018,59,13.409
4633,387,2018,62,22.726
4634,387,2018,62,22.726
4635,387,2018,62,22.726
4636,387,2018,62,22.726
4637,387,2018,62,22.726
4638,387,2018,62,22.726
4639,387,2018,62,22.726
4640,387,2018,62,22.726
4641,387,2018,62,22.726
4642,387,2018,62,22.726
4643,387,2018,62,22.726
4644,387,2018,62,22.726
4645,388,2018,65,27.213
4646,388,2018,65,27.213
4647,388,2018,65,27.213
4648,388,2018,65,27.213
4649,388,2018,65,27.213
4650,388,2018,65,27.213
4651,388,2018,65,27.213
4652,388,2018,65,27.213
4653,388,2018,65,27.213
4654,388,2018,65,27.213
4655,388,2018,65,27.213
4656,388,2018,65,27.213
4657,389,2018,68,20.014
4658,389,2018,68,20.014
4659,389,2018,68,20.014
4660,389,2018,68,20.014
4661,389,2018,68,20.014
4662,389,2018,68,20.014
4663,389,2018,68,20.014
4664,389,2018,68,20.014
4665,389,2018,68,20.014
4666,389,2018,68,20.014
4667,389,2018,68,20.014
4668,389,2018,68,20.014
4669,390,2018,71,37.01
4670,390,2018,71,37.01
4671,390,2018,71,37.01
4672,390,2018,71,37.01
4673,390,2018,71,37.01
4674,390,2018,71,37.01
4675,390,2018,71,37.01
4676,390,2018,71,37.01
4677,390,2018,71,37.01
4678,390,2018,71,37.01
4679,390,2018,71,37.01
4680,390,2018,71,37.01
4681,391,2018,74,28.907
4682,391,2018,74,28.907
4683,391,2018,74,28.907
4684,391,2018,74,28.907
4685,391,2018,74,28.907
4686,391,2018,74,28.907
4687,391,2018,74,28.907
4688,391,2018,74,28.907
4689,391,2018,74,28.907
4690,391,2018,74,28.907
4691,391,2018,74,28.907
4692,391,2018,74,28.907
4693,392,2018,77,33.201
4694,392,2018,77,33.201
4695,392,2018,77,33.201
4696,392,2018,77,33.201
4697,392,2018,77,33.201
4698,392,2018,77,33.201
4699,392,2018,77,33.201
4700,392,2018,77,33.201
4701,392,2018,77,33.201
4702,392,2018,77,33.201
4703,392,2018,77,33.201
4704,392,2018,77,33.201
4705,393,2018,80,31.107
4706,393,2018,80,31.107
4707,393,2018,80,31.107
4708,393,2018,80,31.107
4709,393,2018,80,31.107
4710,393,2018,80,31.107
4711,393,2018,80,31.107
4712,393,2018,80,31.107
4713,393,2018,80,31.107
4714,393,2018,80,31.107
4715,393,2018,80,31.107
4716,393,2018,80,31.107
4717,394,2018,83,27.777
4718,394,2018,83,27.777
4719,394,2018,83,27.777
4720,394,2018,83,27.777
4721,394,2018,83,27.777
4722,394,2018,83,27.777
4723,394,2018,83,27.777
4724,394,2018,83,27.777
4725,394,2018,83,27.777
4726,394,2018,83,27.777
4727,394,2018,83,27.777
4728,394,2018,83,27.777
4729,395,2018,86,17.621
4730,395,2018,86,17.621
4731,395,2018,86,17.621
4732,395,2018,86,17.621
4733,395,2018,86,17.621
4734,395,2018,86,17.621
4735,395,2018,86,17.621
4736,395,2018,86,17.621
4737,395,2018,86,17.621
4738,395,2018,86,17.621
4739,395,2018,86,17.621
4740,395,2018,86,17.621
4741,396,2018,89,26.65
4742,396,2018,89,26.65
4743,396,2018,89,26.65
4744,396,2018,89,26.65
4745,396,2018,89,26.65
4746,396,2018,89,26.65
4747,396,2018,89,26.65
4748,396,2018,89,26.65
4749,396,2018,89,26.65
4750,396,2018,89,26.65
4751,396,2018,89,26.65
4752,396,2018,89,26.65
4753,397,2018,92,38.299
4754,397,2018,92,38.299
4755,397,2018,92,38.299
4756,397,2018,92,38.299
4757,397,2018,92,38.299
4758,397,2018,92,38.299
4759,397,2018,92,38.299
4760,397,2018,92,38.299
4761,397,2018,92,38.299
4762,397,2018,92,38.299
4763,397,2018,92,38.299
4764,397,2018,92,38.299
4765,398,2018,95,11.985
4766,398,2018,95,11.985
4767,398,2018,95,11.985
