Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,26.665922608667202,20.5,711.0714285714286,-18.785714285714285,0.4448250776044976,0.5859761785328399,18.926954108802995,16.83473086405916
C09,15.350603429214946,11.487179487179487,235.64102564102564,-4.051282051282051,0.32337675667100535,0.5538194999723254,11.695905879096149,13.617774670710649
