Title,YEAR,TIMESTEP,CHIN_H_MT_KM2,COHO_H_MT_KM2,CHUM_H_MT_KM2,SOCKEYE_H_MT_KM2,PINK_H_MT_KM2,CHIN_H_N,COHO_H_N,CHUM_H_N,SOCKEYE_H_N,PINK_H_N
Weight,1,1,1,1,1,1,1,1,1,1,1,1
Type,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Timestep,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval
214,1967.0,215.0,0.0,0.0,5.750000000000001e-05,1.5833333333333333e-05,0.0,0.0,0.0,22067000.0,21758000.0,0.0
215,1968.0,216.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
216,1968.0,217.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
217,1968.0,218.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
218,1968.0,219.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
219,1968.0,220.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
220,1968.0,221.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
221,1968.0,222.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
222,1968.0,223.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
223,1968.0,224.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
224,1968.0,225.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
225,1968.0,226.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
226,1968.0,227.0,1.3333333333333335e-05,1.6666666666666669e-06,9.083333333333334e-05,8.333333333333334e-06,2.8333333333333335e-05,277630.0,6995.0,34416900.0,11860000.0,12473424.0
227,1969.0,228.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
228,1969.0,229.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
229,1969.0,230.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
230,1969.0,231.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
231,1969.0,232.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
232,1969.0,233.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
233,1969.0,234.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
234,1969.0,235.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
235,1969.0,236.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
236,1969.0,237.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
237,1969.0,238.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
238,1969.0,239.0,2.8333333333333335e-05,0.0,0.00017583333333333332,1.3333333333333332e-05,0.0,601502.0,0.0,54391000.0,21229000.0,0.0
239,1970.0,240.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
240,1970.0,241.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
241,1970.0,242.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
242,1970.0,243.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
243,1970.0,244.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
244,1970.0,245.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
245,1970.0,246.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
246,1970.0,247.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
247,1970.0,248.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
248,1970.0,249.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
249,1970.0,250.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
250,1970.0,251.0,5e-06,5.833333333333333e-05,0.00020416666666666665,3.8333333333333334e-05,3.0833333333333335e-05,69788.0,385090.0,66250500.0,46387000.0,13585200.0
251,1971.0,252.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
252,1971.0,253.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
253,1971.0,254.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
254,1971.0,255.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
255,1971.0,256.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
256,1971.0,257.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
257,1971.0,258.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
258,1971.0,259.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
259,1971.0,260.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
260,1971.0,261.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
261,1971.0,262.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
262,1971.0,263.0,2.8333333333333332e-05,9.666666666666667e-05,0.00013083333333333333,1.1666666666666666e-05,0.0,575466.0,649247.0,49633026.0,14207000.0,0.0
263,1972.0,264.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
264,1972.0,265.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
265,1972.0,266.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
266,1972.0,267.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
267,1972.0,268.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
268,1972.0,269.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
269,1972.0,270.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
270,1972.0,271.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
271,1972.0,272.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
272,1972.0,273.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
273,1972.0,274.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
274,1972.0,275.0,4.666666666666667e-05,0.00014583333333333335,0.00010333333333333333,8.333333333333334e-06,4.333333333333334e-05,988239.0,982144.0,39342132.0,16769000.0,19148486.0
275,1973.0,276.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
276,1973.0,277.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
277,1973.0,278.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
278,1973.0,279.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
279,1973.0,280.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
280,1973.0,281.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
281,1973.0,282.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
282,1973.0,283.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
283,1973.0,284.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
284,1973.0,285.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
285,1973.0,286.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
286,1973.0,287.0,4.333333333333334e-05,8.5e-05,0.00015416666666666666,2.5833333333333332e-05,0.0,925129.0,569181.0,57079285.0,33340000.0,0.0
287,1974.0,288.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
288,1974.0,289.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
289,1974.0,290.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
290,1974.0,291.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
291,1974.0,292.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
292,1974.0,293.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
293,1974.0,294.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
294,1974.0,295.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
295,1974.0,296.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
296,1974.0,297.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
297,1974.0,298.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
298,1974.0,299.0,3.75e-05,6.666666666666667e-05,0.00016,4.916666666666667e-05,5.083333333333334e-05,807162.0,446236.0,60666544.0,55624000.0,22833819.0
299,1975.0,300.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
300,1975.0,301.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
301,1975.0,302.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
302,1975.0,303.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
303,1975.0,304.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
304,1975.0,305.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
305,1975.0,306.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
306,1975.0,307.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
307,1975.0,308.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
308,1975.0,309.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
309,1975.0,310.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
310,1975.0,311.0,1.3333333333333332e-05,0.000135,0.00019083333333333333,4.25e-05,0.0,284019.0,899407.0,72343153.0,59019000.0,0.0
311,1976.0,312.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
312,1976.0,313.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
313,1976.0,314.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
314,1976.0,315.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
315,1976.0,316.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
316,1976.0,317.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
317,1976.0,318.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
318,1976.0,319.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
319,1976.0,320.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
320,1976.0,321.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
321,1976.0,322.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
322,1976.0,323.0,7.666666666666667e-05,9.999999999999999e-05,0.0001683333333333333,4.5e-05,5.7499999999999995e-05,1666042.0,672372.0,63591983.0,49987000.0,25496967.0
323,1977.0,324.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
324,1977.0,325.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
325,1977.0,326.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
326,1977.0,327.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
327,1977.0,328.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
328,1977.0,329.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
329,1977.0,330.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
330,1977.0,331.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
331,1977.0,332.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
332,1977.0,333.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
333,1977.0,334.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
334,1977.0,335.0,9.75e-05,0.00030333333333333335,0.00016333333333333334,7.75e-05,0.0,2113958.0,2037591.0,61264240.0,96997000.0,0.0
335,1978.0,336.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
336,1978.0,337.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
337,1978.0,338.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
338,1978.0,339.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
339,1978.0,340.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
340,1978.0,341.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
341,1978.0,342.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
342,1978.0,343.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
343,1978.0,344.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
344,1978.0,345.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
345,1978.0,346.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
346,1978.0,347.0,0.00021083333333333335,0.0003691666666666667,0.00014000000000000001,4.0833333333333334e-05,6.916666666666666e-05,4587342.0,2487379.0,52820525.0,47162000.0,31029220.0
347,1979.0,348.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
348,1979.0,349.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
349,1979.0,350.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
350,1979.0,351.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
351,1979.0,352.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
352,1979.0,353.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
353,1979.0,354.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
354,1979.0,355.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
355,1979.0,356.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
356,1979.0,357.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
357,1979.0,358.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
358,1979.0,359.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
359,1979.0,360.0,0.0001646153846153846,0.00024461538461538463,0.0001323076923076923,4.538461538461539e-05,0.0,3844253.0,1766533.0,51188024.0,65131000.0,0.0
360,1980.0,360.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
361,1980.0,361.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
362,1980.0,362.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
363,1980.0,363.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
364,1980.0,364.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
365,1980.0,365.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
366,1980.0,366.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
367,1980.0,367.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
368,1980.0,368.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
369,1980.0,369.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
370,1980.0,370.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
371,1980.0,371.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
372,1980.0,372.0,0.0002953846153846154,0.0006246153846153847,0.00021384615384615385,4.9230769230769225e-05,5.3076923076923076e-05,6930550.0,4561348.0,77573891.0,61074000.0,24726864.0
