Title,YEAR,TIMESTEP,CHIN_H_MT_KM2,COHO_H_MT_KM2,CHUM_H_MT_KM2,SOCKEYE_H_MT_KM2,PINK_H_MT_KM2,CHIN_H_N,COHO_H_N,CHUM_H_N,SOCKEYE_H_N,PINK_H_N
Weight,1,1,1,1,1,1,1,1,1,1,1,1
Type,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Timestep,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval
373,1981.0,372.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
374,1981.0,373.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
375,1981.0,374.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
376,1981.0,375.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
377,1981.0,376.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
378,1981.0,377.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
379,1981.0,378.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
380,1981.0,379.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
381,1981.0,380.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
382,1981.0,381.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
383,1981.0,382.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
384,1981.0,383.0,0.00040416666666666666,0.0006583333333333333,0.00031583333333333333,7.166666666666667e-05,5e-06,8749515.0,4427696.0,88230335.0,72095000.0,1515947.0
385,1982.0,384.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
386,1982.0,385.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
387,1982.0,386.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
388,1982.0,387.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
389,1982.0,388.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
390,1982.0,389.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
391,1982.0,390.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
392,1982.0,391.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
393,1982.0,392.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
394,1982.0,393.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
395,1982.0,394.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
396,1982.0,395.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
397,1982.0,396.0,0.00031,0.0011061538461538461,0.00025692307692307695,4.3076923076923084e-05,5.923076923076924e-05,7274729.0,8070764.0,77828874.0,54360000.0,28162968.0
398,1983.0,396.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
399,1983.0,397.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
400,1983.0,398.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
401,1983.0,399.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
402,1983.0,400.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
403,1983.0,401.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
404,1983.0,402.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
405,1983.0,403.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
406,1983.0,404.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
407,1983.0,405.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
408,1983.0,406.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
409,1983.0,407.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
410,1983.0,408.0,0.0004592307692307692,0.0012592307692307692,0.0005200000000000001,5.769230769230769e-05,7.692307692307693e-07,10804773.0,9196999.0,129880262.0,64472800.0,52067.0
411,1984.0,408.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
412,1984.0,409.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
413,1984.0,410.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
414,1984.0,411.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
415,1984.0,412.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
416,1984.0,413.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
417,1984.0,414.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
418,1984.0,415.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
419,1984.0,416.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
420,1984.0,417.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
421,1984.0,418.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
422,1984.0,419.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
423,1984.0,420.0,0.000533076923076923,0.001386923076923077,0.0004838461538461538,5.384615384615385e-05,4.538461538461539e-05,12547973.0,10138055.0,125507928.0,63186000.0,21335310.0
424,1985.0,420.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
425,1985.0,421.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
426,1985.0,422.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
427,1985.0,423.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
428,1985.0,424.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
429,1985.0,425.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
430,1985.0,426.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
431,1985.0,427.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
432,1985.0,428.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
433,1985.0,429.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
434,1985.0,430.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
435,1985.0,431.0,0.0006608333333333333,0.002755,0.0004516666666666667,6.916666666666666e-05,0.0,14370434.0,18606329.0,98442769.0,71937000.0,0.0
436,1986.0,432.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
437,1986.0,433.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
438,1986.0,434.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
439,1986.0,435.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
440,1986.0,436.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
441,1986.0,437.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
442,1986.0,438.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
443,1986.0,439.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
444,1986.0,440.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
445,1986.0,441.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
446,1986.0,442.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
447,1986.0,443.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
448,1986.0,444.0,0.0008523076923076922,0.001966153846153846,0.0004346153846153846,2.846153846153846e-05,5.0769230769230766e-05,20076246.0,14380650.0,92305117.0,31417625.0,21716230.0
449,1987.0,444.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
450,1987.0,445.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
451,1987.0,446.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
452,1987.0,447.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
453,1987.0,448.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
454,1987.0,449.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
455,1987.0,450.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
456,1987.0,451.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
457,1987.0,452.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
458,1987.0,453.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
459,1987.0,454.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
460,1987.0,455.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
461,1987.0,456.0,0.0011376923076923079,0.00175,0.0005461538461538462,3.76923076923077e-05,1.6923076923076924e-05,26832445.0,12794648.0,139905816.0,33075261.0,4747923.0
462,1988.0,456.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
463,1988.0,457.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
464,1988.0,458.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
465,1988.0,459.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
466,1988.0,460.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
467,1988.0,461.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
468,1988.0,462.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
469,1988.0,463.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
470,1988.0,464.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
471,1988.0,465.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
472,1988.0,466.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
473,1988.0,467.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
474,1988.0,468.0,0.0014107692307692306,0.0015215384615384615,0.00053,6e-05,8.846153846153847e-05,33270881.0,11115579.0,146678237.0,56594646.0,40123272.0
475,1989.0,468.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
476,1989.0,469.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
477,1989.0,470.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
478,1989.0,471.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
479,1989.0,472.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
480,1989.0,473.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
481,1989.0,474.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
482,1989.0,475.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
483,1989.0,476.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
484,1989.0,477.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
485,1989.0,478.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
486,1989.0,479.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
487,1989.0,480.0,0.0013638461538461539,0.0015384615384615385,0.0005761538461538461,5.153846153846154e-05,9.23076923076923e-06,32180595.0,11238778.0,161437059.0,52413890.0,4761590.0
488,1990.0,480.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
489,1990.0,481.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
490,1990.0,482.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
491,1990.0,483.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
492,1990.0,484.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
493,1990.0,485.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
494,1990.0,486.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
495,1990.0,487.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
496,1990.0,488.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
497,1990.0,489.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
498,1990.0,490.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
499,1990.0,491.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
500,1990.0,492.0,0.0012753846153846155,0.0017730769230769228,0.0005161538461538461,8.461538461538461e-05,9.999999999999999e-05,30065616.0,12958779.0,133965943.0,64186394.0,42934581.0
501,1991.0,492.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
502,1991.0,493.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
503,1991.0,494.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
504,1991.0,495.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
505,1991.0,496.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
506,1991.0,497.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
507,1991.0,498.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
508,1991.0,499.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
509,1991.0,500.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
510,1991.0,501.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
511,1991.0,502.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
512,1991.0,503.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
513,1991.0,504.0,0.0014084615384615386,0.0017646153846153844,0.0005392307692307693,6.461538461538462e-05,1.7692307692307694e-05,33204686.0,12907568.0,157213280.0,45233191.0,6420670.0
514,1992.0,504.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
515,1992.0,505.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
516,1992.0,506.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
517,1992.0,507.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
518,1992.0,508.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
519,1992.0,509.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
520,1992.0,510.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
521,1992.0,511.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
522,1992.0,512.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
523,1992.0,513.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
524,1992.0,514.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
525,1992.0,515.0,0.001166153846153846,0.0018453846153846155,0.0005115384615384615,0.00011846153846153845,8.615384615384617e-05,27483294.0,13497141.0,133624030.0,91189098.0,46245503.0
