,YEAR_,TIMESTEP_,CHIN_H_MT_,COHO_H_MT_,CHUM_H_MT_,SOCKEYE_H_MT_,PINK_H_MT_,CHIN_H_N_,COHO_H_N_,CHUM_H_N_,SOCKEYE_H_N_,PINK_H_N_
261,1971.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,1971.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,1972.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,1972.0,265.0,0.0,0.0,7e-05,9e-05,0.0005,0.0,0.0,1758000.0,16530000.0,18727686.0
265,1972.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,1972.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,1972.0,268.0,0.0,0.00088,3e-05,1e-05,0.0,0.0,494510.0,884132.0,239000.0,0.0
268,1972.0,269.0,0.0001,0.00087,0.00114,0.0,2e-05,169019.0,487634.0,36700000.0,0.0,420800.0
269,1972.0,270.0,8e-05,0.0,0.0,0.0,0.0,129152.0,0.0,0.0,0.0,0.0
270,1972.0,271.0,0.00038,0.0,0.0,0.0,0.0,690068.0,0.0,0.0,0.0,0.0
271,1972.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,1972.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,1972.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,1972.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,1973.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,1973.0,277.0,0.0,0.0,0.00046,0.00023,0.0,0.0,0.0,12507000.0,26509000.0,0.0
277,1973.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,1973.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,1973.0,280.0,0.0,3e-05,0.00138,8e-05,0.0,0.0,13088.0,44313361.0,6831000.0,0.0
280,1973.0,281.0,1e-05,0.00035,1e-05,0.0,0.0,5070.0,197236.0,258924.0,0.0,0.0
281,1973.0,282.0,0.00046,0.00064,0.0,0.0,0.0,835111.0,358857.0,0.0,0.0,0.0
282,1973.0,283.0,5e-05,0.0,0.0,0.0,0.0,84948.0,0.0,0.0,0.0,0.0
283,1973.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,1973.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,1973.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,1973.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,1974.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,1974.0,289.0,0.0,0.0,0.00016,0.00057,0.00059,0.0,0.0,4294000.0,54692000.0,22240119.0
289,1974.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,1974.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,1974.0,292.0,0.0,0.0,3e-05,2e-05,2e-05,0.0,0.0,850316.0,932000.0,593700.0
292,1974.0,293.0,0.0,0.00023,0.00173,0.0,0.0,0.0,128220.0,55522228.0,0.0,0.0
293,1974.0,294.0,0.00038,0.00055,0.0,0.0,0.0,690618.0,309516.0,0.0,0.0,0.0
294,1974.0,295.0,7e-05,0.0,0.0,0.0,0.0,116544.0,0.0,0.0,0.0,0.0
295,1974.0,296.0,0.0,2e-05,0.0,0.0,0.0,0.0,8500.0,0.0,0.0,0.0
296,1974.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,1974.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,1974.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,1975.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,1975.0,301.0,0.0,0.0,0.00023,0.0005,0.0,0.0,0.0,6182000.0,58935000.0,0.0
301,1975.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,1975.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,1975.0,304.0,0.0,0.00025,3e-05,1e-05,0.0,0.0,136835.0,940369.0,84000.0,0.0
304,1975.0,305.0,1e-05,0.00068,0.00203,0.0,0.0,13600.0,377765.0,65220784.0,0.0,0.0
305,1975.0,306.0,0.00015,0.00069,0.0,0.0,0.0,270419.0,384807.0,0.0,0.0,0.0
306,1975.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,1975.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,1975.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,1975.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1975.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,1976.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,1976.0,313.0,0.0,0.0,0.00023,0.00051,0.00065,0.0,0.0,6239000.0,47726000.0,24345767.0
313,1976.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,1976.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,1976.0,316.0,0.0,0.0,0.00178,3e-05,0.0,0.0,0.0,57198500.0,2261000.0,0.0
316,1976.0,317.0,0.0,0.0012,1e-05,0.0,4e-05,0.0,672372.0,154483.0,0.0,1151200.0
317,1976.0,318.0,0.00092,0.0,0.0,0.0,0.0,1666042.0,0.0,0.0,0.0,0.0
318,1976.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,1976.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,1976.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,1976.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,1976.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,1977.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,1977.0,325.0,0.0,0.0,0.00022,0.00071,0.0,0.0,0.0,5862000.0,78468000.0,0.0
325,1977.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,1977.0,327.0,0.0,0.00064,1e-05,0.0,0.0,0.0,358316.0,30000.0,0.0,0.0
327,1977.0,328.0,3e-05,6e-05,6e-05,0.00022,0.0,42085.0,30000.0,1692240.0,18529000.0,0.0
328,1977.0,329.0,0.0,0.00207,0.00167,0.0,0.0,0.0,1165095.0,53680000.0,0.0,0.0
329,1977.0,330.0,0.00114,0.00077,0.0,0.0,0.0,2071873.0,429980.0,0.0,0.0,0.0
330,1977.0,331.0,0.0,0.0001,0.0,0.0,0.0,0.0,54200.0,0.0,0.0,0.0
331,1977.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,1977.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,1977.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,1977.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,1978.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,1978.0,337.0,0.0,0.0,6e-05,0.00046,0.0008,0.0,0.0,1649000.0,45022000.0,30085320.0
337,1978.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,1978.0,339.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,30380.0,0.0,0.0
339,1978.0,340.0,0.0,0.00058,0.00159,3e-05,3e-05,0.0,324891.0,50753116.0,2140000.0,943900.0
340,1978.0,341.0,1e-05,0.00184,2e-05,0.0,0.0,17821.0,1033143.0,388029.0,0.0,0.0
341,1978.0,342.0,0.00251,0.00121,0.0,0.0,0.0,4553202.0,681622.0,0.0,0.0,0.0
342,1978.0,343.0,1e-05,0.00069,0.0,0.0,0.0,16319.0,385890.0,0.0,0.0,0.0
343,1978.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,1978.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,1978.0,346.0,0.0,0.00011,0.0,0.0,0.0,0.0,61833.0,0.0,0.0,0.0
346,1978.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,1979.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,1979.0,349.0,0.0,1e-05,9e-05,0.00058,0.0,0.0,4000.0,2390000.0,64906000.0,0.0
349,1979.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,1979.0,351.0,1e-05,0.0,7e-05,0.0,0.0,726.0,0.0,1441383.0,0.0,0.0
351,1979.0,352.0,0.0,0.00058,1e-05,1e-05,0.0,0.0,324619.0,235980.0,225000.0,0.0
352,1979.0,353.0,0.00022,0.00121,0.00155,0.0,0.0,389904.0,679256.0,47120661.0,0.0,0.0
353,1979.0,354.0,0.0019,0.00107,0.0,0.0,0.0,3440660.0,600310.0,0.0,0.0,0.0
354,1979.0,355.0,1e-05,6e-05,0.0,0.0,0.0,12963.0,30000.0,0.0,0.0,0.0
355,1979.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,1979.0,357.0,0.0,2e-05,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
357,1979.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,1979.0,359.0,0.0,0.00022,0.0,0.0,0.0,0.0,119448.0,0.0,0.0,0.0
359,1979.0,360.0,0.0,1e-05,0.0,0.0,0.0,0.0,2900.0,0.0,0.0,0.0
360,1980.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,1980.0,361.0,0.0,0.0,0.00033,0.0006,0.00062,0.0,0.0,9120526.0,58074000.0,23227085.0
362,1980.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,1980.0,363.0,0.00018,0.0,0.00016,0.0,2e-05,310160.0,0.0,3968820.0,0.0,497715.0
364,1980.0,364.0,2e-05,0.00058,4e-05,4e-05,1e-05,34111.0,325040.0,1010000.0,3000000.0,51547.0
365,1980.0,365.0,5e-05,0.00623,0.00225,0.0,3e-05,87658.0,3511844.0,63474545.0,0.0,924800.0
366,1980.0,366.0,0.00358,0.00106,0.0,0.0,1e-05,6496976.0,593399.0,0.0,0.0,25717.0
367,1980.0,367.0,1e-05,9e-05,0.0,0.0,0.0,1645.0,50504.0,0.0,0.0,0.0
368,1980.0,368.0,0.0,7e-05,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0
369,1980.0,369.0,0.0,9e-05,0.0,0.0,0.0,0.0,45561.0,0.0,0.0,0.0
370,1980.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,1980.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,1980.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,1981.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,1981.0,373.0,0.0,0.0,7e-05,0.00072,0.0,0.0,0.0,1872000.0,59924000.0,0.0
375,1981.0,374.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,125822.0
376,1981.0,375.0,0.0,0.00049,0.00023,0.0,3e-05,0.0,274333.0,5940192.0,0.0,1250629.0
377,1981.0,376.0,0.00016,0.00276,0.00293,0.00014,2e-05,279685.0,1552691.0,74368196.0,12171000.0,139496.0
378,1981.0,377.0,0.00183,0.00258,0.00055,0.0,0.0,3310192.0,1453988.0,6027376.0,0.0,0.0
379,1981.0,378.0,0.00277,0.00138,1e-05,0.0,0.0,5029234.0,772637.0,22571.0,0.0,0.0
380,1981.0,379.0,6e-05,0.00022,0.0,0.0,0.0,96776.0,122511.0,0.0,0.0,0.0
381,1981.0,380.0,2e-05,7e-05,0.0,0.0,0.0,28966.0,36132.0,0.0,0.0,0.0
382,1981.0,381.0,0.0,1e-05,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0
383,1981.0,382.0,0.0,2e-05,0.0,0.0,0.0,0.0,9750.0,0.0,0.0,0.0
384,1981.0,383.0,1e-05,0.00037,0.0,0.0,0.0,4662.0,203154.0,0.0,0.0,0.0
385,1982.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,1982.0,385.0,0.0,1e-05,0.00011,0.00051,0.00063,0.0,4000.0,2810000.0,50248000.0,23779957.0
387,1982.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,1982.0,387.0,0.0,1e-05,0.00062,0.0,8e-05,0.0,1250.0,12099932.0,0.0,2617981.0
389,1982.0,388.0,0.00016,0.00069,0.00063,5e-05,1e-05,284663.0,385748.0,9276391.0,4112000.0,136292.0
390,1982.0,389.0,0.00051,0.00579,0.00193,0.0,5e-05,921011.0,3258406.0,53056365.0,0.0,1628738.0
391,1982.0,390.0,0.00324,0.00633,5e-05,0.0,0.0,5890847.0,3563858.0,586186.0,0.0,0.0
392,1982.0,391.0,0.0001,0.00085,0.0,0.0,0.0,165839.0,478504.0,0.0,0.0,0.0
393,1982.0,392.0,1e-05,1e-05,0.0,0.0,0.0,9806.0,2000.0,0.0,0.0,0.0
394,1982.0,393.0,0.0,0.00056,0.0,0.0,0.0,0.0,310161.0,0.0,0.0,0.0
395,1982.0,394.0,1e-05,0.00011,0.0,0.0,0.0,2563.0,56837.0,0.0,0.0,0.0
396,1982.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,1982.0,396.0,0.0,2e-05,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0
398,1983.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,1983.0,397.0,0.0,4e-05,0.00014,0.00073,0.0,0.0,17500.0,3670000.0,63286000.0,0.0
400,1983.0,398.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,52067.0
401,1983.0,399.0,3e-05,0.00124,0.00069,0.0,0.0,52206.0,693369.0,13610911.0,0.0,0.0
402,1983.0,400.0,0.00086,0.00167,0.00372,2e-05,0.0,1546490.0,938748.0,90193437.0,1186800.0,0.0
403,1983.0,401.0,0.00121,0.00562,0.00214,0.0,0.0,2185219.0,3163529.0,21909519.0,0.0,0.0
404,1983.0,402.0,0.00374,0.00687,6e-05,0.0,0.0,6799323.0,3871883.0,496382.0,0.0,0.0
405,1983.0,403.0,0.00013,0.00035,1e-05,0.0,0.0,221535.0,193858.0,13.0,0.0,0.0
406,1983.0,404.0,0.0,0.00015,0.0,0.0,0.0,0.0,81539.0,0.0,0.0,0.0
407,1983.0,405.0,0.0,0.0001,0.0,0.0,0.0,0.0,52620.0,0.0,0.0,0.0
408,1983.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,1983.0,407.0,0.0,0.00033,0.0,0.0,0.0,0.0,183953.0,0.0,0.0,0.0
410,1983.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,1984.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,1984.0,409.0,0.0,0.0,0.00017,0.00063,0.00051,0.0,0.0,4430000.0,57474000.0,19380917.0
413,1984.0,410.0,0.0,4e-05,0.0,0.0,1e-05,0.0,20000.0,0.0,0.0,7307.0
414,1984.0,411.0,0.0,0.0005,0.00085,0.0,2e-05,0.0,280929.0,14662841.0,0.0,711564.0
415,1984.0,412.0,0.00104,0.00044,0.00129,7e-05,5e-05,1873784.0,246485.0,23706245.0,5712000.0,1235522.0
416,1984.0,413.0,0.00123,0.00832,0.00391,0.0,0.0,2235724.0,4685084.0,82089703.0,0.0,0.0
417,1984.0,414.0,0.0045,0.00693,7e-05,0.0,0.0,8170181.0,3900956.0,619139.0,0.0,0.0
418,1984.0,415.0,0.00014,0.00044,0.0,0.0,0.0,251000.0,246706.0,0.0,0.0,0.0
419,1984.0,416.0,0.0,0.00062,0.0,0.0,0.0,0.0,345019.0,0.0,0.0,0.0
420,1984.0,417.0,1e-05,0.00025,0.0,0.0,0.0,10325.0,138796.0,0.0,0.0,0.0
421,1984.0,418.0,1e-05,0.00022,0.0,0.0,0.0,6959.0,122388.0,0.0,0.0,0.0
422,1984.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,1984.0,420.0,0.0,0.00027,0.0,0.0,0.0,0.0,151692.0,0.0,0.0,0.0
424,1985.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,1985.0,421.0,0.0,0.0,7e-05,0.00065,0.0,0.0,0.0,1684893.0,56880000.0,0.0
426,1985.0,422.0,0.0,0.0004,0.0,0.0,0.0,0.0,224581.0,0.0,0.0,0.0
427,1985.0,423.0,4e-05,9e-05,0.00092,0.0,0.0,56378.0,50127.0,16257998.0,0.0,0.0
428,1985.0,424.0,0.00137,0.00245,0.00069,0.00018,0.0,2484363.0,1378058.0,10788386.0,15057000.0,0.0
429,1985.0,425.0,0.0018,0.01664,0.00337,0.0,0.0,3257714.0,9377072.0,65554027.0,0.0,0.0
430,1985.0,426.0,0.00434,0.00383,0.00037,0.0,0.0,7889250.0,2153902.0,4157465.0,0.0,0.0
431,1985.0,427.0,0.00023,0.00649,0.0,0.0,0.0,416139.0,3655806.0,0.0,0.0,0.0
432,1985.0,428.0,0.0,0.00072,0.0,0.0,0.0,0.0,400981.0,0.0,0.0,0.0
433,1985.0,429.0,0.0,0.00215,0.0,0.0,0.0,0.0,1207222.0,0.0,0.0,0.0
434,1985.0,430.0,0.00015,0.00023,0.0,0.0,0.0,266590.0,125484.0,0.0,0.0,0.0
435,1985.0,431.0,0.0,6e-05,0.0,0.0,0.0,0.0,33096.0,0.0,0.0,0.0
436,1986.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,1986.0,433.0,0.0,0.00011,0.0,2e-05,0.0,0.0,56724.0,0.0,2815000.0,0.0
438,1986.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,1986.0,435.0,0.0001,0.00021,0.00056,0.0,9e-05,172816.0,113125.0,14469555.0,0.0,2991449.0
440,1986.0,436.0,0.00086,0.00081,0.0019,0.00012,9e-05,1548717.0,455648.0,26542999.0,9718625.0,3221255.0
441,1986.0,437.0,0.0016,0.01541,0.00229,0.0,0.00048,2905626.0,8686240.0,42009653.0,0.0,15503526.0
442,1986.0,438.0,0.00812,0.00286,0.0009,0.00023,0.0,14761378.0,1610127.0,9282910.0,18884000.0,0.0
443,1986.0,439.0,0.00024,0.00361,0.0,0.0,0.0,430137.0,2034170.0,0.0,0.0,0.0
444,1986.0,440.0,1e-05,0.00097,0.0,0.0,0.0,7550.0,545711.0,0.0,0.0,0.0
445,1986.0,441.0,7e-05,0.00047,0.0,0.0,0.0,117210.0,264204.0,0.0,0.0,0.0
446,1986.0,442.0,8e-05,0.00061,0.0,0.0,0.0,132812.0,339152.0,0.0,0.0,0.0
447,1986.0,443.0,0.0,0.00041,0.0,0.0,0.0,0.0,230361.0,0.0,0.0,0.0
448,1986.0,444.0,0.0,9e-05,0.0,0.0,0.0,0.0,45188.0,0.0,0.0,0.0
449,1987.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,1987.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2627000.0,0.0
451,1987.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,1987.0,447.0,6e-05,0.00016,0.00223,1e-05,3e-05,102769.0,84660.0,60329073.0,14100.0,1310389.0
453,1987.0,448.0,0.00261,0.00075,0.00127,0.00036,0.00019,4735826.0,418448.0,14756734.0,26246763.0,3437534.0
454,1987.0,449.0,0.00808,0.01513,0.00355,5e-05,0.0,14676089.0,8527762.0,64685509.0,3877000.0,0.0
455,1987.0,450.0,0.00361,0.00468,2e-05,3e-05,0.0,6558985.0,2634471.0,94500.0,231504.0,0.0
456,1987.0,451.0,0.00021,0.00072,0.0,2e-05,0.0,378979.0,403495.0,0.0,51044.0,0.0
457,1987.0,452.0,3e-05,0.00016,3e-05,0.0,0.0,39674.0,86972.0,40000.0,0.0,0.0
458,1987.0,453.0,0.0001,0.00032,0.0,0.0,0.0,180539.0,179544.0,0.0,0.0,0.0
459,1987.0,454.0,9e-05,0.00033,0.0,2e-05,0.0,159584.0,183849.0,0.0,27850.0,0.0
460,1987.0,455.0,0.0,0.00022,0.0,0.0,0.0,0.0,119605.0,0.0,0.0,0.0
461,1987.0,456.0,0.0,0.00028,0.0,0.0,0.0,0.0,155842.0,0.0,0.0,0.0
462,1988.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,1988.0,457.0,0.0,4e-05,0.0,0.0,2e-05,0.0,18208.0,0.0,1567000.0,628031.0
464,1988.0,458.0,1e-05,2e-05,0.0,0.0,0.0,18080.0,11076.0,0.0,0.0,0.0
465,1988.0,459.0,0.0001,0.00023,0.00075,1e-05,0.00013,177762.0,128202.0,19410774.0,14100.0,4599691.0
466,1988.0,460.0,0.00332,0.00089,0.00541,0.00052,0.00099,6027522.0,498751.0,119423690.0,37006150.0,34795550.0
467,1988.0,461.0,0.0082,0.01217,0.00071,0.00021,1e-05,14901594.0,6854997.0,7744773.0,17607000.0,100000.0
468,1988.0,462.0,0.00628,0.00494,1e-05,2e-05,0.0,11410655.0,2779139.0,75000.0,325423.0,0.0
469,1988.0,463.0,0.00029,0.00086,1e-05,1e-05,0.0,523642.0,480074.0,24000.0,73900.0,0.0
470,1988.0,464.0,3e-05,0.00011,0.0,1e-05,0.0,45950.0,60719.0,0.0,1073.0,0.0
471,1988.0,465.0,7e-05,0.00011,0.0,0.0,0.0,109834.0,56876.0,0.0,0.0,0.0
472,1988.0,466.0,4e-05,0.00039,0.0,0.0,0.0,55842.0,218065.0,0.0,0.0,0.0
473,1988.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,1988.0,468.0,0.0,2e-05,0.0,0.0,0.0,0.0,9472.0,0.0,0.0,0.0
475,1989.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,1989.0,469.0,2e-05,2e-05,0.0,0.0,0.0,28149.0,8000.0,0.0,1764000.0,0.0
477,1989.0,470.0,3e-05,0.0,0.0,0.0,0.0,37965.0,0.0,0.0,0.0,0.0
478,1989.0,471.0,0.00022,0.00016,0.00087,0.00025,6e-05,398137.0,86228.0,22888672.0,20451100.0,3286590.0
479,1989.0,472.0,0.00191,0.00061,0.00267,0.00027,5e-05,3472490.0,338283.0,54703381.0,20147999.0,1400000.0
480,1989.0,473.0,0.00879,0.01417,0.00393,0.00013,1e-05,15979802.0,7985292.0,83614142.0,9810000.0,75000.0
481,1989.0,474.0,0.00612,0.00276,2e-05,2e-05,0.0,11118981.0,1553939.0,230864.0,240791.0,0.0
482,1989.0,475.0,0.00036,0.00089,0.0,0.0,0.0,646144.0,496623.0,0.0,0.0,0.0
483,1989.0,476.0,0.00024,2e-05,0.0,0.0,0.0,427800.0,9951.0,0.0,0.0,0.0
484,1989.0,477.0,0.0,7e-05,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0
485,1989.0,478.0,4e-05,0.00056,0.0,0.0,0.0,71127.0,311066.0,0.0,0.0,0.0
486,1989.0,479.0,0.0,0.00065,0.0,0.0,0.0,0.0,364300.0,0.0,0.0,0.0
487,1989.0,480.0,0.0,9e-05,0.0,0.0,0.0,0.0,50096.0,0.0,0.0,0.0
488,1990.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,1990.0,481.0,0.0,0.00013,0.0,0.00032,1e-05,0.0,69150.0,0.0,25889912.0,141687.0
490,1990.0,482.0,3e-05,6e-05,0.0,0.0,1e-05,39483.0,32112.0,0.0,0.0,390723.0
491,1990.0,483.0,0.00032,0.00021,0.00086,1e-05,0.00034,574371.0,114297.0,22943170.0,14100.0,12650365.0
492,1990.0,484.0,0.00253,0.001,0.00466,0.00063,0.00085,4598157.0,561428.0,99858042.0,36056060.0,29348197.0
493,1990.0,485.0,0.00919,0.01638,0.00118,2e-05,9e-05,16694934.0,9230563.0,11147531.0,1764000.0,403609.0
494,1990.0,486.0,0.00402,0.00316,1e-05,4e-05,0.0,7293588.0,1781202.0,17200.0,381681.0,0.0
495,1990.0,487.0,0.00039,0.00048,0.0,0.0,0.0,704193.0,267005.0,0.0,0.0,0.0
496,1990.0,488.0,0.0,0.00056,0.0,0.0,0.0,0.0,313990.0,0.0,0.0,0.0
497,1990.0,489.0,5e-05,4e-05,0.0,0.0,0.0,84992.0,17500.0,0.0,0.0,0.0
498,1990.0,490.0,5e-05,0.00044,0.0,8e-05,0.0,75898.0,242659.0,0.0,80641.0,0.0
499,1990.0,491.0,0.0,0.00023,0.0,0.0,0.0,0.0,127860.0,0.0,0.0,0.0
500,1990.0,492.0,0.0,0.00036,0.0,0.0,0.0,0.0,201013.0,0.0,0.0,0.0
501,1991.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,1991.0,493.0,0.0,0.0,0.0,0.00022,0.0,0.0,0.0,0.0,17600000.0,0.0
503,1991.0,494.0,5e-05,2e-05,1e-05,0.0,0.0,77868.0,7900.0,57000.0,0.0,0.0
504,1991.0,495.0,0.00026,0.00013,0.00084,5e-05,0.00013,470407.0,71544.0,23623732.0,1614100.0,4820670.0
505,1991.0,496.0,0.00234,0.00138,0.00442,0.00041,2e-05,4237472.0,774578.0,111861807.0,21617591.0,800000.0
506,1991.0,497.0,0.00805,0.01441,0.00169,0.00011,0.0,14621191.0,8118887.0,21170741.0,4353166.0,0.0
507,1991.0,498.0,0.00647,0.00498,5e-05,0.0,8e-05,11756497.0,2804416.0,500000.0,0.0,800000.0
508,1991.0,499.0,0.00097,0.00078,0.0,0.0,0.0,1756155.0,438712.0,0.0,0.0,0.0
509,1991.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,1991.0,501.0,0.0,0.0002,0.0,0.0,0.0,0.0,112716.0,0.0,0.0,0.0
511,1991.0,502.0,0.00012,0.00075,0.0,5e-05,0.0,205096.0,418984.0,0.0,48334.0,0.0
